N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,1632,747,825,687,463,0,2803,198,0,585,638,0,0,300
170,446,0,274,137,33,1,428,173,203,169,233,3,423,227
171,4572,2780,0,2760,2936,5294,0,1478,0,2941,3502,10285,3517,2114
172,243,0,123,362,0,3,0,187,243,401,182,3,373,329
173,197,59,52,64,0,0,196,66,38,70,58,0,180,60
174,2255,947,971,807,1213,0,4158,1120,1007,807,1039,2,2217,1090
175,573,0,759,936,844,0,1232,398,850,1018,740,0,0,189
176,528,197,214,165,163,2,599,91,93,191,289,3,517,216
177,7775,1602,3084,3233,2722,6317,4677,0,4175,3177,0,8527,6234,1526
178,222,145,263,504,222,0,649,331,353,70,285,0,360,262
179,183,63,49,67,59,0,197,71,59,53,60,0,182,51
180,2823,981,1140,1189,1245,0,3166,1119,566,1140,1362,0,3112,1136
181,1330,1234,80,757,468,0,1373,1226,798,205,0,0,1765,278
182,550,0,267,136,150,0,459,72,271,80,137,3,453,0
183,2370,2405,3729,3015,3101,11365,0,1607,3078,2693,2277,4122,0,1830
184,513,205,215,144,215,0,306,241,366,423,400,0,270,149
185,0,61,61,51,54,0,181,50,53,68,53,0,146,50
186,3019,0,907,886,1415,7,3599,1203,1066,1366,0,3,3076,1138
187,1241,362,1129,634,289,0,0,1124,0,422,564,0,922,743
188,461,119,108,145,282,0,446,259,149,180,145,0,545,159
189,4632,2560,0,2762,1908,13142,5631,1808,3724,2672,3096,5805,4796,2655
190,262,224,328,1,196,0,323,0,313,181,101,0,0,0
191,189,65,45,52,55,0,119,70,50,61,49,0,201,62
192,3118,1314,0,1254,1200,0,3002,958,1299,971,1156,0,4725,0
193,1402,1303,415,519,358,0,0,0,100,505,0,0,2134,1004
194,357,55,184,0,152,0,443,211,209,146,148,0,0,272
195,3684,2681,2905,2501,2256,5752,4906,2994,3085,2926,0,3274,4401,1664
196,461,281,236,31,137,0,174,0,180,259,0,1,0,191
197,172,58,60,73,46,0,208,0,73,47,54,0,178,58
198,3670,1039,963,1309,1360,3,3871,1075,976,0,0,0,4473,1118
199,2386,693,1147,1291,665,0,463,498,0,305,615,0,1669,0
200,485,316,169,167,184,4,459,0,138,0,268,1,531,216
201,3103,1945,3027,3247,2240,11114,4564,0,3719,2556,3349,0,3493,2560
202,590,293,218,108,215,0,94,0,158,331,99,0,494,0
203,192,56,0,62,58,0,182,39,44,78,59,0,145,52
204,2707,1212,1068,0,0,5,0,1086,1023,1027,1108,6,3036,1046
205,1792,1070,718,1167,630,0,1092,436,703,1306,701,0,863,481
206,417,276,0,130,27,0,462,0,0,0,337,0,431,0
207,3539,1607,0,2383,729,10605,5126,2359,3308,2643,2185,0,0,0
208,286,0,214,217,260,1,325,182,188,271,218,0,97,91
209,165,0,58,78,41,0,201,66,54,0,51,0,125,58
210,2376,1152,684,0,1630,0,3071,954,789,1046,1350,0,2377,1036
211,1824,126,503,1057,648,0,1082,0,1047,645,731,0,129,995
212,544,0,100,144,138,2,0,313,229,134,177,1,494,122
213,5604,2288,0,2738,2459,3470,4031,1489,2777,2223,1940,8906,2208,2752
214,316,60,241,289,278,0,440,234,206,148,153,6,489,337
215,191,67,47,62,64,0,193,53,58,63,62,0,180,64
216,2929,0,803,854,1123,0,2987,979,997,968,1029,3,2398,1163
217,0,328,442,746,488,0,0,831,697,645,424,0,1973,1042
218,537,127,103,135,262,2,464,47,158,126,312,5,0,64
219,4634,3313,2852,2632,3022,3598,2258,2661,2659,2433,3641,0,4729,1959
220,292,285,262,201,107,0,0,291,134,297,148,1,292,111
221,120,71,66,71,0,0,189,50,69,0,54,0,145,66
222,0,1050,956,886,969,3,0,1115,1184,919,1097,4,3891,1073
223,504,689,799,785,711,0,0,259,523,965,402,0,2226,289
224,505,0,257,119,0,0,0,158,0,152,245,1,367,367
225,4613,0,3466,2846,1967,7775,3487,1807,2432,3385,3847,10637,8205,2676
226,440,142,192,442,156,3,564,213,246,0,196,2,392,0
227,233,75,59,86,47,0,161,50,58,73,61,0,180,54
228,4055,1155,1141,1466,1134,11,3453,1081,969,830,971,0,3194,979
229,1451,946,612,422,443,0,1463,859,0,1144,217,0,854,1009
230,554,112,0,145,179,0,475,133,184,164,263,1,469,13
231,3284,2938,0,2851,2144,0,5310,1117,1839,2592,2794,5464,725,3199
232,231,310,307,0,281,0,506,253,179,0,251,0,0,296
233,172,65,43,0,58,0,177,57,50,61,53,0,199,63
234,2660,972,771,925,1338,3,1870,0,1233,960,1197,10,2642,1195
235,405,284,495,0,567,0,0,649,579,0,1163,0,210,756
236,528,209,176,150,176,4,425,59,182,163,421,0,0,233
237,4060,3558,2910,2600,3076,7804,179,2955,2963,2349,0,11378,2476,1406
238,373,204,0,235,80,0,330,165,421,143,226,7,310,373
239,196,58,54,60,52,0,139,71,66,60,71,0,165,0
240,3680,0,972,1139,1140,8,4390,908,1259,960,0,4,2862,1276
241,1483,134,665,1106,264,0,0,0,511,728,679,0,1657,545
242,473,172,0,115,286,0,438,169,58,0,374,0,437,142
243,0,2990,4178,2573,2060,4064,9857,2285,3465,2636,3461,5727,3340,2795
244,503,151,242,111,110,0,481,161,175,290,91,1,187,255
245,153,52,52,67,64,0,194,55,34,73,47,0,127,56
246,3970,989,1307,1048,1516,1,3875,975,702,1054,0,0,2435,963
247,714,0,758,404,798,0,0,36,624,577,677,0,247,30
248,503,252,129,192,284,2,326,18,227,140,204,0,481,159
249,6544,2504,2642,2735,2004,11839,6656,2806,3143,2969,1783,11105,3314,2215
250,212,275,141,288,136,0,272,176,255,0,360,3,44,123
251,180,65,23,48,0,0,223,56,0,0,52,0,201,61
252,5296,1117,0,848,1119,8,2138,1122,1165,1225,1278,5,4290,1024
253,1248,755,364,10,0,0,342,243,412,816,710,0,473,840
254,487,221,206,129,0,1,457,461,152,161,232,4,518,162
255,0,1658,3055,3132,4015,12030,0,1523,2607,2979,4257,3246,5162,2506
256,330,37,168,350,174,0,414,245,262,95,33,0,371,277
257,0,59,66,66,54,0,161,60,59,73,0,0,181,58
258,3000,1121,961,1171,1400,0,2155,862,722,901,1092,0,2108,1035
259,0,937,554,881,565,0,497,352,801,924,0,0,0,0
260,513,225,183,136,87,5,420,0,88,0,278,0,594,257
261,2150,1981,2036,2610,2104,9281,3112,2625,2601,2908,2808,4642,3281,0
262,346,0,0,252,288,0,293,249,268,0,48,0,279,245
263,207,67,47,46,55,0,160,57,42,0,39,0,188,50
264,4332,1103,0,1173,1019,13,5183,866,808,1258,979,5,0,918
265,1398,743,671,1528,0,0,493,710,0,759,385,0,0,517
266,519,200,99,122,257,2,540,109,199,143,0,2,485,182
267,4974,2944,3121,2892,1307,1707,2445,2728,3084,2578,804,6261,5436,2321
268,331,274,140,0,136,5,383,179,245,269,107,0,431,369
269,163,58,50,72,55,0,155,58,50,62,52,0,192,0
270,3375,1062,1504,962,1273,0,2084,855,0,955,923,0,2563,1119
271,1957,161,357,986,0,0,1984,803,406,255,339,0,0,237
272,396,145,190,163,220,0,407,144,97,153,214,6,532,176
273,1652,1496,2226,2767,2695,5515,3191,0,2507,1904,2122,3137,4562,2508
274,90,354,0,349,185,3,0,226,321,238,237,2,141,199
275,190,72,63,67,52,0,192,60,65,0,51,0,156,67
276,1907,0,1128,951,1239,0,4166,1049,1164,1016,1369,3,0,0
277,705,370,667,425,614,0,1659,0,1009,970,49,0,1098,795
278,432,0,0,171,45,0,430,0,0,116,231,0,495,207
279,3991,1949,3333,2392,2827,6016,5180,1208,3903,3330,2431,6067,4032,3821
280,323,90,0,489,0,1,4,202,0,349,230,0,264,251
281,219,56,64,66,52,0,231,64,52,57,55,0,152,59
282,3126,1135,921,1266,1372,0,3047,0,1421,939,760,2,4394,0
283,325,61,633,530,394,0,2096,933,696,0,959,0,1553,848
284,500,0,181,171,0,0,544,225,201,151,186,0,509,300
285,2859,2612,2862,2706,2128,8023,2350,2041,2199,0,2168,4782,3077,1780
286,460,279,217,253,252,5,456,246,141,224,0,0,420,0
287,178,46,51,71,51,0,192,57,57,52,54,0,0,51
288,3948,1066,1023,1013,1093,0,3770,962,940,847,1200,0,2266,1129
289,0,382,952,395,273,0,737,939,314,585,173,0,352,453
290,404,163,185,135,285,2,553,222,174,194,413,0,465,204
291,3864,1636,2881,2569,2774,4080,5256,2339,3392,3136,0,10061,2672,2596
292,0,0,0,229,236,0,277,260,338,0,224,1,213,211
293,151,46,0,78,44,0,161,60,41,68,55,0,191,60
294,4170,998,1384,692,1154,4,3581,0,0,0,1183,4,2673,1083
295,895,658,650,1163,529,0,45,420,609,1869,0,0,1049,760
296,425,227,151,123,433,4,476,216,86,0,124,1,477,203
297,2902,2242,3422,2247,1825,6470,6349,2376,3615,2421,4531,0,5457,447
298,343,121,314,291,0,0,149,0,188,51,222,0,0,287
299,207,48,48,79,49,0,161,63,54,53,49,0,206,51
300,3185,978,1353,957,1382,0,3817,0,1193,1279,941,6,1320,992
301,937,595,733,552,488,0,602,1447,808,0,128,0,1378,578
302,484,75,114,99,274,1,537,155,227,118,288,5,428,0
303,5190,2808,2485,3428,1867,6245,5015,3319,3639,2917,4061,10317,3713,0
304,0,311,0,369,103,0,348,198,199,0,141,0,96,379
305,147,48,54,41,40,0,149,52,69,73,53,0,145,65
306,0,1103,1126,969,1270,11,4047,1111,1148,939,1407,12,3108,1157
307,1365,689,491,385,336,0,80,0,880,572,512,0,2012,0
308,477,122,256,146,283,3,587,0,57,199,118,1,489,218
309,0,2899,2835,2558,2773,5044,4527,2772,2748,2044,2897,6540,2416,1702
310,416,165,280,0,210,0,0,355,193,390,304,4,0,280
311,0,51,56,70,68,0,216,58,57,53,55,0,113,52
312,0,1137,1111,1457,1003,0,3274,1085,1071,1356,1035,8,3398,1195
313,1717,278,0,826,620,0,1473,381,0,458,460,0,1847,0
314,0,248,131,0,221,1,497,208,215,127,0,6,586,270
315,1827,1291,0,3006,3798,5234,5057,1760,4146,2377,3882,15504,4808,1498
316,320,237,201,115,195,0,425,385,143,313,190,0,422,325
317,175,66,34,68,38,0,173,69,85,65,54,0,182,51
318,4691,1217,0,813,1448,8,2794,999,948,728,1215,8,2189,1018
319,1016,919,382,544,588,0,952,343,594,1469,33,0,1055,970
320,531,87,243,0,312,0,384,408,150,107,311,2,589,454
321,0,2206,2891,2763,3287,9901,0,3786,2876,2761,3340,7920,5699,1184
322,241,198,99,42,150,0,0,279,158,136,193,0,0,327
323,148,59,63,47,57,0,203,58,46,79,55,0,167,64
324,4735,1207,730,1057,1318,7,3680,1175,1564,0,1511,12,3573,1083
325,1089,837,782,998,511,0,0,1285,537,657,603,0,829,862
326,386,105,203,158,415,3,564,235,240,0,0,0,508,329
327,4615,2856,2480,3293,2999,4387,2910,1684,0,2705,5351,1936,4190,1300
328,420,0,75,264,180,1,305,219,237,163,133,6,440,0
329,159,54,59,56,54,0,157,70,63,75,62,0,0,61
330,0,0,850,1196,831,0,2376,1015,929,0,1188,0,3370,939
331,1805,201,624,0,668,0,0,413,811,727,248,0,603,481
332,368,63,206,129,357,2,465,0,155,130,341,0,340,133
333,4340,2118,2973,2454,4220,6138,2416,2306,2896,2454,2423,0,3671,0
334,262,160,238,253,283,0,255,0,242,255,0,0,10,70
335,226,58,42,57,37,0,151,60,66,79,55,0,0,62
336,3721,1158,1105,1250,1469,4,2170,1068,1105,1019,1451,1,2859,1205
337,1793,0,702,1438,724,0,2312,369,498,1296,335,0,649,193
338,534,0,0,0,185,0,0,245,146,125,252,3,408,302
339,5513,1672,2540,2940,2230,6872,6312,2955,1698,2341,479,6727,0,2673
340,229,0,282,0,356,4,562,0,321,321,233,0,318,294
341,139,49,40,0,54,0,209,69,45,65,66,0,143,0
342,2986,0,775,719,1029,10,3986,0,991,984,1260,2,3829,1035
343,2346,306,707,258,724,0,1057,496,312,1142,766,0,2325,0
344,527,257,110,0,259,3,437,157,152,161,259,0,491,0
345,4997,2613,2540,2846,0,7658,1940,1092,2157,2712,3979,6118,4979,3367
346,415,233,23,0,213,7,575,202,438,289,275,4,0,229
347,183,70,70,58,57,0,198,57,59,48,51,0,193,51
348,4350,1039,1180,1298,757,6,3216,930,0,1153,0,3,2047,1187
349,569,0,0,1352,296,0,389,958,973,1117,158,0,1337,661
350,443,114,296,112,107,2,418,296,99,158,360,0,576,48
351,4345,2649,3198,3090,3700,0,4757,1698,0,2944,3615,8076,0,2408
352,596,191,259,219,0,7,151,259,332,93,149,0,484,262
353,177,51,62,56,73,0,141,70,58,0,0,0,190,53
354,1112,890,1032,1119,1065,0,3976,1096,1066,905,1260,0,3883,1041
355,1277,652,117,0,0,0,812,0,150,732,339,0,1064,303
356,510,228,222,161,297,4,513,203,277,203,345,2,358,371
357,4049,2002,2601,2314,3787,7072,2911,1110,2471,3055,2603,9367,3357,2359
358,0,74,121,335,311,0,0,1,267,319,230,5,468,0
359,129,0,60,73,51,0,161,54,52,71,56,0,173,63
360,1397,1199,979,1223,1133,18,3474,1142,1010,912,1285,7,3214,1117
361,1150,306,503,0,0,0,950,604,612,758,0,0,1481,604
362,572,270,0,131,244,0,0,93,210,139,219,2,376,0
363,0,2562,3221,2802,2011,10169,3769,0,2569,2439,4179,6873,4821,2362
364,0,175,117,442,0,0,310,183,137,0,106,1,308,266
365,175,72,47,61,36,0,234,0,63,70,68,0,173,64
366,3723,1140,977,1124,1289,4,2073,1123,993,1274,1101,4,2357,965
367,1905,0,523,234,902,0,686,854,911,371,251,0,0,314
368,506,0,204,0,0,1,484,197,133,185,0,1,0,124
369,5780,1581,3189,2583,3558,7586,3111,1775,2789,2989,4598,14351,3227,2501
370,403,191,287,316,314,0,188,342,301,144,155,3,437,256
371,183,56,56,0,51,0,102,59,0,60,47,0,236,53
372,4032,1378,1165,1283,1080,0,3065,0,982,1026,1157,0,2044,1106
373,2098,0,810,493,444,0,953,667,449,660,249,0,1514,695
374,373,217,230,139,219,3,466,56,213,112,319,0,492,287
375,3439,4245,2468,2369,3138,7382,2717,2144,2286,2542,2293,11699,2508,2017
376,238,269,278,0,167,0,633,242,308,555,140,1,0,0
377,153,55,52,61,52,0,233,60,0,52,80,0,0,55
378,4255,1136,871,0,1431,0,3540,983,1258,1095,1295,5,3053,987
379,1395,1186,630,853,395,0,380,1244,728,341,599,0,1679,150
380,460,271,182,132,323,1,465,267,263,0,226,5,445,184
381,0,0,2083,0,1282,4206,3304,3378,2595,2829,3634,9287,3550,2159
382,333,158,200,0,104,0,327,129,375,0,193,0,512,218
383,217,41,26,64,44,0,0,60,44,60,61,0,176,0
384,2214,1144,1054,0,0,0,1714,967,0,851,1423,6,0,1148
385,170,159,658,584,1003,0,0,837,515,450,824,0,2399,905
386,524,5,296,110,163,2,439,270,210,173,82,0,430,95
387,3418,2880,2755,2874,2899,8907,62,2101,2413,3111,2317,10959,4963,2453
388,195,293,363,110,209,0,429,67,321,396,9,4,399,262
389,205,62,53,61,50,0,183,0,66,61,53,0,213,50
390,3685,1054,721,1119,1058,0,2552,1109,773,877,1191,0,3225,915
391,952,43,513,592,1230,0,544,1380,630,1678,768,0,1244,990
392,329,264,0,172,0,0,0,325,355,126,169,0,432,0
393,5834,2033,3640,2692,3702,7938,4213,943,1518,2803,2479,4094,854,3330
394,516,183,276,6,237,2,391,269,237,107,193,0,444,262
395,237,50,63,82,47,0,184,66,31,76,50,0,117,59
396,2579,0,1138,703,1219,0,3452,1060,652,891,0,0,2736,0
397,2782,460,649,904,583,0,739,202,713,0,691,0,634,863
398,431,182,143,137,0,1,457,206,221,117,0,2,532,174
399,2835,1669,1965,2811,2352,4992,5713,3394,0,2755,3023,3615,3311,2216
400,568,0,248,208,242,2,381,285,0,58,306,4,160,97
401,168,0,81,63,58,0,227,58,33,77,51,0,234,50
402,4409,1134,1134,1055,1132,1,0,1118,0,1211,1192,0,1778,1112
403,0,208,711,0,695,0,2380,1172,1094,0,724,0,1397,1202
404,542,301,0,186,236,0,358,25,247,166,298,0,526,285
405,3700,1875,3960,3453,2848,11729,6216,1919,2606,2621,1758,8410,5467,2377
406,12,260,239,438,213,0,344,275,396,0,0,7,497,203
407,151,52,65,0,71,0,155,56,40,67,0,0,162,70
408,2098,993,859,791,969,2,3516,998,1020,1220,1167,8,3178,1036
409,256,251,501,1353,387,0,0,222,0,714,684,0,0,408
410,489,35,173,144,155,2,462,249,292,124,253,0,492,257
411,0,1679,0,2814,3153,6499,2673,1498,3042,2694,2912,15363,3376,1738
412,520,228,157,200,274,1,323,334,175,252,256,1,513,161
413,123,56,0,70,46,0,162,61,58,30,64,0,145,57
414,4027,977,0,735,0,0,4410,1174,1338,0,1391,3,3014,1150
415,353,657,447,881,941,0,737,433,0,749,512,0,1157,782
416,0,134,250,142,221,2,423,263,191,143,253,2,553,347
417,3464,0,3192,2864,0,7786,3143,0,2768,2266,2393,9310,2169,2722
418,500,0,0,0,0,0,140,261,182,0,180,0,546,208
419,0,51,50,0,35,0,147,50,47,56,54,0,236,61
420,1752,1050,1000,1082,1256,0,3886,977,1076,1251,1208,1,3152,1089
421,332,1489,0,579,983,0,869,0,392,736,0,0,1579,824
422,478,51,112,161,0,0,448,186,190,169,269,3,575,308
423,0,1527,3010,3717,3467,7912,3386,2362,2556,0,0,10447,0,2135
424,256,119,159,525,258,0,0,183,221,516,198,2,451,259
425,203,53,29,61,45,0,152,59,68,54,54,0,167,57
426,3984,1050,1047,1167,1049,5,3545,1039,1201,968,1216,1,3206,1126
427,2124,809,0,472,0,0,1247,378,0,765,360,0,0,555
428,570,229,167,201,138,4,447,0,287,165,52,0,562,296
429,4883,2175,2163,2869,532,0,4001,2530,3946,2702,2683,8558,8031,2654
430,436,216,152,402,219,0,537,209,160,322,147,0,460,190
431,147,71,45,53,52,0,163,54,59,57,0,0,152,63
432,2813,1043,932,1326,1126,3,3714,1007,1279,0,1267,7,4110,1114
433,890,514,866,0,562,0,1427,1390,921,443,145,0,1572,0
434,414,82,159,179,346,3,468,65,214,0,370,3,409,96
435,6399,1246,2439,3035,2550,10814,4866,2316,2113,2401,3122,12687,3108,3162
436,236,213,136,0,170,2,0,124,130,0,147,0,291,178
437,175,58,0,46,74,0,122,65,63,65,67,0,222,58
438,2030,1146,0,1029,755,7,2957,1023,931,1098,948,0,3976,1051
439,0,909,0,550,257,0,0,0,0,837,0,0,935,928
440,384,331,290,132,155,0,0,327,234,139,26,3,511,229
441,5615,2520,3228,2750,3532,12160,0,2282,3115,2157,2152,404,4987,3044
442,548,277,458,96,162,0,328,249,167,302,280,4,109,0
443,196,63,0,46,57,0,137,58,46,67,56,0,188,0
444,2667,976,980,728,908,0,3222,1084,1164,920,1151,0,3702,1211
445,123,171,0,945,0,0,830,314,454,1741,511,0,2690,0
446,420,100,77,126,481,0,456,247,139,161,57,1,441,8
447,3359,2725,2843,2529,3486,6714,4666,1810,3900,0,1583,4878,5948,2202
448,0,156,382,229,0,3,543,262,159,349,135,0,293,120
449,203,60,23,78,0,0,191,57,56,55,50,0,154,0
450,3388,1134,1299,946,1195,0,3676,1055,1018,899,0,0,2730,1127
451,2272,677,177,1098,748,0,1282,745,296,160,410,0,314,576
452,477,312,118,110,219,5,482,154,144,0,200,1,575,131
453,2671,2527,3859,3319,0,7665,2513,1718,3015,2642,2930,6526,2794,2113
454,517,169,232,222,113,2,0,261,312,110,201,0,399,234
455,184,57,48,52,51,0,155,0,57,69,52,0,219,63
456,2435,1106,637,950,1096,2,3094,977,771,1268,926,0,2551,1095
457,1527,0,776,0,0,0,0,908,0,563,330,0,0,0
458,585,247,117,168,151,0,522,112,242,143,189,1,380,293
459,2041,2703,3362,3358,1839,8038,1866,1948,2453,2388,4035,9639,3725,1722
460,0,347,195,0,219,0,440,261,242,269,92,8,369,212
461,154,52,58,66,0,0,194,71,54,73,56,0,0,57
462,0,1132,1158,1018,1129,0,1990,1175,1224,941,905,6,2125,1050
463,1430,1014,656,604,785,0,0,880,577,486,305,0,856,0
464,493,214,176,151,0,6,384,0,255,173,76,0,509,256
465,4122,1650,2181,2819,1333,9881,5780,2765,2874,0,0,9918,2355,2497
466,355,170,292,160,137,0,371,125,230,0,67,0,126,237
467,190,59,61,55,64,0,0,58,40,61,75,0,176,61
468,3677,1184,0,860,966,0,2484,1095,1199,807,1299,7,3149,1004
469,1533,1055,614,136,288,0,0,373,812,0,433,0,418,291
470,558,327,0,107,80,0,512,284,202,189,169,1,422,152
471,0,1937,3018,2467,2001,7240,2394,1411,3024,2995,2201,5825,4733,2717
472,198,246,267,294,88,0,323,248,236,223,190,0,486,220
473,0,64,57,62,51,0,0,0,61,0,43,0,160,64
474,0,914,1513,0,1160,1,2979,1018,1135,833,0,4,3947,1039
475,1966,1255,585,332,939,0,0,160,646,860,425,0,2079,473
476,465,204,268,0,303,0,462,22,270,145,0,1,468,283
477,4034,3174,3409,3057,2613,10002,7371,2136,3172,3024,0,10085,5532,0
478,564,193,219,200,188,3,147,249,344,198,0,1,390,358
479,139,58,58,66,53,0,156,65,0,41,41,0,152,51
480,3288,1077,1156,778,1053,0,3640,1017,1084,1054,1105,9,2014,1137
481,2196,950,933,894,524,0,673,773,1127,1132,568,0,1004,0
482,507,0,118,128,0,2,457,0,182,107,180,0,0,217
483,2773,1965,3067,2875,1676,4042,0,3050,2120,2364,2923,5034,0,2804
484,372,136,53,49,115,4,385,238,308,212,188,3,440,223
485,0,57,0,51,0,0,123,53,43,67,41,0,0,67
486,0,1105,0,1238,0,5,0,1034,1144,0,917,2,3134,1195
487,0,374,404,902,385,0,1021,0,375,589,884,0,0,1448
488,513,266,0,156,254,0,513,260,227,159,106,1,452,16
489,3609,1740,2577,2388,1571,13211,3395,2246,1769,2570,3692,5961,0,2421
490,0,251,0,72,123,0,158,149,265,239,143,2,258,307
491,160,73,47,59,61,0,117,67,40,59,0,0,184,54
492,0,1099,950,0,1305,0,0,1104,1469,1118,1133,6,3562,1261
493,0,0,522,1084,690,0,360,682,860,847,641,0,910,700
494,396,65,0,0,193,0,500,39,380,160,116,0,424,147
495,0,2119,2802,2568,3128,0,3994,2259,4507,3019,3189,0,6102,2254
496,0,241,257,291,0,5,0,259,239,0,313,3,132,141
497,136,40,57,74,66,0,159,56,56,73,56,0,0,60
498,2269,1015,1117,0,1114,3,3539,1046,989,782,1109,3,4058,1052
499,910,0,785,0,701,0,1728,421,362,479,725,0,0,839
500,453,102,183,223,0,5,529,218,151,188,181,0,473,164
501,3476,2308,2712,3070,457,0,0,2930,1550,2620,2577,9243,0,3386
502,420,123,203,259,131,2,392,298,252,240,150,4,436,263
503,175,67,43,74,0,0,201,53,44,69,59,0,192,62
504,3248,927,1189,756,1100,5,0,944,777,933,697,0,3280,0
505,2677,538,325,1068,266,0,38,804,309,1113,132,0,379,1452
506,456,301,233,142,0,2,557,168,196,172,0,0,510,164
507,5215,3939,2489,2946,2671,6246,3706,0,2189,2997,2181,6657,2531,2703
508,311,62,230,234,185,3,75,249,238,508,268,0,371,272
509,202,48,50,77,49,0,140,62,38,46,63,0,201,57
510,2810,0,897,1049,1280,3,4862,1087,1158,1038,1325,12,3748,973
511,727,535,208,780,818,0,0,195,1123,1180,418,0,1927,179
512,0,270,186,147,0,0,352,260,0,170,247,4,410,230
513,0,726,2442,2844,2493,6414,2932,2372,3110,2837,2258,7341,5538,2982
514,351,337,208,365,267,0,143,249,326,225,0,0,215,239
515,215,62,62,85,49,0,178,70,48,70,50,0,169,68
516,3030,1116,1156,0,1018,9,4323,1151,0,864,1035,0,3112,0
517,283,0,557,1096,378,0,2190,1002,264,19,669,0,1453,867
518,461,115,156,115,262,3,572,330,0,117,124,4,500,297
519,3132,1904,2557,0,2709,8853,3822,3166,1606,2561,2921,7821,3199,945
520,8,0,118,68,192,2,358,181,172,333,198,5,286,136
521,192,70,51,0,71,0,144,59,0,55,63,0,226,46
522,4485,1146,1092,1042,1133,8,2070,1247,845,850,0,5,3877,1079
523,1988,540,918,1256,472,0,1394,0,0,1059,610,0,2338,1217
524,0,30,157,178,418,5,409,177,216,150,179,0,408,167
525,4289,1939,3271,2728,0,0,0,3257,3189,2018,2102,10334,7356,2087
526,250,82,99,298,193,7,319,220,407,382,324,0,326,162
527,179,69,53,0,52,0,179,65,50,64,44,0,186,62
528,3201,0,999,861,1254,6,2206,1087,1031,1118,1330,0,3395,1063
529,783,55,489,0,453,0,1011,860,556,1271,0,0,365,570
530,431,115,0,134,51,4,546,111,316,174,0,0,364,219
531,3986,2936,2429,2834,1988,5219,2790,3075,2622,2984,2649,8899,2937,0
532,52,0,183,52,98,0,130,170,232,271,0,3,454,350
533,0,55,71,76,55,0,159,61,48,72,60,0,165,56
534,3100,1067,1087,1333,1099,7,3580,1146,756,840,1136,1,3700,1191
535,2158,0,832,0,500,0,977,0,112,1233,800,0,0,98
536,492,140,221,206,121,0,370,0,207,161,311,0,377,170
537,0,2467,2911,2924,1662,9325,1354,2422,3619,2865,4083,9222,6668,2173
538,281,173,289,411,11,1,239,0,164,185,125,3,134,296
539,176,53,49,46,54,0,198,53,51,74,0,0,191,63
540,3632,1182,822,945,1442,7,2784,1090,829,0,1238,4,2497,1149
541,0,0,358,1125,359,0,1919,321,427,252,896,0,1254,1063
542,474,175,159,172,76,0,457,115,122,0,248,0,419,147
543,0,1376,3644,2824,1956,11367,4605,2264,3076,2884,3236,5836,4557,2409
544,587,118,148,128,229,6,366,293,150,65,104,3,366,168
545,172,0,55,53,45,0,159,60,47,62,47,0,262,48
546,2495,1165,508,779,1407,3,3335,1081,0,1127,1070,8,2495,1105
547,0,331,167,1353,252,0,0,145,629,622,905,0,2470,1058
548,459,236,151,144,295,0,599,273,117,155,300,0,449,0
549,4131,2963,0,3272,0,4405,3590,3082,2790,2793,3406,10339,5882,0
550,365,248,293,236,267,3,592,506,182,172,139,0,456,148
551,0,60,27,71,33,0,174,58,34,44,60,0,143,55
552,1761,1111,1282,835,1112,0,3373,1025,1289,0,1131,18,4851,1006
553,964,841,405,394,297,0,539,0,720,737,395,0,1895,560
554,462,140,221,153,193,1,550,191,294,155,0,0,527,248
555,0,2513,2629,2798,2162,10963,4720,2192,3020,2865,2125,6222,4710,2116
556,189,231,236,227,203,4,200,0,178,100,93,0,134,272
557,145,52,41,64,55,0,194,0,0,67,51,0,166,70
558,4349,1199,734,1233,0,0,1903,1226,1242,1087,1347,1,4079,1132
559,248,148,85,894,232,0,0,189,894,549,98,0,924,990
560,603,100,216,160,71,0,511,211,96,89,203,0,491,206
561,2323,2913,2743,2579,0,3774,4069,2249,1085,3311,3193,7544,4216,2079
562,0,276,177,0,187,2,29,296,205,113,199,0,154,233
563,191,61,45,47,60,0,148,72,54,52,40,0,118,52
564,2904,0,841,1101,1352,2,3738,0,633,937,1101,19,3360,1203
565,0,143,462,1331,605,0,0,463,772,1544,472,0,0,471
566,479,115,198,130,291,0,500,402,305,152,141,2,472,97
567,2683,1630,2680,2819,5555,9748,0,1094,3060,3147,2263,6792,2598,1662
568,197,231,417,569,168,0,454,267,273,0,203,0,249,97
569,0,57,53,60,71,0,171,48,42,66,55,0,203,51
570,3271,943,997,785,1293,4,2253,0,920,1042,1236,0,5085,1069
571,359,1260,72,773,326,0,1957,0,111,355,233,0,464,81
572,549,169,231,117,394,1,425,122,232,125,214,0,455,110
573,2871,2263,3133,1892,4277,3414,2794,1030,3157,2799,1426,5837,8539,1193
574,0,272,319,430,137,2,450,278,216,0,113,1,396,164
575,229,54,47,50,0,0,208,61,48,61,61,0,188,65
576,0,1069,1058,832,1292,8,2871,1167,1237,868,868,1,3433,1113
577,700,1238,531,168,373,0,1531,846,360,1417,476,0,1646,948
578,539,159,233,164,291,5,390,336,186,155,326,2,503,38
579,0,3027,2826,2751,1996,3019,5241,2512,2313,2569,2919,2126,2166,1812
580,292,0,0,199,317,0,456,246,126,120,144,1,437,237
