N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,1856,1292,723,499,638,0,1203,253,755,0,363,0,994,624
170,421,311,342,172,364,0,0,62,288,161,302,2,482,0
171,1413,2685,3306,2284,3069,8173,5894,1825,0,2787,3645,6587,3813,1556
172,301,211,276,258,188,0,423,145,379,329,182,2,533,272
173,0,57,37,0,47,0,178,57,26,72,49,0,142,66
174,3266,1155,1024,1029,0,5,0,975,1109,848,0,0,2264,1009
175,171,998,524,46,101,0,1230,1096,598,959,659,0,937,281
176,267,380,0,168,428,2,396,223,243,111,206,1,452,0
177,3095,1878,0,2932,1051,9732,3538,1651,2079,2788,3780,7266,5900,1764
178,0,251,98,169,155,0,265,263,0,278,0,2,0,112
179,119,48,75,55,41,0,213,67,62,58,62,0,182,0
180,3694,1209,950,0,722,11,3484,1257,981,850,1235,0,3494,967
181,0,701,672,0,691,0,901,496,0,1670,0,0,1353,180
182,514,224,0,128,457,1,477,332,105,137,174,3,453,300
183,4153,1127,2626,2200,3057,10159,1019,2063,3206,2754,2829,7590,2505,2017
184,285,119,0,245,141,0,275,21,257,234,72,2,505,168
185,85,0,50,68,44,0,254,0,43,63,46,0,170,45
186,3766,0,0,847,1543,0,2662,1200,958,1031,0,10,2551,1209
187,0,1258,1153,890,776,0,33,1185,0,463,371,0,0,581
188,464,0,229,185,349,1,455,272,0,150,117,0,484,0
189,3302,2752,2904,2826,2535,9456,3618,546,1426,2831,2338,8012,4210,2980
190,298,265,195,245,351,4,423,336,266,366,0,0,269,209
191,158,58,49,0,50,0,176,49,49,81,75,0,191,66
192,3533,1028,0,0,1455,0,2288,1223,725,1238,0,0,4526,920
193,1113,722,649,990,102,0,252,70,391,1473,1059,0,1316,297
194,461,387,298,0,364,1,417,226,209,140,226,0,507,313
195,6432,1875,2939,2791,2898,7058,5172,1752,0,2558,2905,6389,2084,2860
196,317,0,253,0,177,1,331,199,204,166,173,0,335,225
197,190,0,75,57,46,0,209,57,47,71,57,0,155,0
198,0,1005,1547,788,881,0,4025,1264,966,877,1331,0,3598,1059
199,1043,618,450,1827,836,0,0,1070,115,868,945,0,169,121
200,428,238,184,0,380,3,508,47,266,152,340,0,444,0
201,3089,3628,2132,3307,3316,8114,3885,2628,1969,3207,1674,0,5211,1182
202,549,202,143,0,303,2,636,253,277,0,275,0,465,283
203,195,50,43,59,52,0,201,47,0,58,50,0,142,48
204,3554,1053,1003,1052,1485,8,4348,1133,1134,966,1264,0,3607,1126
205,1063,563,495,340,370,0,2442,648,72,616,0,0,2009,500
206,472,236,180,0,0,0,462,280,142,148,162,3,508,183
207,0,1178,2461,0,2551,3398,3117,3050,3705,2792,2082,3949,6594,2808
208,301,274,271,262,288,1,501,164,0,222,218,2,618,272
209,119,62,0,66,44,0,149,58,41,65,48,0,191,55
210,4160,1006,613,724,879,2,2788,1220,1030,1045,1318,14,3737,1029
211,1116,0,1076,900,899,0,0,0,607,177,574,0,0,563
212,519,0,183,163,222,0,480,229,184,178,234,0,424,201
213,3406,0,2793,0,3616,4158,3191,2490,1638,3108,2383,6363,2547,3034
214,317,338,281,0,147,3,240,145,212,301,167,0,205,124
215,240,0,64,82,68,0,198,52,28,68,42,0,225,58
216,3195,1075,904,988,0,2,2915,0,834,1039,1301,0,3804,995
217,1656,393,0,616,734,0,458,1159,738,1272,362,0,262,182
218,482,30,198,186,455,3,497,84,148,130,455,2,456,222
219,4935,2039,2915,2917,2459,0,4350,2037,2719,3111,3045,5400,2322,2997
220,445,203,435,18,169,3,401,161,120,35,94,0,439,0
221,224,64,54,0,62,0,198,57,46,58,0,0,177,53
222,3087,956,1238,885,1032,3,3977,1092,0,1069,1001,0,1789,0
223,2040,532,658,1686,188,0,761,1363,486,0,562,0,210,530
224,466,0,158,224,314,0,453,198,215,165,120,3,469,129
225,4096,2341,2556,2664,2448,8235,0,2427,2794,2915,2870,0,3655,1132
226,248,0,292,198,198,6,304,314,196,303,170,0,311,120
227,134,60,55,68,0,0,195,59,0,39,0,0,130,52
228,2956,1130,0,1094,938,3,3574,859,961,738,1133,1,2460,1125
229,451,61,544,421,315,0,2375,868,658,43,679,0,0,1161
230,472,108,0,160,218,5,491,279,274,143,83,1,471,61
231,5073,2384,0,2600,2490,7865,3924,2305,2738,1953,3917,3574,3524,3553
232,243,0,312,189,0,1,296,269,196,53,86,1,589,63
233,181,56,48,46,43,0,210,52,59,65,62,0,156,60
234,0,1085,1338,815,1103,0,2241,1137,0,952,1183,0,1454,974
235,1779,1124,0,856,317,0,1326,1195,416,715,0,0,265,0
236,0,290,0,128,301,0,529,258,309,138,388,0,476,275
237,2506,2332,3397,2776,4213,8149,3252,1943,2435,0,0,4165,5730,3247
238,127,255,0,0,243,3,342,189,257,254,220,0,65,95
239,141,44,66,60,0,0,234,73,54,49,69,0,160,54
240,3409,1175,1054,887,973,0,2994,1030,1017,987,1373,10,3345,961
241,1138,425,908,1086,702,0,1089,314,96,594,0,0,368,466
242,573,91,194,175,404,0,428,174,201,160,493,0,457,131
243,2037,2362,2816,2788,2071,2427,6479,0,3099,3227,3416,7868,5269,2338
244,305,0,321,290,203,3,613,219,200,0,248,2,0,0
245,207,57,45,52,54,0,0,61,73,53,64,0,218,70
246,4153,1018,1394,1012,1514,0,3627,1075,909,656,941,0,2561,1104
247,2119,626,1017,1443,657,0,2120,0,459,1308,0,0,219,0
248,472,252,311,135,229,3,400,48,90,176,368,0,456,89
249,6234,789,1948,2589,2686,9933,2029,0,2325,2333,256,3955,4024,1871
250,517,0,207,454,305,0,641,229,135,327,195,0,347,222
251,137,65,41,0,0,0,169,51,30,66,53,0,0,46
252,2500,1079,882,1028,1327,9,3410,1173,739,970,1168,0,3917,1178
253,1504,813,575,989,410,0,1058,912,985,239,581,0,1340,710
254,380,0,249,191,216,3,455,158,258,168,362,0,444,313
255,3908,3061,3672,3050,4422,7924,1145,2535,3598,2430,895,7837,0,2394
256,525,0,0,316,72,3,496,197,338,263,199,0,33,197
257,192,0,81,50,57,0,0,68,61,0,45,0,147,61
258,4292,1141,1409,1434,1328,0,3067,1064,1364,1373,1022,0,4641,1006
259,674,1247,264,458,0,0,2542,90,0,440,567,0,0,0
260,531,167,140,0,180,2,405,188,197,102,299,2,493,95
261,5386,2508,3121,1755,2476,0,6728,1854,3332,2786,3676,11392,5241,1994
262,271,0,309,375,291,1,284,0,213,304,155,2,476,242
263,152,56,64,50,56,0,0,63,0,75,49,0,203,65
264,0,1066,0,0,1105,0,3712,1035,0,896,1153,11,3086,1031
265,576,714,0,879,250,0,0,1793,736,0,353,0,1165,154
266,514,227,105,158,502,0,288,185,0,145,402,0,423,192
267,3560,1963,2812,2564,2454,6247,8223,2802,1543,2379,0,11431,2176,2431
268,417,80,342,523,243,0,403,134,114,155,0,0,0,0
269,216,0,68,67,53,0,157,61,58,0,0,0,162,0
270,3252,1145,1135,1076,1437,3,3618,1149,1144,1113,1205,4,4582,1250
271,2488,1044,0,0,367,0,519,553,463,852,452,0,1252,425
272,591,204,0,154,229,4,364,189,170,142,248,0,538,107
273,3994,2744,2254,2484,2519,7979,3121,2495,2915,2411,4055,11387,0,3123
274,260,269,113,355,280,0,351,289,160,0,47,0,559,265
275,208,72,0,55,0,0,189,63,50,67,55,0,148,58
276,3338,1178,969,881,1314,2,4090,1065,1240,969,1123,12,3229,1253
277,859,0,1094,0,582,0,2591,0,787,707,241,0,0,0
278,372,174,27,135,422,0,490,211,184,151,254,0,335,128
279,3494,2695,2469,2517,2850,4678,5180,2933,2676,2725,0,6210,4373,0
280,454,204,231,0,231,6,250,178,0,255,181,0,489,224
281,184,64,57,71,0,0,0,55,62,0,0,0,0,47
282,3042,1175,1000,975,845,12,3505,1126,1159,1179,1359,2,3299,873
283,917,306,695,0,0,0,1393,967,601,242,152,0,850,1043
284,439,251,275,0,57,0,498,329,154,212,365,4,378,254
285,3539,2261,2369,1859,3254,10098,2342,1050,2858,2495,692,2725,0,3179
286,487,158,96,150,0,3,447,0,10,19,215,0,228,0
287,162,62,65,0,48,0,0,74,61,61,58,0,0,55
288,3523,1084,1080,899,1437,9,3901,1076,1016,0,1452,0,2700,1242
289,0,872,919,906,182,0,673,1541,331,809,701,0,488,172
290,496,120,183,118,220,0,291,193,187,155,199,1,411,0
291,2800,1972,2368,2298,0,6348,5564,1739,1494,2307,3783,9454,4663,2108
292,476,215,311,302,101,3,308,226,189,274,340,0,244,136
293,0,56,58,61,59,0,0,65,52,63,57,0,222,0
294,3589,1050,1321,1070,1198,13,3390,0,906,1345,997,3,0,1184
295,482,880,727,0,371,0,224,605,0,508,545,0,0,930
296,560,392,0,171,322,3,514,0,235,166,0,0,0,134
297,5643,2269,3090,2778,3501,0,2649,2763,2817,0,2260,5224,5327,2171
298,263,253,250,582,0,1,2,218,158,143,63,0,444,218
299,198,64,51,62,68,0,0,54,63,62,68,0,198,61
300,2801,1024,0,1177,713,2,3697,1060,1309,908,1410,0,3559,1026
301,2566,0,743,0,185,0,0,0,490,453,252,0,0,0
302,393,114,186,126,0,2,418,0,0,130,230,2,520,236
303,1769,1992,3399,3405,2676,8144,4100,2156,2437,3157,1594,13116,2774,2797
304,0,264,0,209,209,0,165,0,211,439,217,0,174,307
305,161,60,53,48,65,0,155,60,51,35,69,0,193,54
306,3642,1220,1332,1240,1300,12,2498,1105,1230,647,1307,2,0,1012
307,691,532,8,373,691,0,1274,831,435,281,431,0,0,883
308,395,160,0,124,200,0,524,224,235,108,150,2,458,220
309,5947,2277,2884,2787,0,8838,3982,2153,2720,0,3591,8958,4191,0
310,432,130,278,347,269,1,314,217,110,470,238,1,280,0
311,138,52,51,64,66,0,244,60,49,61,77,0,131,0
312,3235,1171,1317,1106,1039,6,2650,1223,1136,0,973,0,2510,869
313,171,1199,596,791,521,0,1422,888,394,1668,502,0,1476,630
314,388,208,244,201,188,3,519,233,177,120,237,0,400,248
315,4140,0,3150,2496,2330,0,4133,3293,1864,2307,2300,8027,1844,1887
316,367,152,212,0,196,0,252,272,352,301,200,6,357,172
317,113,53,73,70,60,0,182,54,39,46,0,0,144,54
318,3942,1117,1040,0,1386,0,3167,0,1052,899,1358,0,2956,907
319,226,912,527,523,0,0,1537,632,0,1249,588,0,560,115
320,467,450,214,175,282,0,523,175,218,110,88,2,417,218
321,6221,2613,2825,2548,4144,2136,7524,2040,1630,2714,0,9486,5045,0
322,397,271,319,326,286,0,130,0,221,0,179,2,166,190
323,0,61,69,71,0,0,173,56,54,62,54,0,134,0
324,3905,927,0,1002,1166,11,4126,0,0,996,1370,4,2783,1119
325,1624,106,0,966,510,0,918,203,386,0,414,0,790,762
326,325,292,191,164,354,0,400,132,229,129,278,2,433,240
327,5210,1927,3440,2731,2376,5700,5087,2277,3465,0,2144,10370,0,930
328,434,171,202,78,208,0,189,306,182,248,172,0,588,194
329,209,57,57,69,69,0,161,73,60,62,0,0,211,62
330,3549,1020,949,1029,801,11,3768,1132,961,0,1057,3,4149,1318
331,961,489,496,113,623,0,0,476,10,756,0,0,1261,614
332,481,382,0,122,182,4,366,89,175,0,292,0,518,139
333,4611,2453,2625,3030,3455,8613,3675,0,0,2804,5508,11746,3644,2337
334,0,159,0,250,187,1,0,283,223,397,206,0,579,213
335,213,0,49,86,55,0,212,68,41,67,56,0,0,59
336,4761,1143,0,759,1043,4,4532,1120,1059,1278,1247,0,3005,1071
337,1645,225,248,70,0,0,1000,605,374,585,366,0,0,0
338,571,0,167,0,164,3,514,249,239,143,172,1,490,327
339,4254,1444,3246,3176,1452,8535,4900,1623,1896,2201,166,5599,3468,2183
340,0,95,179,261,316,8,0,167,238,331,264,0,81,236
341,153,63,46,55,71,0,161,69,0,68,57,0,182,43
342,3221,0,0,1059,990,6,4176,958,1341,1306,1095,7,3252,982
343,1413,1829,223,1411,446,0,1707,1071,0,874,636,0,1418,0
344,453,205,81,168,254,3,0,181,156,200,210,2,0,0
345,4680,2030,1583,2741,3167,4684,5246,1889,3561,2328,1884,6123,0,1912
346,502,216,0,227,77,3,2,43,214,127,133,7,706,235
347,216,54,56,72,51,0,197,0,0,47,52,0,137,63
348,3146,1123,960,1409,1007,0,0,1086,1251,1166,0,0,1957,0
349,1999,11,289,1011,670,0,0,140,997,826,19,0,810,384
350,0,201,251,161,149,2,0,122,297,172,273,0,373,99
351,7136,1469,3511,2809,4073,0,4945,1800,2690,2961,0,8328,4105,2627
352,386,138,257,161,130,9,268,0,195,258,207,1,329,89
353,0,61,0,68,72,0,167,51,77,40,61,0,148,56
354,4421,1161,1275,0,1049,0,3040,1008,1257,900,1142,9,2028,1114
355,1523,0,251,403,906,0,157,0,377,1272,401,0,1337,341
356,454,0,147,173,302,4,450,195,189,131,184,0,482,0
357,0,2603,2489,2845,3575,1700,2733,2060,1746,2664,2484,1078,1190,1990
358,139,182,0,106,138,0,308,266,206,85,50,2,440,150
359,131,50,61,62,57,0,174,50,54,54,53,0,0,63
360,4023,1102,570,687,1417,6,1819,1051,1084,872,893,3,3101,1204
361,977,0,438,483,481,0,0,627,746,300,37,0,2119,402
362,455,202,0,142,390,3,461,284,174,48,221,0,428,231
363,3907,205,2790,2780,1683,6990,2033,1764,0,3150,1590,7778,4555,2955
364,610,326,195,72,138,3,380,217,250,0,191,0,237,367
365,170,51,47,51,54,0,161,46,51,72,0,0,170,59
366,2628,0,1360,861,1043,0,2507,918,1269,922,1499,7,3370,1190
367,0,309,552,576,1262,0,0,1371,0,1531,0,0,396,554
368,520,249,204,123,115,1,504,360,245,0,217,0,489,320
369,3923,3207,3449,2990,2554,6398,5054,2715,2491,2848,2442,0,4145,1923
370,87,273,364,0,53,0,264,133,241,142,123,0,543,323
371,161,65,66,75,63,0,160,0,60,47,64,0,214,59
372,3566,1068,1431,1304,1318,0,4271,1154,1000,1243,1215,12,2460,1010
373,879,442,667,695,790,0,323,1427,556,344,553,0,787,308
374,375,120,226,114,236,1,476,205,207,0,185,0,372,0
375,4014,1770,1977,3378,2766,10648,1735,1404,2886,3136,3504,0,2761,2984
376,264,190,169,154,194,0,247,155,301,174,0,0,325,209
377,198,66,70,52,51,0,172,56,71,69,58,0,189,68
378,3873,1089,999,894,1075,0,0,1010,977,854,1120,6,3621,1076
379,770,561,603,269,0,0,161,904,758,0,62,0,1076,334
380,466,193,175,155,115,5,381,300,251,150,215,0,336,157
381,4720,4096,3150,2489,112,3808,4853,2257,0,2913,2887,9046,4654,2813
382,399,128,223,362,0,0,147,170,267,112,85,4,160,122
383,190,62,46,64,44,0,185,55,42,53,47,0,233,45
384,3818,1160,611,946,1437,6,1792,1014,1547,1070,890,9,4016,1127
385,1510,620,562,734,734,0,1280,741,700,290,401,0,151,1134
386,430,294,104,145,244,3,495,57,221,109,255,1,414,0
387,4129,1496,1791,2273,3101,0,4479,2288,2439,0,3701,7296,3574,3521
388,268,191,337,130,157,1,425,0,203,91,111,0,409,236
389,186,56,38,70,53,0,201,55,53,72,72,0,184,0
390,2979,0,885,1092,0,18,0,1045,852,1194,1250,0,2600,0
391,129,974,641,776,620,0,786,1038,532,506,583,0,583,1130
392,0,249,148,104,251,0,452,285,146,144,358,4,552,238
393,5668,1195,3035,2311,3379,12618,2869,1887,2903,2709,1940,6603,4018,3563
394,281,51,357,275,103,0,94,170,303,215,85,0,343,172
395,219,56,59,60,55,0,198,56,76,70,53,0,0,0
396,0,990,0,796,1372,0,4218,1026,0,1117,1263,0,2488,989
397,1491,1069,0,714,379,0,0,0,450,0,587,0,847,1148
398,396,256,194,150,337,0,0,369,135,152,189,5,467,63
399,0,2361,2803,2445,0,4811,0,1684,1978,3030,1550,7608,2083,3137
400,408,152,311,19,291,3,275,251,0,87,256,0,509,309
401,176,56,0,53,65,0,0,64,64,46,49,0,221,51
402,3314,1167,1054,616,1258,8,2155,1145,946,724,0,6,5495,1070
403,408,1349,636,342,44,0,580,210,889,1642,109,0,292,966
404,332,0,184,157,194,0,398,311,339,138,83,1,492,153
405,5333,3533,2834,1848,4652,6529,3627,2936,0,0,3270,12377,5320,3130
406,325,291,334,132,315,0,489,225,331,201,0,1,476,196
407,221,57,30,70,53,0,190,50,54,69,46,0,191,66
408,2074,1157,1039,1406,994,9,2871,1018,869,1196,914,0,0,1138
409,153,253,575,0,582,0,1039,0,473,272,730,0,627,1226
410,427,244,259,111,195,3,471,210,269,153,242,3,452,337
411,3167,2318,2273,2912,3380,7583,5480,1227,2674,2054,1027,5876,699,3993
412,261,248,0,421,163,1,414,301,100,0,221,0,431,226
413,146,63,53,0,55,0,192,65,49,57,53,0,146,66
414,2081,1129,1039,1123,0,0,4124,1025,0,893,1198,0,3162,1157
415,410,468,416,859,994,0,742,0,844,221,858,0,1389,1210
416,317,276,258,118,0,0,409,244,164,0,538,4,504,308
417,0,2513,0,2383,2646,8244,3574,2150,3250,2661,2918,4706,2418,2323
418,159,261,64,0,175,1,0,333,275,469,249,0,0,179
419,169,61,67,74,45,0,0,59,50,0,57,0,127,52
420,2713,1134,797,925,1027,0,3293,1049,1477,1091,1019,16,2663,1123
421,1701,870,623,0,233,0,2133,504,789,1680,513,0,197,993
422,553,111,157,167,107,0,495,164,78,130,167,0,463,107
423,305,1924,1929,2721,3808,9724,3138,1530,2933,2548,3140,0,2862,3244
424,441,204,208,166,71,0,479,210,278,126,228,2,347,214
425,174,0,57,47,65,0,185,61,31,54,57,0,199,41
426,3147,1146,800,826,1057,0,3357,966,1064,1360,1153,0,2613,955
427,439,992,656,1319,770,0,0,0,994,0,462,0,1434,887
428,365,232,293,189,355,0,474,165,131,128,0,0,490,158
429,5975,3984,2541,2891,2913,9775,6596,2093,3572,2854,4045,7620,2684,2654
430,292,190,154,212,235,2,0,364,263,366,233,0,0,65
431,134,60,79,66,48,0,176,62,55,59,49,0,0,61
432,3686,0,837,1201,1483,0,2114,919,992,943,1052,3,2861,0
433,1186,698,526,968,805,0,434,743,441,1038,587,0,1359,573
434,572,264,262,165,183,4,490,210,190,149,0,4,411,188
435,3074,2561,3808,2787,1901,5558,0,2033,2286,2587,3300,0,4360,2528
436,346,198,271,24,245,0,443,155,277,242,0,5,633,340
437,203,66,53,52,0,0,163,56,59,54,72,0,0,41
438,4549,0,896,691,956,0,2820,1049,1121,905,1150,4,2766,1036
439,624,447,1042,843,610,0,313,605,424,1567,488,0,858,847
440,458,99,153,192,290,2,0,97,196,165,316,0,0,173
441,2915,2063,2232,3204,2147,6329,2036,2869,3727,2522,2218,8804,5211,1560
442,363,0,298,378,80,0,0,0,341,90,350,7,269,255
443,201,0,0,37,65,0,214,52,52,72,66,0,169,54
444,2349,1014,1062,1282,1082,10,2288,941,1074,1331,1330,0,2615,1067
445,2759,853,408,1005,500,0,533,838,492,152,712,0,2569,0
446,375,0,148,145,170,0,394,191,190,159,405,3,472,343
447,2963,0,0,3142,0,8435,5234,1018,2368,2849,3343,5388,5782,2002
448,546,182,170,52,265,0,186,224,147,175,0,0,381,160
449,210,57,37,70,78,0,146,53,34,63,57,0,146,0
450,4180,1157,1112,979,0,0,3207,1004,1042,1337,1118,4,3891,1141
451,1387,167,22,331,718,0,601,654,305,291,308,0,898,953
452,373,40,111,148,229,5,462,234,197,108,310,1,571,106
453,5623,1748,2634,3437,1104,7855,0,2052,3479,2847,4031,6051,0,2635
454,314,308,0,50,0,2,421,232,0,245,198,6,147,0
455,169,51,49,0,0,0,179,63,62,54,62,0,174,63
456,3611,0,1074,952,0,0,3876,1118,1329,1461,1243,9,4087,1079
457,0,426,396,684,792,0,1223,165,322,0,708,0,1305,441
458,477,142,335,139,165,0,557,183,211,116,317,0,0,201
459,2307,2485,2637,2820,3048,7738,2641,2549,2222,3039,0,7647,5098,2610
460,642,150,121,52,165,0,450,113,331,294,246,0,407,0
461,196,0,66,78,48,0,196,47,54,73,43,0,137,63
462,4240,1183,1134,1016,992,0,0,1050,1004,1301,932,12,2351,974
463,2622,623,655,0,827,0,1812,828,531,660,0,0,849,1107
464,408,174,201,157,174,0,495,382,0,151,192,0,376,242
465,5326,2641,2858,2647,3406,3501,5075,1153,2851,3044,1367,6336,5234,2223
466,87,199,0,268,281,1,448,258,301,312,111,1,305,235
467,158,61,72,43,65,0,189,69,48,50,0,0,190,55
468,1622,1056,843,973,1436,0,3263,0,1009,1124,1185,2,4570,1209
469,2153,34,840,1094,595,0,0,341,597,839,790,0,1899,689
470,462,19,124,153,243,2,558,115,185,142,0,0,294,0
471,4313,2711,3392,2383,4301,9038,4216,2705,1220,2855,2980,9880,2575,1309
472,477,100,332,205,182,1,256,197,0,92,0,4,76,271
473,220,57,64,70,60,0,194,60,43,64,62,0,204,63
474,0,1007,882,1384,1002,1,3404,1170,1247,1309,910,4,1404,1114
475,734,940,820,0,280,0,1142,697,355,1053,301,0,1740,1294
476,536,307,207,136,113,0,510,156,92,129,151,0,473,0
477,4301,1631,0,2481,815,9608,3507,3047,2255,3016,0,0,2555,1826
478,0,174,362,0,0,0,13,468,260,57,136,0,205,225
479,204,51,42,45,60,0,165,52,53,64,56,0,0,47
480,4705,1013,0,1231,1062,0,2771,1203,778,1163,975,0,2915,1203
481,633,813,631,248,387,0,0,430,262,0,660,0,1897,508
482,376,0,113,176,126,5,610,210,184,120,237,2,505,233
483,3996,1497,2205,2413,2450,5488,7145,2493,3071,2337,2873,0,4293,3558
484,0,86,114,88,37,0,537,195,259,319,201,0,287,206
485,195,55,58,46,45,0,210,61,59,66,27,0,201,59
486,4108,1146,986,1045,1344,0,2510,910,1060,1337,1457,0,0,1111
487,268,0,0,853,348,0,2505,1045,470,473,73,0,998,780
488,402,203,297,166,343,0,428,200,0,166,196,0,318,303
489,4785,2501,0,2737,2382,3242,0,2418,2663,2407,3212,10223,1452,1535
490,493,162,348,0,190,0,195,61,0,305,142,5,0,186
491,179,56,50,0,50,0,0,43,60,0,0,0,221,59
492,3588,1143,716,1200,0,5,2144,1099,1110,1162,1173,9,2945,1119
493,1620,511,446,487,667,0,956,552,586,0,0,0,0,956
494,457,98,138,122,248,3,407,80,226,154,346,0,504,0
495,2295,2811,2576,2790,745,5855,5338,2556,2203,3232,2091,2088,4139,2445
496,281,283,160,49,151,3,369,286,223,301,114,2,536,0
497,0,59,63,69,0,0,186,52,54,73,42,0,0,61
498,2386,993,0,1117,0,7,4691,939,0,835,1614,0,4023,1063
499,1858,936,697,1455,0,0,1375,321,304,571,471,0,0,1209
500,424,205,84,112,99,0,555,138,0,112,338,1,422,216
501,5699,2182,2967,2272,5046,1914,4217,1894,3284,2677,835,8826,4552,2321
502,269,337,194,456,0,0,126,0,205,446,264,1,183,200
503,130,59,46,69,40,0,198,60,31,65,40,0,176,60
504,3903,1043,1140,904,799,4,3938,1229,934,0,1409,0,3767,1082
505,1115,0,475,443,0,0,224,128,1263,0,45,0,0,463
506,478,327,277,152,146,0,447,46,157,140,269,3,575,6
507,4894,2578,2622,2384,2704,0,7889,0,3579,3747,0,3871,2230,0
508,443,245,157,185,230,0,448,117,354,0,0,0,382,0
509,165,58,55,57,49,0,197,0,70,46,56,0,197,0
510,3215,1136,781,939,1147,0,2941,1090,709,1235,1220,0,3114,1043
511,1309,562,0,0,50,0,515,0,793,1103,437,0,1777,438
512,462,123,231,154,221,0,481,322,218,145,272,4,487,271
513,4738,2165,3492,2447,0,5587,6309,1886,2575,1874,0,4529,3613,0
514,485,105,295,93,238,0,384,232,274,170,77,3,501,123
515,229,46,55,74,73,0,0,70,49,56,49,0,180,66
516,3324,1038,1029,1045,963,0,4572,1004,787,0,1012,0,0,1187
517,0,0,471,59,0,0,1294,479,848,481,495,0,1803,0
518,439,161,208,184,373,2,444,241,0,150,369,0,0,466
519,2514,1854,2734,0,3153,7407,4637,2142,0,2282,1378,4020,2602,3637
520,350,299,160,124,0,5,251,238,103,89,238,1,298,114
521,152,67,0,58,73,0,202,55,59,76,64,0,109,63
522,3238,947,790,1322,874,10,3812,1114,721,922,1271,3,4396,1080
523,672,0,546,1043,694,0,1034,1223,0,1167,0,0,300,1025
524,427,0,244,124,286,1,517,263,202,161,376,5,463,79
525,1965,1887,2794,2785,3441,9818,4161,2168,3217,2746,4561,7522,1525,0
526,177,251,217,356,186,0,416,216,293,243,174,0,403,129
527,191,56,46,0,44,0,179,0,46,68,59,0,0,62
528,3679,1016,1006,930,1101,0,4018,1087,1011,681,967,0,2009,1065
529,1066,126,860,0,529,0,1384,0,759,525,548,0,0,110
530,393,0,201,169,113,1,488,303,0,155,265,3,391,141
531,2844,2323,0,2541,769,2989,3886,1925,3120,3105,2533,4645,4907,2215
532,509,371,144,249,231,10,506,416,284,228,210,1,622,212
533,126,65,56,76,51,0,231,61,64,0,48,0,160,0
534,3480,1130,933,0,1242,0,3773,1017,989,1392,1333,0,3439,1290
535,932,0,745,0,337,0,409,646,667,1224,542,0,0,265
536,375,112,238,102,0,1,625,164,258,196,253,0,477,0
537,5161,3073,3105,0,4014,0,3943,3064,4699,2875,0,2743,4446,1760
538,183,0,250,0,311,0,317,299,241,332,277,0,522,212
539,174,46,0,45,0,0,210,48,30,36,73,0,0,56
540,3341,926,1104,869,1023,0,1966,1285,0,626,984,0,3062,0
541,1873,734,758,93,309,0,942,0,0,0,518,0,940,921
542,446,21,142,211,0,0,442,0,218,0,345,4,516,253
543,3696,1672,2058,0,2612,9246,4834,0,0,0,2289,3089,6973,2304
544,339,190,230,375,101,1,66,96,234,207,52,0,293,172
545,201,69,28,65,57,0,186,57,0,64,48,0,167,53
546,3711,1020,979,1058,1275,0,3544,1079,1130,0,1001,12,2987,1141
547,964,1061,697,805,67,0,1890,586,740,886,510,0,3233,269
548,414,231,171,213,72,2,501,0,217,138,151,0,465,292
549,4866,2879,2874,2259,511,12030,4347,3338,3125,2537,2993,7049,4535,2831
550,441,269,290,131,142,5,0,191,218,265,172,2,145,178
551,167,65,42,57,59,0,152,65,42,47,67,0,138,0
552,2752,990,896,797,0,0,0,897,787,1050,1195,3,2953,1162
553,197,1063,575,1784,578,0,1074,708,917,1664,375,0,1085,301
554,569,212,140,181,247,2,518,135,285,167,298,0,517,305
555,2835,0,2508,3148,3948,7515,7088,1681,0,2893,0,11095,2734,1902
556,0,411,190,0,20,0,226,206,87,173,218,2,177,95
557,123,48,63,72,65,0,0,45,73,61,56,0,0,60
558,3710,1079,1032,1367,0,2,3896,965,1286,915,1019,9,3831,1237
559,1124,94,0,466,910,0,840,486,749,199,213,0,1187,277
560,377,164,312,150,246,3,387,172,219,157,372,1,277,299
561,3415,1497,0,3263,75,3658,3610,2507,3808,3270,3531,5020,5646,1811
562,633,337,194,150,132,5,352,288,265,81,90,1,0,340
563,173,60,87,69,53,0,203,56,0,70,53,0,161,52
564,1854,1095,1245,866,1140,5,1249,1181,1123,1213,794,0,0,1033
565,916,631,0,517,48,0,1087,0,658,219,875,0,872,545
566,492,239,241,204,330,2,477,342,207,134,195,0,417,344
567,1978,1473,3233,2390,4118,9768,2409,2681,2499,3106,2109,8654,5222,2859
568,156,287,105,0,195,0,459,160,265,155,210,3,265,303
569,186,55,54,0,44,0,134,0,37,58,57,0,209,57
570,2851,0,921,1230,991,0,1962,1028,835,1116,1149,6,3419,1121
571,2409,238,1002,1232,481,0,1423,671,0,1319,249,0,593,0
572,0,179,176,141,223,3,477,0,222,117,65,0,491,183
573,4355,2650,2942,3263,2405,205,4513,3355,2950,0,2504,0,3131,1018
574,299,219,329,140,250,7,378,362,214,288,222,0,0,307
575,196,58,60,79,42,0,166,56,57,0,35,0,208,61
576,2351,1227,883,670,1275,0,2170,876,1627,1063,1339,3,3440,0
577,793,1061,766,994,392,0,1219,520,1012,1133,650,0,0,393
578,467,171,245,143,137,3,544,103,111,150,193,0,367,319
579,2064,0,0,2690,1381,12304,4800,1721,2471,2308,1574,9551,0,2433
580,234,223,334,220,148,2,115,172,113,345,293,1,144,232
