N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
170,481,140,234,147,259,0,515,353,0,141,239,2,498,130
171,3569,968,0,0,2104,5553,3723,3517,3115,0,3828,5718,4919,2177
172,248,0,0,122,255,3,481,318,355,189,155,0,318,40
173,191,50,56,74,43,0,0,66,65,56,56,0,185,69
174,3416,1026,1103,0,1045,0,3283,1147,1163,1039,995,10,4484,1095
175,1016,1552,689,517,0,0,1315,0,0,1488,88,0,1494,663
176,551,0,173,204,166,2,488,100,169,163,467,4,304,210
177,3680,1867,2451,2911,3372,0,0,1645,3326,3021,1428,3036,5510,3477
178,95,0,230,0,39,0,434,193,0,463,247,3,278,213
179,219,61,74,52,56,0,163,59,72,63,69,0,246,64
180,4321,0,1153,1597,0,6,4825,1120,1089,1041,1418,0,0,917
181,897,116,698,0,752,0,0,344,612,447,507,0,841,0
182,463,240,133,149,212,0,420,227,270,157,226,0,431,343
183,5311,2483,1559,0,4421,9332,2662,0,2580,2599,0,12343,4885,2381
184,5,199,229,0,330,9,545,267,268,282,257,0,242,255
185,172,0,61,48,73,0,148,53,45,66,56,0,155,69
186,2932,1060,1142,1182,1163,0,3798,855,791,927,1183,0,1899,1056
187,646,517,448,379,550,0,756,916,807,884,446,0,590,1335
188,457,298,79,175,186,4,489,364,320,171,263,0,433,208
189,1637,1525,3020,2110,4636,9180,5754,2425,3180,2579,4191,6772,3425,1067
190,440,266,258,268,0,0,440,0,169,117,188,0,592,325
191,159,58,55,75,50,0,181,64,66,64,0,0,186,54
192,2184,1204,976,1113,988,1,3710,0,1212,934,1125,0,0,1095
193,628,502,804,544,1214,0,1186,488,549,456,0,0,565,0
194,0,159,201,148,337,0,0,0,260,105,333,0,484,0
195,4003,1646,3175,2449,2774,1520,4064,1718,3012,2678,4263,3155,2251,1877
196,288,125,228,43,193,0,317,383,0,175,118,0,616,243
197,253,65,48,62,62,0,118,55,66,63,51,0,113,0
198,3240,1129,1182,860,1280,11,0,1125,1082,965,1227,13,4200,1086
199,764,0,777,746,602,0,405,0,0,1939,0,0,513,0
200,428,239,198,213,256,0,494,335,229,159,0,2,471,277
201,0,2101,2556,2920,1293,9631,3459,2611,2280,2387,1018,0,3617,2297
202,347,204,374,275,0,6,130,138,300,279,187,0,402,0
203,0,65,68,60,0,0,212,53,42,0,58,0,141,55
204,3129,1173,1220,1095,1267,12,3366,1079,1037,1266,1120,0,4777,1027
205,724,1111,797,0,0,0,1561,1653,508,0,130,0,681,520
206,468,118,184,130,330,0,500,71,194,160,211,0,445,237
207,3810,0,3731,3184,3586,9441,3724,2729,3009,2418,3353,8642,3492,2329
208,148,302,200,341,216,0,0,286,220,162,0,0,385,0
209,236,57,0,67,65,0,0,55,47,0,49,0,205,69
210,3552,998,1263,906,1227,0,2457,950,1056,1181,1208,0,3507,1028
211,1579,0,167,71,739,0,1415,1021,835,0,691,0,0,0
212,428,11,239,143,77,0,0,286,145,159,258,0,496,152
213,6434,2882,3057,3284,1657,9481,2676,1510,1733,2647,2178,5422,4729,3053
214,168,313,359,513,162,3,318,208,0,189,0,0,333,366
215,173,74,42,54,54,0,163,61,55,69,0,0,120,58
216,4162,1173,936,0,1210,4,2125,1091,0,816,1279,0,2512,1157
217,0,0,796,0,582,0,0,754,289,875,465,0,864,237
218,451,53,239,0,167,4,0,81,166,150,424,2,387,284
219,4595,2612,0,2165,1814,9988,2748,2244,2912,2734,2411,12064,4848,1463
220,466,64,214,360,373,0,435,189,214,307,87,2,430,109
221,0,0,38,0,70,0,188,58,62,49,67,0,166,0
222,3032,1070,1183,849,1191,0,2102,1177,981,779,1166,0,3207,1135
223,0,24,567,292,769,0,170,59,410,253,932,0,949,0
224,368,0,0,102,94,0,466,41,315,156,87,1,455,361
225,3808,2015,2630,2426,2484,7835,0,2584,2394,2722,3255,2948,6377,2141
226,104,211,204,339,308,3,340,181,257,290,231,1,344,242
227,197,51,56,74,53,0,220,49,35,0,63,0,198,63
228,4458,1141,1154,0,742,0,0,1196,677,778,1068,2,4177,1039
229,1832,556,220,1072,0,0,2141,0,511,1193,0,0,1577,615
230,449,218,179,167,131,4,469,318,0,0,122,0,440,164
231,2102,1332,2493,2730,2778,0,0,164,2784,2549,1558,8156,5018,1453
232,257,137,110,265,202,4,94,154,189,265,252,0,520,337
233,0,62,58,80,62,0,199,53,29,41,86,0,164,67
234,2085,1144,1177,1390,1205,0,2436,1147,949,1264,1326,4,2655,1184
235,869,0,215,298,476,0,1578,738,666,1212,150,0,1000,384
236,459,296,0,114,312,0,466,274,206,106,316,0,0,0
237,4476,602,4084,2623,2528,3193,2043,2188,2120,2801,2252,7341,4095,2732
238,541,403,218,440,191,1,35,178,95,0,247,0,420,371
239,124,60,59,58,51,0,137,57,58,65,60,0,179,50
240,2750,979,950,1122,1526,4,2792,1116,1323,0,1223,0,2628,1009
241,0,98,553,895,397,0,0,708,535,17,458,0,1904,40
242,463,0,134,154,74,2,546,74,232,153,0,3,493,181
243,4547,3210,3030,0,1744,0,2761,2885,1817,2778,0,5399,0,2228
244,325,172,178,357,169,2,543,165,235,263,282,0,338,246
245,182,58,49,68,48,0,212,52,47,0,61,0,152,68
246,3965,1105,1132,951,1387,0,2182,1109,832,943,1155,7,2769,1083
247,708,609,699,424,215,0,1286,856,0,1086,488,0,1734,369
248,407,80,237,123,226,2,0,148,277,49,278,3,0,208
249,6722,2650,2670,2834,2152,0,4453,0,2441,2939,2287,6613,4347,1283
250,490,300,363,326,302,2,433,232,209,217,143,0,302,51
251,177,56,53,50,52,0,159,51,62,54,55,0,193,65
252,1904,1095,921,1055,0,12,0,985,1204,810,1294,12,2113,1082
253,286,643,293,0,535,0,454,309,502,536,470,0,152,1158
254,463,237,173,129,244,1,447,130,262,0,186,0,533,321
255,4829,2647,2550,2501,4168,15374,3415,2230,3190,3093,3742,3412,3096,2303
256,402,161,179,31,251,3,207,128,306,76,226,0,314,301
257,153,52,58,70,50,0,178,49,68,61,57,0,168,63
258,4049,1203,1045,1235,1210,0,5063,1411,678,536,0,0,3499,1180
259,686,300,722,0,322,0,1149,469,607,1238,273,0,947,182
260,467,0,167,121,57,0,436,286,0,183,0,1,392,163
261,3300,839,2775,3351,1941,9508,668,1029,3302,3385,3231,5266,4492,3109
262,449,319,282,300,275,4,380,190,298,301,0,0,346,144
263,181,54,37,65,51,0,174,51,0,52,54,0,175,67
264,3392,1117,0,803,1277,0,1902,994,1091,1093,1208,8,2954,1141
265,577,1193,624,539,304,0,413,0,527,1304,496,0,1742,710
266,486,86,172,120,205,3,419,260,219,182,306,3,534,157
267,3131,1759,2904,3498,2112,2013,3625,2414,2765,2675,2114,6195,5874,2921
268,312,193,181,215,69,2,456,62,244,358,286,0,391,335
269,192,65,43,0,55,0,208,66,43,58,61,0,203,61
270,3057,1216,1046,1057,1005,3,4268,1150,870,1060,0,4,2612,0
271,2352,598,499,1305,292,0,63,511,0,703,524,0,617,86
272,451,190,150,143,108,0,496,205,191,161,434,4,561,38
273,6738,1657,1683,2661,2025,7746,2892,1232,3185,2291,0,7516,0,3905
274,315,163,433,110,0,0,393,318,395,168,268,3,355,211
275,158,59,57,43,0,0,177,0,46,70,43,0,153,47
276,3550,1040,945,888,0,8,2859,1081,1091,0,0,8,3093,1132
277,1920,12,551,258,830,0,1060,494,1145,1278,688,0,1529,844
278,606,0,347,204,84,3,511,193,207,137,169,2,514,154
279,1887,0,0,2450,3013,0,1505,2787,1832,2526,3276,5302,3226,3150
280,393,217,310,165,182,0,0,232,392,220,200,0,65,109
281,196,55,41,79,40,0,194,62,43,57,49,0,127,65
282,2430,1181,915,0,923,0,2441,1117,997,947,1090,5,3857,966
283,1051,718,783,630,201,0,2155,721,754,1858,616,0,1101,1292
284,441,241,201,0,177,0,423,118,133,0,126,0,493,149
285,0,2547,2752,2995,4581,6074,4905,1623,2790,2964,3844,4720,5384,2606
286,31,216,226,93,225,1,270,242,298,239,254,0,368,325
287,153,65,47,53,45,0,0,58,59,65,54,0,189,46
288,4285,933,1228,1266,1141,0,2586,1185,640,0,965,1,2495,982
289,137,354,1124,923,610,0,1045,453,819,847,263,0,626,759
290,461,128,208,171,0,2,307,153,140,0,180,0,0,109
291,0,2050,2048,3118,2731,4664,1859,2925,2952,2455,3414,8500,4577,2595
292,419,252,63,514,245,3,0,181,226,53,153,3,141,243
293,216,58,55,0,65,0,137,54,69,64,53,0,0,67
294,3858,1189,1010,1007,1306,7,3228,1049,1277,1058,1226,3,4507,1094
295,2875,0,405,740,712,0,1374,730,0,1082,154,0,0,965
296,0,56,209,86,292,4,435,122,156,194,276,2,436,215
297,3816,2486,2432,3090,3090,1639,1324,2185,3482,2468,1072,12269,6348,1844
298,323,75,272,431,65,2,440,155,207,469,230,6,349,166
299,0,51,55,0,51,0,163,45,49,54,66,0,224,52
300,2599,1043,632,932,1072,13,2685,976,1212,1228,1458,9,2405,1045
301,3110,355,717,577,790,0,1782,1331,0,41,929,0,0,1124
302,521,102,217,108,163,0,517,212,309,170,160,0,538,91
303,2568,2204,2355,3087,0,4366,3324,2294,3143,2910,3945,9999,0,2428
304,0,136,390,240,299,1,392,0,202,0,275,0,437,242
305,226,60,0,63,0,0,0,48,38,66,57,0,122,57
306,2998,1093,807,995,936,10,4830,867,873,1028,1296,0,3539,1117
307,478,58,223,0,105,0,230,833,481,813,0,0,1616,826
308,616,0,146,129,0,3,455,0,233,162,312,0,380,266
309,5088,1930,2257,3135,3444,3067,6033,1478,1880,0,1388,5786,4532,0
310,437,303,292,441,117,0,427,153,119,300,190,1,307,165
311,186,52,52,67,51,0,169,56,0,86,66,0,165,0
312,3117,936,1136,651,1037,5,1368,960,1290,1162,1441,8,3502,997
313,0,0,494,0,644,0,2378,670,833,608,667,0,0,184
314,395,394,223,0,207,1,458,0,68,168,33,0,428,32
315,5744,726,1993,2432,1847,8014,0,2619,2937,3301,1364,5799,5195,1978
316,217,236,237,0,157,0,0,307,79,281,232,0,207,0
317,0,57,71,31,62,0,205,55,40,45,62,0,247,59
318,0,1260,1133,0,884,0,3965,975,873,1184,1205,2,3893,1019
319,1509,154,201,1054,410,0,787,0,1166,1140,405,0,1696,822
320,454,121,239,175,223,0,419,187,133,207,388,0,378,0
321,3548,2551,2110,3158,2371,11865,5108,2440,3181,3292,0,2877,3042,1620
322,463,201,0,450,304,3,633,177,278,172,157,6,167,176
323,165,50,36,74,0,0,201,77,58,61,0,0,163,56
324,2141,1006,1234,1072,1022,0,2479,1060,1009,1258,1377,0,3022,991
325,1369,543,387,81,512,0,1475,693,459,1145,0,0,1523,716
326,402,152,283,146,283,0,564,321,286,175,288,0,411,95
327,5866,2613,2711,2594,3696,8096,3991,3235,3439,2632,3501,9669,2052,2295
328,305,257,221,384,256,2,356,236,237,357,158,0,0,100
329,180,0,68,60,55,0,150,61,47,61,45,0,185,64
330,2601,1263,1228,825,1250,9,4485,1021,1084,1467,1124,3,0,1183
331,1161,1711,622,501,453,0,0,485,588,736,729,0,0,204
332,520,0,12,80,247,1,329,62,0,145,0,0,485,174
333,3382,0,2443,2154,3145,5947,0,1954,2640,2869,2468,3007,4139,1461
334,521,194,279,54,163,0,189,228,0,357,218,3,448,297
335,204,0,39,53,62,0,151,0,27,47,68,0,147,59
336,3319,1128,1210,1047,0,6,3158,831,780,976,1067,0,3821,1056
337,1160,822,884,1105,232,0,944,159,585,0,705,0,498,721
338,0,207,142,145,291,2,401,154,224,114,136,0,466,169
339,0,1580,3413,1865,3233,5691,4531,0,2855,2553,2621,3758,2531,2890
340,435,275,211,149,0,0,375,183,165,236,275,0,472,109
341,173,58,44,68,64,0,182,63,62,48,48,0,153,0
342,2249,0,1134,0,921,6,2856,907,0,891,1281,0,0,0
343,1502,882,0,957,0,0,1559,591,573,554,404,0,115,412
344,0,167,189,146,208,2,466,52,188,136,370,1,0,411
345,2328,2082,2733,2424,3200,3592,4759,1581,2423,2849,3188,7918,4202,0
346,491,253,329,375,0,1,533,405,180,344,132,0,569,170
347,189,74,49,55,0,0,158,54,71,65,68,0,208,0
348,0,1024,1146,0,1488,3,2234,1065,740,1161,1484,0,3259,895
349,0,153,1003,1210,739,0,729,0,843,1013,0,0,1094,0
350,604,0,299,139,271,2,486,133,198,122,307,1,453,233
351,5504,0,2732,3156,4557,4490,7489,0,2875,2674,3040,5631,2385,3155
352,196,205,266,348,162,6,348,0,323,431,148,1,395,82
353,196,57,58,43,0,0,182,0,73,73,72,0,136,57
354,2147,1101,920,754,0,7,5598,1051,1465,1081,1517,14,3763,1176
355,0,511,239,15,511,0,912,1023,731,775,540,0,740,1097
356,546,22,251,125,336,0,390,57,231,204,293,0,474,57
357,2504,2291,3813,2735,2584,5568,958,3601,0,3040,2897,2961,4083,0
358,118,242,104,101,198,1,425,0,216,336,167,3,423,163
359,188,0,62,48,54,0,0,58,49,67,79,0,172,64
360,4614,1039,1193,1133,0,3,2614,1010,874,914,1366,7,3447,1052
361,1729,769,120,1384,550,0,734,300,511,0,732,0,0,729
362,444,157,195,151,375,1,492,338,190,144,21,0,398,0
363,4842,2035,2492,2431,2644,0,5033,2383,2700,2662,688,1421,5022,1659
364,83,238,285,0,160,3,436,181,204,207,140,2,0,184
365,186,61,49,56,60,0,166,48,51,64,47,0,210,57
366,4384,1196,899,1262,1423,6,4126,0,1202,676,1105,0,2695,1146
367,0,0,466,546,632,0,0,1123,570,209,94,0,1846,1060
368,499,279,174,158,93,4,475,104,46,128,376,0,466,303
369,4948,1866,2495,2527,3654,9331,0,2583,3052,3139,2710,11905,5731,1372
370,111,0,249,357,272,0,316,134,0,392,313,0,312,0
371,0,0,0,77,60,0,209,60,56,79,66,0,0,50
372,2956,1047,0,1492,1300,3,2729,1170,1102,1351,1297,9,2680,1000
373,0,117,507,0,445,0,2624,61,363,0,276,0,1037,1155
374,0,0,164,117,178,0,444,73,173,162,403,5,422,271
375,3606,2424,0,3236,0,3571,4147,2157,2272,3157,3724,11342,5243,2285
376,336,263,169,219,231,0,402,76,178,256,176,1,231,171
377,0,54,48,78,55,0,0,59,67,60,65,0,184,62
378,4144,1012,916,1115,1126,1,3393,936,1587,1301,1421,0,4087,1101
379,1078,790,839,691,0,0,2506,115,379,1440,299,0,0,1075
380,486,0,197,130,208,0,444,214,222,109,297,0,435,34
381,2534,1656,3197,0,2055,11300,2780,997,3374,2792,0,5846,0,1115
382,392,134,258,368,401,1,0,304,260,0,262,4,346,317
383,198,53,42,66,65,0,193,0,61,66,61,0,124,58
384,2603,1013,1072,985,1227,2,0,1113,810,826,0,0,2312,1042
385,1526,744,870,0,581,0,2789,840,519,519,161,0,0,318
386,573,0,195,121,0,0,345,388,161,149,239,1,508,4
387,5799,1887,3705,2956,1419,6475,4169,2381,3583,2666,1111,2424,4926,2937
388,201,300,226,108,237,5,357,208,211,0,157,2,309,172
389,149,54,63,57,67,0,211,0,59,64,56,0,217,49
390,3216,1027,815,851,0,12,2720,1400,945,1447,912,0,4320,1129
391,0,0,656,221,707,0,1376,1050,1153,319,539,0,991,726
392,426,215,200,174,327,0,458,210,237,203,209,0,447,173
393,5732,3850,2906,2593,2146,9537,4005,2639,2780,2002,2839,2854,6059,2194
394,56,168,381,211,63,0,402,169,255,57,118,3,532,125
395,205,53,54,65,51,0,238,51,52,55,64,0,188,59
396,3215,1141,1014,1060,1028,1,4016,1200,1027,1042,951,4,2771,1109
397,772,490,887,0,384,0,1419,0,606,376,827,0,709,0
398,483,226,273,118,136,5,558,73,108,165,330,5,583,87
399,3206,2388,3007,2866,4258,0,4524,2105,3014,2871,2266,3990,3479,0
400,295,156,0,36,221,3,545,50,158,474,250,1,304,291
401,113,69,53,82,0,0,0,57,45,55,77,0,168,61
402,1893,1129,867,1457,1213,1,3440,1075,790,1183,1185,3,3625,1021
403,1657,0,477,670,681,0,0,726,436,1098,545,0,0,0
404,453,428,220,128,177,0,479,103,181,0,202,0,507,0
405,3043,1554,2378,0,4548,8747,2975,2890,0,2402,1814,1183,3670,2250
406,301,181,164,332,241,0,626,168,257,208,93,0,0,206
407,198,64,37,66,61,0,183,52,64,75,51,0,0,68
408,4804,1066,0,1395,1287,6,0,1024,0,583,1432,2,3828,1005
409,739,455,506,127,568,0,2178,706,258,1650,630,0,259,198
410,476,130,270,0,218,5,370,234,186,114,229,1,459,235
411,2868,973,2406,2426,3213,4008,4049,2989,0,2722,3614,5826,5086,2017
412,282,97,308,0,0,0,565,169,174,219,0,0,406,161
413,204,59,45,43,56,0,188,57,48,64,45,0,178,65
414,0,1123,1359,1098,1167,0,3057,1067,884,1045,1275,12,0,1080
415,0,263,480,1751,0,0,1423,1000,914,0,376,0,2142,358
416,537,232,113,166,327,2,553,257,178,172,134,0,464,107
417,4865,3028,2474,2748,3580,5682,3203,3212,2387,0,4027,5700,4335,2351
418,286,251,283,0,133,0,376,261,255,288,117,2,176,0
419,171,60,0,62,56,0,195,63,38,44,78,0,163,62
420,4477,1143,1125,885,931,0,2247,1228,915,985,1151,0,3434,1113
421,1850,761,520,1271,53,0,0,321,298,304,595,0,1483,0
422,535,180,210,0,355,0,454,195,277,157,149,1,478,334
423,4623,2526,2918,3495,1858,4847,1811,1517,2250,3089,3091,871,5728,2039
424,515,265,344,187,126,0,147,173,0,0,152,2,304,0
425,177,59,65,48,49,0,165,62,69,53,57,0,173,44
426,2754,1097,1027,0,1286,0,3020,1163,1007,935,982,2,2766,897
427,1671,0,486,489,669,0,2514,929,505,660,0,0,1397,0
428,350,238,274,133,332,1,413,158,137,149,0,1,432,156
429,6466,1234,1809,2574,895,0,4117,3353,3401,3029,3774,9942,3483,2494
430,398,143,451,45,246,3,0,141,251,81,216,1,489,174
431,224,55,44,62,49,0,160,51,46,50,0,0,152,66
432,4222,1007,1116,1189,1157,0,2838,1040,1214,976,895,10,3885,1061
433,1161,185,586,681,674,0,1028,603,731,606,370,0,1668,103
434,407,166,0,152,407,1,433,119,274,143,250,0,444,0
435,2822,0,2971,3135,0,3340,4478,0,3093,2892,3017,11874,4466,1272
436,237,235,180,0,277,0,299,259,263,16,157,3,0,153
437,178,66,0,58,69,0,196,58,46,55,48,0,141,52
438,4042,1083,1221,1281,1095,3,2680,1115,1117,831,1205,0,1417,1106
439,0,537,274,1566,302,0,1279,760,0,243,938,0,2766,905
440,464,245,320,43,180,2,471,133,307,199,0,0,502,130
441,2800,2964,3305,2576,2600,5697,0,0,3646,2762,3199,14652,0,2111
442,0,0,0,451,242,0,541,87,188,135,193,1,409,55
443,148,52,68,76,61,0,211,67,70,59,54,0,222,0
444,1556,1078,793,1248,1052,2,2861,1115,984,1168,1055,11,0,1075
445,1313,610,880,0,375,0,0,714,0,978,583,0,1138,285
446,419,341,126,141,289,1,408,168,155,135,370,0,468,89
447,3706,2480,0,0,3860,3108,0,1443,0,2796,2925,0,4783,3323
448,199,267,273,322,194,0,0,327,158,109,231,8,534,225
449,0,0,61,65,41,0,151,64,57,0,53,0,0,52
450,0,991,899,997,0,0,2951,1080,994,1041,1481,0,4056,1095
451,2022,0,935,0,587,0,840,0,871,211,404,0,333,506
452,445,118,307,168,0,2,389,79,43,0,0,1,480,265
453,6974,2107,2583,2610,4096,8079,0,0,2714,0,1749,5281,4451,1664
454,285,254,210,5,0,6,318,210,183,233,122,0,303,78
455,0,56,44,58,0,0,221,54,0,64,38,0,224,55
456,3732,995,898,1320,1125,0,4163,0,1096,842,1327,4,3459,1023
457,2192,425,798,267,940,0,953,0,736,929,905,0,0,231
458,371,0,159,129,0,1,387,0,85,121,310,3,473,318
459,1565,1707,0,2679,3289,10733,3334,2329,2686,2413,2523,10423,0,2648
460,393,201,335,316,212,0,0,248,224,502,219,3,143,229
461,200,0,57,51,0,0,164,58,52,59,39,0,194,70
462,2427,1160,848,0,594,4,3223,1061,896,1080,1274,14,1806,1052
463,1241,1064,299,28,1073,0,774,480,761,1294,768,0,808,812
464,462,233,175,94,0,1,423,301,211,130,148,0,425,111
465,7616,3252,2284,2950,2725,8958,1951,0,0,2820,0,3707,2806,1991
466,420,252,212,122,176,2,495,182,174,0,300,0,323,216
467,169,57,46,79,62,0,174,50,57,58,69,0,160,65
468,2701,0,0,1173,1198,1,3428,1160,0,1349,1253,5,2544,0
469,0,0,661,372,669,0,487,633,408,521,417,0,996,895
470,465,338,153,164,184,4,0,147,196,125,193,3,493,233
471,4615,2770,2735,2442,4475,0,4766,2300,2917,0,1845,3927,2208,1277
472,608,361,259,0,150,1,151,174,90,0,0,1,0,157
473,178,57,59,73,60,0,198,64,48,44,66,0,202,0
474,3464,1172,1120,899,1120,0,3224,1086,1204,689,843,0,2805,1164
475,1044,1229,618,484,497,0,631,283,479,748,452,0,0,68
476,572,165,123,163,271,1,408,0,196,0,313,2,441,305
477,5900,0,0,2627,2912,12168,0,980,2702,3154,2067,11885,4257,1403
478,0,201,0,514,104,0,156,140,331,319,111,0,197,182
479,192,59,47,63,55,0,143,52,60,55,56,0,157,56
480,2767,1081,945,1108,1236,5,3852,1138,0,934,888,3,4687,1014
481,248,532,835,321,785,0,1249,0,0,585,537,0,1562,1073
482,544,74,243,165,240,3,405,240,179,140,390,3,521,405
483,3763,2094,2896,2749,3814,6312,5645,2600,0,2977,0,0,4236,3000
484,0,209,0,0,223,3,359,127,142,117,219,0,334,0
485,149,56,54,60,33,0,147,0,54,50,53,0,187,66
486,3190,1179,731,1060,1374,7,3414,1076,1325,889,1571,9,2946,1043
487,998,0,539,651,130,0,1694,658,774,935,343,0,1146,0
488,459,325,223,173,175,0,558,404,125,124,199,2,0,189
489,5592,1362,2167,2749,2743,2371,2378,1600,3313,2575,899,687,4803,2012
490,414,452,302,65,232,0,0,193,237,232,73,4,236,147
491,194,68,68,71,45,0,187,61,71,68,40,0,131,56
492,3615,1210,738,1009,1129,8,4347,1002,1241,1585,1013,4,4282,1049
493,134,861,499,0,0,0,0,667,814,470,938,0,0,0
494,558,288,94,128,183,0,496,56,0,82,170,1,480,269
495,2539,1904,2558,0,3430,0,4767,2171,3124,0,2342,2957,3631,1892
496,147,310,110,231,394,0,295,128,325,499,238,4,0,0
497,192,63,42,53,0,0,206,50,51,67,53,0,208,55
498,3952,1174,913,790,0,3,2234,1095,989,910,1165,2,2730,1013
499,471,269,0,713,572,0,1096,909,705,1116,120,0,1931,1054
500,533,244,241,110,387,3,0,0,58,113,259,0,689,44
501,4296,3272,3151,3105,3709,6010,4404,3237,2658,0,1475,8406,2112,2604
502,319,0,150,182,209,1,364,372,261,191,0,0,269,170
503,201,64,39,43,47,0,165,0,40,65,51,0,163,0
504,2217,0,751,0,1402,0,2757,1100,1343,1038,1120,6,0,1079
505,1135,939,359,509,604,0,1567,972,534,426,330,0,2148,1344
506,498,161,157,181,222,1,597,80,72,136,201,0,492,184
507,0,3116,3393,2403,2534,5130,3079,763,2865,2979,1131,4096,4184,1338
508,0,113,197,25,226,0,290,275,251,255,295,0,274,332
509,199,0,57,68,59,0,165,60,0,62,53,0,170,61
510,4458,1027,1592,952,0,13,3500,994,909,1148,1206,7,3526,0
511,1130,0,893,650,878,0,962,0,0,0,493,0,148,244
512,439,237,172,171,217,4,469,273,191,76,193,0,489,133
513,1698,1506,2293,3176,2234,9057,3338,933,1947,3089,3320,4756,3071,3135
514,316,248,304,366,154,1,405,226,198,135,204,2,205,251
515,191,52,49,69,69,0,0,60,0,58,44,0,149,53
516,3212,1044,728,1018,1099,9,0,957,1215,980,1170,13,3366,1090
517,0,1189,150,199,461,0,0,409,746,0,407,0,510,0
518,383,349,109,120,315,0,394,304,105,121,285,0,536,170
519,3340,1829,3879,2880,2321,3247,3635,1921,2729,2402,3485,5408,6876,2802
520,322,203,0,63,154,0,454,305,149,49,152,7,321,287
521,167,60,47,79,0,0,195,48,43,82,0,0,169,50
522,3359,1107,1092,734,1213,9,3597,1053,1169,1382,1139,6,0,1067
523,0,225,660,1076,548,0,1459,566,0,416,399,0,2233,682
524,464,0,190,122,133,0,515,0,166,0,402,4,389,194
525,3556,2386,0,3121,5460,8525,5604,3611,0,2147,3579,8679,5896,0
526,522,0,359,0,325,4,105,262,308,109,131,3,341,283
527,203,55,45,72,44,0,136,52,0,74,64,0,154,0
528,3534,1052,1128,864,853,17,3210,1161,1178,1079,820,2,4786,974
529,0,0,741,981,604,0,1160,753,250,535,527,0,2002,161
530,467,99,174,135,250,0,352,128,169,222,186,0,536,299
531,2463,3051,2630,2151,0,0,3969,1491,2597,2953,3439,8195,4121,3376
532,146,244,143,285,85,5,323,139,239,113,196,0,400,230
533,140,61,70,64,55,0,144,63,75,66,47,0,191,63
534,2241,0,900,1050,882,4,3665,1034,1103,1041,1042,0,3484,1252
535,2547,1010,722,662,848,0,1263,639,542,1375,11,0,770,590
536,417,153,278,179,203,3,477,101,158,144,301,3,0,276
537,2941,901,2967,2548,1406,4807,4252,2889,3267,3016,2276,1701,4544,0
538,320,203,143,131,289,2,390,243,146,70,274,0,292,263
539,181,65,67,0,57,0,107,59,65,63,54,0,171,0
540,2950,1065,1055,1199,1198,4,0,1024,815,1014,1138,6,4466,0
541,0,734,619,1102,122,0,0,0,857,970,667,0,201,0
542,511,67,290,0,129,1,377,299,157,100,459,0,491,100
543,3883,1587,2478,2769,1192,9555,2973,1642,3106,2753,2044,9147,5674,0
544,81,110,166,124,176,0,553,185,134,266,184,9,215,211
545,150,58,61,0,57,0,223,49,85,26,57,0,180,57
546,1437,1088,1016,935,1246,0,3296,1080,953,688,1414,7,3433,928
547,1245,668,602,916,727,0,0,1129,412,0,257,0,1403,0
548,452,376,182,136,239,1,553,71,196,135,243,0,376,248
549,3647,0,3552,3110,3089,6767,3932,0,3563,3462,2022,3401,3923,2453
550,391,227,216,0,190,3,453,0,396,410,104,2,169,71
551,187,52,62,57,50,0,139,0,70,54,0,0,220,67
552,0,1044,1050,1253,1131,0,2670,1128,0,993,1388,2,3271,1242
553,740,233,390,115,644,0,716,1251,812,2089,567,0,1817,806
554,0,341,138,181,203,2,471,79,160,0,187,0,560,207
555,3155,2192,3303,2905,4668,3269,4511,2266,2088,2376,2788,9499,5416,3148
556,297,120,298,215,111,2,173,0,289,193,245,1,249,248
557,160,53,80,70,0,0,0,60,70,56,60,0,222,56
558,0,1106,0,911,1114,0,4338,1042,1342,1150,1276,0,3460,934
559,781,267,490,0,669,0,1460,1371,721,124,907,0,537,0
560,497,181,163,169,0,0,588,0,263,145,123,0,314,67
561,2970,0,3006,2749,0,7612,3050,2636,1810,0,0,6593,1614,1750
562,411,258,0,0,300,1,257,197,0,155,94,5,0,222
563,228,52,58,67,51,0,238,46,56,0,45,0,168,65
564,0,1046,974,733,856,2,3179,1013,1169,989,1064,6,3277,986
565,2476,297,761,745,349,0,1405,524,281,1038,395,0,3073,594
566,394,114,254,140,77,3,503,223,191,132,253,0,0,112
567,3252,720,3428,3215,3826,9877,3093,1806,3415,2662,1242,0,5254,2276
568,235,0,379,21,270,3,0,275,299,24,140,0,214,294
569,184,69,51,66,51,0,159,63,70,59,48,0,211,60
570,3926,1021,0,898,1057,6,2560,1139,839,1063,1201,6,5012,1085
571,555,10,422,0,407,0,1466,542,544,665,0,0,246,12
572,532,154,0,0,315,0,407,193,150,159,152,0,493,0
573,5248,2724,0,2911,1927,9814,4169,2810,2801,2501,4762,2323,0,2898
574,397,273,220,74,194,3,386,249,188,120,236,3,185,115
575,178,61,46,57,58,0,199,63,0,62,0,0,154,45
576,2945,1013,1044,0,867,0,4662,1142,1136,1195,967,11,2985,1106
577,327,759,1121,233,674,0,0,682,527,1174,0,0,566,1274
578,553,80,209,98,484,1,566,267,176,0,244,2,496,235
579,5664,2688,1640,2876,0,5116,5296,2611,3218,2664,3105,0,5235,1417
580,227,264,203,541,123,0,184,34,176,259,247,0,641,192
581,209,59,47,76,57,0,161,70,55,62,46,0,0,57
