N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,1150,579,86,1157,751,0,1217,204,416,636,167,0,0,366
170,338,74,224,129,213,0,0,71,230,137,8,2,380,157
171,3391,2073,2227,2147,4086,0,2656,1867,3926,2190,2587,10065,5015,3278
172,0,81,429,446,243,3,480,380,275,92,247,0,0,304
173,155,58,50,71,69,0,161,68,43,52,52,0,167,64
174,2149,1081,1403,1355,1088,6,3136,0,992,1263,0,0,2493,933
175,2627,704,879,288,579,0,1298,0,465,0,197,0,823,516
176,448,241,59,190,0,0,607,0,212,206,150,3,405,238
177,5297,0,2830,2871,2358,11210,5407,2568,2674,1901,2667,4659,6386,3006
178,227,155,0,147,232,1,227,151,128,154,276,0,295,177
179,171,54,49,67,50,0,179,59,50,82,60,0,258,57
180,3345,0,1087,1295,1163,0,3384,1135,1023,649,0,7,3194,1008
181,948,37,709,420,489,0,577,0,0,863,403,0,539,207
182,419,0,218,167,0,0,452,121,177,106,0,1,0,362
183,6093,2217,2907,2526,0,6788,1577,1595,2086,0,3245,6618,5100,3145
184,347,0,139,416,331,7,424,138,304,502,303,0,358,227
185,143,50,0,84,76,0,177,56,49,71,43,0,175,60
186,3163,1161,524,965,1064,8,3307,1017,953,826,0,0,0,900
187,2161,862,1195,1214,469,0,437,1283,1068,676,113,0,1991,162
188,432,0,124,113,0,0,0,180,274,0,297,0,552,127
189,4498,2038,3375,3267,3301,10872,4889,1539,3398,2793,4553,11705,4175,0
190,305,238,104,131,134,4,406,248,213,215,244,4,0,160
191,214,51,55,39,0,0,164,67,44,66,45,0,173,63
192,4415,0,1119,881,1210,0,1861,917,1226,1324,760,0,3629,1078
193,0,1284,527,1057,604,0,1416,46,621,1399,681,0,1252,614
194,497,271,143,192,176,1,485,83,155,181,0,0,504,208
195,2062,2429,2755,3067,3147,0,4438,1441,2799,2712,0,0,4290,1399
196,320,223,154,99,218,1,327,100,314,27,86,4,165,224
197,218,58,59,0,73,0,0,55,58,79,44,0,186,47
198,0,943,811,988,1080,4,0,1088,981,632,1104,1,3594,1010
199,1931,625,675,1295,600,0,831,978,865,428,979,0,1423,527
200,318,121,211,154,277,0,510,174,103,150,256,0,423,298
201,1973,1742,2790,2249,3981,4288,786,1644,2008,2652,1469,198,4288,2431
202,458,127,281,274,115,2,409,186,373,253,96,0,96,90
203,204,53,74,63,61,0,0,0,54,65,51,0,186,61
204,3163,924,0,809,1216,10,3154,1040,0,1497,1043,8,2312,1022
205,1884,859,308,1255,566,0,1632,1148,603,495,251,0,930,929
206,439,127,0,126,268,1,480,49,250,194,223,3,444,0
207,1565,2032,3598,0,2849,4252,5096,2502,2393,3125,0,10964,4219,1932
208,213,122,197,0,242,0,382,144,314,153,41,3,265,200
209,194,49,55,50,61,0,173,0,65,70,44,0,134,62
210,2542,1030,1518,819,1282,4,2960,0,1098,992,1283,0,2727,1151
211,0,155,738,642,331,0,1221,1465,698,303,478,0,784,668
212,393,105,292,181,194,2,462,225,215,133,266,2,494,162
213,4292,2110,3468,2618,2227,9071,2963,3762,2808,2371,3026,10397,4500,3614
214,198,230,239,210,155,0,258,355,99,190,51,0,364,301
215,137,57,76,81,42,0,200,59,52,80,38,0,0,60
216,0,904,1078,1029,1191,6,2581,1032,0,960,1080,0,2011,1025
217,533,0,428,39,472,0,615,0,560,964,285,0,0,197
218,465,314,169,172,305,1,396,84,254,133,101,0,546,231
219,0,2316,2690,2884,0,0,5206,1310,2304,3036,2804,2417,6752,0
220,378,260,268,135,172,5,400,379,92,152,123,0,272,247
221,148,53,71,62,75,0,141,62,50,59,67,0,176,59
222,2999,1000,1004,909,1113,6,4823,1005,748,1408,969,0,4694,1193
223,0,0,129,786,549,0,0,175,712,1528,0,0,2220,437
224,516,124,331,153,176,4,420,210,45,112,0,0,425,239
225,1528,3031,1984,3295,2824,0,3399,0,2475,3154,3301,9267,3508,692
226,296,428,244,350,226,0,578,0,187,98,241,0,406,246
227,152,54,53,62,71,0,200,59,57,44,65,0,186,67
228,3927,1120,822,1129,1386,0,3953,0,0,1312,999,3,2897,1008
229,974,32,592,1292,571,0,1154,621,267,830,0,0,47,424
230,0,124,222,0,354,3,393,180,159,207,238,3,520,160
231,4295,2220,3354,2370,2522,8696,2578,2958,3358,0,3365,4481,3332,2407
232,430,296,249,62,273,0,366,254,344,226,209,0,515,149
233,211,42,48,51,46,0,173,69,70,78,50,0,185,43
234,3725,0,1016,990,1494,1,4219,979,948,740,976,5,4501,1106
235,1513,95,551,997,170,0,0,213,392,765,161,0,1590,538
236,454,355,114,194,333,3,461,47,186,198,204,5,530,192
237,0,3189,3101,2402,2134,6064,4197,2762,2980,2987,3627,5118,5740,1005
238,255,0,173,0,236,6,495,221,239,47,180,0,302,163
239,219,64,60,70,36,0,227,65,77,59,69,0,190,64
240,3360,0,1060,1172,1243,0,4939,869,942,884,1527,0,3228,1102
241,1389,371,691,1114,251,0,469,827,0,94,704,0,390,1019
242,0,0,268,165,0,3,523,179,208,139,195,0,0,120
243,4467,3053,2173,1925,1239,4175,4402,3244,0,2921,1210,11560,4922,3003
244,252,276,246,0,152,4,311,237,298,337,271,0,366,336
245,121,53,56,74,60,0,177,63,46,48,59,0,198,58
246,3225,1066,1244,1182,957,10,4314,1137,681,1161,1424,1,2103,1136
247,2023,328,894,841,668,0,0,0,815,1026,845,0,2375,0
248,513,168,215,0,305,1,372,357,254,0,336,0,537,0
249,2305,759,2364,0,0,10028,4837,2698,2239,2809,904,7730,4023,1877
250,225,240,187,191,297,1,337,0,343,205,187,0,359,269
251,140,67,45,66,51,0,176,70,0,50,55,0,153,77
252,3920,1229,1336,1084,1268,4,0,1033,1319,810,1427,0,2565,0
253,1648,777,836,1338,458,0,498,584,0,840,1069,0,63,999
254,532,367,154,201,206,2,437,0,214,151,39,1,450,239
255,6465,2241,3060,2465,2786,3904,3760,1976,3127,2990,2405,6348,449,1543
256,244,186,148,0,139,2,387,79,308,26,275,2,305,250
257,182,60,46,64,59,0,184,69,63,70,64,0,154,65
258,2852,1176,0,1267,0,12,3161,0,1154,1047,0,0,3555,1035
259,1304,867,485,613,480,0,1558,563,490,1270,625,0,1721,0
260,526,282,0,168,346,1,503,187,0,144,0,3,334,219
261,2533,1901,2160,2134,3026,13347,1578,2580,2015,2820,2840,0,3227,3345
262,0,309,446,0,108,0,287,165,308,197,162,1,242,253
263,150,66,47,54,49,0,192,62,52,69,57,0,193,48
264,2686,1095,1098,737,1247,20,3435,1008,1130,826,866,9,2482,1162
265,2170,220,476,1284,0,0,1482,829,453,1222,962,0,0,822
266,0,151,216,130,220,4,592,222,99,126,376,0,356,82
267,5279,2444,2795,2558,0,4774,2115,3367,2363,2356,2261,4850,3464,0
268,430,258,307,152,150,0,232,123,0,87,300,4,164,0
269,189,63,75,67,60,0,219,52,59,64,43,0,152,68
270,0,1053,0,1095,1216,2,1589,1085,893,1284,1585,6,4021,885
271,1368,0,367,547,392,0,92,0,619,1086,609,0,1179,1453
272,552,160,212,135,301,0,476,0,88,113,195,2,299,0
273,4430,3186,3926,2655,4025,9604,6217,1490,3017,3313,3160,12543,5462,2103
274,394,173,260,190,262,2,360,142,358,0,150,4,512,178
275,174,49,46,59,66,0,185,56,57,57,53,0,0,75
276,2729,0,1037,1063,1236,5,2867,1115,1100,947,1262,0,2850,1109
277,708,534,732,80,732,0,1394,532,552,496,628,0,1197,1041
278,469,238,132,0,169,5,0,145,144,0,101,0,557,122
279,3534,2832,2187,2564,2230,0,4444,1954,0,3440,3007,6756,4352,0
280,354,224,165,0,130,1,420,139,38,271,217,4,560,252
281,237,55,58,82,66,0,165,51,45,75,0,0,191,62
282,2434,1129,853,1191,1315,6,3441,1194,907,1341,1459,8,2321,1039
283,420,0,656,1151,374,0,619,416,0,1134,296,0,0,670
284,479,152,0,142,121,0,447,124,251,176,321,3,396,129
285,2917,1700,3138,0,2112,7008,1896,820,2445,2990,802,7174,3859,2354
286,379,123,236,152,197,1,225,115,0,261,259,0,344,331
287,0,0,66,0,65,0,194,60,59,67,42,0,187,61
288,4747,1098,670,1075,1514,0,4090,936,1252,1275,1306,0,2732,1027
289,844,333,789,999,497,0,2369,433,305,1009,584,0,0,368
290,471,310,150,180,97,1,613,203,148,147,205,0,493,345
291,4020,2242,2751,2580,3547,8968,4401,3009,2606,2696,734,0,4942,1955
292,135,196,0,0,122,5,402,240,107,446,103,0,264,340
293,138,63,63,64,29,0,136,58,48,0,63,0,110,52
294,0,1107,1121,1091,1414,1,2913,1088,1723,731,1223,5,2676,968
295,1126,1287,581,1825,159,0,2877,0,443,794,356,0,983,651
296,483,95,0,0,359,2,307,118,139,156,185,1,413,256
297,3931,2022,1889,3273,2956,0,4447,2155,3112,2144,1940,5208,8179,2694
298,584,4,368,0,230,0,649,0,218,304,259,0,465,97
299,203,53,58,80,44,0,179,0,51,50,68,0,203,60
300,3729,967,941,673,1130,4,3950,1149,1029,904,1118,0,0,1145
301,1016,745,895,637,441,0,662,569,516,0,472,0,0,870
302,428,198,0,185,169,3,451,184,210,184,209,4,398,186
303,4596,3554,2766,2252,2094,5716,1773,2116,2926,2455,2783,7170,1513,2447
304,70,236,33,213,132,4,0,133,233,95,245,4,143,253
305,177,61,48,47,63,0,167,55,32,47,71,0,181,65
306,3700,915,705,0,1342,2,2390,1086,1176,1208,1167,1,0,1095
307,1679,396,687,493,585,0,0,63,172,1413,563,0,0,0
308,486,0,151,175,225,4,321,446,0,130,194,1,520,0
309,3497,2660,3073,2857,2847,9704,3876,1996,2996,2810,3215,12984,4375,2263
310,500,136,216,135,181,1,399,0,225,299,183,2,350,191
311,210,64,29,73,46,0,0,64,51,52,0,0,153,0
312,3227,966,908,655,1166,0,2793,1017,1213,0,1327,0,2623,1144
313,1324,308,648,0,865,0,921,24,422,1367,855,0,1809,145
314,484,48,264,103,257,1,452,270,247,148,376,2,385,0
315,4525,2006,2151,3069,2026,7916,0,1333,2685,3088,3925,0,3087,3139
316,399,319,286,200,199,0,272,199,251,287,266,0,176,211
317,220,68,53,61,51,0,193,51,76,54,60,0,198,57
318,2953,1128,995,664,981,1,2987,1015,1163,932,0,0,3337,1122
319,1025,0,586,392,471,0,54,384,534,1041,255,0,408,0
320,461,0,275,189,339,0,0,33,118,177,190,1,0,158
321,8113,0,2327,2992,2233,0,0,1592,2240,2713,2426,0,3044,1954
322,72,353,261,150,209,0,315,0,327,321,287,2,390,0
323,212,59,60,46,71,0,198,60,46,47,0,0,150,54
324,0,1139,1285,1313,1325,5,4375,1001,705,1140,1377,0,2842,1060
325,1016,611,134,802,0,0,984,149,639,0,605,0,259,850
326,529,203,0,157,277,3,499,187,118,94,126,0,432,0
327,4312,1811,1670,3164,1183,8189,5763,2254,2615,2377,2906,4083,4526,1606
328,316,269,271,112,240,0,366,136,165,0,304,0,389,259
329,176,48,50,53,0,0,185,66,52,59,52,0,133,0
330,3677,1142,976,1176,840,14,2866,1131,1161,1304,1173,5,2861,0
331,1249,0,638,0,648,0,355,1475,0,0,131,0,0,661
332,526,104,221,0,387,1,501,230,212,134,157,0,394,9
333,4829,1068,3276,2598,0,6322,4757,2336,2647,2842,2938,0,6000,0
334,350,295,196,340,132,0,318,0,156,82,224,0,260,157
335,191,50,50,78,70,0,177,59,43,0,38,0,161,57
336,2714,1084,0,1091,1179,9,4534,883,1212,1396,1191,0,3127,1036
337,1803,462,913,1419,606,0,2035,651,0,1434,699,0,453,737
338,508,315,243,0,127,0,400,202,251,110,125,0,487,332
339,3379,0,1390,2501,2328,9042,4775,1971,3008,2701,0,6810,4445,1166
340,378,0,156,79,176,0,480,195,298,0,149,7,52,259
341,208,66,73,56,57,0,201,68,57,62,54,0,135,0
342,3828,976,966,1009,1180,0,0,1161,1050,966,1529,0,2701,1176
343,1659,288,604,2059,754,0,580,170,0,0,994,0,914,1127
344,464,208,90,79,256,0,0,223,165,144,254,3,491,101
345,3542,1973,1788,2571,3798,11980,2401,2302,3263,3387,1738,9354,6066,2964
346,236,294,112,420,159,0,0,219,366,294,178,4,0,349
347,149,68,0,56,66,0,193,52,67,50,72,0,143,61
348,3762,901,1029,1655,1275,9,4717,1112,946,595,857,11,2346,1051
349,999,788,762,703,610,0,1581,178,820,695,544,0,0,1154
350,367,0,234,122,0,1,402,138,256,74,125,4,396,158
351,4564,0,4462,2760,3775,4954,1506,3477,3222,2301,2588,5462,3640,2670
352,382,210,293,439,0,1,322,182,154,0,155,0,358,258
353,156,62,58,0,55,0,148,52,57,56,66,0,0,47
354,2730,0,1086,992,1142,2,2682,1099,1053,1325,1112,0,4475,958
355,1824,435,369,787,423,0,532,1051,0,506,0,0,940,1375
356,480,51,226,138,340,2,400,68,264,161,232,3,0,158
357,3176,1932,4244,2926,1846,10647,1001,2055,2936,2473,2137,2315,5808,2934
358,217,208,299,0,177,2,303,289,199,164,91,0,390,237
359,204,55,52,89,48,0,199,52,38,48,55,0,144,59
360,1323,1039,0,954,1434,7,3442,974,1040,860,1378,3,4212,1064
361,1503,807,692,221,748,0,1751,0,807,0,371,0,0,555
362,330,303,230,0,37,3,353,160,197,126,435,0,475,186
363,2961,2060,2762,2164,2173,8148,1777,3277,2253,2345,2583,8161,0,2259
364,79,321,180,483,168,1,222,132,213,245,228,4,594,220
365,118,58,56,52,57,0,163,55,49,0,59,0,185,65
366,4141,1043,1288,908,1221,13,3582,0,1170,1071,1662,0,4320,1127
367,476,1064,503,762,33,0,2130,555,883,1198,635,0,0,0
368,569,149,117,157,212,2,606,87,226,164,319,0,468,0
369,6396,2214,3139,2986,2305,0,4078,1894,3788,2782,1744,8903,5066,0
370,414,0,200,198,98,0,230,101,375,122,186,6,441,164
371,222,74,60,50,55,0,231,58,71,54,66,0,155,58
372,4373,1046,1275,1068,1336,1,4753,994,922,1362,896,0,2442,930
373,644,1332,854,857,567,0,0,273,596,0,552,0,590,292
374,458,0,279,123,28,0,0,219,95,133,243,1,432,181
375,4836,0,2751,2928,2662,4628,2068,1698,2008,3464,2377,5610,0,3517
376,263,195,138,104,167,4,285,343,274,147,185,0,221,0
377,153,52,0,71,55,0,0,68,61,56,52,0,213,46
378,4118,985,1223,818,0,4,4030,1131,970,1156,979,9,3741,1123
379,25,326,840,0,672,0,1238,561,582,410,127,0,42,470
380,497,116,171,0,248,2,472,197,248,134,144,0,469,182
381,3283,0,3744,2870,4083,1814,1794,2396,2054,3181,2161,2839,5474,1844
382,0,270,260,192,167,5,28,263,218,141,162,4,146,195
383,198,61,0,65,0,0,215,61,45,73,39,0,0,56
384,3715,1020,935,1052,1008,0,5262,1171,937,642,1376,7,2188,971
385,1138,437,430,0,374,0,2438,592,740,0,890,0,644,632
386,409,201,242,160,131,0,503,2,31,199,184,6,431,0
387,1474,1826,3109,2654,4021,6706,4224,1739,3651,3092,1936,7899,5073,2748
388,248,259,186,0,0,0,267,234,321,0,168,0,196,0
389,170,52,64,40,50,0,159,57,48,49,48,0,217,45
390,0,986,867,1555,0,0,3526,0,778,1049,1056,0,3208,1124
391,295,1272,849,0,559,0,550,467,224,0,701,0,693,356
392,458,176,238,146,130,3,410,52,244,159,273,0,603,258
393,0,2707,2330,2770,3189,6208,4429,1521,1936,3268,3583,5964,3416,2054
394,418,131,0,361,175,0,185,188,324,289,218,4,356,264
395,179,67,36,59,64,0,152,48,57,73,45,0,222,54
396,3226,1084,880,1284,1196,7,2348,1140,948,1010,828,0,2518,1095
397,1616,109,609,881,832,0,299,1222,162,537,223,0,483,0
398,500,130,277,196,235,0,0,152,168,146,63,1,449,222
399,4946,2022,2752,2339,4953,0,0,1081,0,0,2661,3947,2785,2349
400,242,245,334,263,77,0,639,226,235,204,158,0,455,374
401,176,70,74,66,46,0,190,52,65,51,50,0,133,57
402,2715,1048,901,1077,1187,0,4343,1103,1111,1204,986,14,0,933
403,998,588,547,32,0,0,0,0,288,221,672,0,1836,129
404,500,241,173,202,319,2,459,88,138,175,278,0,485,186
405,4413,1668,3069,2438,3907,7708,0,2703,3519,2260,2250,12741,4052,0
406,311,0,320,312,0,2,419,252,228,12,77,11,477,216
407,171,45,46,56,0,0,187,53,0,56,50,0,141,69
408,3349,1128,1080,847,921,11,2386,1132,780,1366,963,9,2542,1122
409,1760,1008,611,1294,727,0,1867,370,736,503,575,0,1886,0
410,0,108,157,153,44,0,367,284,268,148,190,0,597,155
411,4220,1816,3322,2592,2770,1362,3722,0,3200,2922,2681,5241,5257,0
412,296,136,376,239,348,0,12,295,281,127,267,0,382,212
413,144,60,41,41,55,0,135,57,51,71,48,0,209,68
414,2653,1007,1080,0,1410,0,2441,899,600,1199,886,10,3530,1091
415,1444,975,171,1159,627,0,149,0,577,299,1087,0,2056,0
416,570,76,178,0,112,0,421,340,0,160,103,2,418,301
417,5686,2629,2405,3016,3282,11057,8390,3306,1879,2762,3694,0,0,1903
418,407,168,246,299,147,0,531,275,177,499,282,2,245,45
419,0,56,53,59,53,0,165,59,49,67,49,0,186,73
420,3436,1160,1270,1458,1235,2,2611,0,1009,1346,961,12,2427,1088
421,2065,455,677,0,760,0,0,789,0,0,86,0,0,765
422,481,328,254,0,106,2,446,281,285,0,273,1,399,0
423,5257,2765,2473,2743,0,0,4094,1967,3119,0,1661,6603,0,2790
424,276,274,246,173,197,0,619,351,209,268,63,0,113,290
425,0,52,48,71,57,0,164,0,56,57,66,0,212,61
426,3285,1053,1297,1190,1148,5,3243,1096,788,1210,1182,8,3124,1059
427,1805,836,209,678,421,0,249,986,0,995,596,0,0,0
428,412,78,215,133,37,0,0,221,355,138,202,0,519,139
429,751,2031,2450,3012,0,7326,0,2048,0,3287,3146,4043,2266,2549
430,304,159,389,265,0,0,98,234,0,122,175,0,450,170
431,186,51,58,73,43,0,108,59,46,56,60,0,171,69
432,3955,1131,0,1069,0,0,2904,1225,1091,989,1320,2,2989,985
433,0,351,876,0,252,0,762,310,976,0,111,0,2597,0
434,450,0,188,160,0,2,492,215,142,179,133,0,522,0
435,1119,1559,3479,2983,0,7695,698,0,2703,2749,2193,6084,3844,3179
436,109,229,283,360,66,0,311,100,281,0,0,0,232,297
437,161,0,0,69,48,0,214,59,49,72,46,0,142,55
438,2629,1115,1097,1295,1297,3,2234,1137,962,1066,1063,8,0,1035
439,839,1112,488,1209,0,0,310,850,748,617,506,0,244,0
440,529,0,319,82,253,0,546,63,150,132,340,0,502,0
441,4841,2149,2808,3062,3433,2344,4046,2384,2456,2664,3478,6733,4655,1924
442,61,100,132,217,203,0,62,121,0,218,128,4,141,183
443,196,58,53,39,45,0,0,59,44,62,50,0,170,66
444,4211,979,1057,0,1386,2,3282,1058,1174,1157,1470,12,4082,1111
445,251,733,105,321,274,0,1579,545,313,1071,711,0,341,764
446,467,127,223,207,169,0,467,258,0,162,168,3,419,258
447,4084,2538,2634,3084,0,8891,3379,3046,2244,2369,2500,6049,4692,1090
448,437,297,137,276,158,0,267,161,158,0,153,0,286,194
449,176,72,64,0,61,0,151,67,43,41,60,0,141,54
450,4335,1015,0,1089,1362,0,3603,1099,1361,0,1156,0,2396,1108
451,2073,301,758,711,394,0,647,686,873,881,303,0,1806,1265
452,433,121,0,0,269,0,533,0,177,166,104,4,480,0
453,0,2093,2835,2510,2399,4672,3080,1987,2576,2173,4154,5513,2421,1207
454,380,68,170,0,166,2,233,165,234,143,172,3,406,0
455,146,68,36,47,36,0,165,49,66,60,53,0,177,51
456,3546,1173,1428,875,1284,8,2686,1283,699,1183,1096,1,3761,853
457,1940,0,846,0,969,0,1666,394,753,0,0,0,0,338
458,500,169,189,128,266,1,509,306,0,121,188,4,389,203
459,5500,1255,3061,2950,2616,7922,2875,1730,2820,2528,2715,16038,414,2364
460,62,348,0,0,176,5,0,127,151,152,0,0,356,192
461,165,48,50,61,72,0,215,55,58,65,62,0,118,62
462,0,1167,0,863,892,0,3410,1084,1030,0,1101,5,4181,0
463,0,347,391,1238,641,0,154,491,534,832,647,0,0,0
464,418,128,176,167,250,2,448,332,106,148,213,0,459,0
465,6003,2196,2388,2505,4215,4363,4583,2874,2709,3161,2731,8382,2285,0
466,238,241,271,236,0,0,0,138,238,155,46,2,246,0
467,174,63,0,51,73,0,206,0,60,53,55,0,121,59
468,0,1045,1110,1139,0,0,4713,1218,1002,1169,0,2,2374,1027
469,1385,506,755,1369,197,0,2116,1656,511,803,632,0,1176,1455
470,463,197,70,153,129,0,416,125,301,153,325,0,590,283
471,4337,2962,2640,2609,3420,0,7179,3254,2611,2851,2248,5810,745,2159
472,403,0,364,190,194,1,231,218,140,272,56,4,0,251
473,242,0,64,69,0,0,176,76,48,57,63,0,217,45
474,2098,1179,1202,991,1476,0,3313,1029,0,914,877,0,2914,959
475,1674,628,741,0,683,0,872,516,408,1375,683,0,1919,737
476,532,156,284,170,162,1,418,122,209,211,0,1,464,153
477,4408,2724,2718,0,2924,0,3794,1771,1652,2883,1780,0,5075,2137
478,154,381,0,177,87,2,573,154,470,0,258,6,497,154
479,223,55,67,0,63,0,156,69,60,37,51,0,209,64
480,2527,1028,873,802,1221,4,3109,1059,1031,814,1182,14,2438,1004
481,210,366,490,684,691,0,0,471,79,426,885,0,0,0
482,468,60,168,175,288,2,553,102,191,0,153,3,425,10
483,3466,2305,2816,2997,0,3882,3404,3100,2925,2880,2757,6408,2208,3631
484,434,229,0,304,244,0,598,289,335,71,233,0,281,160
485,159,59,67,57,59,0,204,59,58,60,0,0,263,54
486,3285,1000,1258,1113,1037,4,2752,898,994,1234,994,19,2371,1116
487,1845,844,900,1562,1023,0,0,311,1102,973,66,0,1775,458
488,379,262,250,129,223,2,368,211,172,142,247,3,514,203
489,3471,2435,0,2557,1996,10622,3853,2596,3485,2793,621,9108,5956,918
490,631,176,281,67,242,8,270,213,299,174,52,3,142,72
491,184,58,48,59,63,0,147,46,48,0,60,0,135,56
492,3252,1090,870,0,1232,10,3885,915,1100,0,1093,0,2826,1060
493,0,757,415,583,463,0,1052,743,432,1239,582,0,0,0
494,583,450,130,154,217,0,582,264,238,120,31,0,439,297
495,0,2378,3130,2427,3022,7795,2024,0,2742,2774,0,14559,0,1114
496,469,102,284,134,111,0,531,207,0,0,183,0,380,157
497,257,54,54,68,49,0,0,0,49,76,60,0,156,56
498,2982,1075,0,861,1105,9,0,1004,961,930,1006,8,3498,1133
499,494,913,289,969,203,0,224,2042,0,1250,711,0,702,623
500,442,222,259,162,190,3,510,156,135,117,271,1,521,147
501,5864,2525,2781,3318,0,0,1744,1897,2540,3047,3475,6365,1319,2441
502,418,68,253,345,191,0,266,38,327,329,0,1,415,250
503,159,0,58,44,46,0,0,59,47,61,65,0,165,59
504,3422,1195,898,960,1278,1,4006,1129,873,1127,1014,0,4287,1168
505,0,1029,727,908,254,0,227,0,697,0,0,0,1054,1065
506,415,0,281,0,260,2,454,116,192,144,317,1,421,224
507,7845,2569,2739,2186,3492,7094,5641,2796,2036,2750,842,6834,4182,2336
508,353,295,208,0,126,4,485,287,260,265,98,0,295,147
509,180,57,62,63,67,0,89,66,40,0,51,0,156,59
510,0,1017,913,992,1166,2,4343,1091,1120,1134,1173,10,3439,1033
511,1063,664,312,657,704,0,0,574,615,461,61,0,525,101
512,406,101,217,0,250,2,443,130,361,121,147,1,488,81
513,3702,1703,2490,2022,3774,5868,3600,2355,3092,3104,1726,2485,4427,2532
514,283,0,288,189,0,1,368,170,317,186,426,0,0,256
515,202,70,51,77,0,0,169,66,59,56,55,0,184,59
516,1384,1120,1153,1568,0,0,3915,1136,783,931,1142,1,2308,1085
517,850,807,1202,1654,345,0,0,794,706,306,643,0,388,218
518,585,31,215,142,277,0,534,0,189,70,256,1,456,328
519,6156,1834,3187,2540,3065,11053,3817,2966,3317,2792,616,5840,4399,2067
520,0,125,287,355,237,0,52,267,105,76,252,4,399,286
521,144,55,47,33,50,0,204,59,51,53,51,0,149,55
522,0,1096,1331,898,1178,2,4116,1169,878,764,1457,2,3333,1157
523,2167,943,189,0,603,0,825,0,630,0,246,0,673,856
524,526,335,175,82,233,1,447,81,285,136,410,2,477,174
525,3466,3179,2246,2740,2091,6518,0,1091,3487,2947,2462,5115,3841,0
526,403,247,275,287,107,2,231,262,231,0,128,1,513,0
527,198,60,44,72,62,0,170,55,59,70,38,0,183,52
528,3571,1144,755,810,772,2,3242,0,1330,949,1147,8,2767,997
529,1467,1184,702,1739,314,0,851,0,471,340,595,0,0,717
530,440,34,158,173,236,0,502,170,185,223,280,0,457,123
531,6075,1739,3100,3427,1203,5749,1596,2609,3032,2772,1961,4498,2820,1997
532,475,246,298,403,137,0,456,227,256,136,239,0,456,0
533,220,54,57,0,0,0,198,65,53,81,57,0,0,55
534,2991,1030,1069,1146,1027,0,4439,1221,1287,950,1145,2,3385,1187
535,561,503,554,1289,0,0,0,982,879,229,577,0,1823,733
536,383,74,232,142,0,0,521,52,137,143,119,0,502,451
537,4252,2141,3224,0,2777,14588,4328,1730,3123,2616,2734,0,5046,1676
538,258,348,221,581,214,1,0,250,165,218,198,0,449,337
539,160,67,48,71,57,0,205,58,37,63,63,0,149,56
540,3412,1031,987,1267,924,0,0,1124,1222,1013,1497,3,4228,1083
541,0,236,666,1246,764,0,668,0,451,136,524,0,434,265
542,413,0,170,0,287,2,472,219,305,174,210,5,463,105
543,3918,2187,2517,2604,3426,5521,4617,0,1481,2986,3049,4400,1353,2916
544,492,132,264,109,93,0,0,112,170,41,207,4,481,277
545,184,48,53,55,56,0,155,63,53,62,56,0,0,65
546,2606,1047,1251,1045,1035,3,0,1100,1034,1157,1398,0,2395,0
547,1239,419,880,324,565,0,1700,0,559,1007,448,0,490,534
548,585,264,247,0,301,1,527,217,100,188,256,3,500,295
549,2734,1443,2877,2886,3120,6735,3241,2645,3517,2832,2866,12340,4619,2173
550,0,184,0,136,322,0,433,0,131,167,0,5,0,39
551,153,49,58,78,54,0,238,0,47,71,55,0,148,58
552,2681,1026,1191,1136,1131,0,0,1049,1498,1371,1390,0,3668,1079
553,1498,565,332,301,71,0,1928,0,365,1958,362,0,1015,204
554,380,370,168,187,472,3,532,0,102,136,249,0,454,0
555,4778,1351,2596,0,2074,0,7036,1794,3426,3032,4531,1217,2972,2477
556,605,117,271,284,141,3,310,0,184,319,209,0,247,0
557,171,0,42,63,51,0,167,57,40,63,0,0,232,73
558,1873,956,1462,1161,1346,12,4700,1055,932,1498,890,7,3294,996
559,0,0,1040,1355,666,0,1950,395,487,1230,256,0,1070,949
560,481,222,293,0,254,6,486,175,174,202,332,1,549,149
561,5420,1805,0,3460,1569,7937,3882,2355,2308,3046,3966,10660,2528,2730
562,178,187,363,413,166,0,314,167,294,0,278,1,200,216
563,158,67,0,65,56,0,190,56,61,64,45,0,160,59
564,2943,1108,501,1048,1742,0,4629,1104,1133,1403,988,3,3976,1163
565,1922,933,727,283,0,0,551,0,659,0,412,0,836,90
566,302,147,166,241,198,1,559,162,245,179,308,0,475,158
567,8137,1862,0,2938,2980,13217,5260,1441,2571,2639,0,2956,1887,1027
568,253,157,187,295,287,4,249,217,179,327,106,0,451,254
569,174,62,52,66,50,0,227,56,63,49,54,0,0,42
570,0,1184,1360,841,1063,9,3080,992,1044,846,1241,14,2998,1002
571,1658,1021,397,0,454,0,1384,54,407,613,482,0,2321,180
572,0,196,263,154,345,2,491,198,224,157,347,5,384,0
573,3748,2780,0,2955,1475,7496,3837,2315,2301,2749,3264,7211,1999,2500
574,33,111,269,276,264,0,432,116,243,91,264,2,313,181
575,197,72,44,44,0,0,172,62,53,64,51,0,198,62
576,2473,1121,0,887,1266,9,2232,1038,1393,987,934,0,2104,1089
577,948,1797,393,0,541,0,937,703,347,1675,826,0,2385,488
578,504,71,253,159,354,1,542,253,124,175,202,0,512,162
579,3065,1700,0,2356,1041,5050,4124,0,2310,2742,2270,9300,2165,3047
