N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
168,4065,1057,1193,902,1027,1,2579,0,1224,1064,1089,0,2833,1067
169,1740,915,0,675,629,0,1496,338,613,1667,839,0,285,0
170,521,192,0,0,133,0,483,312,104,126,204,4,363,171
171,0,1055,2449,3265,2442,5058,6123,1358,4067,2321,2893,8794,4046,0
172,292,236,191,266,185,0,239,340,326,200,252,0,0,98
173,183,59,45,62,57,0,0,51,59,78,0,0,0,58
174,2818,1109,977,0,923,8,3614,1123,1353,1360,1621,4,3341,987
175,0,557,741,994,267,0,3346,1148,957,511,634,0,832,910
176,321,132,243,156,291,0,598,273,144,167,220,0,475,193
177,0,2519,2751,3139,2442,4717,1187,2639,3488,2637,3433,2532,4807,1320
178,524,274,192,186,321,1,383,276,205,129,166,5,303,365
179,182,56,58,51,49,0,205,61,56,61,56,0,194,58
180,3897,1248,1153,861,0,3,0,1091,972,818,1157,0,4013,1090
181,2461,1193,0,441,821,0,1027,0,559,364,397,0,0,455
182,480,0,198,169,87,1,400,68,260,85,302,5,471,215
183,3410,1289,3724,2368,1862,3204,4191,2802,3210,2579,1285,10313,2848,2226
184,116,84,0,271,192,3,0,143,166,158,73,0,378,0
185,175,61,75,67,41,0,202,60,60,82,51,0,164,55
186,2559,981,845,1081,1416,13,0,969,1171,1311,1267,0,3686,1074
187,1580,783,0,265,593,0,1309,559,757,1703,456,0,873,0
188,544,132,174,130,319,1,0,399,219,167,67,6,496,334
189,2442,2384,2745,3089,3493,8929,5340,2466,3040,2818,2003,6480,5864,2026
190,550,256,212,282,222,2,605,187,265,204,113,2,0,327
191,209,68,63,51,77,0,156,58,41,60,0,0,158,58
192,0,1073,492,1049,1134,0,2685,1010,712,1292,1095,0,3546,1114
193,169,597,828,168,240,0,1212,874,742,1161,608,0,2002,320
194,572,242,112,138,245,0,537,383,168,162,379,4,605,322
195,3104,1970,2327,2989,4096,8864,5480,3146,3036,2849,3464,8150,3141,1773
196,259,0,357,0,190,2,174,42,0,411,184,0,455,139
197,183,55,58,59,61,0,180,65,36,61,48,0,167,65
198,3598,1062,1076,1407,1117,0,3784,1186,985,1047,1145,2,2404,1169
199,0,138,571,1526,708,0,1363,1248,0,911,820,0,1300,0
200,413,162,160,142,406,0,462,224,0,140,294,1,453,104
201,4516,2906,3080,3233,1735,7186,3941,2939,3010,2766,1732,6117,6062,1554
202,246,120,355,67,100,2,453,248,230,276,235,1,364,181
203,185,0,49,59,59,0,249,64,43,47,56,0,162,72
204,3257,901,1287,1295,0,5,1537,1027,1278,1047,1284,3,2358,0
205,941,326,903,676,785,0,1815,0,1106,580,179,0,60,0
206,401,217,252,117,250,0,437,195,188,55,322,0,0,45
207,3672,2091,2490,2581,2890,7510,5433,1121,2334,2345,2977,5228,4503,3717
208,0,0,456,248,276,0,84,68,177,372,228,1,541,93
209,188,55,56,39,63,0,157,0,73,65,79,0,0,59
210,3492,1140,1083,1119,1319,10,0,1106,1327,1084,0,0,2271,1101
211,1805,526,814,55,257,0,888,538,0,0,352,0,1387,339
212,316,116,143,123,284,2,435,52,216,153,84,0,467,89
213,3537,3006,2744,2998,4246,4347,6858,1220,2276,2270,0,5573,2902,1688
214,353,142,361,50,43,1,352,0,235,402,102,5,282,279
215,145,52,67,40,68,0,173,58,58,81,0,0,192,66
216,3750,1090,887,1122,1045,5,4255,0,1249,1012,1323,1,2793,890
217,660,393,502,716,1228,0,0,440,426,0,0,0,824,1007
218,0,339,113,147,134,0,436,115,131,167,329,1,353,220
219,0,0,3109,2743,593,3482,1671,991,3582,2328,941,5376,5251,3113
220,355,321,168,294,0,0,307,389,417,0,173,0,253,209
221,203,57,53,83,47,0,189,55,61,0,47,0,153,67
222,2702,1115,1193,1341,1051,0,3043,1179,844,952,895,5,3291,1009
223,903,882,692,0,813,0,252,1556,490,796,423,0,1840,0
224,0,170,0,144,439,1,401,236,255,145,289,0,301,80
225,1330,1747,2945,2421,1651,4815,2049,2770,3358,2443,2786,9713,3111,3113
226,556,258,166,299,199,0,0,360,0,287,216,0,197,282
227,163,0,43,39,52,0,182,70,73,72,69,0,148,0
228,3406,1044,1411,1507,1162,4,3131,1101,680,0,837,0,3658,1171
229,1321,759,0,196,698,0,498,0,754,193,526,0,1053,700
230,348,339,254,114,239,3,396,130,0,105,0,4,537,87
231,3400,0,2939,2973,0,5473,3285,2123,2827,3070,0,5313,4959,1772
232,407,115,193,0,280,6,338,104,288,310,275,0,229,214
233,170,59,73,54,0,0,0,66,55,74,49,0,193,0
234,4137,1161,782,835,940,1,0,1130,769,1146,1471,3,3393,1026
235,0,530,839,776,477,0,990,583,785,996,42,0,191,1156
236,498,216,283,183,143,2,556,0,0,170,315,4,439,160
237,3755,1102,1442,2701,2668,4309,4286,1856,1566,2646,2312,7959,4836,1464
238,106,175,318,95,124,0,0,0,348,0,178,0,186,269
239,189,57,66,63,51,0,118,42,62,72,61,0,0,52
240,2605,1095,1069,1061,881,14,2484,1069,0,1287,1276,3,3070,1148
241,952,482,597,0,392,0,1406,232,780,277,525,0,1300,486
242,596,110,253,149,0,0,503,0,155,158,195,1,372,176
243,4832,1715,3734,3293,1589,10309,2396,1854,1006,2821,2899,3933,5163,2857
244,332,238,307,123,201,0,267,297,350,0,91,0,275,272
245,147,51,58,0,0,0,186,51,66,59,60,0,126,73
246,2251,0,1092,942,0,4,2860,1160,979,1028,738,10,2677,1125
247,725,552,320,2006,153,0,1469,1219,0,1281,1032,0,653,451
248,601,0,103,206,259,2,534,84,109,200,164,2,530,276
249,2192,2662,3116,2716,3069,0,3680,1598,3176,3080,2686,9619,4439,2027
250,102,318,308,318,201,0,370,213,0,392,206,0,489,162
251,141,0,0,54,58,0,149,53,56,60,52,0,207,68
252,2737,1152,890,1071,0,0,2605,0,1317,718,1280,1,3009,1162
253,288,979,488,1570,634,0,0,658,482,0,424,0,2031,0
254,380,208,282,140,265,0,393,0,201,126,299,0,543,191
255,2520,2298,2729,3073,1703,7752,0,1959,1775,2670,2596,4726,2600,1347
256,264,260,173,68,346,0,483,169,88,409,127,5,475,0
257,167,60,76,48,53,0,273,56,57,31,61,0,176,45
258,4677,0,1259,915,1154,0,2782,1093,1336,880,1183,6,3560,1060
259,0,806,515,493,458,0,827,623,307,0,0,0,1847,477
260,474,50,278,154,288,1,577,28,0,0,201,0,434,240
261,4225,1755,3255,2869,5001,9370,3295,2114,3206,2780,2962,0,2176,1482
262,0,139,207,90,256,4,365,168,137,72,202,0,0,284
263,205,57,60,73,49,0,212,66,33,66,66,0,0,61
264,0,946,0,0,1206,0,3389,1061,1240,892,1093,4,1786,1039
265,2101,0,701,695,224,0,1718,1086,741,2178,672,0,441,1129
266,538,0,0,158,210,0,473,120,241,83,281,0,452,0
267,4366,3072,2876,2861,2827,12887,2220,1921,2657,2690,5281,10177,2287,1855
268,466,237,255,238,277,2,349,190,0,241,210,0,367,0
269,199,51,35,0,45,0,129,65,58,76,47,0,161,71
270,2665,1184,825,732,1076,7,3152,1053,1302,1093,1085,4,2221,1077
271,1097,1097,846,473,158,0,689,1830,658,233,20,0,1360,788
272,411,270,184,91,64,0,0,195,200,180,0,3,324,274
273,4805,3114,2104,2448,4274,9519,5448,0,3019,2747,2964,7567,5617,2901
274,0,286,298,43,118,7,121,140,92,178,239,0,404,324
275,171,49,69,0,55,0,178,74,56,49,56,0,143,59
276,1253,1146,813,952,1270,4,3398,1073,606,1214,0,0,2673,1052
277,191,941,683,743,386,0,0,528,0,926,794,0,1642,1096
278,569,264,181,152,194,0,491,90,271,182,152,0,447,283
279,7642,1341,3076,2563,4401,4760,3708,1032,1982,2599,3794,11961,4984,1644
280,262,291,388,252,0,0,219,278,184,116,111,0,328,189
281,157,61,0,72,54,0,0,52,39,77,56,0,147,62
282,1745,1067,1150,692,885,0,3957,1146,1060,0,1045,5,3597,1010
283,1826,439,756,335,1247,0,754,1238,370,95,254,0,1523,773
284,427,209,152,147,44,2,534,236,231,163,253,0,329,206
285,0,2245,0,2005,1906,0,2289,2647,3336,0,3738,328,1959,2423
286,217,345,269,277,225,5,350,130,0,204,129,5,456,202
287,209,58,48,63,0,0,136,54,50,60,53,0,128,59
288,2556,0,1283,865,1131,7,3764,1228,0,1178,1130,6,3782,1177
289,1299,224,705,903,913,0,1318,0,690,259,848,0,0,735
290,409,147,47,150,7,4,439,154,283,121,321,2,383,0
291,0,2847,3649,0,3193,11313,5553,2428,3243,2302,2269,10836,2834,2004
292,418,0,394,0,248,2,143,278,174,177,273,0,323,0
293,147,66,59,0,61,0,214,62,44,46,63,0,143,55
294,2417,1126,894,1053,1131,4,2187,1077,1253,951,1290,0,3286,1099
295,1416,1668,0,0,656,0,1720,1356,580,799,875,0,398,652
296,0,129,259,165,46,0,542,236,292,169,116,0,570,55
297,5439,2360,2987,2584,3075,3526,1469,2279,3328,2161,1707,9002,3656,2715
298,354,264,349,275,266,0,241,110,159,399,162,0,153,0
299,0,59,53,0,54,0,165,60,73,51,72,0,227,61
300,2517,1268,1205,1477,1225,0,1981,974,1260,0,1038,0,1965,1088
301,1958,621,225,854,344,0,1019,539,710,211,0,0,1339,368
302,0,0,182,79,251,4,0,142,277,153,130,0,391,0
303,4887,2752,2969,0,1994,5622,5481,2002,2793,2427,2430,11924,4823,0
304,450,279,223,308,207,0,710,114,259,0,123,3,254,0
305,155,78,62,66,56,0,140,55,45,60,0,0,0,53
306,4658,980,1282,867,1207,6,3041,1022,891,699,1229,2,0,1130
307,1089,413,622,263,709,0,0,674,518,680,1034,0,2410,249
308,494,271,80,123,35,3,566,96,188,127,0,3,516,15
309,6206,1810,2909,0,3584,11318,5557,0,2870,2232,0,632,1658,0
310,704,102,361,81,135,1,164,293,304,56,314,0,186,184
311,178,0,59,53,72,0,148,51,60,70,75,0,171,49
312,3854,906,1139,1017,1276,0,3615,953,1073,1164,1260,5,0,1107
313,1763,1136,594,0,515,0,73,630,350,1097,696,0,0,535
314,544,223,286,147,0,0,556,198,217,135,245,0,432,167
315,3744,914,2981,2691,2319,10774,2664,3061,3492,2196,409,10575,3634,1067
316,273,109,247,121,186,0,495,156,73,218,237,4,252,257
317,208,58,63,51,0,0,160,0,42,69,53,0,156,49
318,4037,1065,0,1159,1350,0,3962,1036,893,1316,1101,0,3610,1025
319,797,696,294,808,1099,0,1619,1049,1157,786,215,0,131,1237
320,311,212,217,0,198,0,440,257,277,164,173,1,455,343
321,2394,2085,3277,2799,2754,0,3134,1795,0,2899,4180,3806,4267,2183
322,148,330,0,256,255,2,328,184,257,452,82,4,166,192
323,152,61,45,0,61,0,180,59,66,0,53,0,123,59
324,0,1222,1115,0,878,2,3474,1143,1251,982,1125,0,3627,0
325,370,421,752,0,510,0,949,307,370,1539,874,0,1119,332
326,323,156,214,109,306,2,393,0,260,109,5,3,433,172
327,3259,2205,2868,2604,2244,7596,3992,1284,2189,2935,0,7618,4631,2959
328,116,133,275,375,0,2,350,145,65,440,161,3,465,318
329,207,78,55,40,0,0,0,65,59,63,0,0,168,58
330,2547,1142,652,996,1286,5,2680,1097,1190,982,0,6,3723,0
331,1118,725,1074,32,241,0,651,0,493,840,551,0,1215,134
332,437,0,189,153,117,0,448,144,185,121,283,4,386,32
333,0,2027,2395,2808,0,1007,5779,2412,2597,2460,1731,6988,4396,1748
334,382,240,276,6,104,4,494,243,268,132,162,1,223,308
335,210,58,48,66,53,0,180,59,62,66,51,0,201,58
336,3440,1037,1066,868,1453,0,2784,1089,1348,726,1301,3,2852,1191
337,1531,1223,791,980,555,0,1367,817,646,371,1034,0,1805,1130
338,404,180,245,167,213,5,360,0,185,157,142,1,0,97
339,4212,1893,2842,2816,2240,8235,5346,2245,2685,2620,2701,11892,667,2465
340,267,0,207,116,0,0,317,80,108,212,206,1,267,113
341,0,54,43,47,58,0,209,56,53,0,55,0,174,54
342,0,1185,1158,880,1272,4,2769,1042,1055,1226,1357,8,2443,1031
343,0,798,816,476,393,0,925,419,469,708,0,0,887,1583
344,362,159,158,135,212,0,478,250,207,132,279,0,511,239
345,5596,0,2925,2479,2976,7849,2956,2669,0,2966,2049,9174,3285,0
346,410,171,444,261,171,1,443,208,220,242,228,3,305,284
347,145,62,61,62,41,0,233,55,54,71,55,0,175,0
348,3013,1096,1224,1078,948,6,5020,1085,1050,1274,1227,7,3428,1081
349,653,0,711,699,113,0,0,384,462,760,599,0,1880,0
350,357,49,201,156,225,0,515,134,198,126,0,1,429,110
351,5292,3432,3027,2756,867,4214,1315,2447,2494,0,4207,3658,0,3278
352,190,134,258,64,239,2,413,173,259,174,112,5,240,206
353,178,48,65,52,61,0,213,60,38,0,51,0,164,64
354,2981,1034,1201,963,1246,0,2765,953,0,1009,841,0,3354,1037
355,1019,878,765,0,0,0,838,771,733,0,444,0,2015,327
356,404,302,185,0,238,0,618,305,130,127,230,1,644,202
357,6517,2822,2883,3187,2451,6641,4089,1775,3323,2448,3421,4585,3655,1432
358,152,214,192,46,242,3,331,189,337,299,142,0,305,269
359,167,47,63,63,49,0,216,55,40,76,68,0,105,65
360,2723,1139,1102,0,0,0,3455,0,1073,895,994,1,2385,932
361,1302,1016,574,1174,743,0,1369,865,363,1114,563,0,645,679
362,415,192,0,154,350,1,461,194,170,137,277,0,368,202
363,2203,2606,2158,3755,2752,1173,2780,3574,2584,3092,4324,9489,1982,3152
364,413,0,242,145,0,2,264,0,0,181,244,0,527,209
365,147,53,65,55,63,0,180,64,0,66,55,0,184,41
366,3337,1143,0,0,1361,6,3680,1140,923,0,972,8,3830,1093
367,1450,974,462,1264,441,0,1055,480,421,184,85,0,1606,18
368,0,212,220,160,297,0,546,185,109,111,280,2,481,216
369,5898,2641,1841,2458,2136,7653,0,2230,3770,2973,0,4235,6036,3240
370,479,221,262,429,216,4,340,210,110,61,20,0,273,251
371,0,59,65,73,61,0,146,59,56,49,55,0,178,55
372,3540,1160,1340,1221,831,0,4026,1104,1018,972,1610,0,2306,1065
373,448,1025,294,164,600,0,904,1413,586,703,421,0,1402,846
374,513,213,224,126,240,2,512,155,103,143,265,0,396,67
375,5848,2739,2941,2523,1574,11699,6028,2604,2988,2709,0,7131,2682,3832
376,333,116,194,67,0,0,413,231,324,239,152,0,131,171
377,93,45,48,103,42,0,128,53,40,77,43,0,170,0
378,2441,992,884,1152,1320,8,3504,903,987,776,0,3,3412,1042
379,418,872,502,1283,483,0,329,1240,1001,712,161,0,2274,0
380,490,0,0,175,157,0,401,270,181,140,314,2,441,233
381,5506,2251,3880,2928,2787,0,3026,0,3337,3561,2376,9321,3425,1721
382,0,156,203,157,253,0,303,213,0,339,185,2,322,247
383,227,0,0,66,72,0,141,61,44,0,68,0,0,50
384,3479,1044,1426,980,1384,3,3450,1163,826,1106,1408,8,3775,1101
385,2461,0,806,563,337,0,1467,755,0,394,657,0,362,1236
386,434,343,250,90,404,2,456,319,203,134,130,0,489,336
387,1755,1415,0,2471,2755,11646,2224,1567,2526,3165,3153,2435,526,2535
388,464,210,209,44,118,0,0,273,51,225,163,0,235,386
389,239,59,43,71,54,0,203,68,0,47,45,0,203,0
390,857,994,0,1187,1011,13,3668,1011,1026,1146,1491,0,2678,0
391,369,706,573,0,1067,0,103,1467,264,937,679,0,50,437
392,516,202,0,125,111,3,483,0,0,177,213,2,576,217
393,4280,1672,2280,2615,2444,2365,0,0,3149,0,1749,11682,4929,2989
394,220,285,260,0,203,6,420,340,295,0,310,1,452,224
395,131,56,68,48,43,0,203,61,53,37,61,0,206,0
396,3335,1164,1114,1209,1288,4,2707,1211,1464,1592,1392,1,4111,916
397,1138,424,781,842,256,0,2387,1146,389,1645,516,0,1446,0
398,418,354,76,153,221,4,488,217,150,162,116,0,0,263
399,6258,2980,3347,3025,2621,10195,4613,1996,2863,0,1886,7842,0,2055
400,362,37,353,160,331,4,353,220,240,114,325,0,151,126
401,229,61,66,59,57,0,142,61,77,94,35,0,171,54
402,3829,0,1141,1202,1173,0,2989,1150,1093,0,1374,0,1749,1227
403,0,1179,651,420,405,0,1541,779,513,181,352,0,1087,0
404,474,137,274,146,0,0,512,183,231,211,387,0,400,0
405,5326,2233,2529,0,1000,8834,4534,2545,2838,2794,0,0,4436,1729
406,390,284,381,0,97,2,479,195,0,322,211,0,480,129
407,149,50,55,54,50,0,244,69,64,52,78,0,172,67
408,2810,945,842,1325,0,0,2945,0,930,696,1138,0,3954,0
409,0,0,630,1198,934,0,2348,84,783,450,318,0,937,535
410,498,196,200,206,307,2,506,59,173,0,193,0,574,50
411,4855,0,2673,2340,3167,3209,4201,2536,3040,0,336,5121,4972,0
412,424,163,244,354,244,3,0,184,368,0,81,0,0,201
413,176,0,50,41,54,0,173,65,68,49,44,0,188,71
414,3629,1024,1046,1205,1544,0,2489,1068,1156,776,1127,10,3235,1222
415,1435,1039,538,0,541,0,2012,62,471,1181,285,0,0,959
416,402,167,259,123,0,0,483,260,207,180,242,0,523,214
417,3064,1278,1455,2541,913,275,3158,2349,4038,2141,2222,6992,4895,1926
418,284,74,273,364,160,0,168,207,180,157,163,0,387,135
419,0,58,56,64,0,0,165,55,64,0,63,0,238,44
420,2936,986,1094,1011,989,1,2147,1138,1065,1131,1182,7,4518,1007
421,0,757,562,1216,318,0,2011,1116,389,32,572,0,0,177
422,402,14,0,107,172,2,319,0,205,117,270,1,389,119
423,4016,2099,3095,2646,596,6722,5412,2268,1498,2769,1931,6082,2692,1546
424,490,192,439,123,290,0,366,206,147,376,213,0,584,226
425,160,57,45,60,0,0,148,62,0,57,60,0,191,59
426,3531,0,970,1195,1192,0,2360,0,917,1172,1298,0,2910,1074
427,0,821,717,997,1020,0,637,857,508,1506,639,0,1757,1128
428,456,316,161,143,265,0,457,230,175,136,405,1,423,197
429,3064,1739,3504,2494,3907,5369,827,2290,0,1836,2341,5342,3536,1874
430,502,336,280,104,156,2,0,246,249,288,181,0,198,0
431,201,61,43,77,61,0,0,68,64,71,51,0,0,52
432,1673,1178,1312,976,0,12,2021,1040,887,1167,1260,0,4504,1070
433,0,83,1156,365,621,0,1441,591,601,0,311,0,0,856
434,531,0,0,153,432,0,429,124,147,148,0,3,467,219
435,479,1712,3025,2421,1230,8653,3642,1373,3964,3096,2755,9249,762,1358
436,151,168,278,318,131,0,98,180,161,317,118,0,402,356
437,186,53,55,68,55,0,158,66,57,63,59,0,0,62
438,3374,1145,926,702,0,3,4051,1049,1171,554,1175,0,4960,1000
439,715,0,688,663,514,0,1688,950,414,829,312,0,428,778
440,448,262,262,83,97,0,381,6,158,201,245,2,542,77
441,4776,2223,2075,2539,1599,0,0,2077,1852,2573,1634,5777,0,2448
442,289,248,230,0,174,0,487,266,312,200,111,2,403,267
443,184,68,71,72,50,0,167,50,0,65,61,0,138,63
444,0,0,977,879,1172,0,2281,1127,1035,978,1584,13,2294,1172
445,2222,168,536,142,554,0,0,621,568,913,398,0,2367,590
446,0,0,0,189,298,0,343,115,147,100,93,0,0,150
447,0,966,0,2456,2864,9049,2792,1812,2844,2454,2188,3868,3734,1516
448,0,273,291,310,0,0,331,306,369,390,200,0,448,0
449,227,51,47,80,0,0,99,65,43,52,48,0,0,63
450,2393,1040,1107,1006,1186,0,3680,976,1326,1217,905,6,2193,0
451,0,0,670,16,950,0,1593,779,659,632,595,0,44,0
452,469,135,201,180,253,0,602,122,113,101,66,3,472,0
453,6843,1486,0,2747,0,10246,1296,1675,3658,0,2007,7167,4957,2771
454,470,341,246,264,307,3,436,144,200,37,129,1,402,245
455,174,66,60,81,41,0,193,55,35,54,52,0,202,55
456,3024,1061,741,783,1040,8,2719,1102,1099,1205,1424,6,3226,1086
457,1603,1017,0,770,650,0,163,1027,0,152,813,0,59,469
458,529,208,191,0,58,3,429,280,222,0,306,2,371,192
459,0,1579,2273,0,3732,5899,4576,2594,3241,2521,1049,6528,1652,1292
460,506,139,464,337,114,0,37,282,0,240,170,0,336,123
461,205,0,37,72,62,0,180,59,66,63,57,0,227,50
462,3649,1137,711,1347,924,0,3332,1087,0,1050,1218,1,3801,1103
463,574,739,610,1070,0,0,2848,670,449,289,441,0,1893,1088
464,552,133,193,150,246,3,407,236,139,150,421,0,467,168
465,3795,2456,0,2652,0,7610,5132,0,0,3007,2685,0,1581,2735
466,347,201,303,390,108,4,645,251,209,261,0,0,139,272
467,177,57,51,69,62,0,190,68,70,54,57,0,174,55
468,3328,1173,1090,865,1270,0,1913,1152,1229,1386,1354,2,2304,1210
469,320,435,387,747,0,0,795,1286,216,322,307,0,3444,0
470,547,67,92,163,349,0,382,30,133,133,0,0,426,258
471,2074,0,2128,0,3530,7609,4595,1965,2570,2821,2741,12251,4367,2322
472,291,110,199,148,88,3,635,132,304,314,239,0,435,45
473,150,76,0,42,52,0,167,50,62,0,64,0,183,44
474,3484,1046,1232,989,1206,4,4716,1177,1142,1120,1017,12,4396,1132
475,1673,1042,381,100,667,0,0,0,631,140,65,0,1828,952
476,574,0,0,166,234,1,453,328,283,135,148,0,472,247
477,4149,3524,2961,2775,2805,8394,3205,2978,2082,2647,4525,8989,5576,1150
478,358,231,234,400,203,2,469,262,320,92,106,0,376,100
479,141,62,0,50,47,0,188,67,0,0,58,0,159,62
480,3372,1209,0,786,1142,10,2723,1110,1379,1009,1220,12,0,990
481,0,531,291,990,638,0,949,1519,456,1512,315,0,609,357
482,0,0,275,197,344,0,527,9,199,106,241,0,472,228
483,5661,2849,0,3129,0,8140,2385,1838,3819,2481,0,7404,4272,1982
484,0,258,449,178,345,1,0,0,0,214,204,1,386,239
485,132,65,71,52,61,0,202,58,57,57,52,0,190,66
486,3646,1081,0,1238,961,0,1959,1152,934,762,974,0,3344,1017
487,367,804,671,1484,198,0,1690,833,547,165,705,0,413,0
488,412,150,217,127,348,0,451,179,336,140,288,0,494,252
489,2916,1375,1954,2816,0,0,5061,1771,3514,2956,0,11104,4478,0
490,0,257,178,355,174,2,158,185,119,215,162,2,341,135
491,183,62,57,40,47,0,238,49,32,64,65,0,190,55
492,2669,1124,0,724,1228,10,2567,1044,1155,1189,1135,0,3461,1124
493,1286,0,643,0,604,0,1506,595,827,576,0,0,1157,530
494,0,0,229,98,336,1,399,208,264,0,398,0,0,0
495,4374,3462,3382,2424,3916,1875,4869,3332,3227,2691,3108,5763,3816,761
496,122,196,250,292,218,4,0,316,222,262,300,0,267,282
497,131,56,73,56,50,0,199,55,59,54,52,0,194,48
498,2905,1051,1106,1086,1455,5,2543,1061,1374,1125,1133,0,0,1149
499,349,516,638,1307,507,0,0,611,641,745,291,0,657,0
500,451,238,223,149,198,5,0,249,286,178,79,1,483,239
501,2808,3328,3127,0,3225,0,2646,0,2081,2291,3806,2676,0,3261
502,0,236,0,336,223,0,546,340,233,0,0,6,203,148
503,172,42,53,59,55,0,155,53,50,71,59,0,136,65
504,2972,1068,1004,0,0,3,1922,1119,0,1066,1191,0,2805,1105
505,1110,664,904,608,0,0,416,213,784,994,999,0,0,692
506,481,0,306,163,170,0,431,363,0,189,159,1,529,283
507,0,1609,2090,2446,1870,7637,6257,2945,2857,2956,2652,9699,4737,2251
508,275,202,0,48,117,0,121,222,48,452,258,1,430,209
509,173,49,56,56,61,0,0,66,42,62,54,0,126,0
510,5160,954,942,1026,1026,9,3514,1174,1040,556,1302,0,1815,0
511,2118,1130,649,440,325,0,1948,794,415,561,187,0,0,832
512,363,0,258,195,0,4,419,0,181,157,36,0,348,272
513,0,2473,2996,2864,2185,343,3752,2319,3190,2934,2845,7002,5224,2600
514,290,250,280,225,214,4,144,232,180,75,254,6,468,301
515,148,55,64,70,0,0,134,64,46,50,64,0,159,64
516,4414,1306,1228,1051,1285,13,2715,1082,1020,782,1248,5,3530,929
517,0,522,592,1622,474,0,749,205,839,1188,705,0,426,701
518,556,49,0,157,261,1,426,186,188,107,161,0,523,156
519,0,2585,1836,2569,804,3621,1826,2655,2871,2078,4297,0,2709,3651
520,358,122,0,0,265,3,476,237,186,0,295,0,250,250
521,0,62,76,63,0,0,176,59,0,37,48,0,0,43
522,0,1009,1243,1272,1296,6,4221,1055,1174,1130,1306,0,4553,1139
523,217,1344,527,0,316,0,1730,603,750,441,783,0,1008,0
524,526,187,218,127,107,0,496,134,229,201,64,2,409,168
525,4281,0,3273,3632,2794,0,2868,1991,3685,2603,1927,6206,6558,1827
526,177,263,313,380,352,0,560,154,331,326,311,0,137,194
527,222,0,42,62,44,0,165,65,65,72,0,0,182,53
528,3686,1040,1072,702,1413,3,3210,1153,1232,1103,814,0,3076,1131
529,875,246,991,1676,670,0,0,0,746,904,1149,0,1660,785
530,442,174,167,137,76,2,502,0,0,168,57,0,555,50
531,5200,745,3771,2351,2200,0,2849,1661,2603,2404,6399,4632,3926,3899
532,306,131,207,158,260,0,554,129,200,446,165,2,0,249
533,107,61,47,58,71,0,138,59,57,46,53,0,234,0
534,3226,1085,1551,763,1564,3,3722,1189,906,1098,1300,0,2662,1030
535,193,731,1150,11,563,0,1124,1333,698,323,76,0,655,1145
536,432,12,180,151,272,0,395,177,90,177,137,6,441,278
537,4572,2151,1692,2765,2984,7456,4679,1853,2552,3062,1861,4995,3712,370
538,412,274,260,0,256,5,396,323,174,0,282,0,191,0
539,204,50,39,66,63,0,172,59,0,59,58,0,194,0
540,2246,1079,1033,1020,1300,0,2568,1063,0,1063,1212,0,2758,1005
541,1320,179,910,879,184,0,1057,1585,786,590,580,0,52,390
542,418,195,175,172,60,0,609,235,213,137,152,0,0,204
543,3236,2156,3254,2450,2587,0,1730,3790,2798,3166,1956,1946,0,0
544,346,290,199,81,189,0,58,206,276,249,100,0,305,184
545,174,63,48,81,69,0,0,69,48,61,50,0,142,57
546,3111,1132,0,1164,1248,0,3627,1087,1076,637,1190,8,0,1062
547,0,830,778,0,667,0,0,220,728,624,267,0,0,803
548,468,108,95,152,259,0,406,232,224,177,317,0,471,221
549,6006,0,1677,2867,2780,0,5734,1512,2871,2656,2017,4455,2799,4059
550,264,58,234,249,124,0,365,255,200,0,176,0,473,189
551,202,64,52,86,59,0,215,60,41,59,57,0,200,47
552,4336,1045,887,1034,894,0,3602,907,1311,1105,1508,13,0,1219
553,137,503,580,566,483,0,1016,325,528,1524,0,0,851,384
554,362,188,0,115,279,0,540,88,183,175,216,0,0,0
555,3388,1200,3650,2300,3271,0,5166,0,3707,2561,4376,4150,3453,2628
556,319,156,219,229,161,0,0,259,0,190,0,0,443,148
557,194,54,76,56,67,0,170,66,45,57,57,0,0,52
558,3565,1063,1019,962,921,10,2327,1084,756,1260,1001,11,0,1255
559,670,957,882,1016,230,0,226,0,0,838,489,0,0,156
560,456,78,257,136,215,7,509,0,208,67,270,2,435,141
561,2823,1541,3469,2607,3052,5727,3844,3604,1978,3084,2658,10263,3818,1098
562,508,272,0,202,118,4,120,250,0,218,0,0,529,169
563,210,58,68,42,50,0,177,53,34,67,48,0,133,39
564,3317,1108,0,928,1227,8,2801,1170,864,1114,863,2,5133,1044
565,1382,0,700,451,279,0,309,803,79,199,533,0,519,991
566,448,0,147,199,218,3,400,239,174,169,383,0,441,248
567,5262,2270,3789,2647,1624,7794,5050,2495,0,2643,2249,0,5420,2522
568,353,216,425,101,239,4,375,217,260,37,232,4,0,217
569,136,41,81,56,49,0,130,49,46,69,53,0,121,48
570,0,1158,775,924,736,3,2628,1136,442,875,1161,8,4350,918
571,0,780,598,538,240,0,1637,647,695,1063,424,0,1322,266
572,440,344,173,123,344,0,367,0,281,209,205,0,553,259
573,3260,2295,2782,2935,0,9689,3726,1470,0,0,3672,4429,5748,1671
574,511,133,271,0,116,4,460,170,333,308,281,0,213,290
575,210,64,50,55,0,0,144,63,39,70,77,0,190,56
576,3582,1026,1144,1090,1200,10,2391,1133,0,1042,1128,4,4645,1016
577,0,285,745,562,335,0,1940,1516,365,1676,658,0,1436,852
