N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,1048,440,1048,981,171,0,240,1629,441,358,626,0,399,0
170,408,251,179,176,223,2,452,257,199,151,374,1,447,333
171,2988,2845,2814,2812,3434,0,0,3838,2772,2878,3132,1266,3937,2235
172,349,0,321,255,211,2,233,268,341,372,166,4,439,81
173,0,59,55,78,55,0,158,57,52,54,58,0,202,71
174,3563,1075,957,1235,941,0,5097,1004,900,1556,1139,6,4128,960
175,962,571,449,468,769,0,0,332,525,667,0,0,518,379
176,499,262,220,150,309,0,545,297,268,171,1,0,552,203
177,3674,1429,3005,3120,2632,5908,4052,2118,2380,3170,3370,0,6530,1352
178,480,214,59,469,205,3,466,0,243,296,270,4,159,139
179,183,66,47,48,63,0,0,0,0,55,59,0,143,57
180,2361,1119,839,1183,1164,0,4338,1017,669,741,1099,0,0,977
181,922,957,986,584,333,0,0,436,1056,853,586,0,678,950
182,466,147,235,105,384,2,457,166,253,145,100,3,492,224
183,3312,1740,0,3069,4011,4530,4830,0,3080,2824,3751,5040,4323,2370
184,116,250,168,0,85,0,319,297,161,313,0,1,292,358
185,147,53,49,28,60,0,210,64,75,36,59,0,203,59
186,2873,1078,1192,1503,894,0,2578,1091,1230,1120,1435,10,2608,1300
187,269,1285,978,797,357,0,1903,52,374,628,0,0,79,0
188,494,179,147,155,293,0,476,0,279,113,128,3,467,378
189,3914,0,2778,0,3000,2511,3505,1850,1633,0,2841,0,4555,1784
190,158,152,316,352,176,6,141,0,137,0,223,2,336,0
191,156,58,44,68,68,0,157,62,45,64,47,0,171,54
192,2917,1027,1196,1079,959,11,5353,1079,1387,1054,0,11,2482,1249
193,781,178,746,204,738,0,1031,1610,300,0,934,0,2483,401
194,454,81,195,147,0,0,577,149,265,0,285,0,383,189
195,3664,1449,1706,2435,3532,5800,4537,2129,2182,2836,3547,0,5501,1887
196,338,344,111,175,250,0,13,164,319,0,0,0,225,262
197,185,69,55,70,48,0,211,60,55,60,52,0,146,56
198,3190,922,1014,1137,1081,12,3357,1117,1063,905,1093,5,5255,0
199,0,0,0,0,424,0,1697,1472,448,1344,64,0,1728,466
200,521,158,170,200,225,0,490,228,115,155,233,1,433,91
201,5297,1387,2947,2474,2145,4965,4113,3732,3700,2823,0,4661,2523,2431
202,181,0,285,528,303,0,202,202,378,0,0,2,150,284
203,0,65,35,87,50,0,190,54,61,0,51,0,195,55
204,0,1052,903,842,1518,10,4084,0,1425,0,0,7,4029,1178
205,811,688,1079,37,0,0,369,714,494,1061,705,0,1017,1183
206,486,137,211,104,0,4,413,0,275,177,201,0,0,223
207,4376,0,3268,2950,2526,6392,2942,2138,2733,2581,2263,4139,7444,2180
208,299,0,317,295,122,0,551,225,167,229,117,0,237,210
209,185,0,41,51,51,0,218,63,0,71,55,0,213,67
210,2139,1064,1379,1018,1445,6,4727,1018,1096,974,890,0,2271,1114
211,1867,1168,492,714,482,0,1774,542,376,1005,0,0,867,532
212,514,162,82,146,239,0,546,283,0,97,186,3,518,146
213,2758,2000,2515,2648,3490,0,5361,2275,2734,2578,2901,3191,4137,3526
214,547,164,324,0,112,0,214,213,115,150,111,0,347,0
215,191,65,53,76,0,0,169,54,54,49,56,0,165,64
216,2318,973,864,1245,1123,1,4045,1062,982,1052,1296,14,2952,1154
217,497,379,972,0,0,0,0,1748,984,374,655,0,2055,284
218,400,96,243,0,267,1,472,292,135,0,194,0,510,241
219,6021,2147,1926,2327,3315,3785,5755,2177,3587,2725,3315,9720,2240,1995
220,124,204,115,151,90,0,514,217,268,182,120,2,24,0
221,176,0,50,58,61,0,166,69,50,50,60,0,190,59
222,1867,0,1035,770,1020,1,3136,1037,1208,1029,1200,10,3461,1183
223,0,0,391,0,0,0,0,0,689,1036,198,0,1890,528
224,590,0,200,115,207,0,377,202,247,136,352,2,389,136
225,4485,919,0,2807,2155,9971,3196,2678,2696,2773,0,7036,1347,1767
226,349,0,0,320,0,3,200,0,166,484,120,0,178,160
227,233,0,64,0,78,0,187,47,49,53,46,0,158,50
228,2336,960,802,1335,1010,0,3131,0,1153,1120,1132,2,0,957
229,453,1489,332,1002,118,0,894,504,0,967,767,0,2058,1030
230,386,215,0,117,0,2,485,93,143,0,0,2,494,0
231,2892,2434,2760,2868,2298,1983,5009,2392,2319,0,0,3052,3916,2217
232,395,298,291,106,153,1,313,307,241,55,191,0,0,155
233,177,61,52,77,53,0,164,65,42,71,62,0,178,57
234,2986,907,1043,806,1079,7,3780,1007,878,737,1243,0,2993,931
235,1022,1274,471,96,442,0,300,385,347,1220,662,0,0,0
236,502,268,168,142,328,0,528,284,0,160,333,0,409,290
237,3843,2259,2387,0,4748,8044,3532,2411,2075,2774,3770,9914,2911,2285
238,341,159,276,0,78,0,277,320,146,0,190,4,0,145
239,137,46,61,83,59,0,264,52,58,56,54,0,161,60
240,2555,1042,1196,1029,1163,0,2604,1162,972,1073,895,0,2978,1007
241,381,1356,184,686,830,0,1475,0,802,1108,571,0,961,0
242,414,300,253,114,380,2,545,0,229,162,249,0,0,242
243,5637,1635,2115,2623,2935,9732,3554,2166,3555,2698,2881,9996,2826,3415
244,506,266,158,196,220,0,324,277,364,162,295,0,328,315
245,194,65,41,65,49,0,186,54,0,43,49,0,192,60
246,3850,1128,1367,787,1185,9,3304,1098,1075,876,1283,5,1643,1058
247,1215,864,732,1122,535,0,0,933,647,983,405,0,552,797
248,422,256,172,0,276,3,469,277,155,158,384,1,319,334
249,3488,2364,0,2545,3275,2328,6185,0,2456,2406,1954,6232,0,1921
250,284,276,155,228,183,5,551,205,15,32,229,0,84,176
251,165,59,41,53,40,0,165,56,50,60,56,0,207,53
252,2271,1001,1203,883,1519,8,3853,1173,830,0,985,0,2723,985
253,0,711,548,1052,841,0,1456,712,805,1086,162,0,1141,937
254,447,259,0,159,362,1,0,371,157,123,378,0,534,239
255,2964,2930,1977,2729,2023,5164,2775,1750,3363,3027,3574,11777,3047,1641
256,232,277,0,34,219,6,461,289,237,0,0,3,358,46
257,218,57,55,88,62,0,216,53,40,54,0,0,177,62
258,2784,1082,973,1168,1623,13,2152,1007,0,950,0,3,3677,947
259,547,1037,832,436,870,0,0,0,188,736,0,0,696,198
260,534,248,231,144,251,0,393,0,209,85,0,1,481,345
261,6338,2542,2450,3267,1744,6439,4335,2598,2338,2127,762,7649,0,2742
262,292,250,290,309,0,3,575,17,329,130,189,2,262,87
263,191,0,0,64,62,0,209,0,0,76,0,0,192,66
264,3875,1140,1118,1363,1586,0,3962,958,1029,1285,927,6,2282,1050
265,2207,1359,462,0,266,0,1156,2,0,538,438,0,0,388
266,393,41,336,118,169,0,403,0,170,206,261,1,519,32
267,0,2537,2305,3064,0,9602,2690,3951,2598,1922,3631,10944,0,1886
268,0,200,122,106,246,3,144,124,298,298,141,0,410,164
269,185,50,66,56,70,0,0,51,47,68,59,0,212,52
270,3152,944,1068,1001,1011,9,2377,1053,937,1393,979,14,2468,1139
271,929,1200,576,478,0,0,201,0,992,615,0,0,3705,681
272,525,156,165,176,228,0,385,131,256,154,282,1,555,287
273,0,2858,2557,2681,2969,8754,2469,960,0,2925,3680,7414,3866,2219
274,397,168,262,19,230,0,616,339,205,405,76,2,466,233
275,177,58,0,76,58,0,170,50,61,59,66,0,0,0
276,3225,1160,1177,1028,1067,0,3926,0,1240,989,1115,0,3384,1163
277,1669,0,555,162,740,0,0,453,486,184,253,0,0,182
278,410,0,274,142,329,1,588,162,246,154,319,3,520,101
279,4887,1775,2759,2821,0,9201,4106,1853,3144,2232,1477,2730,3070,2347
280,317,269,329,0,164,2,267,249,205,267,301,2,0,0
281,169,47,53,67,68,0,205,59,52,64,56,0,167,62
282,4089,1067,1132,758,1030,0,2854,1106,1366,902,0,0,4092,1035
283,1647,0,208,0,0,0,730,538,474,187,832,0,2326,964
284,556,273,148,166,338,2,526,205,226,114,416,0,369,177
285,6226,1361,3232,2724,0,10591,2323,2435,0,3030,2907,5336,6628,1866
286,469,177,278,190,203,0,150,150,115,396,0,0,359,115
287,130,65,33,65,0,0,189,54,43,62,54,0,0,61
288,3125,1066,960,0,1106,3,0,1202,1108,897,1084,3,3264,1000
289,0,1034,831,668,103,0,1153,346,267,699,660,0,1082,0
290,0,0,172,127,211,0,509,176,226,98,187,1,377,258
291,4720,1415,0,2657,3801,4655,4659,2842,1967,2766,2417,11319,6375,1658
292,100,0,231,324,229,0,225,0,306,104,173,2,119,143
293,197,54,0,73,0,0,170,58,52,51,60,0,179,53
294,3774,1176,1302,0,1167,2,4626,1189,0,780,1093,0,2420,1132
295,2558,365,831,989,589,0,173,0,920,0,178,0,856,314
296,423,318,267,108,228,0,284,138,223,185,243,3,396,393
297,0,3150,2202,2847,0,6487,4176,1387,0,3075,2089,0,1307,2402
298,508,271,342,284,252,0,397,82,277,129,87,5,243,196
299,186,56,43,80,71,0,129,68,55,56,69,0,176,57
300,2621,1128,1085,1051,1151,0,2476,1146,1104,1147,972,2,3891,1040
301,0,141,860,1376,0,0,1458,0,932,819,118,0,1176,1718
302,398,175,240,108,350,1,408,0,85,196,0,0,412,166
303,4335,1517,2979,0,2668,13398,4897,2965,3060,3262,3901,9137,2868,3011
304,0,195,220,240,315,0,521,0,264,0,261,0,239,156
305,195,58,48,67,58,0,183,54,61,76,52,0,149,0
306,3446,985,1089,1132,1056,0,4071,1158,865,1097,1226,10,3959,1070
307,0,46,826,255,898,0,374,213,678,699,514,0,499,1067
308,445,420,97,153,219,0,493,316,347,110,163,0,340,281
309,5526,3347,2236,2308,3286,8540,4071,2910,2911,2563,2181,6871,0,2260
310,0,176,322,0,120,0,175,260,217,341,114,2,0,249
311,185,65,31,62,57,0,158,71,54,69,50,0,161,57
312,1899,1099,1207,812,1289,2,3200,1116,898,901,1265,1,2613,950
313,531,720,747,1080,566,0,1591,524,492,1114,605,0,0,943
314,422,282,156,179,275,0,0,222,69,152,295,0,0,298
315,4632,1600,3481,2390,3041,11402,4480,1856,2137,2759,3658,27,6512,3446
316,212,0,0,302,43,3,399,267,361,322,221,8,485,0
317,206,53,47,70,57,0,176,51,0,61,53,0,197,56
318,2166,953,733,1382,1129,3,3367,1054,1003,709,1336,0,3276,1139
319,101,271,236,749,675,0,1998,318,640,1299,435,0,175,489
320,531,318,91,202,267,0,462,158,198,142,231,0,511,0
321,2064,2996,0,2499,2361,6668,1265,2398,3533,2859,3343,2593,2308,2163
322,92,306,138,0,168,0,351,190,259,224,188,3,505,205
323,166,57,87,51,42,0,189,44,47,0,67,0,203,47
324,3536,1020,953,1015,1184,0,2160,1068,1177,1177,1328,0,2909,1200
325,851,342,552,1160,1000,0,2233,636,478,1685,0,0,0,1345
326,446,25,316,140,129,0,497,178,180,118,243,0,376,0
327,7648,1562,3141,2198,2645,6301,1402,1784,2269,2553,2169,1763,885,2103
328,246,174,258,0,90,8,494,194,290,41,284,0,0,207
329,197,58,41,0,60,0,204,54,35,50,54,0,167,65
330,4018,0,1146,1098,1178,8,4026,1029,1014,1421,932,4,4357,1212
331,1514,0,739,947,728,0,816,692,802,1199,433,0,449,190
332,379,109,235,146,118,4,506,111,231,0,287,1,460,89
333,2856,2668,2857,2599,3880,6451,5703,2030,2072,2934,2020,7570,5860,3357
334,131,0,214,165,304,7,106,108,109,471,325,0,318,120
335,161,51,46,56,45,0,173,54,59,41,63,0,172,59
336,0,1195,1137,1029,1212,0,0,0,862,917,810,0,3716,1226
337,534,1030,515,1043,502,0,0,509,960,749,857,0,2462,0
338,410,35,341,116,211,1,421,249,168,115,212,0,393,128
339,4083,2844,3868,2828,0,4851,3969,3741,3328,2871,1971,7092,6331,1316
340,303,191,223,0,197,4,63,147,239,121,270,2,337,203
341,189,42,43,53,48,0,136,55,0,71,49,0,180,54
342,3248,1127,1070,0,1178,7,4426,1220,1264,931,1017,0,3290,0
343,1281,810,0,1063,552,0,216,629,902,65,740,0,1107,320
344,326,254,106,150,114,3,450,265,0,0,0,0,460,304
345,3942,3320,2689,2273,2010,0,1960,849,2898,2459,2967,0,2888,1975
346,391,102,290,0,152,0,216,312,207,184,172,0,212,42
347,184,64,57,65,60,0,198,57,30,67,51,0,139,56
348,3633,1127,855,1075,970,6,2221,1038,0,932,1261,2,3335,1093
349,0,0,766,0,225,0,1196,277,532,394,804,0,1048,519
350,445,215,240,158,194,0,537,355,158,148,254,5,301,21
351,3213,2495,2852,2878,2290,11151,1766,1400,2794,2257,2456,0,5394,0
352,43,254,226,381,0,0,381,179,148,338,257,0,328,227
353,146,49,52,54,56,0,193,50,0,55,57,0,182,50
354,3935,992,869,1012,969,0,4061,1063,1459,672,962,0,2990,1196
355,1215,931,684,499,825,0,0,0,0,1095,0,0,2344,417
356,453,248,110,150,280,0,445,75,229,158,305,0,566,184
357,3907,2380,3053,2774,1728,14806,1623,2987,3668,2499,1525,5719,3106,1183
358,276,162,239,273,48,5,170,119,0,166,273,1,251,253
359,0,65,44,67,0,0,193,58,36,58,73,0,0,57
360,0,1161,1142,1161,1254,4,3034,1071,1197,1049,1190,1,2565,971
361,493,193,924,911,406,0,1982,748,171,976,507,0,1857,1319
362,485,0,271,157,193,4,460,179,157,151,191,0,427,0
363,3831,2787,4053,3273,4142,7682,0,693,4124,0,3868,5427,3838,553
364,476,258,336,31,214,0,362,208,189,0,275,0,333,145
365,197,63,60,54,58,0,191,0,51,73,48,0,169,47
366,3246,946,1199,1003,1441,1,2331,886,1016,1181,970,0,0,1039
367,0,526,349,0,602,0,734,386,828,1060,773,0,312,0
368,492,210,260,187,238,0,0,104,165,177,316,1,332,264
369,5032,0,2493,0,3127,5102,4976,1989,3293,3638,0,2946,0,2228
370,353,266,385,181,187,1,137,358,241,0,100,0,429,353
371,222,55,34,72,50,0,0,57,50,75,37,0,182,0
372,4297,1163,780,727,1315,4,3432,1018,1167,889,1139,4,723,1130
373,533,606,399,1048,786,0,30,0,712,678,0,0,0,950
374,350,63,0,152,251,2,397,118,107,145,160,0,409,352
375,0,2608,1571,2707,2737,1922,0,2332,2584,2922,3433,0,1559,0
376,191,0,369,103,194,0,482,94,0,171,143,0,424,234
377,149,0,72,52,72,0,0,51,52,84,50,0,240,0
378,3120,1121,966,0,1481,5,4077,1089,568,905,800,0,2336,911
379,666,426,851,0,806,0,852,1214,696,1808,231,0,1252,1131
380,0,146,204,146,79,2,483,103,253,140,148,3,469,415
381,0,3040,2905,2874,2975,5053,3615,3573,3238,3056,1639,0,462,1392
382,415,235,229,32,151,0,0,72,0,236,134,1,457,283
383,189,0,49,62,78,0,231,64,60,46,52,0,206,60
384,3250,1228,787,1038,1028,0,3204,0,1066,1038,0,0,2728,963
385,774,544,550,1285,587,0,955,0,0,778,284,0,0,1205
386,427,129,215,115,68,0,0,324,0,167,169,1,475,180
387,0,2556,2979,2521,2606,13608,5246,1506,2827,0,2948,1505,4186,1095
388,436,158,0,129,0,5,242,127,307,184,231,6,290,165
389,175,51,52,72,63,0,153,60,0,63,64,0,108,60
390,2747,1072,642,0,1269,1,3391,1078,1211,955,1226,7,2223,0
391,905,10,657,319,660,0,0,0,734,0,881,0,965,1066
392,476,234,129,152,461,0,590,286,104,92,0,4,581,154
393,3052,2264,2654,2378,0,9237,4835,1682,2271,3024,3349,8859,1757,1492
394,508,125,291,47,0,4,431,59,225,376,137,0,405,294
395,212,69,51,58,49,0,181,54,52,81,48,0,126,58
396,2593,1190,894,845,1283,8,3211,931,0,792,933,7,2757,1173
397,839,574,440,940,0,0,0,1081,564,1385,145,0,1577,708
398,478,0,214,168,161,3,0,0,166,150,350,0,544,117
399,4741,3162,1642,2862,0,2928,3229,2147,2924,3042,2122,2132,4056,2085
400,361,295,347,239,114,4,282,219,226,62,118,7,332,232
401,131,63,49,66,55,0,182,61,23,0,61,0,0,42
402,3107,1013,1446,533,848,0,4067,1015,801,722,1261,1,2796,1137
403,0,359,552,0,555,0,819,772,372,445,469,0,2085,0
404,0,0,260,122,153,3,526,126,179,185,185,0,480,65
405,3773,1981,0,2369,0,0,4022,1363,3432,2451,3438,5306,3377,1423
406,268,246,223,0,181,0,0,220,291,168,94,1,270,166
407,186,0,47,67,61,0,164,60,50,73,47,0,186,73
408,1108,927,944,1034,1266,0,2001,1225,666,1275,1031,18,3882,942
409,1515,356,372,375,0,0,3096,739,792,1480,718,0,517,160
410,578,327,151,134,110,0,418,0,175,140,385,0,580,309
411,4874,1743,3024,2403,1932,10159,4067,2217,3421,2346,3343,5562,3550,1756
412,132,176,242,0,139,0,202,234,418,123,147,0,207,182
413,164,57,51,50,69,0,225,69,78,0,38,0,214,57
414,2186,1052,983,1015,1256,0,3839,1160,1236,0,0,0,2453,1056
415,192,1008,647,132,677,0,1315,0,542,655,678,0,1805,1127
416,376,147,175,181,196,1,441,141,0,182,343,4,546,20
417,5258,1305,2639,2774,2922,0,0,2274,2943,2983,4045,5164,5343,1182
418,202,0,207,275,307,2,177,68,290,41,133,0,287,124
419,185,67,64,56,60,0,128,59,0,61,52,0,197,57
420,4261,893,698,804,990,10,0,1131,802,0,1171,1,2050,1081
421,760,1062,221,1297,262,0,1894,1050,0,431,861,0,0,97
422,513,134,268,128,254,1,420,188,162,134,80,0,493,0
423,5383,1271,2310,2625,3588,5977,3543,2005,3229,2206,1992,0,4614,1340
424,552,221,129,160,175,0,165,220,248,0,186,2,388,315
425,202,68,61,56,65,0,194,50,45,62,43,0,220,58
426,2241,1153,1042,1079,1176,0,0,1027,1185,806,1119,0,3631,1296
427,912,814,874,1022,646,0,0,436,286,1181,274,0,1676,978
428,483,64,107,137,40,0,444,144,205,164,216,0,517,0
429,4201,1341,0,2350,2988,13858,2841,1622,2088,3013,785,6973,4717,2409
430,542,191,183,230,138,8,260,297,272,442,247,5,424,209
431,0,59,62,0,67,0,193,53,53,75,68,0,188,58
432,2182,0,1062,897,1021,9,0,1121,1324,1004,1407,14,3745,0
433,1361,592,414,895,117,0,1539,485,1118,247,669,0,334,0
434,488,0,271,126,324,3,0,157,232,118,330,1,495,182
435,4820,1768,0,0,828,6072,4229,2251,3142,2603,2963,5501,0,2829
436,155,189,128,250,300,4,370,184,325,335,266,0,440,207
437,238,67,39,47,49,0,137,68,49,72,57,0,144,60
438,3236,990,1270,1339,1142,0,2845,1184,1043,786,0,7,3754,1082
439,0,1001,0,496,528,0,0,621,281,1607,774,0,709,1239
440,458,194,187,117,262,0,447,37,176,148,215,1,445,0
441,0,0,3849,2477,2617,0,4644,3110,3342,2862,1917,8127,5526,2575
442,212,250,0,10,242,2,444,312,0,339,159,0,397,189
443,170,60,59,48,48,0,109,50,55,62,0,0,176,67
444,3181,1088,1128,880,1562,3,3132,1187,670,1014,0,0,3527,1016
445,1280,389,583,331,0,0,1826,541,607,730,401,0,1089,0
446,0,207,145,180,236,2,414,139,154,171,430,0,504,199
447,6315,1481,3260,2273,3067,9989,5322,1554,0,2903,3722,8464,5369,1696
448,86,201,232,143,265,2,296,150,217,351,84,2,126,328
449,198,0,0,52,59,0,154,56,38,44,38,0,0,67
450,3038,0,838,0,1228,5,3666,1038,1425,913,0,9,3899,1168
451,1110,465,656,1594,43,0,703,491,766,0,0,0,0,1273
452,0,224,211,156,324,0,535,309,144,212,97,0,506,0
453,6066,2279,3398,3151,4128,2532,2679,2831,2883,2921,0,1998,3026,0
454,509,172,262,65,181,0,451,148,355,0,163,2,320,212
455,158,0,0,56,0,0,0,56,49,68,55,0,223,70
456,4706,1087,0,921,1173,0,0,1021,1408,0,1210,6,3553,922
457,0,0,559,932,714,0,828,0,589,372,374,0,1526,408
458,462,315,240,138,428,0,521,224,151,148,316,3,488,281
459,3688,2076,0,3151,3790,6835,3347,3100,3680,2902,3456,5792,3726,2866
460,338,28,548,138,199,0,546,104,234,279,105,2,404,0
461,207,65,62,58,37,0,190,0,49,53,50,0,210,48
462,1938,1012,887,928,1444,1,3801,1091,1303,830,1139,0,2137,0
463,1123,592,1079,1121,609,0,0,668,655,0,302,0,0,1013
464,520,0,191,184,128,3,381,0,250,131,359,4,429,184
465,4302,2473,2137,2766,2242,5887,5038,0,2149,2436,3216,9484,6015,2420
466,595,300,0,340,116,0,269,183,296,299,272,5,352,122
467,0,68,62,0,46,0,0,0,38,70,49,0,0,56
468,3020,1159,1304,1188,973,0,3941,1092,1658,1009,0,11,0,0
469,1237,587,590,101,73,0,1004,734,0,401,413,0,0,304
470,574,214,286,150,261,0,0,245,246,152,159,3,384,182
471,2752,1785,2894,2041,1906,8360,4489,2395,3748,2826,4201,11771,3293,0
472,468,208,154,230,148,0,133,317,396,200,112,0,31,281
473,222,64,43,62,55,0,176,39,66,53,49,0,186,63
474,1327,0,1245,1456,1015,6,3078,1061,726,0,1133,7,3187,1112
475,712,959,816,0,669,0,1618,1305,709,416,710,0,727,546
476,451,225,187,91,197,0,448,163,134,0,424,1,386,181
477,3004,1542,2546,3004,1987,5300,2588,2027,2295,3389,1780,9332,4250,4758
478,467,234,210,51,301,1,0,185,278,149,316,1,53,382
479,211,43,34,58,56,0,59,0,52,60,52,0,163,53
480,2193,871,1667,1429,1300,0,2179,961,1244,966,1589,1,3084,0
481,1621,289,755,903,735,0,0,459,0,1309,328,0,1533,1795
482,515,144,0,180,197,2,0,23,235,139,517,0,0,245
483,3661,1844,1841,3201,3053,0,4917,2839,3138,2917,2045,1807,0,2566
484,52,99,406,167,0,6,383,152,0,125,240,1,160,320
485,0,61,58,59,56,0,169,62,60,56,61,0,0,47
486,2367,0,907,698,904,0,2742,986,1007,973,1185,0,2538,1085
487,1121,388,916,2558,774,0,114,563,0,828,611,0,608,758
488,0,153,226,181,142,3,0,281,169,110,237,4,492,109
489,0,2242,1770,2761,4243,10534,4001,1856,1512,2907,1861,9538,3012,2254
490,273,250,346,0,179,0,199,0,74,423,0,3,408,163
491,233,66,55,79,0,0,186,46,43,61,59,0,145,62
492,3929,1108,0,1040,1172,11,0,1017,0,1124,925,3,3121,1058
493,1088,528,441,76,540,0,2379,875,633,0,846,0,1335,588
494,467,268,216,128,303,0,420,17,153,133,0,0,362,82
495,2133,1403,2533,2186,1719,11951,3754,0,4253,2905,3997,0,5125,0
496,319,104,437,295,184,0,411,285,147,260,180,0,82,235
497,182,53,63,64,55,0,149,64,54,68,66,0,209,56
498,4086,1185,1115,763,1074,4,0,994,0,1351,1528,0,3694,1206
499,1236,724,685,55,710,0,1779,797,736,207,670,0,174,334
500,523,318,191,201,137,1,463,50,246,0,113,2,531,0
501,5817,2461,2533,2866,3343,0,6382,2481,2866,3102,3256,7421,4131,2405
502,443,156,232,285,149,0,310,141,75,443,0,2,159,309
503,213,0,49,51,45,0,150,61,47,55,63,0,149,51
504,2974,1111,1377,0,986,8,2645,1013,880,1324,677,4,2759,1252
505,1150,1037,1256,0,519,0,1243,600,547,188,663,0,1969,936
506,445,271,251,182,144,0,496,352,272,197,172,4,397,133
507,0,2465,3553,3332,977,10567,4400,2717,2502,2848,1839,4507,3943,1794
508,110,250,226,219,140,5,206,187,248,158,245,0,579,215
509,170,0,60,70,57,0,220,53,64,0,46,0,207,60
510,0,1088,1325,1173,1239,5,0,1129,1259,0,985,0,3437,1324
511,501,736,636,1014,652,0,416,0,511,953,433,0,754,0
512,524,234,249,139,255,2,564,224,187,160,323,0,431,335
513,4084,4776,2456,2921,3103,9867,1870,2681,2720,2467,4659,0,4259,1083
514,386,94,265,418,305,0,133,116,431,57,9,4,579,148
515,220,66,0,0,54,0,179,63,55,52,41,0,223,51
516,4656,1248,1124,1363,1077,4,0,1154,969,1418,1098,2,3464,1055
517,1820,4,351,0,719,0,0,1624,712,670,0,0,0,1595
518,374,243,186,90,310,0,490,191,148,196,0,1,380,120
519,2266,2230,3204,2537,3642,4365,4590,1724,2749,3157,3919,13513,5024,2144
520,321,329,104,292,70,0,360,167,227,127,183,0,645,127
521,161,52,41,66,58,0,208,59,54,55,74,0,0,60
522,2988,1073,1282,750,1333,4,0,1108,949,1225,1326,3,3547,1174
523,0,1546,545,27,396,0,0,673,450,478,43,0,0,0
524,514,242,158,182,239,1,522,0,211,135,241,0,362,150
525,2832,2423,2552,2890,1624,10500,5048,2595,3599,2745,2376,2270,4464,2004
526,377,319,273,0,130,1,304,298,258,7,301,0,153,177
527,194,71,37,47,0,0,245,55,66,76,67,0,198,66
528,0,981,1309,990,1411,3,0,1085,895,1161,1019,0,2991,1305
529,2286,1114,522,1213,377,0,452,0,990,852,647,0,1119,805
530,404,157,141,153,418,0,527,25,182,129,335,1,442,181
531,4496,0,0,2913,2749,10883,2713,2246,2407,2495,2577,0,4956,1977
532,343,350,268,316,219,0,172,292,318,0,293,3,361,227
533,190,58,57,0,60,0,176,72,48,74,57,0,0,64
534,3883,927,1027,859,1480,0,0,1193,1063,916,801,7,4140,1129
535,126,460,275,1045,213,0,2320,789,779,767,692,0,1559,788
536,475,63,78,111,256,1,522,137,247,131,119,1,429,145
537,5585,1490,2285,0,0,10502,2290,3809,2345,2894,2526,912,3389,2842
538,293,199,283,71,302,0,167,241,221,79,0,0,187,165
539,0,58,47,50,60,0,148,62,0,81,47,0,163,48
540,3110,1053,676,899,1267,0,3492,1056,1105,1305,1183,0,3539,1032
541,1499,262,219,243,579,0,0,481,768,0,715,0,0,0
542,502,95,236,136,241,2,452,0,129,109,0,0,545,64
543,0,3055,1910,1899,2309,3053,2942,1116,1936,3362,1951,7282,741,3169
544,0,0,259,121,200,0,392,288,177,333,243,0,375,108
545,204,63,61,62,61,0,218,57,62,65,49,0,144,68
546,2853,1206,1166,0,1053,0,5148,1114,1272,780,1342,4,3031,1055
547,222,1093,254,1179,651,0,656,435,424,829,648,0,776,0
548,462,181,235,0,322,1,460,272,174,134,178,1,359,98
549,2781,2094,3036,2235,0,4587,4471,0,1692,2721,419,6107,5913,2549
550,500,142,0,0,218,0,318,241,0,83,272,0,0,189
551,144,52,46,69,63,0,207,61,55,58,49,0,117,57
552,4029,917,730,0,1181,6,3543,1261,862,929,955,0,2883,0
553,1963,871,429,0,994,0,984,1464,483,840,0,0,1046,762
554,588,238,50,178,239,1,540,258,170,190,348,1,371,241
555,5126,3520,2241,2875,4759,7875,2662,0,2886,3637,2872,13932,3008,1270
556,449,60,159,523,176,0,274,145,195,81,290,0,141,184
557,184,58,41,54,53,0,165,58,38,69,59,0,0,64
558,3440,1165,1152,1026,0,13,1857,1140,972,0,1515,14,3336,1024
559,0,276,486,161,278,0,1568,154,476,749,548,0,1536,305
560,0,358,313,160,49,3,446,283,128,0,281,1,491,104
561,0,1562,3075,2905,0,0,1316,2485,1792,2737,4056,0,0,2356
562,419,223,0,273,164,0,230,0,316,0,75,1,227,244
563,0,60,45,65,61,0,0,64,43,59,67,0,186,53
564,3251,1020,951,0,894,0,4324,1129,1268,810,1060,0,2418,1094
565,1262,422,716,887,459,0,206,554,0,499,0,0,1121,622
566,595,257,214,154,227,6,434,0,167,152,586,0,429,154
567,2140,2117,2877,2692,2767,10534,4535,2617,0,2881,1509,2385,3875,2050
568,412,93,0,340,219,0,203,308,321,267,248,0,0,236
569,222,57,0,57,0,0,162,61,48,56,61,0,142,57
570,4184,0,0,782,1281,1,2047,1193,1424,1210,1287,5,2744,1107
571,1973,675,829,0,505,0,0,208,972,222,1147,0,760,345
572,359,107,268,72,299,2,492,229,202,111,180,2,428,163
573,0,2177,2676,3020,1787,9115,3658,2550,2940,0,3872,7441,2022,2108
574,361,295,325,285,116,0,111,158,106,316,98,0,0,255
575,174,63,55,75,47,0,172,60,72,58,0,0,168,67
576,2735,1064,971,913,948,2,2178,0,1112,1206,1329,7,2222,1100
577,0,633,795,1066,491,0,1294,752,447,808,712,0,286,600
578,504,299,228,190,387,3,0,257,278,134,425,2,558,155
579,4358,2078,2772,3053,1613,14369,6558,0,0,2528,2006,6019,4539,1653
580,367,124,130,218,66,8,284,143,297,96,218,0,336,177
