N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,0,763,317,0,0,0,2138,1515,926,0,398,0,1434,946
170,0,145,171,131,236,0,371,235,173,156,0,3,471,155
171,0,2944,2480,2842,3388,14157,3064,1671,1557,2803,1749,4382,5699,2965
172,527,327,215,159,225,0,0,98,184,168,202,4,293,256
173,153,0,50,64,43,0,180,71,47,0,61,0,188,52
174,3107,1039,1024,1152,0,14,3590,1124,1167,1289,941,0,3784,1009
175,1999,512,659,1875,697,0,281,355,461,672,397,0,0,683
176,0,0,221,172,144,4,435,488,0,0,49,1,408,62
177,0,2478,0,2096,2065,7355,5658,0,1914,2557,3316,8457,3520,2599
178,354,335,268,168,251,3,264,161,270,0,134,2,411,233
179,170,54,0,57,56,0,125,51,36,0,50,0,140,62
180,0,0,1133,834,1014,0,2881,975,1320,1275,1585,3,3648,1115
181,1609,529,848,1008,627,0,2656,379,534,1034,0,0,1015,228
182,475,182,192,89,153,1,449,0,192,190,0,1,489,216
183,3987,1414,0,2599,0,5632,1623,2896,0,3133,4522,0,4373,3785
184,394,155,0,162,295,0,253,61,310,258,113,0,443,239
185,178,70,64,74,53,0,212,60,35,47,50,0,200,59
186,3651,1042,1498,854,1459,0,3302,1155,1433,1144,1087,2,2790,1043
187,458,0,222,704,219,0,1466,780,635,620,382,0,0,1270
188,406,231,295,141,210,4,372,304,98,157,383,3,0,287
189,5957,2541,3364,0,2924,0,4756,1659,3406,3307,1658,3768,3302,2588
190,459,125,101,290,376,2,48,100,0,663,0,10,64,186
191,0,71,38,49,63,0,167,54,61,59,43,0,0,64
192,2294,1210,1039,909,0,5,2167,1123,1141,1053,1022,5,3190,0
193,733,771,585,912,0,0,1971,410,438,838,601,0,1988,1021
194,608,270,86,119,77,0,448,199,158,132,340,3,460,307
195,3590,2799,3169,2633,1926,7982,4116,2455,3445,3303,3718,0,6068,2183
196,141,101,0,0,168,2,302,270,325,0,172,4,242,310
197,156,52,0,60,59,0,170,0,76,78,38,0,160,48
198,0,1156,1108,1229,1119,1,3407,1181,1031,1038,1362,0,3120,1107
199,1380,845,876,949,255,0,1102,764,694,872,447,0,459,1935
200,443,0,283,148,206,2,306,229,148,109,282,1,456,0
201,2951,2692,2969,2654,2886,0,2566,1449,3282,2590,1647,11102,0,3148
202,310,264,243,311,233,0,396,0,62,123,237,0,395,190
203,218,65,55,46,50,0,176,61,64,61,55,0,190,59
204,4069,1092,0,1041,1154,0,2658,1104,1156,1042,0,6,3734,0
205,2151,195,928,0,567,0,0,593,530,1627,0,0,2154,474
206,535,108,168,116,184,2,539,37,251,159,310,2,486,0
207,3822,2633,2614,2752,3071,3282,4050,3328,3767,2939,4370,10034,2208,0
208,561,305,0,608,319,0,390,0,87,290,281,0,134,130
209,166,63,52,80,44,0,206,60,52,70,53,0,207,64
210,2512,1136,1233,1024,1159,1,0,1098,1071,982,883,0,3857,1041
211,1469,0,870,1397,47,0,0,35,876,570,534,0,0,0
212,431,278,159,129,160,1,412,203,88,121,190,1,583,148
213,4742,2739,1764,3201,0,2409,5925,1754,2689,2856,1146,11535,3060,3032
214,363,45,193,405,146,2,506,162,224,367,117,0,340,247
215,113,60,65,62,56,0,161,57,40,75,52,0,170,61
216,2597,1090,1413,540,1083,0,0,0,0,925,1214,0,2834,1240
217,0,1072,0,826,837,0,2047,1064,1204,997,647,0,2116,820
218,446,221,301,156,223,4,525,167,236,110,188,1,643,459
219,3674,3305,2580,2817,0,10264,2574,2131,2935,0,2076,2518,127,0
220,274,247,242,316,223,3,430,254,237,603,169,3,309,168
221,192,50,46,66,40,0,169,62,0,65,0,0,177,0
222,3879,1100,1154,1113,913,10,1999,1140,1161,866,1086,2,3302,984
223,371,1071,591,359,190,0,330,324,0,316,199,0,0,365
224,0,218,242,157,328,0,479,180,221,136,376,0,503,112
225,2513,1875,3428,2628,3328,4963,7489,0,0,0,3773,5826,705,2615
226,489,303,368,185,213,3,258,152,261,304,281,0,389,142
227,169,51,44,44,57,0,0,48,56,59,42,0,155,75
228,1665,1089,1288,1116,1052,7,4539,1121,632,0,1398,1,3921,1206
229,2349,948,382,422,606,0,983,0,620,929,0,0,1368,167
230,563,0,210,153,231,2,466,161,116,0,329,0,376,251
231,2689,3331,2716,2913,2569,7540,5959,3175,2158,0,1942,4844,3866,2855
232,68,0,125,152,240,0,406,264,0,0,311,0,199,308
233,166,68,0,67,52,0,203,44,50,53,0,0,200,57
234,3355,1112,1271,0,1329,8,2098,1091,911,1114,0,6,1775,0
235,0,356,137,837,174,0,1623,0,775,187,652,0,2104,503
236,330,234,193,87,26,0,399,330,253,134,324,3,466,184
237,2244,2360,2372,2957,3297,7428,6419,0,2879,2264,816,11706,4844,2906
238,215,167,255,374,325,0,202,177,281,215,0,0,490,272
239,185,67,54,72,54,0,166,51,64,70,60,0,186,59
240,1756,896,1155,884,1551,4,3934,902,1121,1043,1044,0,3567,997
241,1181,528,451,0,142,0,1416,883,598,1342,562,0,299,220
242,544,0,253,0,281,2,0,73,262,180,291,1,0,9
243,4239,0,2545,2664,2675,5974,4648,1806,2548,3055,0,7339,4026,2247
244,518,0,258,0,136,4,284,115,0,83,0,0,79,0
245,211,53,67,68,61,0,207,72,46,74,52,0,204,58
246,4569,998,1011,1116,1522,0,4093,1228,970,1391,1278,6,2042,1213
247,2092,0,557,750,3,0,113,758,130,631,231,0,1730,0
248,440,365,243,186,270,2,472,208,308,119,372,3,526,185
249,0,2283,2323,2668,2502,9058,5471,0,2675,2674,3592,4970,2592,2764
250,311,0,264,228,113,0,324,242,301,0,200,2,301,185
251,182,0,56,56,50,0,127,0,48,56,0,0,160,0
252,0,1110,883,1079,0,4,3397,929,1304,1326,1041,17,2937,987
253,366,371,1135,0,443,0,0,0,695,1707,516,0,1656,0
254,567,259,162,121,193,0,497,304,225,127,282,5,569,0
255,4452,2100,2245,2310,3353,4750,3258,3288,2853,3328,4369,7974,4551,1410
256,332,125,0,194,153,0,394,273,259,88,201,7,542,286
257,0,64,70,57,0,0,193,56,48,50,54,0,182,51
258,2840,943,1087,1052,935,1,4445,1075,1090,687,1142,7,2343,1145
259,0,438,994,805,0,0,480,376,702,604,46,0,0,747
260,0,323,180,0,0,2,501,310,0,151,0,0,537,113
261,7487,0,2337,3106,2904,12154,5277,1886,2354,2876,1705,8055,4613,3620
262,138,116,138,279,224,1,401,0,259,269,92,0,459,209
263,209,64,68,59,62,0,164,59,19,77,72,0,181,50
264,3817,0,917,1388,0,0,3174,1103,1077,1290,1085,2,3522,1117
265,2075,1088,952,341,0,0,202,1438,697,172,388,0,1786,1003
266,452,11,168,144,464,1,527,0,15,136,269,6,553,46
267,3984,1737,0,2568,2632,4933,0,1878,1835,2618,2157,7143,0,931
268,315,307,138,0,183,0,394,284,331,0,303,1,457,333
269,135,60,78,76,64,0,178,65,64,75,70,0,179,65
270,0,998,1150,1341,1241,6,2796,0,958,1000,0,2,0,1073
271,0,1352,227,446,608,0,0,0,468,615,697,0,15,1003
272,311,286,221,153,213,1,439,252,214,0,211,0,332,125
273,0,1590,0,2636,4167,10259,4953,2631,2170,3083,3086,4460,3636,2197
274,187,235,131,0,269,0,446,226,0,131,178,0,684,113
275,167,55,48,63,50,0,218,61,48,0,62,0,170,42
276,3284,1005,849,947,845,4,2634,0,871,834,1064,0,3651,992
277,133,41,724,0,0,0,1152,494,561,698,430,0,168,549
278,369,208,191,172,153,0,527,241,226,134,248,0,0,274
279,3956,1933,0,2781,2246,7345,2948,767,2251,2811,1745,4302,2703,902
280,0,166,331,296,146,4,107,179,215,0,188,5,271,0
281,186,0,70,65,64,0,148,60,58,0,53,0,167,62
282,2029,1068,838,798,1308,0,4509,1099,886,878,1347,1,2888,1041
283,275,0,0,1271,0,0,1681,0,718,0,257,0,0,645
284,546,13,0,139,0,0,0,136,175,147,191,2,539,288
285,900,2030,2347,2457,2376,9020,2153,2431,2210,2420,3581,9845,3823,1634
286,0,162,117,135,101,0,318,188,410,263,84,3,305,276
287,178,55,41,79,55,0,247,0,50,47,0,0,165,77
288,1779,904,904,1060,1027,0,3441,1023,1156,488,0,0,3469,983
289,494,592,0,586,770,0,1192,549,512,0,165,0,156,1133
290,397,328,120,177,183,5,476,319,59,143,203,2,421,135
291,6023,2283,1518,3293,0,0,1915,1934,3323,2702,3225,9522,4028,1440
292,351,0,437,446,160,0,475,0,247,203,183,2,449,313
293,161,58,52,79,0,0,0,52,46,57,46,0,155,61
294,3319,1039,1233,1057,1473,3,0,977,1244,625,961,2,4422,1050
295,2512,835,610,1021,776,0,1267,430,719,867,713,0,0,448
296,517,93,0,95,232,0,614,0,148,81,255,3,0,0
297,3206,1731,3238,3193,1749,1078,0,2495,2126,2755,4101,6331,5463,0
298,0,0,293,13,155,0,0,217,290,70,158,0,132,277
299,142,55,48,67,0,0,186,63,60,70,0,0,170,57
300,3540,976,593,0,1034,8,3615,1036,1068,999,1174,7,2304,1000
301,0,1052,773,677,672,0,384,1422,389,320,379,0,1276,269
302,403,249,227,130,189,3,0,160,138,132,214,3,487,0
303,2748,2691,2365,2919,1641,0,4033,1806,0,2418,3170,6489,6692,3499
304,607,146,198,400,162,0,486,175,239,69,146,0,327,286
305,179,49,66,65,58,0,165,46,46,61,0,0,147,64
306,3873,1098,976,1424,972,6,2696,1065,1066,818,0,0,3875,1005
307,2189,0,0,1294,713,0,582,557,629,1073,976,0,1166,479
308,429,225,158,194,0,2,607,42,186,118,172,2,397,168
309,4329,1089,2929,3081,2590,9871,3379,2445,3486,2822,3991,12087,2461,0
310,115,0,242,217,113,0,263,464,0,78,142,0,511,0
311,203,68,60,59,0,0,0,56,63,68,47,0,223,66
312,2093,1083,752,0,0,7,2628,1108,1551,984,1290,12,3959,1002
313,1498,1345,867,0,564,0,0,38,607,1277,0,0,360,635
314,428,112,163,107,158,0,370,0,89,196,232,2,433,112
315,2929,1919,3003,2358,2489,7100,3825,2062,3561,2719,3428,3122,3711,3007
316,589,217,109,274,224,2,252,307,75,158,132,5,0,408
317,153,54,58,0,57,0,171,59,0,65,57,0,194,57
318,3502,1203,1042,0,1392,0,3514,952,1127,931,1182,3,5146,1076
319,0,0,609,804,493,0,1798,243,844,844,907,0,1262,72
320,583,11,155,140,246,1,548,0,111,0,215,0,408,203
321,2703,1411,2864,2860,2022,10554,3687,2034,0,2194,1109,9998,0,2700
322,234,144,72,150,238,5,0,113,272,106,0,0,484,304
323,186,60,45,0,52,0,176,56,55,51,0,0,219,64
324,2307,1080,989,730,1204,9,3157,1119,629,0,1378,8,4407,963
325,920,242,0,1126,828,0,0,730,0,801,225,0,2007,877
326,571,117,162,178,248,4,305,219,0,126,152,2,495,102
327,2791,2164,2860,2397,3951,9258,2424,2171,1886,0,2581,9181,4789,1951
328,97,273,395,0,79,2,221,0,348,367,0,0,530,276
329,0,54,46,48,41,0,154,64,70,0,63,0,185,66
330,3341,1091,1271,0,0,2,1169,1013,1402,1252,1030,9,4468,1132
331,541,620,0,1019,647,0,595,1329,536,362,1078,0,0,0
332,495,273,228,131,270,3,491,201,0,135,95,0,459,199
333,5146,0,2851,2279,2790,4048,4572,2557,3209,2987,0,0,2957,2091
334,363,226,216,403,215,6,0,319,376,71,150,5,78,199
335,191,0,54,53,62,0,164,69,71,62,44,0,171,53
336,3622,1022,907,736,1229,0,3044,1036,0,997,1230,10,2781,1014
337,1306,448,38,612,697,0,14,380,576,0,681,0,1305,967
338,460,0,194,141,274,3,420,273,0,131,229,0,374,179
339,3066,3153,1634,3656,3038,4613,5055,1816,3153,2653,3405,4762,807,4132
340,491,240,230,271,133,0,313,0,288,132,265,1,647,181
341,172,47,60,72,0,0,160,50,58,58,62,0,175,50
342,3515,1112,1137,909,1243,0,4710,1137,631,0,1337,5,3144,1047
343,686,939,244,740,707,0,325,130,820,393,615,0,1586,0
344,439,427,179,176,328,0,566,205,155,127,214,1,503,202
345,6506,1452,3152,3060,1481,5377,969,1934,2728,2045,2080,6208,1109,1381
346,0,270,197,188,107,1,188,262,285,294,140,0,338,100
347,162,52,67,75,48,0,169,51,57,60,58,0,166,42
348,0,1075,805,1224,1391,0,3866,871,750,986,1501,2,4105,1140
349,523,227,703,0,668,0,0,0,952,397,0,0,278,0
350,548,237,186,198,223,0,394,230,131,154,277,1,522,125
351,4450,0,0,0,3085,3111,3594,2244,2512,2923,1688,2326,6191,1398
352,486,150,244,125,238,3,93,199,164,256,140,1,465,148
353,199,0,46,58,42,0,192,69,58,70,43,0,0,61
354,3436,1067,1023,1091,1090,2,1373,1171,995,1117,964,2,2029,1059
355,0,878,309,226,321,0,2384,1085,420,1193,0,0,769,380
356,418,0,0,83,118,2,496,209,255,187,126,3,443,0
357,1850,2557,3150,2532,3131,7649,0,2241,2316,2762,2135,10172,3445,2631
358,448,184,239,496,133,0,328,141,239,145,109,1,167,0
359,223,0,39,53,52,0,177,56,63,50,0,0,143,71
360,3250,1051,879,1038,967,4,2152,1067,1240,1147,1244,5,2478,1153
361,878,870,657,479,290,0,2036,0,841,542,772,0,2612,276
362,447,0,229,131,395,3,495,0,0,196,140,2,0,125
363,3019,3231,2849,2171,2734,0,3456,2240,1505,3192,3301,6793,3124,0
364,315,114,203,308,239,1,378,198,174,190,266,0,159,338
365,0,0,40,62,57,0,200,63,0,55,62,0,213,60
366,2246,1170,1236,1148,1312,0,4408,0,1172,906,1209,2,3589,1050
367,1145,1216,751,0,703,0,0,761,485,690,508,0,415,739
368,517,76,237,193,493,0,471,148,181,126,159,1,303,332
369,2862,1700,2997,2137,894,4228,2082,2378,2553,3084,1608,0,7208,3618
370,377,299,306,299,105,2,559,307,192,334,72,0,487,280
371,170,48,66,70,0,0,213,51,63,68,65,0,180,75
372,0,1005,885,1046,922,0,865,932,1018,926,1217,9,0,1120
373,356,266,668,201,157,0,0,0,0,0,527,0,654,183
374,457,40,127,175,0,1,541,161,220,0,354,0,454,441
375,3271,1808,3607,2575,2452,3971,4956,1733,2513,2217,1808,0,5147,3239
376,157,275,138,111,69,3,0,89,156,74,189,0,249,201
377,0,61,52,57,37,0,175,0,57,66,53,0,194,0
378,0,1097,0,0,923,5,4106,1174,1178,859,1419,0,3579,1056
379,145,1044,613,0,281,0,1357,909,479,885,683,0,0,0
380,459,205,191,147,161,0,556,176,234,136,211,1,469,159
381,1974,1725,0,2992,3603,8081,2084,2921,2894,2571,5656,7231,3925,0
382,406,35,162,174,1,4,382,267,414,188,52,0,380,104
383,182,58,0,66,59,0,214,56,42,72,42,0,198,0
384,2553,0,1128,1012,947,0,3207,1091,1197,1234,1431,6,3503,1073
385,1938,808,856,473,614,0,0,893,543,1261,674,0,332,175
386,503,71,246,0,0,4,438,0,254,102,422,0,381,134
387,3939,2615,2415,0,2438,10120,4758,2066,2571,2389,601,2805,3591,1138
388,320,228,0,0,206,0,303,246,0,352,319,0,349,370
389,140,49,70,52,58,0,129,55,40,58,53,0,261,64
390,2941,953,1191,913,0,2,2055,1066,1113,904,1642,11,3206,1140
391,2945,515,385,0,685,0,2552,0,580,753,961,0,1283,66
392,495,239,193,155,247,2,538,245,203,180,418,4,433,89
393,0,3731,2331,2413,3456,10510,4383,1406,3259,2689,4570,2969,3020,1503
394,0,184,218,84,0,1,202,282,420,117,133,1,324,73
395,144,53,0,54,47,0,218,53,69,54,68,0,184,52
396,3857,0,965,971,1340,0,4927,1196,1040,846,1175,5,3643,1083
397,1604,0,1027,993,696,0,1048,0,497,252,43,0,1493,307
398,433,0,297,154,347,1,347,35,235,147,439,0,410,0
399,1754,2427,2738,2878,2413,9303,4983,2623,0,2523,2544,5656,0,1645
400,620,60,228,0,169,2,508,292,235,436,167,4,478,168
401,158,47,58,70,0,0,170,54,64,90,72,0,163,0
402,2175,1023,932,1180,1187,0,3557,1126,741,1046,1466,2,3220,1149
403,1829,170,558,1555,686,0,447,809,641,1100,286,0,2553,0
404,373,238,187,148,0,0,457,282,137,116,59,0,549,269
405,4354,0,0,2887,3352,3888,0,2480,2798,2993,3247,3739,0,1764
406,409,47,243,302,188,3,263,0,141,181,180,0,377,98
407,174,52,57,59,79,0,126,0,49,55,51,0,195,62
408,2877,1053,1154,1079,985,0,3384,1122,1362,791,1352,6,4661,1026
409,313,535,735,273,0,0,963,365,625,668,93,0,1023,1061
410,615,0,201,131,210,1,403,199,191,106,0,0,520,401
411,0,2242,2390,2696,2333,6042,2578,1755,3006,2445,2178,7336,4224,2892
412,617,210,234,319,109,0,284,232,151,0,175,1,197,288
413,163,60,52,51,56,0,149,49,48,66,62,0,243,0
414,3379,1149,1294,0,1091,3,0,0,1063,781,922,4,3357,1176
415,1426,1677,478,945,362,0,1039,0,718,527,340,0,1474,496
416,469,125,112,113,311,4,551,293,257,123,246,0,478,265
417,2365,1835,2638,2414,2550,0,2188,0,1865,2580,2220,9241,2949,2066
418,304,383,118,314,93,0,554,0,154,150,146,3,244,268
419,169,0,0,0,47,0,197,64,0,67,56,0,131,63
420,0,987,0,964,1427,3,3442,1117,778,1047,992,7,3484,1060
421,1632,1014,636,60,1014,0,0,1256,551,0,987,0,1860,997
422,403,235,202,123,245,0,314,229,209,159,161,1,566,0
423,2768,2499,1393,2387,0,10737,3132,3123,2045,2433,0,9484,3951,2861
424,200,144,412,139,0,3,421,0,201,287,212,1,361,142
425,209,63,44,85,64,0,182,71,33,63,54,0,199,0
426,3913,1024,996,1293,1172,10,4781,1028,1072,0,1190,0,2892,1061
427,1978,455,526,1118,568,0,943,63,624,1075,537,0,1093,212
428,314,170,159,147,265,0,487,138,175,150,86,0,403,299
429,3826,1512,2756,0,2512,7664,3453,2010,2396,0,0,2678,3484,1388
430,380,0,154,0,254,2,437,249,205,0,115,0,177,192
431,211,60,55,66,56,0,197,59,0,0,47,0,132,0
432,1792,1080,1079,1058,1220,0,3178,1125,674,1412,1204,7,3181,984
433,1308,1017,455,1237,111,0,1175,250,676,0,1165,0,1432,0
434,452,221,121,131,301,0,533,39,305,151,391,1,564,253
435,5578,2252,2179,3063,1278,9507,4205,1816,2885,0,2360,8573,3303,1563
436,145,115,318,0,96,4,0,181,300,36,152,0,103,161
437,158,68,46,59,60,0,162,65,73,74,57,0,151,56
438,1948,1126,1120,941,1397,2,2956,978,723,1064,1124,5,3073,901
439,448,599,974,358,567,0,1096,1308,654,752,372,0,595,869
440,433,246,130,0,0,0,530,147,185,183,355,2,494,217
441,5461,3046,3490,2714,0,10101,2734,3019,0,2809,4588,0,4530,1651
442,301,379,355,0,248,2,433,274,309,453,139,0,137,350
443,165,60,61,67,60,0,162,0,51,56,64,0,252,57
444,2205,1126,844,1156,1114,5,3106,1097,1226,1163,1001,5,4007,1070
445,0,544,652,187,326,0,0,980,236,1339,722,0,0,546
446,462,162,153,0,258,2,461,218,188,190,389,0,476,273
447,0,2383,2927,3380,3971,0,3327,2068,2517,2395,2147,3353,3877,2011
448,123,115,257,178,192,0,441,221,239,62,80,0,106,0
449,206,0,33,84,57,0,162,44,48,72,63,0,0,54
450,3952,1065,951,1178,1001,9,0,964,1155,1243,1352,0,2103,1079
451,2117,668,1151,1126,822,0,1347,579,684,1193,818,0,1309,1188
452,545,0,258,128,0,0,494,59,166,161,321,0,527,270
453,6083,2180,3853,2720,2963,6518,5167,1501,2726,3109,0,8221,5307,2472
454,223,144,0,200,171,0,692,230,0,278,246,1,223,0
455,147,49,62,0,0,0,189,52,54,60,60,0,176,61
456,3246,1064,1127,0,1362,6,2083,1059,980,1083,1042,0,2516,1226
457,1632,0,1149,859,603,0,1297,436,768,622,874,0,469,628
458,461,426,171,155,223,2,406,79,195,0,312,0,468,346
459,3761,2050,0,2264,2280,6892,5397,1890,0,2868,2776,4794,4988,699
460,411,0,186,346,221,0,198,178,268,63,122,2,539,277
461,126,0,24,58,72,0,184,57,59,56,40,0,125,58
462,3153,0,1080,1160,1301,8,4249,1003,831,927,1349,0,2491,1010
463,1059,454,695,530,672,0,234,790,0,350,695,0,1152,0
464,0,274,0,167,360,3,574,207,0,140,263,0,515,143
465,5705,2192,2567,2739,2302,0,6059,2422,0,2482,3513,2216,0,2246
466,0,102,142,506,259,5,0,176,201,318,183,0,409,149
467,163,61,51,63,54,0,173,47,43,52,0,0,235,57
468,3659,1182,870,0,1363,8,2818,965,1138,1057,913,0,3425,1140
469,1239,822,329,1241,0,0,481,0,809,0,841,0,823,959
470,429,243,129,179,370,2,0,223,201,173,352,1,0,39
471,5953,2471,2605,3048,2655,7027,2999,1776,3159,2668,0,6197,4524,2441
472,473,0,344,0,183,0,0,385,274,0,211,1,271,165
473,194,60,41,73,76,0,199,55,47,0,58,0,187,58
474,4117,1239,858,1243,1370,15,3976,1115,1423,951,1016,3,2920,1118
475,1056,370,465,661,435,0,1614,0,1038,553,457,0,606,724
476,489,106,180,156,324,2,508,0,250,124,403,3,468,241
477,0,0,2114,2627,1306,7612,2073,0,1785,2397,1949,1494,4106,2671
478,341,0,235,84,148,0,524,75,278,72,98,6,0,271
479,144,55,54,71,64,0,189,63,50,52,52,0,183,55
480,2301,1181,986,696,1183,8,2241,1031,1417,826,1024,2,2659,1021
481,1188,1354,249,409,525,0,349,647,517,939,0,0,1921,421
482,344,94,122,123,146,1,429,249,148,136,192,0,456,227
483,0,2570,2550,2275,2751,6637,4049,3215,1660,3281,0,7961,2310,1582
484,214,190,241,237,279,2,303,293,318,132,125,1,295,0
485,182,54,42,60,54,0,184,53,66,65,66,0,203,53
486,3596,950,1140,1089,1519,4,3437,1233,878,709,1149,2,3431,1270
487,2091,831,384,0,597,0,2043,1301,663,777,181,0,922,206
488,448,231,98,171,301,3,359,207,140,93,355,0,504,90
489,1053,1058,3469,2456,0,0,2546,1685,3366,2708,2495,6193,3791,2455
490,334,212,260,0,169,1,407,250,142,365,206,5,188,128
491,229,71,49,54,54,0,178,0,63,61,53,0,144,65
492,2650,1145,1471,923,0,5,2277,1239,1000,820,1314,0,3590,1055
493,845,1734,410,1102,1123,0,2084,0,437,1633,530,0,693,0
494,554,0,186,96,178,0,467,227,0,195,160,3,0,17
495,4487,2294,1878,2474,4093,1677,4075,2967,2373,3189,2517,11440,3986,3208
496,113,273,303,352,272,7,566,163,214,50,136,0,313,266
497,213,74,42,57,59,0,0,56,46,42,0,0,0,58
498,2784,1168,746,1143,1256,0,5351,1071,595,0,0,0,3393,1135
499,309,895,782,877,289,0,1911,320,515,0,549,0,1119,0
500,546,167,212,165,143,3,387,170,186,156,331,0,520,145
501,3979,2123,2822,3011,2429,0,8495,2149,2638,0,2305,4932,2189,1726
502,200,192,195,52,172,2,380,127,62,177,0,0,540,149
503,110,49,42,44,56,0,171,70,53,69,65,0,172,47
504,1829,971,0,1239,1451,1,4121,1129,1348,1046,1519,6,0,996
505,671,678,0,793,0,0,3893,989,993,1041,761,0,595,0
506,484,52,294,137,0,1,543,359,232,112,307,3,495,125
507,3807,2822,2774,2940,1023,0,0,0,1895,2979,2667,14895,5467,1716
508,147,252,263,287,318,6,275,0,0,164,209,4,420,221
509,163,68,43,74,53,0,169,66,63,70,61,0,0,41
510,1363,1073,1137,1034,1039,5,4324,1112,1271,0,0,0,4459,1140
511,0,426,696,204,365,0,351,913,153,1870,0,0,1285,634
512,441,46,186,207,172,2,441,0,208,167,397,5,0,88
513,5545,1179,3056,2623,0,6670,7028,0,2363,3100,3227,6630,2518,3047
514,0,184,0,74,182,2,284,315,192,0,0,1,0,125
515,197,67,0,58,58,0,159,58,58,80,65,0,194,60
516,3857,1099,1034,814,1035,7,3376,1007,0,859,1342,0,2347,1034
517,1609,261,278,1241,741,0,0,790,740,0,510,0,945,691
518,592,304,191,144,298,1,438,0,247,132,358,0,509,163
519,3359,2641,3071,2443,0,9084,0,2078,2488,2417,2049,0,2701,2444
520,421,204,214,146,168,0,0,303,241,456,147,1,0,324
521,183,66,64,67,0,0,187,57,38,62,35,0,163,68
522,3811,1189,1281,1327,1181,10,3281,1140,861,730,1517,10,3970,939
523,0,429,556,1342,688,0,1118,272,584,1177,159,0,602,935
524,451,0,169,178,186,5,507,245,0,135,28,0,432,65
525,1566,1912,2923,2882,3377,0,4918,1981,2623,2766,3387,7195,4152,3190
526,328,181,203,285,94,2,569,92,216,49,75,0,325,280
527,162,54,52,57,46,0,168,63,43,62,53,0,158,66
528,3449,0,1552,561,1232,3,2089,998,1234,1455,1226,0,1870,1051
529,861,622,197,560,576,0,1570,0,495,1608,359,0,0,182
530,449,307,242,172,394,0,531,378,368,130,198,3,427,0
531,3597,1567,3581,2843,2666,11467,4058,0,2070,3148,2815,10828,2716,1372
532,283,277,215,267,252,3,261,405,121,233,203,1,463,131
533,150,62,69,60,50,0,202,63,60,0,43,0,161,62
534,3013,1140,983,1150,1251,0,2043,1222,1140,1118,1321,4,1379,1040
535,1009,642,346,131,592,0,303,0,1244,124,0,0,989,578
536,466,429,263,112,157,0,540,313,49,0,193,0,395,176
537,4336,3322,2791,3002,2526,8428,2980,0,2547,2374,2511,0,4433,2111
538,162,273,223,135,0,8,456,174,318,53,268,0,459,81
539,126,49,41,0,68,0,237,0,79,66,59,0,187,60
540,4247,1122,525,964,1150,0,2504,1043,1048,1119,1012,8,4064,1176
541,936,622,661,1115,64,0,525,902,240,949,558,0,740,337
542,472,0,219,145,0,1,429,224,145,160,218,4,357,220
543,6021,3199,1413,2618,954,11113,3547,2616,2431,3027,0,3451,3625,3573
544,178,272,265,307,150,6,302,365,203,0,331,3,246,103
545,181,59,32,76,62,0,202,63,53,73,35,0,156,57
546,3123,1035,803,1140,925,6,2989,1160,1097,827,1124,0,3466,0
547,1259,341,0,1029,1157,0,2064,946,878,557,443,0,1317,0
548,414,0,65,118,0,5,434,93,140,110,260,1,509,0
549,3619,2274,3106,3233,2672,9409,5206,2139,2208,1969,3747,3280,3611,0
550,315,294,295,322,0,2,139,235,248,0,209,1,339,297
551,184,0,51,56,47,0,224,55,40,73,61,0,148,55
552,3361,1016,938,915,1137,8,3366,1087,0,1026,938,2,3893,1420
553,936,402,1028,0,365,0,1697,158,512,12,473,0,0,809
554,531,243,187,0,257,0,437,147,245,156,255,1,0,120
555,0,2475,2428,2949,2957,7150,4697,1235,2987,2535,1561,0,4750,1883
556,319,273,201,17,123,0,334,151,92,123,0,5,599,278
557,200,48,42,62,62,0,179,52,63,71,52,0,210,63
558,3366,1085,954,614,752,0,3571,0,1063,1417,932,0,3059,1008
559,1458,721,1038,0,128,0,1950,0,1025,598,934,0,0,19
560,487,264,0,162,148,4,453,0,206,156,0,0,541,241
561,3400,3313,2633,2560,2020,4778,4096,2867,1386,2734,3101,10241,2703,1959
562,319,176,213,264,131,1,215,250,318,235,172,0,366,222
563,176,61,55,60,53,0,158,47,40,50,56,0,0,60
564,3066,1167,745,829,879,0,2909,966,969,644,1310,20,4464,920
565,0,620,657,271,658,0,1195,164,231,100,437,0,0,712
566,528,83,104,133,189,2,437,218,155,167,176,0,508,235
567,4090,1816,2629,3194,3939,9167,4192,2316,3426,3040,2219,9120,3689,2884
568,215,140,227,292,237,0,279,241,24,96,208,5,560,229
569,217,55,50,73,57,0,132,0,59,44,56,0,188,63
570,2149,1024,1075,0,1251,0,3170,1087,1008,1253,959,0,4229,1043
571,445,15,635,0,59,0,1154,1606,1339,562,0,0,1089,1167
572,512,171,139,188,220,0,298,0,179,147,113,0,408,195
573,3950,3439,1982,2669,3680,9421,2385,3026,2674,2259,3413,2445,0,2175
574,229,0,52,357,0,0,403,257,217,341,191,0,416,81
575,161,59,78,64,66,0,222,64,58,55,55,0,165,57
576,2880,0,1065,1079,1277,5,4797,1076,1060,874,988,2,3585,1026
577,0,0,101,743,747,0,997,1323,703,0,439,0,0,447
578,474,225,179,138,0,1,453,79,216,103,214,0,0,242
579,5702,2285,2184,0,0,3892,6130,0,2967,2900,0,0,2822,0
