N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,295,1591,669,995,442,0,893,0,650,626,323,0,1484,783
170,353,295,207,117,266,0,427,0,218,214,204,4,505,259
171,3643,2062,0,2418,0,6863,6238,3067,2312,2776,0,8598,6409,2428
172,717,248,277,79,111,8,280,84,212,432,179,0,489,109
173,147,65,68,43,52,0,157,71,52,52,61,0,189,67
174,2349,997,930,988,1616,2,3569,1080,1228,1279,1058,3,5172,1106
175,390,1077,496,1321,413,0,1230,834,741,430,0,0,0,116
176,460,147,114,151,0,0,385,27,193,141,260,4,470,236
177,1941,1916,2782,3165,3956,5791,4511,3178,3292,2576,2234,0,7108,1839
178,0,235,330,121,149,5,409,210,209,461,138,0,390,234
179,165,53,55,52,59,0,126,54,80,0,55,0,178,51
180,4423,1030,972,1248,0,7,4928,1175,882,688,1229,0,3638,0
181,0,619,502,0,316,0,1976,562,1108,375,696,0,1483,685
182,414,105,202,97,130,1,315,25,332,155,361,0,454,211
183,2318,1968,0,2973,0,7469,3342,1066,2769,2644,3849,9256,0,3172
184,455,337,342,420,0,0,129,216,220,331,89,1,323,0
185,120,51,65,71,49,0,210,53,54,43,0,0,197,65
186,2629,1086,1152,0,1216,0,4198,945,1003,0,1265,4,2581,1151
187,0,509,826,0,375,0,378,74,574,1984,804,0,2247,460
188,459,0,205,198,102,0,404,0,150,221,127,4,411,215
189,0,2239,2868,2940,3012,0,6541,2744,2940,3071,2447,6232,2970,2601
190,169,230,176,0,107,0,234,193,199,57,117,0,402,170
191,140,59,85,0,52,0,189,49,54,59,0,0,183,56
192,4547,1016,723,1071,1361,4,2883,1099,1075,851,1211,1,3332,1065
193,1667,472,635,1316,217,0,0,296,271,1023,1028,0,0,773
194,460,0,218,96,224,0,528,5,230,183,238,0,460,53
195,3631,2293,3032,2382,0,9080,5330,2378,0,2497,3898,11077,5049,200
196,278,222,180,403,168,2,539,217,167,281,117,0,474,169
197,126,63,34,0,49,0,168,62,20,70,68,0,141,53
198,2906,0,1217,1322,1103,0,2932,0,0,859,1117,0,3243,1092
199,2323,456,708,451,384,0,1003,288,629,1066,656,0,257,199
200,426,47,226,147,289,1,487,206,282,155,172,3,477,80
201,4684,2835,3228,2825,2130,8408,4404,2380,2581,2593,2698,1662,4306,2647
202,402,192,348,0,219,0,342,0,98,155,227,7,223,255
203,123,0,70,53,53,0,159,67,58,39,48,0,0,46
204,3224,929,734,0,945,2,3134,1061,834,977,1127,4,3592,1147
205,619,0,336,906,64,0,1639,719,694,1023,247,0,1854,968
206,490,134,128,140,309,0,433,0,0,150,0,2,529,189
207,5505,2141,3466,3223,3358,1970,3685,0,2712,2714,1275,5594,5704,2762
208,217,230,0,104,102,3,498,160,0,204,246,0,451,293
209,140,53,36,59,0,0,217,54,74,70,0,0,137,61
210,3304,0,767,1082,1172,9,2386,1126,647,1107,1167,4,2937,1076
211,2916,1250,702,784,581,0,1405,652,0,719,858,0,682,0
212,479,27,227,149,318,2,0,152,168,0,128,0,459,266
213,4044,2545,3167,2717,4419,4933,0,1678,3601,0,0,8361,1949,3023
214,529,0,331,216,172,2,348,0,411,385,217,0,446,212
215,196,49,45,61,0,0,144,47,58,70,0,0,248,56
216,4031,1164,1264,0,0,5,0,1049,652,1404,927,1,3456,1195
217,0,796,0,771,0,0,1702,475,384,472,0,0,947,743
218,463,163,143,139,295,1,445,135,155,100,107,0,415,109
219,3394,2118,2973,2903,0,464,3734,3261,3642,0,2176,3795,2428,1717
220,531,217,373,449,134,1,367,369,97,360,208,0,463,179
221,183,60,57,62,55,0,211,0,51,63,49,0,227,67
222,1541,0,772,1110,0,10,5337,1023,660,0,931,11,0,995
223,2754,569,392,1639,635,0,162,1024,992,1203,448,0,1143,0
224,376,219,149,194,389,0,529,226,106,117,0,2,0,208
225,2909,0,2550,2142,2568,5256,3997,0,2525,2952,2711,9847,5132,1088
226,336,371,263,260,177,5,185,243,281,124,308,2,340,261
227,147,48,0,45,53,0,154,51,51,69,58,0,167,55
228,3151,1176,777,964,1374,0,5301,1051,1266,707,1073,5,3391,941
229,1052,0,856,744,0,0,1213,650,853,295,980,0,273,197
230,328,261,277,133,190,0,547,125,283,146,179,4,452,40
231,3284,1875,2636,3039,2909,6690,2545,2202,2593,0,2912,11585,5413,2235
232,218,332,87,0,0,0,443,239,234,0,221,0,267,274
233,0,63,0,48,58,0,227,53,46,44,54,0,178,45
234,1427,1001,1275,1125,1014,7,2682,1266,1082,1212,901,4,3040,1072
235,358,814,0,299,331,0,900,200,524,117,304,0,725,428
236,364,170,0,183,225,1,0,134,210,201,333,0,0,249
237,0,0,2430,2407,4022,10890,3587,1753,3435,2741,2196,4045,3518,0
238,398,184,305,24,130,8,431,270,185,79,134,0,111,90
239,176,59,0,0,57,0,155,59,43,56,54,0,189,61
240,0,981,1295,1037,963,0,1831,1132,1185,1004,1257,0,2361,1130
241,0,658,920,578,0,0,1821,82,726,1472,408,0,444,762
242,496,263,230,117,87,0,491,203,143,130,237,0,514,0
243,0,2081,1857,2444,2731,5703,3496,2018,3494,2588,3068,9685,3183,2273
244,361,313,316,250,102,0,203,148,291,146,292,4,254,113
245,144,68,54,81,54,0,221,46,50,63,0,0,216,44
246,2840,0,935,771,1379,6,3447,1110,940,0,1388,0,5029,1098
247,625,0,0,1242,0,0,1199,477,698,609,655,0,1507,1087
248,485,182,0,112,107,2,418,365,0,163,220,2,426,320
249,4734,1552,2260,3097,2475,7753,2735,2705,3790,2745,2907,10150,6471,2670
250,0,203,0,275,211,0,322,210,231,195,207,0,0,236
251,165,47,61,70,0,0,199,54,55,0,45,0,151,61
252,1342,1201,1499,1210,871,6,2709,1054,1196,1351,1162,6,2873,1098
253,713,1286,661,1344,203,0,1116,626,633,1008,569,0,0,1235
254,479,105,282,0,127,0,461,200,196,103,195,2,604,6
255,3824,2338,2572,2688,1918,5384,0,1221,0,2848,1982,3164,0,2107
256,291,238,232,454,157,2,388,240,182,0,95,1,404,124
257,168,0,0,61,44,0,183,57,42,67,62,0,194,69
258,3894,1065,1388,838,937,1,3083,1050,1289,639,1264,0,3410,1060
259,803,669,1270,331,372,0,777,797,780,276,696,0,685,836
260,560,95,0,135,246,0,0,133,101,156,198,2,422,79
261,4468,1317,3329,2725,1232,14446,4026,3590,2914,2814,1778,9272,1218,0
262,194,170,357,314,0,0,158,312,227,0,218,0,137,215
263,192,55,75,59,0,0,133,75,70,55,49,0,190,56
264,0,1040,1114,1008,1277,3,3584,1156,997,939,1043,1,3587,1043
265,1459,32,771,169,567,0,460,245,325,1914,459,0,1561,705
266,458,124,0,153,253,0,568,273,125,177,71,2,489,227
267,5517,2448,2623,2878,0,7389,4206,3192,3013,2838,2676,0,3617,0
268,474,230,246,340,203,2,223,257,201,290,255,4,389,146
269,0,61,60,66,52,0,146,52,55,54,69,0,178,60
270,2533,1109,617,968,0,8,3369,0,925,1059,1549,8,2928,1114
271,1961,0,556,596,166,0,0,149,561,491,265,0,479,331
272,526,138,318,0,295,0,503,154,200,94,0,1,516,129
273,4489,3016,3682,3762,1931,0,3078,2435,2873,2890,3306,0,2358,1743
274,213,208,256,379,251,5,475,247,226,265,183,0,0,148
275,194,57,35,45,61,0,173,55,61,60,38,0,164,54
276,3163,1100,1091,1308,978,4,1507,1006,853,936,1435,16,3881,1142
277,1798,971,390,601,801,0,1189,765,540,1530,39,0,1389,270
278,461,0,264,137,217,1,397,235,169,177,121,0,562,186
279,0,3148,2099,2840,371,0,5189,2539,2747,2416,0,0,0,2451
280,471,329,251,351,335,1,195,232,352,249,229,0,569,297
281,196,58,72,59,54,0,129,65,63,58,68,0,0,42
282,0,986,1291,1384,1184,0,0,1101,1223,1233,1023,1,3886,1017
283,865,1041,656,505,0,0,852,0,957,371,253,0,2971,427
284,473,235,261,115,374,1,421,235,244,145,345,0,588,228
285,3323,2670,2815,2742,3500,13508,1096,2730,3500,0,4044,6692,4179,2450
286,294,145,115,132,204,0,0,216,213,0,0,0,0,277
287,203,59,0,66,69,0,0,69,50,0,53,0,150,61
288,1839,942,1522,1105,1562,1,2234,1002,1296,861,863,10,3874,890
289,146,1406,183,673,180,0,1137,1417,746,912,0,0,591,453
290,568,25,117,105,227,0,448,239,221,137,233,0,0,143
291,6525,3039,2461,2889,2923,9131,3637,2333,3513,2546,1754,8494,3071,2274
292,399,137,306,166,159,6,404,262,287,514,208,0,331,0
293,184,41,0,56,38,0,164,66,74,51,69,0,212,54
294,3187,930,1166,935,799,3,3138,1044,1046,1662,1205,14,3245,972
295,23,893,662,606,440,0,101,1194,416,992,453,0,0,822
296,460,0,205,164,255,0,589,333,230,126,313,0,597,225
297,5674,2335,2848,3071,0,8707,4728,2120,2443,3103,1985,3581,4746,1048
298,29,201,0,0,199,0,668,100,304,185,0,0,143,216
299,159,63,53,0,0,0,188,0,70,51,51,0,137,67
300,3435,996,827,0,902,0,2214,1085,1078,972,1522,0,2849,1014
301,0,555,535,845,770,0,2124,1322,844,941,502,0,2632,0
302,0,314,127,0,357,0,399,0,122,105,35,0,470,0
303,3058,1475,2215,2717,1635,8299,1457,2492,3290,2772,4187,7759,3238,1355
304,527,186,213,68,150,5,334,353,159,18,49,0,0,375
305,0,50,0,54,46,0,131,52,52,70,69,0,147,69
306,3856,1078,1064,1422,1366,0,2704,1173,965,778,1058,1,2971,1059
307,452,751,632,1027,384,0,0,317,588,879,664,0,0,137
308,527,214,236,171,0,0,460,151,239,96,351,0,476,209
309,0,3152,0,2797,3350,5798,3911,1319,1325,3082,0,18221,5200,0
310,497,307,166,45,238,1,213,248,309,173,0,4,354,143
311,173,62,47,65,57,0,212,59,57,71,73,0,183,50
312,3767,0,1481,979,1208,1,2621,1126,1423,1067,1330,0,3214,1074
313,377,409,807,0,456,0,2185,0,190,0,531,0,0,1202
314,588,0,246,98,250,2,327,140,191,196,301,0,507,128
315,4123,2153,1967,3171,0,6275,2000,3391,2756,2867,2991,8149,5129,2907
316,430,210,257,230,126,6,318,129,213,243,270,4,0,0
317,221,56,43,63,56,0,176,48,65,64,53,0,166,60
318,1686,1048,0,1176,875,10,2567,1180,1123,1400,1463,0,3306,1014
319,0,0,800,639,267,0,0,1346,209,849,926,0,677,1360
320,508,144,207,143,2,3,559,0,272,156,252,0,529,207
321,0,3366,2588,3364,2511,4240,4048,2164,2663,2541,4179,7113,5238,630
322,390,123,229,81,90,1,214,0,356,0,0,0,295,128
323,159,69,53,81,59,0,145,55,51,61,49,0,161,50
324,3758,1099,969,657,1217,0,2774,934,1357,637,0,3,2734,1037
325,0,820,481,0,0,0,0,0,590,0,395,0,564,927
326,0,361,171,0,43,0,554,367,0,187,324,4,470,143
327,0,766,4129,2811,2849,7712,1887,2529,0,2634,2379,6611,6201,2501
328,556,276,202,93,153,1,181,179,444,0,128,0,209,278
329,233,67,71,53,60,0,142,0,49,62,54,0,163,64
330,3526,1195,1281,959,1346,7,1688,1035,0,1082,829,9,4406,964
331,1723,1542,408,276,494,0,0,465,693,494,156,0,964,1446
332,533,142,188,0,0,1,469,253,212,138,141,0,0,151
333,5326,3190,2199,2758,1228,5050,5978,2584,1796,2851,1863,6232,0,2959
334,256,0,76,333,0,0,319,128,26,480,174,5,324,267
335,203,0,65,71,57,0,200,55,57,53,57,0,181,55
336,2303,1157,0,936,927,0,1826,1034,631,599,948,0,2755,1169
337,2077,286,924,922,535,0,0,0,541,710,0,0,2242,1214
338,352,61,209,152,237,0,418,240,214,132,47,0,539,137
339,4403,2082,2540,0,0,4354,3812,658,2546,3411,2081,8738,3152,4043
340,430,238,252,193,141,0,394,0,197,521,192,0,358,229
341,147,45,0,68,55,0,123,66,42,0,52,0,161,74
342,3460,0,1282,1374,1024,0,3801,1106,1496,1052,1144,0,2946,1005
343,2091,337,582,938,964,0,968,791,379,391,0,0,0,626
344,506,202,275,143,224,0,492,209,142,128,157,0,505,149
345,5532,3493,2607,2552,2683,991,3674,1940,0,3152,2811,6708,2762,1568
346,326,0,269,195,128,0,269,317,237,300,234,4,0,272
347,0,62,71,0,53,0,123,54,49,55,64,0,0,60
348,0,0,989,1206,1273,7,2510,1093,0,0,1224,10,2021,1140
349,1632,1158,1053,1039,268,0,1197,295,879,286,552,0,0,0
350,525,231,248,129,231,4,462,247,180,112,0,0,0,316
351,6119,0,2264,2573,2318,6440,4422,1326,3237,2725,1896,12347,1427,2978
352,227,262,294,294,230,0,555,0,0,93,161,5,0,79
353,161,49,54,50,57,0,165,57,64,60,0,0,238,0
354,4729,1325,760,824,1216,2,3656,1043,786,1106,1178,0,5239,1141
355,505,940,1322,2,688,0,2284,868,350,312,1204,0,2465,1055
356,447,116,241,0,192,0,531,192,118,164,227,2,458,170
357,3125,3725,3514,2764,2381,0,4538,1017,0,2347,3613,926,5382,2520
358,354,322,191,395,185,0,494,0,435,382,69,4,312,150
359,0,36,0,58,62,0,146,55,55,73,41,0,145,56
360,1571,1051,808,0,1061,4,4134,989,854,1105,811,0,3014,1075
361,940,301,720,261,869,0,0,0,212,638,0,0,0,903
362,476,0,222,156,182,5,437,263,0,113,134,0,393,53
363,2885,3513,0,0,3593,9508,2416,1324,2616,2380,1899,10111,1603,2495
364,115,184,157,368,183,0,482,91,217,254,127,0,438,408
365,166,56,52,64,0,0,208,49,68,65,50,0,230,47
366,4591,1017,839,0,1452,0,0,1147,1032,0,1172,0,3404,1015
367,654,599,369,0,643,0,1456,206,237,298,845,0,355,0
368,521,179,60,210,24,0,474,111,0,112,270,3,352,167
369,5524,2695,3187,3055,1637,7338,4222,2113,2776,2934,1898,7132,4070,2187
370,270,138,308,0,270,7,0,340,0,256,124,4,281,219
371,120,62,60,61,42,0,154,59,56,65,0,0,186,60
372,1649,1068,0,1031,0,0,3778,1146,723,630,1463,0,3139,976
373,1326,873,688,621,874,0,1718,756,794,1058,762,0,0,0
374,434,216,259,140,196,2,484,195,214,143,275,2,441,313
375,3752,2499,2202,2434,3478,0,1269,2723,2925,2985,3494,5383,5501,1478
376,414,130,318,173,170,1,513,56,306,205,194,0,207,243
377,169,52,48,61,68,0,173,58,69,70,49,0,201,56
378,1803,959,1000,0,1348,5,3556,0,0,1083,1512,0,3051,917
379,0,0,1032,570,241,0,1594,693,803,0,243,0,1846,0
380,630,297,261,175,183,0,432,299,202,105,297,2,512,0
381,6201,1932,3555,2465,3074,6725,3027,1926,2126,2676,2281,0,2464,2307
382,0,258,0,0,177,1,142,216,383,270,301,0,187,185
383,136,54,49,60,55,0,189,61,65,72,71,0,219,58
384,2120,1130,844,1077,0,0,1929,1191,1493,1077,1298,0,3161,1027
385,1990,0,597,836,518,0,1476,1390,808,1269,869,0,512,585
386,434,157,247,125,271,0,438,150,128,132,399,4,0,81
387,2173,2241,2836,0,2705,2652,3123,1928,0,2140,3341,3859,5900,2112
388,251,363,314,0,247,0,349,37,234,44,281,0,309,307
389,184,64,58,72,58,0,193,52,48,62,50,0,179,60
390,3754,1238,823,1034,1128,4,3622,1253,990,910,1406,0,2715,1102
391,0,0,661,342,761,0,1435,1537,921,1131,178,0,1554,0
392,532,80,226,147,220,2,589,165,167,160,75,0,451,265
393,4544,2618,1859,3213,218,0,3442,1860,3125,2145,4330,4259,2559,2667
394,287,0,400,314,133,0,386,0,282,143,287,0,503,357
395,159,63,50,56,54,0,154,54,43,62,70,0,120,55
396,3204,0,1130,1180,0,12,1820,1041,1020,990,1291,2,0,1164
397,655,704,812,621,741,0,0,0,546,13,895,0,1822,1018
398,420,166,217,137,163,1,0,165,291,0,161,2,582,0
399,4401,1727,0,2278,2073,8006,2792,1696,2565,2637,2902,0,3985,2448
400,369,126,276,403,191,4,453,322,259,374,223,0,271,346
401,180,57,58,0,0,0,185,61,55,54,65,0,159,70
402,3346,992,1566,1331,935,1,3746,1253,890,971,1292,3,4181,1054
403,1715,480,682,0,111,0,1082,0,0,503,605,0,0,0
404,438,134,316,117,32,0,376,49,164,110,0,4,514,258
405,3811,1410,0,3091,3061,6122,4516,3564,0,2842,1135,0,3905,1168
406,295,318,248,414,169,3,213,237,0,0,115,0,345,0
407,0,0,0,65,67,0,170,57,63,63,0,0,196,56
408,2946,1112,933,1115,1114,12,958,1078,0,1082,1365,7,3094,1015
409,988,720,1193,1247,87,0,445,647,820,1631,676,0,1291,0
410,491,208,99,143,252,0,405,88,225,96,283,5,418,272
411,2678,1870,0,0,2002,9318,2395,4021,2662,3006,3437,8663,2303,1987
412,509,197,256,319,63,0,0,0,171,0,206,3,173,0
413,120,59,59,56,0,0,158,54,34,63,55,0,0,53
414,2900,992,1081,1161,1179,9,3126,0,922,924,1332,18,3440,0
415,383,88,0,348,1,0,297,1515,554,742,570,0,2025,793
416,396,299,199,159,75,2,0,173,232,139,144,0,0,0
417,5217,2171,3212,2569,4052,5202,5519,2264,0,2510,2890,5176,3303,2695
418,344,266,41,439,149,7,504,243,23,323,93,0,573,162
419,165,55,64,0,58,0,247,63,35,63,71,0,207,40
420,3343,1063,887,795,955,17,0,0,0,534,1034,5,4117,0
421,1448,1409,416,226,547,0,872,314,892,820,354,0,1406,0
422,507,14,278,134,406,0,477,127,0,134,0,0,602,230
423,5392,0,2461,2819,1883,3115,5354,1590,3014,2616,3443,0,5170,1575
424,317,150,251,327,220,3,151,0,357,437,260,2,408,271
425,175,61,54,41,0,0,174,49,56,0,64,0,195,56
426,3868,1102,1113,714,971,5,4281,1113,964,0,1407,0,0,978
427,0,1360,830,12,747,0,357,1018,717,50,630,0,1600,514
428,0,180,113,130,111,3,434,45,148,95,273,0,453,0
429,4988,1080,2177,2450,2600,11090,0,2339,2189,2894,2613,11955,5910,2748
430,137,186,279,121,133,3,146,259,229,279,174,7,205,313
431,162,53,32,54,58,0,143,58,0,48,53,0,0,0
432,2730,991,1371,873,1146,0,2903,1004,0,1265,1134,5,3536,872
433,1079,1095,553,509,277,0,1484,613,1043,487,653,0,327,665
434,457,245,189,148,165,0,440,72,288,119,217,0,486,246
435,3966,2646,1960,2812,1470,2171,0,2353,3273,2925,2635,9171,2168,1639
436,341,89,139,166,101,3,627,195,0,268,267,3,0,193
437,135,55,0,61,46,0,185,0,58,79,58,0,166,64
438,4203,1235,979,0,1222,5,3495,1192,1057,1360,1224,0,4812,1068
439,0,697,615,1498,702,0,713,0,0,0,89,0,2508,408
440,373,255,160,186,209,0,500,137,111,82,331,2,478,1
441,3315,1971,3012,2859,2432,3505,3756,650,3243,3589,803,12175,4856,0
442,455,251,141,34,242,2,283,172,148,139,242,0,242,314
443,161,63,0,46,55,0,202,57,69,70,41,0,176,52
444,3023,1067,970,802,1159,0,4367,1081,1149,0,1249,0,2754,1020
445,170,1034,931,939,537,0,1304,362,567,826,803,0,2554,251
446,385,0,262,151,0,1,411,227,94,137,248,1,439,0
447,3949,1808,2652,2734,2093,8627,4393,3302,2229,2891,0,0,4208,3562
448,526,232,233,100,0,0,316,257,325,202,156,2,365,354
449,162,67,68,71,59,0,146,63,56,75,55,0,0,56
450,2572,1232,1026,934,1293,0,3655,0,726,919,1385,15,2690,1075
451,1496,713,908,1072,254,0,347,824,555,0,187,0,819,732
452,528,241,122,144,75,0,543,253,216,166,0,1,432,0
453,0,0,0,2836,3474,0,3228,2452,2508,2355,1940,3495,2255,2294
454,480,93,154,100,181,0,419,261,356,0,392,0,586,225
455,251,59,44,79,45,0,0,46,58,56,57,0,169,45
456,4025,1097,1212,823,1134,2,3004,887,1103,713,1663,0,2537,1101
457,854,174,655,530,206,0,1156,801,422,1597,0,0,158,341
458,492,178,247,144,0,0,474,80,137,128,143,0,572,0
459,4175,1684,2471,2588,2774,29,0,1179,3211,2504,942,10257,0,2389
460,352,308,129,244,129,0,331,239,97,295,160,2,323,0
461,121,56,68,69,68,0,175,58,37,60,44,0,152,60
462,2443,1080,899,641,851,0,0,1091,1084,983,1291,8,3545,880
463,648,721,778,1120,833,0,680,790,840,1018,0,0,1990,560
464,478,273,205,168,5,3,490,29,151,189,302,0,499,188
465,5336,2584,3166,2134,3095,4539,0,1130,1911,2644,3121,12864,2694,1632
466,596,55,201,158,115,1,548,243,306,261,249,0,532,152
467,192,74,49,69,60,0,179,0,70,67,0,0,172,62
468,2273,1002,927,935,0,0,2994,980,0,1091,1261,0,0,1097
469,1447,0,354,1525,393,0,445,779,0,0,817,0,2403,675
470,511,401,102,185,228,0,466,86,164,100,162,1,409,274
471,4462,2856,0,3044,3763,7279,3813,1983,2692,2125,1047,1421,4565,2933
472,154,273,228,112,213,1,567,207,157,3,225,6,0,177
473,210,0,48,64,62,0,0,70,58,68,47,0,218,56
474,4845,1160,919,998,1051,6,2611,1011,906,940,1148,7,2951,999
475,413,41,443,346,0,0,690,1273,605,1270,0,0,0,359
476,395,90,297,146,184,5,487,129,234,0,312,4,468,26
477,2629,943,3341,2451,3333,12321,4301,1799,3038,2571,3003,68,4501,1792
478,295,212,164,140,197,0,304,105,127,254,1,0,308,152
479,216,53,0,64,51,0,140,63,72,68,54,0,0,54
480,3924,1001,1052,901,1415,7,1899,1024,1285,841,1213,0,3400,1096
481,0,0,742,415,863,0,1596,842,694,1058,309,0,1496,453
482,504,353,147,158,236,0,548,0,240,121,0,1,511,252
483,3832,2381,1803,3179,0,7376,1675,1877,2729,2712,3826,10621,7310,1385
484,444,378,286,156,173,1,291,130,229,340,244,0,360,43
485,194,58,65,48,0,0,135,54,51,52,46,0,166,53
486,3311,0,980,1049,1183,5,3527,1094,988,1327,1356,0,0,1239
487,1163,232,188,1263,518,0,1809,219,658,713,345,0,1591,829
488,441,249,263,150,228,1,369,156,159,150,94,0,492,134
489,4278,2686,1824,2706,1903,11018,6497,2195,2653,2683,1188,6412,3600,1010
490,448,108,290,390,60,5,218,225,258,0,0,9,444,250
491,213,59,53,76,45,0,154,65,63,66,49,0,182,66
492,2479,1080,933,0,1185,3,3933,1124,1059,0,1231,0,4758,0
493,668,954,422,218,1264,0,1009,852,682,420,606,0,1804,655
494,525,227,237,192,138,1,545,0,77,0,0,2,502,336
495,5575,1552,3336,3111,3567,0,0,1836,2768,2917,1902,8221,4840,1834
496,0,238,194,211,247,3,496,292,222,0,48,0,536,111
497,130,39,66,46,43,0,193,66,76,61,45,0,171,71
498,4091,1166,957,1084,1132,7,3600,1006,1073,781,0,0,3338,0
499,1796,0,654,776,401,0,0,0,0,0,0,0,0,155
500,511,398,175,146,265,1,475,0,243,0,181,3,408,143
501,5162,1377,3314,2859,0,6452,3144,2107,3067,3210,1291,4409,4062,2473
502,0,278,241,132,139,0,508,99,186,197,208,0,742,99
503,128,62,26,65,58,0,0,67,54,51,59,0,176,58
504,4590,1102,1227,1144,1214,7,2556,1264,925,840,1216,2,1902,0
505,114,0,382,819,439,0,0,314,506,678,499,0,696,483
506,491,317,142,201,184,0,467,297,240,137,264,0,662,54
507,5041,2407,2373,2124,3132,3595,5469,1264,3073,2742,1847,4779,6380,2266
508,273,230,358,407,235,2,285,266,244,302,169,0,553,235
509,187,53,62,66,54,0,209,56,0,70,51,0,117,0
510,3026,1112,1065,804,1060,0,1593,1037,1166,1102,1179,5,3954,979
511,2334,0,0,441,301,0,909,0,500,471,0,0,1294,880
512,598,140,86,154,136,6,437,173,250,169,201,0,558,245
513,3064,1394,2744,2953,4233,10364,4171,2409,2042,2853,5145,1590,5199,2068
514,468,261,276,141,0,2,287,61,15,380,0,1,292,216
515,183,47,64,52,0,0,160,57,43,66,63,0,168,61
516,3776,1068,1284,1198,897,0,2419,1168,0,905,1333,0,2785,852
517,357,0,0,9,505,0,1738,624,774,571,1109,0,2849,415
518,0,145,270,169,164,3,398,0,160,114,250,5,498,183
519,0,1905,3238,3194,2245,8735,0,2897,0,2911,2678,4645,5594,3091
520,0,208,238,264,240,0,109,201,0,152,174,5,423,215
521,0,64,63,64,58,0,224,60,60,68,0,0,212,53
522,0,1251,1076,1053,1202,0,0,1081,758,936,1127,4,1631,1087
523,1337,973,629,766,643,0,1548,0,678,1541,799,0,0,254
524,487,55,163,151,125,0,386,255,225,137,249,0,403,102
525,3526,1913,3137,2303,3685,0,3670,2743,2108,3265,1379,9943,3851,1546
526,523,158,249,375,211,8,307,316,438,367,287,0,483,133
527,0,46,69,63,40,0,179,65,64,73,56,0,209,61
528,3302,1101,1017,823,1135,0,3264,1242,819,1181,975,3,4247,962
529,748,1075,666,997,928,0,682,342,205,778,669,0,1834,411
530,524,128,217,176,201,0,388,244,0,185,240,1,497,96
531,2965,870,2799,2950,1758,5438,3469,2678,0,3157,3463,7353,5068,0
532,235,240,144,160,286,2,250,175,158,0,253,8,279,318
533,184,52,0,61,44,0,157,50,79,68,51,0,183,68
534,2729,1114,733,987,1025,0,3541,1170,792,1256,1439,0,2595,1072
535,319,1498,544,0,868,0,2396,1068,423,1144,1042,0,109,696
536,481,66,154,153,0,3,463,298,263,150,108,0,403,328
537,4683,0,2182,2851,2568,7620,4378,1122,3074,2346,2289,5312,4009,2048
538,468,300,306,0,118,6,513,194,82,328,293,6,401,93
539,217,58,46,76,75,0,0,53,54,71,47,0,182,55
540,1572,1072,1009,0,1381,0,3199,999,920,952,1412,0,3909,1027
541,1078,274,483,1378,563,0,2581,534,670,1034,477,0,779,33
542,554,0,269,165,208,0,481,179,162,135,533,2,479,322
543,3813,1567,2774,2805,2349,7489,4987,2036,0,3152,2771,0,6067,2260
544,297,265,242,425,151,5,466,311,163,320,197,2,264,217
545,115,55,57,34,46,0,217,58,0,82,44,0,137,70
546,4497,0,1108,891,0,0,3998,1057,828,978,0,0,3305,1094
547,0,913,767,739,567,0,2296,1122,525,578,551,0,1414,318
548,451,0,226,147,245,0,477,351,110,188,148,0,555,257
549,5743,1754,2020,2537,2107,6844,1386,3114,2961,2665,1059,8606,7296,1396
550,227,346,315,213,172,2,416,207,489,125,262,0,323,291
551,218,60,59,68,59,0,230,59,46,70,55,0,155,52
552,3345,1107,1247,1058,1422,9,3614,1205,0,1238,961,6,2779,1285
553,1905,0,732,0,549,0,1129,293,490,482,312,0,1776,220
554,0,0,156,184,0,0,483,12,240,166,0,2,0,304
555,1650,2166,0,2871,3611,6599,4034,1342,0,1987,3188,3764,3713,3265
556,81,239,224,371,264,2,613,283,207,117,250,4,747,309
557,208,69,76,0,0,0,150,63,59,67,62,0,202,0
558,4190,1278,1282,0,1263,0,2989,0,1100,754,1686,15,3956,1054
559,1139,582,597,661,779,0,0,0,117,669,227,0,1133,435
560,448,176,155,0,290,0,428,202,224,180,322,1,438,0
561,4191,2100,2412,2522,1849,2552,5086,3026,3302,2480,3005,6261,0,1618
562,273,209,261,422,0,1,352,162,224,236,191,3,293,171
563,231,57,55,0,53,0,181,62,52,69,59,0,159,47
564,3750,1068,1141,1161,1047,2,2573,1244,0,1174,1071,2,3839,1106
565,975,357,1082,702,925,0,969,510,426,595,585,0,1598,935
566,444,178,188,136,292,3,471,0,202,155,304,3,538,263
567,3325,1963,2262,2920,2782,8733,3896,4062,2101,0,2641,7334,7259,0
568,661,187,321,93,305,3,0,89,0,0,238,0,90,157
569,203,84,65,65,61,0,159,57,64,69,49,0,184,0
570,1094,1089,765,851,0,3,0,1065,1277,962,1315,7,1935,1119
571,1555,807,399,1123,399,0,0,895,493,498,454,0,270,841
572,309,255,206,161,300,0,493,194,237,102,129,0,385,390
573,6125,3058,3595,0,0,12044,0,1491,2934,2362,3884,8127,0,0
574,461,182,270,434,0,0,362,93,254,309,191,3,422,182
575,167,45,65,39,62,0,158,59,42,82,54,0,209,61
576,2800,0,1325,1296,1090,0,3463,1004,1064,1205,1233,3,0,1153
577,453,868,841,577,441,0,2018,529,0,682,0,0,0,982
578,0,0,254,152,173,4,483,263,307,164,82,1,477,368
579,6465,3245,2489,2200,3016,8028,3171,2598,2547,2675,2441,6881,2698,1685
580,372,207,197,0,266,5,287,356,350,159,139,0,196,177
