N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,0,753,891,1722,1133,0,0,909,383,1176,541,0,923,0
170,504,156,134,183,300,1,423,147,241,133,0,0,520,208
171,0,1870,3481,2887,2996,7252,2871,2147,2756,2949,2670,6626,6797,1560
172,305,168,366,122,0,4,641,169,335,426,117,4,265,171
173,142,56,68,67,75,0,174,60,45,45,47,0,213,53
174,2758,1053,1025,1071,0,11,1816,1051,782,1326,1223,0,3113,1090
175,1312,568,586,82,384,0,0,491,440,1054,752,0,1140,922
176,539,286,208,115,0,0,0,185,109,0,0,0,441,0
177,5729,2303,2691,2520,3289,15220,3952,2911,3120,0,3233,3243,2597,2061
178,561,327,456,172,154,3,483,226,0,74,228,3,357,199
179,156,51,59,61,58,0,142,50,39,80,43,0,157,66
180,5702,0,0,1084,925,8,4929,1032,1173,856,1277,8,0,1070
181,1654,392,0,0,768,0,1911,523,325,297,506,0,2674,1225
182,368,272,0,71,194,2,498,258,175,189,163,1,518,262
183,3777,2538,2887,2313,1115,0,0,1719,1640,1904,2477,9498,2081,2789
184,0,179,265,365,232,9,11,0,320,0,318,2,546,0
185,199,71,59,0,65,0,121,64,67,55,49,0,112,61
186,0,898,0,1082,860,11,3728,1064,890,0,1076,0,3877,977
187,2389,450,0,1667,709,0,40,0,0,839,172,0,422,20
188,516,170,0,123,348,4,435,232,234,150,179,0,383,277
189,5004,2450,1758,3047,1601,7853,2330,2256,2538,3030,3649,9187,3675,1561
190,344,230,291,139,199,2,196,0,108,229,130,0,450,266
191,232,50,39,0,56,0,231,53,58,75,56,0,162,59
192,4161,1268,746,1135,1229,2,3448,971,1076,1249,1313,0,3711,1043
193,1467,585,295,100,660,0,546,904,789,1246,689,0,1206,930
194,564,274,222,0,323,1,404,214,105,158,237,0,362,59
195,4937,992,2565,2519,0,0,2557,2781,3438,3157,3196,7118,5290,1403
196,0,240,236,0,211,8,133,281,145,425,325,0,624,209
197,185,54,61,59,36,0,186,56,0,59,52,0,218,51
198,2871,0,1002,1138,1067,7,0,1109,735,1340,1431,2,0,1084
199,612,223,482,427,730,0,0,690,78,990,564,0,2463,994
200,519,341,128,126,0,0,503,386,151,0,237,2,377,189
201,2680,2417,2493,2963,3279,6269,5186,2113,2700,3341,3536,7133,5332,1537
202,392,285,273,273,196,0,204,0,171,89,70,3,182,0
203,161,52,69,52,59,0,167,62,52,58,47,0,143,59
204,3043,1126,868,1020,1255,0,3820,0,1359,992,1328,7,3332,1156
205,418,0,651,494,566,0,1566,792,500,134,717,0,519,1058
206,397,190,204,0,194,0,477,212,152,95,294,0,445,203
207,2595,1655,3318,2556,2435,0,4760,2715,3528,2149,1961,3282,0,1666
208,28,325,0,523,0,4,375,164,261,249,273,0,199,153
209,134,58,61,56,63,0,174,44,62,48,48,0,158,61
210,4961,1059,794,1007,1000,11,3830,952,0,1117,1165,2,1992,1084
211,358,1057,540,365,502,0,1158,232,534,260,329,0,856,907
212,398,275,0,146,201,3,0,287,147,134,134,0,426,88
213,4117,787,3223,2359,2561,7779,4349,2234,2619,2816,2699,13424,0,2233
214,573,264,108,257,222,1,344,235,238,266,152,0,183,136
215,160,51,0,74,52,0,241,62,43,63,71,0,182,70
216,5521,909,1108,1075,0,2,3615,887,1049,1230,1381,0,2275,1031
217,1231,0,466,1128,0,0,2069,0,528,261,466,0,0,697
218,395,143,205,124,233,2,356,436,283,132,281,1,428,21
219,5373,1785,3294,2418,1929,7419,3390,1395,2015,2847,2556,7226,4500,2238
220,407,121,225,143,218,0,381,296,255,379,76,0,407,238
221,177,0,63,37,60,0,194,0,0,79,58,0,0,59
222,4048,1117,935,0,1337,1,4281,1308,1263,0,1317,1,2537,1097
223,1143,541,410,732,673,0,1283,190,940,0,0,0,777,0
224,458,343,149,144,0,3,459,135,186,130,371,0,514,18
225,3995,1454,2329,3041,3452,6920,0,3365,2748,2627,1161,6449,836,1521
226,31,271,202,302,211,0,269,224,156,279,171,0,383,254
227,149,54,67,74,63,0,0,64,0,52,60,0,122,49
228,3191,1007,1172,1003,1177,1,3532,1028,721,1050,1253,0,3466,1172
229,432,0,942,1420,287,0,1190,32,705,184,693,0,833,469
230,443,188,234,0,80,0,507,180,183,149,432,0,556,0
231,5980,0,3207,2731,2993,11104,4133,0,2991,2611,2435,8255,6178,2213
232,309,279,114,228,252,2,288,217,216,335,257,3,254,240
233,201,54,47,47,51,0,220,55,38,73,63,0,193,54
234,5120,1090,1201,0,1025,20,2561,995,1053,1060,747,4,2598,0
235,2131,478,615,769,0,0,391,326,763,863,483,0,15,0
236,486,0,127,137,153,4,496,20,122,151,432,7,609,206
237,6111,2522,3339,2324,1302,9371,3200,1566,2543,2723,0,7331,0,3224
238,0,0,292,291,102,0,335,152,154,0,216,2,258,157
239,136,48,60,50,61,0,243,50,68,58,57,0,179,0
240,2748,1173,1217,1242,1461,3,2745,965,1080,840,922,0,2920,1024
241,0,1036,436,666,659,0,0,214,0,528,0,0,1281,1604
242,506,273,215,0,244,2,0,187,217,129,119,1,0,193
243,4044,1910,3997,2907,2417,7594,4375,2107,2574,2574,4119,15233,3289,908
244,334,261,136,331,217,0,384,287,22,104,283,0,328,212
245,137,0,45,73,0,0,164,61,62,74,56,0,131,59
246,1535,1251,1074,0,1259,8,2582,1047,1021,1484,1287,6,3540,1000
247,0,1191,345,758,467,0,1834,1080,276,0,0,0,2027,976
248,425,194,158,132,77,0,425,437,215,145,212,0,589,0
249,3933,2145,0,2672,2997,4248,3656,2075,2189,2370,2543,11466,4989,1979
250,483,300,309,189,43,1,378,169,218,384,103,3,352,249
251,166,48,51,67,55,0,200,56,52,60,0,0,222,56
252,0,1104,1344,852,1219,0,1428,945,921,1169,748,11,4469,1038
253,1912,493,971,438,603,0,7,0,457,2096,671,0,1578,169
254,512,410,198,162,204,6,616,252,148,0,0,0,506,113
255,4320,730,0,2722,992,14780,3802,3033,2768,3100,3136,2800,4691,820
256,272,81,0,355,267,0,0,179,297,207,163,8,490,233
257,173,60,55,64,57,0,180,67,42,0,55,0,0,63
258,3263,1053,1111,1113,1201,0,2783,998,919,0,1144,2,0,1083
259,778,649,910,830,700,0,1762,1535,371,734,262,0,0,561
260,491,161,140,151,165,2,402,105,239,147,115,0,453,85
261,4585,0,2882,2006,2255,7129,4055,0,2497,0,1596,0,3320,1057
262,247,270,201,443,192,0,322,203,182,58,175,3,404,226
263,181,61,50,70,54,0,192,53,55,66,61,0,227,59
264,3272,1006,0,1052,1030,5,3766,996,874,1112,1134,14,4172,1031
265,1292,184,553,191,360,0,0,832,605,550,277,0,2203,706
266,0,354,194,149,228,2,535,280,266,117,94,0,382,0
267,2812,2393,2470,2666,5127,6864,0,2598,0,3073,0,3394,2955,2652
268,330,195,0,216,190,0,239,271,0,210,118,0,116,240
269,0,57,54,0,47,0,187,58,0,49,54,0,155,55
270,0,0,0,729,1036,1,2942,0,986,950,887,3,2167,1005
271,141,724,0,112,135,0,0,65,239,947,437,0,1745,133
272,428,269,241,107,228,0,490,239,230,146,327,1,383,8
273,2862,0,2687,2829,2291,5939,0,2777,2732,3467,2908,719,2707,1835
274,331,145,374,151,262,1,386,307,299,336,148,4,419,188
275,145,0,54,67,65,0,116,42,64,77,62,0,154,54
276,3572,0,1160,1381,1290,0,2576,0,998,1612,1171,4,3743,1174
277,0,761,514,701,386,0,1123,397,1062,476,0,0,1037,0
278,420,216,254,199,273,0,398,47,243,163,382,0,0,103
279,0,2325,2455,1884,1798,6919,4933,1265,0,3145,2255,4110,2895,2948
280,0,183,267,159,191,2,76,361,142,0,213,0,276,257
281,216,72,53,51,38,0,158,66,49,49,0,0,174,58
282,2602,0,1255,953,1311,3,3850,981,884,786,1136,8,2478,1124
283,0,0,455,848,177,0,477,0,942,1521,1214,0,844,535
284,0,113,212,147,287,0,488,115,236,194,266,4,460,109
285,5673,2081,2026,2325,3174,7621,0,2009,2794,2767,2716,9874,5163,2745
286,163,309,158,295,135,6,0,292,294,236,0,0,480,91
287,0,54,83,75,63,0,161,61,52,54,49,0,181,59
288,4121,1034,1288,836,1186,0,3846,0,1067,607,1113,0,3221,1098
289,1928,0,541,0,598,0,907,138,616,802,182,0,0,812
290,0,0,253,0,133,0,437,0,236,189,248,0,522,128
291,5894,0,3890,3168,2494,3793,2373,1723,2647,2796,2581,6475,3122,973
292,289,170,212,208,202,0,194,213,278,128,99,0,290,176
293,228,58,48,66,66,0,207,68,61,84,0,0,182,61
294,3408,968,849,0,1314,0,0,1065,0,1083,0,4,3757,1044
295,0,143,431,943,0,0,2048,735,0,618,0,0,0,672
296,450,237,220,140,495,1,0,144,226,149,0,1,0,439
297,2221,1466,1791,2895,3837,8399,0,2325,2771,2886,602,7875,4701,2205
298,411,229,309,131,218,0,233,128,278,165,149,2,216,307
299,201,57,48,65,67,0,181,53,44,74,43,0,171,63
300,0,1168,907,1139,1316,0,3538,1042,1101,1284,0,1,2759,1127
301,877,1099,642,888,497,0,847,0,945,1182,222,0,606,1010
302,0,288,162,118,356,0,364,82,207,199,311,1,475,199
303,7377,1937,3131,2716,2629,3531,4671,3762,2265,2366,3136,0,3404,0
304,437,264,191,90,130,0,29,69,205,482,345,4,405,243
305,161,63,57,64,55,0,186,57,53,63,56,0,180,0
306,2895,990,980,1095,1085,0,4300,868,1147,1124,0,4,0,1188
307,640,571,809,763,573,0,1898,814,551,494,0,0,757,280
308,392,364,194,154,516,2,0,298,144,196,0,4,442,144
309,1495,4031,2976,0,3259,10675,4726,1671,2916,2847,1326,9921,5464,2210
310,469,176,251,44,199,1,529,251,80,0,288,4,0,230
311,172,59,66,74,54,0,248,80,53,64,43,0,211,55
312,4426,0,1012,863,1240,16,2948,1139,1064,976,896,2,3061,1158
313,1903,115,451,756,0,0,1464,611,938,1439,0,0,351,0
314,0,186,199,0,295,0,419,141,95,148,259,1,540,193
315,807,2110,2888,3252,1701,107,5658,2719,1776,2630,4163,8020,3573,1654
316,208,208,307,92,106,0,346,217,210,200,174,3,439,0
317,127,61,41,68,44,0,194,57,0,51,46,0,163,0
318,3904,1198,1407,930,1229,14,2273,0,1324,951,830,11,3936,1127
319,1643,1046,417,647,412,0,968,488,0,1431,111,0,1436,216
320,373,276,228,152,0,0,485,191,127,161,250,1,420,133
321,3473,0,2911,2798,0,8491,3003,2936,1911,2819,1571,7731,5176,1855
322,463,183,81,368,0,3,433,411,308,52,224,2,0,263
323,176,54,66,41,60,0,167,0,64,66,64,0,115,57
324,3780,1070,1040,1268,867,6,3173,1144,1140,0,1241,0,4262,1036
325,612,612,830,783,233,0,1595,703,1083,1092,369,0,1978,0
326,529,202,289,121,63,0,321,143,255,157,305,2,0,183
327,2863,1379,3395,2882,1587,3412,3634,2629,3108,2428,1563,3122,3070,2967
328,0,116,369,0,188,0,187,23,186,301,206,0,415,0
329,206,53,59,70,65,0,176,54,76,78,50,0,193,61
330,3514,1204,904,965,1176,10,3514,1137,1008,1185,1018,0,0,1164
331,1562,717,551,552,561,0,1205,418,536,1291,949,0,0,0
332,0,0,179,147,0,0,358,0,264,155,283,0,361,140
333,5005,740,2681,3165,3484,5280,2359,764,2445,0,3953,0,5287,3794
334,365,0,224,0,105,4,219,207,222,76,298,1,237,208
335,218,61,36,48,52,0,120,53,38,54,59,0,143,60
336,0,1194,1448,900,0,4,2292,1162,0,1016,1035,6,1402,1051
337,1631,80,644,755,573,0,1370,398,485,1095,853,0,915,0
338,555,250,221,0,231,0,343,110,215,113,269,1,458,0
339,7376,2677,2250,2672,3352,0,4575,2593,2276,0,1952,6883,3306,1710
340,323,275,150,0,262,0,284,157,122,396,205,5,357,231
341,156,68,0,56,57,0,205,50,50,50,68,0,0,68
342,0,1086,959,1143,899,1,2810,0,1082,1085,1169,1,2616,878
343,1863,1004,382,1800,825,0,0,331,728,1149,0,0,1697,0
344,0,65,0,140,0,1,460,324,152,0,301,0,0,0
345,0,2783,3435,2901,2384,11045,5040,2646,3272,2776,2154,0,2531,2816
346,0,176,348,46,225,8,393,169,191,418,255,0,243,215
347,172,49,59,47,63,0,151,60,52,77,69,0,120,51
348,4018,1141,1197,1017,769,6,2316,982,1068,0,946,3,1990,1047
349,1875,915,577,1744,0,0,0,1233,904,865,539,0,409,617
350,465,253,126,111,51,1,376,242,178,115,192,3,491,48
351,5085,2788,2865,2738,3479,4206,4146,2517,2161,2330,0,8143,1863,4116
352,360,247,276,136,138,0,426,182,282,130,0,0,289,293
353,233,52,49,66,67,0,205,46,0,62,55,0,164,48
354,3614,1184,1207,780,1172,1,3532,1080,1057,1191,1275,0,2894,0
355,1047,1042,929,1146,94,0,313,554,852,849,323,0,885,1345
356,0,205,0,122,179,0,0,321,0,0,0,2,409,109
357,6164,2876,0,2435,1992,6609,2814,1483,0,3333,970,12990,0,2267
358,477,153,292,154,177,2,494,185,0,391,95,2,265,0
359,160,74,70,82,51,0,191,48,37,63,50,0,172,56
360,3220,1114,1062,922,0,0,3924,1100,1165,1266,944,6,4949,1150
361,630,242,540,728,433,0,0,300,723,464,0,0,1011,244
362,366,139,190,132,237,0,391,268,239,152,0,4,326,264
363,3724,2611,3219,3206,1983,0,4166,2810,2494,2458,1207,6002,6052,1689
364,449,243,38,136,253,0,331,177,319,303,0,0,411,118
365,170,62,50,54,0,0,200,0,37,66,0,0,139,59
366,2596,917,1226,1246,1209,11,3399,995,936,912,1151,3,1532,839
367,1504,0,730,839,359,0,1519,850,702,203,1002,0,0,835
368,574,159,203,164,352,3,393,75,270,179,198,0,481,180
369,2867,0,3580,0,1719,3091,7354,3391,2554,2940,2648,7451,3872,0
370,411,218,225,270,299,0,483,251,0,447,156,3,725,177
371,223,61,67,66,34,0,165,63,46,66,69,0,177,48
372,2283,0,743,992,1189,0,3874,1081,938,838,1213,0,1529,0
373,183,207,578,1091,767,0,316,2039,507,526,308,0,1447,1624
374,0,281,260,121,332,0,431,227,139,127,6,5,576,387
375,3146,1552,2381,0,2403,7180,2993,2958,4193,2920,3510,10009,0,2272
376,0,321,369,0,321,1,355,187,217,206,195,2,183,63
377,150,55,65,0,43,0,175,64,44,78,0,0,194,54
378,3067,0,927,1072,1132,0,3208,1211,1035,1131,1319,14,3721,1094
379,357,742,405,531,89,0,0,0,0,1205,653,0,0,900
380,0,133,257,70,249,3,441,136,181,170,149,6,491,329
381,3972,2609,2879,3156,2383,4809,4515,1823,2532,2690,2465,7102,4219,0
382,336,265,0,120,0,2,175,311,214,205,0,4,457,258
383,130,55,52,0,0,0,0,62,64,58,47,0,134,67
384,3086,1159,1476,639,0,16,3382,993,1283,959,1461,0,4428,988
385,409,971,695,765,356,0,1527,828,479,1090,0,0,605,787
386,426,125,116,168,265,2,670,19,0,105,182,1,524,100
387,0,2484,2918,2872,2613,9068,5586,2598,1956,2183,2901,0,6408,1172
388,110,113,0,131,155,0,189,196,230,237,256,0,323,79
389,203,58,55,65,49,0,166,72,51,57,46,0,218,0
390,2750,1015,1234,1158,1042,5,3735,1120,830,1084,1070,1,4121,973
391,1248,923,500,960,401,0,1660,1070,355,647,743,0,12,360
392,469,199,152,136,246,0,491,160,216,185,299,0,448,266
393,4538,1825,1565,2257,3039,9437,1613,1144,0,2895,4245,1606,5680,2597
394,26,153,364,236,171,0,150,197,161,0,0,0,387,327
395,172,66,70,66,37,0,202,58,42,67,39,0,144,0
396,3260,1029,0,1142,853,0,3765,1092,1117,1299,1310,4,2325,1143
397,0,0,550,258,208,0,0,0,0,1127,942,0,854,18
398,0,201,173,144,238,3,454,76,214,159,352,0,0,287
399,3424,1299,2615,0,2140,6980,0,2190,1708,2916,3090,10095,1801,2116
400,236,195,252,0,258,0,377,228,157,54,214,0,0,251
401,184,57,43,0,52,0,114,50,55,43,67,0,209,62
402,3725,1103,0,1008,1146,11,3481,978,1276,942,1442,0,1813,958
403,1762,0,0,453,35,0,0,598,743,1420,368,0,0,648
404,476,278,161,138,310,0,564,99,297,157,242,0,363,139
405,5471,1606,0,0,2920,0,6225,2112,2261,2644,0,6994,3086,2269
406,584,150,215,180,97,0,257,167,159,317,26,0,0,219
407,177,60,55,73,59,0,0,63,47,67,50,0,195,55
408,4856,1072,0,1059,1035,3,3728,1078,1202,1124,1082,16,2513,1052
409,858,50,474,259,483,0,1167,762,627,0,162,0,1839,126
410,448,397,208,140,300,3,396,0,147,138,285,4,532,0
411,4369,1713,2664,0,2354,10395,0,1338,2801,0,1834,9052,5349,1760
412,450,209,142,0,136,5,144,187,290,334,54,8,311,231
413,155,56,0,0,0,0,208,53,43,29,63,0,191,57
414,3578,1208,1132,1133,1106,9,2834,1034,1212,1100,1453,0,2353,1029
415,314,0,666,1281,1025,0,1702,550,1018,768,238,0,0,0
416,462,0,178,142,248,0,388,248,265,146,301,3,454,197
417,3873,1916,2636,3347,1371,5188,4765,2550,3854,2938,2783,8861,0,1444
418,417,319,189,95,130,2,148,151,253,358,0,5,485,0
419,159,61,54,74,58,0,0,62,57,51,54,0,223,56
420,2383,1101,1074,921,0,7,3474,1068,979,1037,1242,12,2972,1168
421,1026,640,735,854,811,0,1068,989,567,1439,347,0,0,1076
422,0,170,181,194,193,3,602,0,43,126,322,0,468,255
423,2176,1645,0,2762,3925,870,8156,1866,2347,2665,858,5706,5286,2855
424,315,0,207,169,220,5,410,0,255,0,0,0,324,0
425,0,51,74,52,59,0,201,50,54,66,57,0,176,51
426,3274,0,1331,961,823,2,2233,1080,580,949,1276,14,3138,1269
427,252,409,434,1049,21,0,2973,863,373,1530,0,0,1638,692
428,528,88,238,200,332,0,431,324,281,163,318,0,555,182
429,3167,1474,2572,2442,2720,9116,4936,1885,2522,2992,3447,6066,5462,2048
430,263,233,255,0,0,0,464,107,186,355,0,1,310,279
431,186,59,50,63,48,0,170,67,48,48,54,0,176,56
432,2300,1029,1280,0,1259,5,3847,1070,1275,1233,1542,6,2154,1179
433,0,0,695,1101,793,0,801,50,731,0,624,0,664,0
434,379,158,250,170,276,0,357,112,183,142,247,3,561,116
435,5558,2697,3322,2303,2448,10111,3334,2008,1730,2761,2012,6313,0,1889
436,113,213,0,564,231,0,422,150,242,49,316,3,339,0
437,0,40,39,74,44,0,181,51,0,57,50,0,196,59
438,3989,932,1195,895,1215,3,3610,1122,1386,928,910,0,0,1033
439,1240,0,857,1045,0,0,0,431,895,98,676,0,2507,1134
440,487,236,173,120,276,0,470,0,168,135,155,0,412,186
441,4993,2452,3412,3624,0,6136,3348,2360,2719,0,1845,0,6705,3262
442,422,244,245,0,168,0,0,370,440,225,107,1,400,407
443,135,57,62,68,57,0,176,45,46,71,56,0,180,67
444,0,1118,873,1208,1293,3,2461,1102,1119,0,0,0,2494,1098
445,1450,0,604,615,509,0,1115,706,0,0,0,0,1144,325
446,370,187,244,122,249,0,348,122,267,120,428,2,399,113
447,0,0,2707,3495,2034,6818,0,2557,2194,2738,2848,0,5819,2278
448,135,243,160,111,128,5,386,204,227,357,227,0,0,218
449,0,55,41,69,70,0,185,51,53,57,54,0,209,66
450,4330,1216,765,1099,1103,13,2379,1198,752,722,1313,13,1972,1091
451,976,1265,370,220,557,0,1306,0,719,0,508,0,1949,802
452,545,109,207,107,315,0,450,101,235,105,341,0,310,0
453,4036,1539,2998,2905,2942,12321,5844,2370,0,2397,1434,10659,4167,2161
454,336,168,380,26,86,2,0,184,103,102,149,2,591,182
455,161,56,59,64,52,0,227,50,46,79,54,0,131,44
456,4689,1287,0,1097,1159,0,2087,1003,981,1115,1190,1,0,1018
457,408,0,1292,439,127,0,2160,859,704,0,328,0,651,543
458,534,345,165,132,81,0,500,82,148,142,0,2,482,179
459,4965,1596,2491,2373,2748,0,4482,2989,2756,2472,2948,9418,4526,0
460,612,156,278,187,315,3,380,205,199,114,197,0,650,0
461,193,54,60,66,61,0,0,51,48,52,45,0,176,54
462,4482,1066,1244,1220,1218,6,4737,926,1012,765,1291,0,4220,1233
463,2697,1249,0,860,439,0,2789,0,505,0,453,0,1954,873
464,454,161,325,132,223,0,340,217,0,101,385,2,412,78
465,3378,2095,2690,3078,786,0,5324,0,0,3202,4756,12379,0,1706
466,337,157,266,30,212,0,225,251,230,423,99,0,26,106
467,154,53,55,49,63,0,159,49,53,54,54,0,177,58
468,4570,1157,0,841,1243,10,4424,1193,1080,770,0,0,2333,1004
469,982,1264,610,543,529,0,956,348,469,616,633,0,730,0
470,431,396,0,161,79,2,363,140,67,138,238,0,0,0
471,3626,2967,2577,2339,2030,9453,3485,0,2593,2614,2511,9759,3440,2986
472,459,258,250,204,0,0,153,261,284,356,275,2,316,165
473,0,59,51,71,52,0,158,51,53,58,52,0,183,68
474,3885,1151,1388,0,0,4,2258,1025,0,1283,1683,0,2568,0
475,776,945,590,479,575,0,514,367,866,0,858,0,823,1401
476,305,189,0,182,73,1,525,67,141,117,232,0,560,130
477,5041,0,2764,2824,3450,3920,5068,1784,2620,2749,4378,6296,3950,2898
478,295,104,251,23,168,4,397,212,268,177,170,8,531,204
479,148,59,47,53,53,0,128,0,60,0,59,0,232,62
480,0,1049,0,1246,1222,11,3268,1022,792,0,1133,0,4140,0
481,0,1007,576,419,711,0,0,152,493,601,609,0,2077,266
482,473,236,267,199,221,2,468,184,123,129,162,2,496,28
483,1802,1213,1955,2085,3759,6527,6205,2208,2356,2570,3627,0,1265,2949
484,562,262,301,191,100,0,205,317,309,0,147,0,400,288
485,176,57,60,59,60,0,140,0,62,63,44,0,177,54
486,1204,1130,902,756,995,6,3374,1159,956,1507,1144,0,2982,1099
487,456,0,566,0,968,0,862,699,721,791,398,0,2389,0
488,474,130,139,136,330,1,496,82,257,0,337,0,517,145
489,2896,3219,2699,2519,2011,8904,2452,1692,2813,2708,1614,8102,4841,1167
490,481,228,283,297,212,6,213,153,205,163,0,0,371,148
491,139,49,48,54,45,0,171,60,59,78,52,0,246,57
492,0,1188,1575,822,1222,4,3059,1078,923,851,1167,5,3391,973
493,362,0,560,0,497,0,449,625,722,1143,891,0,706,0
494,403,179,208,152,218,3,476,260,233,170,150,4,458,102
495,5286,2247,2526,2843,3400,4440,4143,2076,2851,2668,1514,9992,0,0
496,260,182,209,0,153,3,681,148,249,170,130,3,144,148
497,0,58,39,60,63,0,173,59,50,0,61,0,148,62
498,3118,911,723,701,1334,0,3724,1194,1176,1056,650,13,4474,1234
499,1130,1735,431,1134,717,0,678,1007,687,715,0,0,517,879
500,0,0,140,0,372,0,505,146,49,150,261,1,447,267
501,6944,0,2738,2763,666,16463,4536,1288,2311,2035,1940,6791,5027,1664
502,345,149,101,228,225,3,241,88,103,230,230,1,177,233
503,190,72,55,52,67,0,155,59,86,72,58,0,0,65
504,3414,1157,0,1078,1443,0,3121,1018,1009,848,1200,7,3554,1102
505,0,491,580,628,463,0,105,1423,941,949,702,0,1155,0
506,490,47,0,109,109,0,481,125,119,60,255,0,553,0
507,5804,1323,3675,3027,2711,0,5763,2096,3393,2864,2786,4891,3712,2105
508,424,0,438,175,280,2,478,179,0,222,186,0,201,0
509,196,61,63,59,54,0,162,50,0,64,49,0,161,56
510,4317,1053,1126,840,1233,14,3327,1124,945,1280,1021,7,2861,1046
511,1289,517,534,0,743,0,1506,828,232,491,0,0,949,977
512,417,0,0,126,347,2,523,173,220,98,107,3,479,145
513,4865,2247,3265,2590,969,5488,3261,2469,2777,2784,3615,5765,3068,2993
514,149,371,223,133,229,3,370,0,180,0,181,1,257,206
515,243,59,50,56,64,0,198,59,58,67,63,0,166,52
516,3150,0,0,886,1097,0,2254,1113,1173,443,1096,6,2267,1235
517,0,635,0,287,377,0,1171,108,646,233,691,0,2007,0
518,367,91,218,149,199,0,434,25,85,0,250,0,0,219
519,4870,2655,2741,2451,2671,2874,4290,1632,3484,2600,868,10104,3905,2763
520,121,162,275,0,95,0,95,198,349,390,116,0,163,197
521,174,61,47,50,52,0,232,55,49,73,71,0,171,70
522,2487,1028,1138,1042,1287,1,2647,1056,1374,929,1330,4,3565,1059
523,2374,450,414,584,0,0,1606,266,370,332,818,0,0,284
524,575,226,102,145,117,0,442,124,121,152,295,0,364,204
525,3274,1304,2754,2729,2066,10459,3334,1657,2133,2978,2597,7450,3342,2184
526,0,94,0,205,0,9,291,244,261,124,252,2,387,173
527,0,62,41,56,45,0,173,0,42,50,62,0,160,71
528,1191,1021,1028,1203,1217,7,2943,1221,1341,1094,1024,0,0,1101
529,855,653,712,839,301,0,676,0,893,311,916,0,1587,802
530,527,232,249,144,289,0,406,91,237,88,257,2,523,317
531,5897,2196,2099,0,0,9008,5196,2934,2918,3086,415,1592,3430,2015
532,432,188,249,345,285,0,295,263,185,188,222,2,468,176
533,157,60,67,0,57,0,181,59,0,61,64,0,208,64
534,4740,1119,1154,820,1054,1,4418,1028,1140,0,1212,11,2774,1031
535,1529,67,0,539,0,0,2293,850,470,764,740,0,0,0
536,362,0,113,158,374,3,537,313,129,193,123,4,492,289
537,5560,3680,0,2010,1738,2409,3242,0,1385,3911,1628,11206,1133,2024
538,215,82,220,151,202,5,0,0,248,0,199,0,328,203
539,218,51,59,82,45,0,231,48,54,59,65,0,204,56
540,3075,965,796,1401,834,8,3013,1054,966,1037,1062,5,2481,1285
541,0,1162,519,686,1119,0,1549,1042,932,1621,0,0,112,0
542,435,257,319,220,152,3,450,250,182,117,289,4,476,169
543,3887,2640,2747,2491,1215,7742,2867,2427,3635,2581,654,7745,3832,2692
544,295,169,324,279,177,2,283,322,345,105,0,0,264,231
545,0,60,52,62,59,0,189,61,53,55,50,0,167,66
546,2564,1217,688,1072,1204,0,3671,1070,952,1096,1074,3,0,1053
547,995,541,648,1349,145,0,1269,1149,643,229,411,0,2984,323
548,511,85,142,133,257,1,535,280,324,186,223,0,472,178
549,3883,2888,3360,3037,0,8482,2947,1734,2037,2367,4421,0,3211,3848
550,0,283,253,110,0,0,196,354,218,129,125,4,278,78
551,159,56,43,62,64,0,137,57,34,30,54,0,172,56
552,4032,1039,748,947,953,0,1694,1016,959,964,858,0,3651,1088
553,2279,1801,645,671,384,0,1309,363,524,312,317,0,9,328
554,396,381,95,0,304,1,370,0,234,162,282,0,378,452
555,5305,2097,1655,2835,2852,7113,5138,2648,2524,0,1565,2812,1519,2368
556,112,236,282,0,334,0,180,218,276,58,189,1,301,360
557,197,0,46,62,55,0,174,58,41,66,0,0,169,60
558,2448,1283,964,1535,1150,6,4621,1062,1216,806,1182,0,2363,991
559,103,288,182,528,619,0,1180,459,0,817,0,0,423,387
560,566,115,241,0,294,1,429,238,263,136,244,0,475,235
561,0,1771,0,3432,4122,7690,6963,405,2882,2563,3108,6112,4333,1937
562,252,193,207,115,208,8,474,234,206,183,244,0,120,0
563,214,64,48,50,38,0,154,61,38,66,64,0,131,67
564,0,1139,0,1545,1362,0,0,0,1201,681,1264,0,5283,963
565,832,0,1347,304,316,0,0,952,690,1329,0,0,1028,438
566,460,222,234,0,355,0,428,124,0,177,197,1,0,281
567,0,2660,1987,2087,2246,0,7303,0,2928,2881,3484,8667,3859,1426
568,460,223,415,161,95,3,151,228,205,147,40,0,105,111
569,0,55,39,69,64,0,0,62,51,65,74,0,189,0
570,2493,933,1210,848,1323,0,2621,1072,1144,814,1312,0,1601,1086
571,2234,508,419,1213,862,0,699,1721,0,690,513,0,547,637
572,521,132,227,148,0,0,496,231,104,115,466,0,0,110
573,3075,0,1780,2846,1178,8667,3573,1786,4090,2108,0,5730,0,835
574,514,412,323,227,174,2,414,215,272,0,129,1,466,237
575,214,63,62,79,56,0,159,76,56,0,46,0,168,58
576,0,1005,1131,1298,1199,0,4526,1100,807,1161,1200,3,2678,993
577,1450,550,1318,934,540,0,1088,544,275,971,236,0,945,0
578,444,138,165,0,189,3,449,331,196,171,191,1,383,198
579,2897,2732,3164,2422,3478,9033,5863,2067,2548,2782,0,0,3799,1685
580,384,100,247,33,266,0,560,240,92,196,233,6,339,316
