N;Container capacities;Available containers;Number of periods;Alpha;Returnable?;Initial inventory;;;;;;;;
169;0;594;642;1044;664;0;1075;613;560;1333;613;0;2434;1368
170;413;111;254;119;250;0;492;137;0;135;324;2;440;116
171;4301;2754;2788;2687;0;8392;1097;2639;3056;2380;3826;0;1401;1147
172;256;224;245;43;119;0;555;178;118;282;0;3;277;0
173;231;74;53;65;56;0;147;66;46;62;44;0;157;65
174;3797;932;1577;1185;1308;4;2507;987;1044;0;1342;7;4400;1075
175;2058;257;309;0;523;0;2626;839;744;738;679;0;639;1080
176;0;393;227;114;183;4;528;196;195;128;128;2;471;0
177;0;2430;2764;2552;2316;4867;4592;3145;3355;0;1361;11836;3787;3023
178;400;205;285;0;215;2;0;0;334;134;197;0;139;269
179;153;70;0;51;73;0;186;52;59;55;62;0;181;45
180;4459;1025;1338;1212;988;3;4343;0;950;1225;933;6;2192;1109
181;257;87;1035;0;702;0;1053;572;525;674;719;0;420;880
182;412;99;229;118;352;0;489;0;89;155;118;4;508;342
183;3214;1637;4218;2980;620;12070;4668;1718;2694;2470;2429;2206;3854;1758
184;304;235;350;573;213;1;517;266;261;251;165;4;146;339
185;173;0;61;48;0;0;197;58;53;56;0;0;228;49
186;2533;0;1121;0;0;0;0;955;0;997;1261;8;0;0
187;0;765;0;1088;0;0;84;558;927;0;302;0;1212;888
188;0;136;0;0;196;1;303;167;298;116;237;4;516;113
189;2557;2558;2648;2517;4146;10238;4695;1772;2717;2643;698;5803;3252;0
190;285;241;208;0;251;0;303;0;189;276;200;0;13;137
191;196;63;0;54;54;0;0;60;0;56;60;0;194;59
192;1344;1092;907;0;1302;7;2818;1296;946;0;1308;0;2930;1045
193;0;1248;339;971;315;0;0;872;733;0;351;0;312;396
194;484;121;247;196;94;2;481;265;240;154;191;0;493;85
195;3783;2865;2293;2703;2136;1211;3063;1522;2772;2681;2937;8761;3273;2651
196;413;213;165;193;189;5;318;0;0;203;192;0;694;189
197;154;51;49;70;61;0;215;58;51;0;54;0;160;50
198;3715;1044;1057;0;892;7;3570;953;1152;1076;1358;4;2841;0
199;2367;0;385;1095;316;0;1197;874;568;547;0;0;1119;896
200;391;119;215;159;0;0;537;0;148;128;96;0;511;226
201;3154;1395;3493;2139;3015;4445;5892;0;1968;2676;5816;6731;5675;1757
202;221;297;330;374;243;3;363;243;216;316;211;1;421;97
203;155;48;47;62;58;0;0;46;50;49;53;0;158;65
204;3149;1180;844;1183;1212;0;3040;1065;1149;572;1409;8;2794;1135
205;0;1155;0;937;0;0;0;520;0;874;663;0;275;1627
206;521;219;226;140;354;0;496;171;119;176;218;0;549;101
207;4149;2891;2753;2382;0;10536;4547;2879;3621;2448;2182;6399;3984;2835
208;177;325;153;338;78;3;0;183;237;0;158;0;0;264
209;174;51;50;57;41;0;170;63;81;83;61;0;147;59
210;3753;1041;759;869;1174;4;3801;1119;1059;1051;1074;4;2950;1181
211;214;0;587;926;377;0;2018;0;692;458;590;0;0;160
212;549;245;166;141;414;0;383;50;210;112;101;0;530;336
213;4041;2360;3751;3080;2952;0;3765;1351;2196;2415;3880;3909;2364;1434
214;287;69;220;289;443;5;286;194;160;199;132;7;0;293
215;155;60;48;64;52;0;166;71;59;36;66;0;172;63
216;3340;1044;773;719;1234;3;2993;904;1018;1018;1369;9;2997;0
217;1085;486;934;1160;758;0;215;104;653;717;467;0;1853;330
218;513;131;212;205;226;2;500;23;108;119;232;0;416;175
219;6317;1808;2816;3094;2352;5106;2514;2527;1723;3182;0;8435;4252;0
220;0;343;0;371;205;0;550;167;315;0;0;0;0;107
221;0;55;56;72;40;0;143;0;79;64;0;0;176;0
222;2280;1108;1136;858;1461;0;0;1114;1157;1160;1466;4;3189;1099
223;658;393;637;1306;458;0;1668;537;185;73;0;0;0;186
224;417;134;0;131;270;0;409;36;256;87;74;1;366;268
225;4194;0;3672;2172;2841;6507;2472;2590;3293;3236;2049;13534;2252;1918
226;298;252;116;181;204;0;0;257;244;57;206;0;433;159
227;230;53;0;58;50;0;171;65;22;43;0;0;203;0
228;2219;1118;943;621;869;0;3903;1305;975;1167;1187;5;2595;1010
229;1895;703;621;168;0;0;1477;1346;590;0;630;0;988;513
230;453;208;227;146;310;3;509;174;254;137;0;5;425;62
231;3789;2086;2777;0;3736;7228;2945;2653;2745;3006;3424;0;4871;2772
232;481;0;274;441;248;3;510;136;511;262;213;0;0;235
233;141;71;76;68;54;0;232;62;44;54;55;0;0;57
234;0;1135;834;948;1382;4;1770;1101;990;839;1226;0;0;956
235;2169;736;573;754;740;0;1204;0;0;1036;612;0;1587;692
236;464;266;262;167;103;0;509;322;134;168;49;1;298;266
237;4535;1731;2234;2719;3826;2364;0;1511;2126;2189;1508;6736;3383;1842
238;439;0;322;279;110;0;485;0;287;37;81;1;201;295
239;204;58;36;53;0;0;0;47;66;52;49;0;189;57
240;3724;1098;757;813;1459;3;3440;962;0;896;1206;0;3480;1042
241;2503;0;935;835;199;0;799;1262;698;769;736;0;2478;499
242;0;0;200;148;179;0;520;0;115;135;271;0;400;302
243;2067;2736;1935;0;0;7136;1925;1802;2756;2927;2368;4326;0;0
244;568;0;66;155;131;3;293;265;0;224;0;4;355;270
245;164;65;0;66;67;0;203;48;59;70;51;0;162;68
246;3664;1086;934;1142;1263;7;2950;1271;782;1324;1599;1;2908;978
247;1504;1181;553;0;494;0;1469;1273;595;1159;311;0;102;1550
248;492;282;171;148;55;0;444;227;0;137;0;1;341;487
249;0;2765;2678;0;1799;6382;5078;2940;2187;2919;0;9051;4862;2900
250;392;191;268;142;321;0;152;154;222;98;0;3;478;271
251;161;41;51;74;51;0;192;65;55;85;39;0;220;54
252;3457;1252;910;1106;1316;0;1587;1109;1206;870;1028;4;2656;922
253;1523;705;683;37;0;0;541;0;944;1130;509;0;977;0
254;526;81;142;109;231;1;552;138;154;0;192;4;354;99
255;5829;2263;2575;2823;0;7752;3041;2505;2457;2402;3098;4804;5101;3335
256;317;121;296;43;290;0;224;209;221;138;79;2;0;256
257;180;63;55;42;0;0;178;60;59;61;60;0;155;64
258;3721;1077;1313;814;1009;4;3815;1072;715;1015;1187;6;3532;978
259;0;0;337;1328;0;0;1838;444;587;631;818;0;0;457
260;394;283;186;209;265;2;447;364;0;161;344;2;475;172
261;5025;1958;0;2402;2657;0;4162;2067;2786;2743;3311;12054;0;3604
262;515;321;200;215;145;0;368;269;234;401;173;2;373;181
263;132;55;48;55;51;0;199;62;65;61;50;0;171;53
264;3858;1005;1037;1331;0;10;3241;1063;1297;1095;0;1;3916;1174
265;941;0;704;1066;544;0;0;0;612;775;432;0;1224;1188
266;552;0;183;0;0;1;474;359;399;0;239;3;377;20
267;4512;2341;2537;2929;4371;10850;2182;940;2636;3202;1835;4074;4298;0
268;440;250;176;425;237;3;428;202;264;231;146;0;433;188
269;167;53;54;64;52;0;153;52;56;64;60;0;0;60
270;2793;1183;1082;811;1050;0;3817;1135;0;1018;922;5;2990;1104
271;1669;897;671;764;399;0;0;58;569;862;714;0;1395;522
272;455;0;262;94;291;0;398;0;179;107;0;2;444;237
273;2759;0;2665;2809;2893;5719;4879;2745;1954;2719;2445;10207;6395;2032
274;483;0;267;283;0;0;327;229;201;151;239;1;329;128
275;155;69;50;54;61;0;208;66;42;71;79;0;192;0
276;2723;0;968;0;1460;2;3286;1037;1177;1043;1465;0;4522;1179
277;0;1493;0;1809;559;0;358;249;502;772;691;0;2565;882
278;492;280;164;148;203;1;0;270;267;138;293;0;500;201
279;3213;1892;2377;2718;2949;7027;6777;1034;3279;2264;3931;7790;2645;2223
280;528;188;231;259;37;7;137;188;284;0;375;3;378;0
281;162;0;67;0;50;0;168;68;50;62;45;0;179;58
282;4515;1002;1071;750;1174;2;1613;1118;1146;1257;1118;0;3088;1141
283;2029;773;825;696;525;0;0;1195;263;558;0;0;1776;0
284;505;185;0;162;0;1;488;244;251;137;252;4;598;123
285;3269;3288;2962;0;2555;8694;5448;1037;0;2872;1307;1969;2380;1977
286;466;156;319;264;180;5;526;283;255;315;242;7;314;0
287;180;55;69;0;70;0;163;62;47;55;72;0;221;0
288;3465;1055;1147;1059;1209;5;3919;934;1302;1079;1331;0;2633;0
289;731;651;441;463;771;0;1102;512;959;1389;794;0;1570;1020
290;497;169;210;110;257;2;591;145;81;159;240;0;473;239
291;379;2229;3327;2562;2045;5993;0;2913;2627;2793;2995;0;0;3287
292;110;334;276;126;107;4;0;159;292;461;150;5;353;216
293;164;69;61;53;60;0;178;63;71;68;66;0;192;49
294;3533;1022;1045;0;959;5;2799;1018;964;941;1542;0;3859;1067
295;421;674;497;1940;683;0;244;569;544;1103;551;0;1000;905
296;0;180;165;160;168;5;410;304;38;197;134;2;372;189
297;3943;2784;0;2857;2889;7852;2491;2859;3276;3300;2002;13954;1540;2841
298;135;330;203;0;0;3;407;378;297;194;304;2;266;0
299;256;64;55;77;50;0;0;55;0;62;0;0;179;55
300;3992;1100;0;1124;1240;5;0;978;1174;1439;0;4;3195;1259
301;2810;150;495;81;768;0;0;0;151;1477;0;0;1292;610
302;479;129;0;161;204;0;466;140;258;148;291;0;425;223
303;347;1977;2870;0;409;8340;3179;2121;0;2674;4201;5456;2931;1660
304;394;173;257;0;149;0;202;0;0;216;161;2;511;236
305;216;54;39;53;70;0;140;50;69;48;51;0;166;62
306;3517;947;804;939;1452;3;4977;0;842;1255;985;9;3870;1076
307;1732;201;0;1604;226;0;491;28;615;1010;153;0;1326;0
308;560;326;168;99;259;1;403;330;119;179;256;4;493;229
309;3007;3819;2881;2685;1660;867;2351;1544;2509;3070;3922;1316;4500;1772
310;42;214;247;98;275;0;409;116;388;0;0;0;292;211
311;164;55;63;55;60;0;146;59;57;57;58;0;160;60
312;3036;1104;1617;0;1309;5;3984;1141;989;910;1212;0;3092;973
313;2348;126;894;292;140;0;347;425;589;980;113;0;1623;0
314;397;0;190;202;188;2;555;282;194;182;0;0;0;87
315;2793;2862;2356;2897;1099;6430;4245;2767;2984;3126;3269;971;5825;1255
316;581;209;0;0;116;0;0;87;0;296;262;6;275;311
317;0;47;49;0;58;0;133;0;0;60;0;0;187;66
318;3268;1177;742;1053;1008;5;0;1087;968;1160;1130;7;3747;1041
319;600;957;507;0;258;0;1828;1067;1110;0;328;0;0;306
320;534;137;191;0;154;1;454;229;259;136;92;0;431;394
321;7573;1473;2346;3469;3322;5229;0;3190;2838;2639;0;3227;4281;1888
322;429;258;121;26;294;5;168;307;428;140;86;0;125;313
323;167;65;45;0;0;0;163;58;41;53;65;0;168;58
324;3096;895;1469;1093;1228;0;2707;1082;1203;0;1141;0;2484;925
325;1025;1033;648;1734;663;0;2012;941;22;473;1124;0;0;359
326;464;66;94;159;133;5;466;213;218;144;284;2;0;292
327;4362;0;2964;3120;3959;5291;7130;2439;0;3351;2164;7883;4292;2950
328;124;0;253;135;277;3;412;0;250;232;0;0;227;249
329;218;52;0;59;0;0;203;66;42;64;0;0;127;66
330;4456;1276;981;0;1508;0;2162;1125;824;1139;1163;9;2980;956
331;0;1458;571;561;551;0;915;341;306;841;466;0;1660;488
332;477;0;171;162;183;0;485;225;210;129;172;0;0;0
333;2625;2478;3432;0;0;4813;3898;2442;3878;3247;1484;2914;0;1741
334;111;210;315;311;0;1;0;223;308;355;305;5;496;75
335;141;56;51;64;53;0;0;57;51;71;58;0;197;42
336;4195;1143;1122;978;1104;9;2622;1239;1034;1176;1303;9;1127;993
337;133;0;665;1891;790;0;1085;1127;400;92;830;0;1998;0
338;465;203;165;148;336;3;0;325;288;139;177;2;472;267
339;0;2654;3421;2584;4140;13409;3920;2265;3563;3430;5178;9514;6301;1450
340;226;0;209;0;199;1;476;165;329;177;211;0;431;194
341;149;54;55;80;56;0;0;52;53;0;45;0;153;59
342;0;1079;1084;962;1079;0;3397;1006;1039;769;1236;3;3085;1137
343;283;159;0;1175;0;0;302;1091;659;815;4;0;826;1779
344;421;77;271;179;265;0;466;279;164;116;114;2;488;178
345;2553;2665;4244;2666;0;9527;0;2318;2056;2569;1915;7573;0;1945
346;266;276;300;60;122;1;116;121;368;243;231;1;208;225
347;178;54;65;52;56;0;228;62;46;70;65;0;134;0
348;2833;1060;0;1332;1066;4;2600;1039;1031;997;972;0;2380;1027
349;791;1147;1261;1427;758;0;1530;346;548;392;0;0;605;762
350;526;119;82;162;199;0;391;255;162;113;214;0;368;106
351;4619;0;2408;2123;0;4341;5558;2630;4229;2503;3813;7669;3370;0
352;668;299;264;0;230;0;146;0;302;353;317;0;398;142
353;164;66;38;57;47;0;178;48;54;64;56;0;179;63
354;3775;0;1016;754;968;0;4930;963;739;1098;1206;2;0;0
355;0;404;0;226;532;0;3319;0;1086;306;566;0;643;0
356;522;164;197;176;217;1;459;107;0;135;221;2;0;5
357;4961;2095;2611;3134;3326;9830;4484;2210;2814;0;2893;7304;4141;1787
358;0;116;187;271;0;4;240;307;339;121;146;0;266;0
359;169;57;68;65;56;0;137;59;50;68;61;0;134;52
360;1842;1152;875;1437;1301;0;3568;1038;1369;1084;1508;6;2924;1158
361;1622;937;494;0;494;0;0;0;315;1247;314;0;1826;955
362;447;163;215;154;369;1;0;198;77;215;191;1;500;283
363;3828;2318;0;3257;2862;392;4272;2323;3035;2291;1537;8241;4798;2239
364;241;283;223;0;264;2;296;304;181;116;0;4;535;272
365;161;62;61;0;44;0;172;57;61;58;65;0;0;49
366;3137;1075;832;856;1165;2;3039;1010;831;868;1103;0;3666;1138
367;0;601;637;1048;404;0;2214;715;883;218;741;0;383;951
368;445;296;227;0;353;0;469;0;207;162;357;0;464;189
369;0;2855;2976;2482;3031;3403;5375;1677;2166;2364;3436;16804;1275;1461
370;282;168;174;212;110;0;148;221;146;236;193;3;230;0
371;151;56;49;54;61;0;180;49;53;76;47;0;142;55
372;3559;1101;1233;765;1268;7;1102;1124;1184;728;1296;5;2349;1213
373;54;340;289;207;469;0;1047;1191;939;1116;1078;0;2555;0
374;441;231;180;138;192;0;481;136;114;137;153;1;432;0
375;4692;2282;3112;2345;1556;0;4274;946;2921;2647;3609;12979;3528;1533
376;0;146;220;189;165;2;0;0;162;0;0;1;288;236
377;190;47;51;75;44;0;214;0;63;46;57;0;165;0
378;2601;957;1159;814;1222;5;2847;1067;1029;1052;1185;0;3863;1128
379;0;0;463;578;334;0;1807;1445;1082;1020;320;0;1517;227
380;425;352;161;80;371;0;564;226;203;147;189;0;428;160
381;2838;2518;2508;2252;2957;12009;4766;1790;2303;3298;2795;15319;3359;2524
382;338;140;422;0;280;0;372;157;264;0;137;0;326;0
383;178;42;66;75;75;0;237;65;49;55;81;0;0;57
384;3508;1098;1264;1069;1257;4;4068;1073;945;665;1414;1;3164;0
385;498;307;170;838;187;0;1201;41;0;0;720;0;1859;863
386;459;354;193;170;53;0;515;251;268;168;200;0;439;374
387;3650;2874;2288;2307;3030;12960;4216;1200;2499;2104;2424;8757;2849;1747
388;198;132;352;390;184;0;409;296;351;251;217;7;320;103
389;195;59;44;0;54;0;221;68;0;50;44;0;197;74
390;3593;1149;1156;855;1436;2;3261;1189;1028;1160;1020;0;2209;1155
391;498;233;870;917;618;0;0;1048;508;799;252;0;1340;772
392;399;129;198;137;266;0;424;196;0;185;288;3;509;248
393;5378;1532;3261;3002;1790;9484;6038;2647;3471;2618;1887;12402;3478;2491
394;443;104;361;232;211;1;271;222;0;0;283;0;496;150
395;191;66;57;58;45;0;133;56;47;44;45;0;178;0
396;2855;1043;812;1072;1264;2;2956;1158;1228;1196;923;10;0;900
397;1629;423;219;1097;534;0;886;0;503;1170;694;0;1095;0
398;432;0;256;209;240;3;519;297;232;134;378;2;410;286
399;2305;3283;2594;2102;2522;0;0;2028;2282;2748;1562;5499;2311;2227
400;488;181;194;236;216;0;772;245;315;0;130;0;447;193
401;158;62;0;65;57;0;0;0;0;56;73;0;0;67
402;3148;1136;858;1218;1371;0;3692;1069;1503;1317;1082;9;1992;996
403;0;0;297;474;356;0;448;0;957;530;503;0;0;306
404;460;334;149;210;0;2;0;144;272;115;126;5;483;276
405;4794;2789;0;3577;1479;10761;3722;2828;3158;3304;2494;11872;6168;633
406;493;273;319;447;147;0;339;175;118;141;0;4;317;200
407;195;50;58;70;65;0;156;54;0;56;47;0;144;53
408;3886;1162;1130;939;1572;10;2952;1000;991;1220;1053;10;3990;966
409;588;521;493;779;0;0;787;536;967;637;151;0;0;1242
410;574;205;0;167;424;0;584;319;207;190;136;3;384;38
411;5052;2426;4265;2921;3713;8379;3632;2209;2031;2603;0;7397;0;1922
412;354;204;0;278;101;0;250;199;217;33;0;0;0;209
413;201;61;40;55;0;0;138;60;45;74;48;0;157;65
414;3275;1063;602;1053;863;2;2935;969;1142;1004;1487;5;3532;1015
415;1383;0;0;208;548;0;1008;605;982;509;345;0;1020;579
416;474;187;189;152;282;1;379;40;191;125;0;2;405;242
417;0;2538;3543;2593;2290;3559;4981;0;0;2774;3764;13141;3996;1397
418;372;144;386;0;340;3;0;244;233;471;0;0;349;185
419;150;54;49;34;56;0;115;60;64;75;70;0;157;59
420;4412;1108;1091;696;1129;8;2909;1191;1030;760;1069;7;4116;1124
421;193;290;343;984;248;0;647;406;292;942;250;0;0;493
422;417;0;221;0;257;0;501;89;189;173;191;1;451;232
423;6160;2011;2342;2528;4209;8710;525;2076;3195;1866;3268;4482;2122;2671
424;614;0;410;295;91;3;217;193;381;52;172;2;355;304
425;152;52;62;58;62;0;216;56;64;55;61;0;127;0
426;2483;1140;1397;1388;1019;0;3506;1245;1144;1045;1187;0;0;975
427;0;925;409;818;441;0;1432;0;722;567;453;0;436;607
428;487;250;229;207;0;1;346;106;210;136;215;2;407;133
429;4094;3192;2305;2507;0;3874;418;1044;2752;2974;2925;11607;4353;2397
430;0;234;108;496;319;4;307;199;139;0;106;2;382;302
431;191;53;40;77;0;0;211;62;51;77;48;0;170;47
432;4106;1125;1096;700;0;11;2191;1019;819;1293;1239;0;1935;997
433;1236;60;98;1484;216;0;307;187;544;596;1036;0;303;406
434;479;142;223;198;250;0;357;301;288;160;23;0;510;0
435;3807;1010;3418;2635;3753;14835;4360;2254;2568;2871;3267;5919;1999;2895
436;571;103;262;56;194;8;251;0;325;193;152;0;220;116
437;144;60;49;71;0;0;0;56;48;0;51;0;181;66
438;2647;1060;1259;999;982;5;2263;995;1374;1103;1142;0;2364;996
439;783;657;1105;933;441;0;588;291;527;0;293;0;771;590
440;449;170;146;173;231;0;541;176;193;0;211;0;451;184
441;1593;2313;1853;3054;3857;9781;0;1503;1577;2380;3495;3344;3581;1649
442;306;287;130;183;287;0;555;263;253;294;267;3;305;229
443;268;63;48;62;70;0;154;62;50;47;50;0;181;56
444;3621;0;1405;1430;1294;0;3953;874;833;883;1057;12;3058;1158
445;879;512;611;1875;1251;0;1057;1184;193;509;475;0;1101;211
446;541;112;176;129;309;2;468;59;148;140;84;2;560;184
447;1588;2394;3094;2984;1840;1298;4655;2660;2587;2154;2017;8064;1942;1955
448;158;178;189;223;8;4;527;188;305;309;166;2;662;146
449;158;63;41;43;52;0;193;64;57;56;60;0;173;56
450;2760;989;1122;908;1359;2;3157;1030;1307;1188;1049;2;2845;924
451;0;500;599;797;514;0;944;417;639;1235;304;0;674;616
452;518;286;191;177;287;1;473;0;0;104;207;0;546;175
453;5147;1917;2583;2683;4139;13042;3600;3669;2069;2747;3347;2716;2580;2082
454;285;138;336;333;236;3;282;368;397;198;206;1;185;193
455;0;50;53;53;58;0;78;56;47;71;58;0;206;52
456;3091;964;1268;851;1155;2;2394;1109;704;930;1174;4;2399;0
457;789;111;517;1407;0;0;883;1000;551;0;510;0;1787;0
458;0;0;201;125;401;4;422;339;178;93;228;2;488;61
459;4990;0;3294;2239;3489;0;0;1803;2166;3048;2161;5917;4415;2940
460;287;343;297;137;272;0;439;197;143;44;0;0;150;253
461;106;74;35;96;52;0;185;59;47;46;62;0;164;51
462;0;1100;851;972;895;0;0;1007;1354;1039;937;4;3822;999
463;0;409;382;385;0;0;211;212;686;208;560;0;1111;411
464;429;25;147;144;249;4;589;313;144;0;284;2;614;101
465;4499;1749;2534;0;1351;5173;4076;2206;3126;2746;2094;5860;6628;2952
466;475;214;224;154;0;0;266;232;171;92;143;1;225;172
467;0;55;57;74;69;0;121;57;36;63;42;0;173;54
468;3694;985;0;940;1329;0;3745;1096;889;1155;1126;0;1187;0
469;1438;906;0;0;572;0;1223;735;438;1259;301;0;0;1424
470;493;220;0;155;459;0;431;145;152;0;264;0;469;180
471;4386;1601;3200;2571;1863;1119;4536;2973;2967;3013;3672;8605;3797;2718
472;206;0;249;0;38;3;176;136;287;0;162;0;229;210
473;157;73;0;46;59;0;172;0;0;83;0;0;192;55
474;2884;1186;0;837;0;4;2270;0;682;1249;1099;3;2379;1069
475;213;12;0;573;726;0;0;0;382;1385;797;0;343;387
476;523;31;161;139;219;0;471;394;175;187;383;0;402;143
477;2972;2366;0;2890;0;8385;3141;3330;2651;2883;684;10389;2707;2455
478;312;164;275;336;103;5;301;27;207;68;197;1;415;0
479;209;64;34;63;0;0;183;0;42;65;55;0;221;55
480;3865;1016;0;955;1294;5;3926;1098;976;1280;1069;8;2884;1099
481;890;1117;0;645;304;0;951;0;632;951;337;0;2330;289
482;504;118;158;115;0;0;527;108;0;0;217;0;0;130
483;3448;2301;1952;1869;2891;7337;4713;2721;2708;2622;2273;0;2185;3005
484;276;228;0;0;137;1;420;204;266;116;323;4;537;268
485;138;55;53;55;56;0;165;43;65;58;44;0;232;63
486;3363;1022;1382;792;1076;4;3025;969;0;0;1444;0;2511;1025
487;0;477;961;574;1267;0;0;606;725;1435;93;0;332;522
488;281;248;21;200;119;0;523;344;0;176;289;1;446;0
489;2633;2106;2508;2259;3354;0;2732;2305;3344;2719;2589;5010;4488;1935
490;226;95;238;189;236;3;441;252;201;244;157;3;0;67
491;145;55;60;64;54;0;194;60;36;49;46;0;178;0
492;0;1014;973;854;0;0;2682;0;943;815;1276;6;3855;0
493;1504;867;823;577;460;0;445;719;0;1274;624;0;350;970
494;507;68;186;187;342;4;513;160;249;186;257;1;482;0
495;5300;3595;2814;2195;1712;7244;6449;1784;1451;2964;5214;8647;2075;1809
496;384;244;324;421;171;0;0;218;241;278;0;0;172;211
497;228;58;31;68;54;0;0;58;0;52;59;0;151;56
498;2962;1109;0;0;1495;0;1628;0;1086;1121;983;0;2613;986
499;1581;398;601;1343;797;0;224;1201;486;852;839;0;2213;0
500;412;201;146;166;407;2;376;66;215;119;226;1;0;93
501;4389;2815;0;2560;3648;2504;6533;0;2836;2613;2637;10110;4693;2023
502;464;267;389;0;314;1;592;115;139;439;196;0;252;153
503;154;59;52;58;0;0;204;62;57;79;68;0;197;0
504;1648;1035;972;891;997;0;2309;1072;1125;1276;1291;0;4706;1123
505;0;0;605;0;890;0;1440;1630;134;1656;546;0;0;1261
506;466;0;167;148;273;1;465;193;30;195;194;0;441;185
507;1646;2376;2679;2679;1840;0;3498;1968;3390;2884;3985;5641;3027;2220
508;185;182;238;390;297;2;445;42;245;135;141;7;0;289
509;194;68;0;0;69;0;223;63;58;52;49;0;124;57
510;2780;1190;965;1013;1628;0;3119;1075;751;690;1196;10;3504;1017
511;698;1247;0;1040;594;0;608;859;446;1139;0;0;1304;0
512;515;267;214;121;222;1;499;285;194;92;310;0;384;206
513;0;3143;0;2511;3390;13301;4570;2871;3055;2878;3965;12254;2803;2487
514;322;231;0;114;290;0;0;0;328;344;137;1;419;0
515;187;58;59;53;57;0;157;55;54;44;48;0;155;63
516;2930;1024;1103;1008;1235;0;2375;1130;1172;1338;969;5;4567;1100
517;1220;0;535;984;360;0;149;820;565;1632;892;0;0;944
518;494;341;221;154;287;1;514;0;0;119;175;4;490;232
519;4925;2421;0;2987;2919;7675;5088;2571;2010;2794;2854;1349;3784;0
520;0;67;321;168;292;0;368;292;318;232;167;5;246;112
521;190;64;0;64;62;0;179;63;52;72;53;0;179;57
522;3585;976;797;898;762;6;4324;1049;705;867;0;6;2740;1024
523;706;790;974;761;481;0;218;0;945;1292;525;0;1513;0
524;474;279;41;162;304;4;501;112;302;152;225;0;475;126
525;5090;1615;2200;3092;3240;6581;5402;2024;2797;3046;4509;0;1785;1940
526;309;125;0;303;205;3;331;268;400;147;80;0;316;177
527;159;71;47;56;60;0;144;54;47;0;0;0;150;61
528;2558;1043;784;1014;1311;6;2251;1214;985;1039;1184;0;3154;1102
529;0;0;438;0;555;0;1100;1497;0;746;385;0;1028;915
530;475;144;103;166;98;3;440;303;0;0;0;1;582;70
531;4406;2056;2734;2689;1485;11287;6244;2776;1936;3006;2031;7787;3669;2701
532;227;162;78;75;0;1;377;0;113;630;282;0;367;172
533;0;74;61;56;74;0;0;0;62;0;60;0;148;66
534;2756;1186;1125;918;1208;8;4375;1108;1125;1015;1420;7;2536;1038
535;481;1278;688;0;395;0;636;377;1170;1024;588;0;191;0
536;602;209;242;121;110;1;432;122;166;124;108;3;508;0
537;3442;2305;3151;2645;2218;11133;4706;1671;2279;2753;1245;11569;1080;3358
538;422;313;316;268;91;3;434;175;105;97;183;0;311;0
539;144;65;43;69;61;0;163;56;44;75;61;0;148;63
540;3530;995;1034;1192;833;0;2863;1088;1125;0;1274;0;3508;909
541;365;732;761;170;901;0;985;191;434;0;361;0;1037;811
542;0;205;0;132;282;2;482;272;0;135;0;0;378;113
543;3492;0;3708;2893;0;7912;3786;2761;3727;3305;2429;3626;0;1499
544;494;315;407;387;132;3;229;258;150;145;244;0;203;270
545;180;67;49;64;68;0;176;55;0;60;66;0;137;75
546;3243;948;1213;1020;1160;3;3904;1000;1341;935;1164;4;4779;958
547;1801;0;215;1870;703;0;732;0;145;1451;54;0;125;288
548;396;0;226;172;0;3;375;415;171;105;428;2;580;0
549;5079;3524;2789;2737;2331;10877;4480;2938;1825;2870;0;10539;2223;2906
550;254;236;213;90;289;0;526;249;283;179;222;0;0;283
551;163;61;71;59;0;0;195;69;43;77;46;0;206;60
552;4563;1073;1002;1163;887;0;1819;1097;1128;961;0;0;3156;1123
553;0;1248;478;1452;0;0;1487;744;897;1658;0;0;897;0
554;502;310;189;143;215;0;0;171;94;95;72;4;509;307
555;2290;0;2760;2612;1228;9298;3623;2198;2217;3156;5431;8276;4699;2157
556;492;283;0;13;270;0;248;241;245;304;206;0;333;229
557;129;57;64;70;59;0;152;59;67;77;0;0;135;58
558;3453;1227;0;0;1142;0;3171;1140;1198;889;861;0;3811;1184
559;1059;0;0;1306;393;0;1431;1427;695;0;789;0;367;0
560;370;200;152;124;322;4;488;142;322;0;208;0;361;130
561;4269;3840;2412;3205;3015;0;0;1760;3034;0;1928;5477;6847;1652
562;559;243;358;161;0;2;347;251;321;367;0;6;259;7
563;144;54;51;44;54;0;132;51;46;58;62;0;188;54
564;2525;943;966;0;1081;4;3266;1170;1220;1118;1181;0;4826;1058
565;615;0;590;0;152;0;1769;1094;768;402;0;0;0;802
566;390;404;0;167;119;0;490;287;0;148;191;0;447;14
567;2509;1908;0;2612;3084;8360;6686;2130;2809;3421;2336;10438;4297;2396
568;232;265;376;360;220;0;409;300;245;253;322;1;187;96
569;179;0;45;0;52;0;235;58;56;60;59;0;244;52
570;3009;1064;1263;975;1088;0;2887;1242;908;774;1570;0;2420;1026
571;0;424;1069;1195;0;0;0;0;851;974;490;0;2100;31
572;480;318;149;132;286;2;547;159;0;126;245;0;456;92
573;6503;876;2697;0;3330;5567;4554;0;1975;3006;2350;3942;4251;3008
574;0;244;302;425;266;2;244;200;350;0;232;0;309;0
575;160;56;0;63;45;0;162;59;60;0;55;0;184;55
576;0;1022;971;1104;1213;0;3825;1087;634;829;1299;9;0;1090
577;0;913;643;1008;388;0;1004;435;450;1266;0;0;380;922
578;474;242;131;165;0;5;399;175;174;0;197;0;468;113
