N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
170,353,218,276,161,230,0,0,256,161,133,291,0,471,64
171,6191,3104,2374,2590,3651,9933,3241,2408,2878,2939,2551,7102,4697,2780
172,220,150,0,0,238,1,620,222,290,294,177,0,303,163
173,121,67,59,58,41,0,162,56,68,58,0,0,192,60
174,3887,0,1235,1364,1193,8,2826,0,1001,874,1422,4,3250,0
175,0,0,678,1281,520,0,2468,494,767,1214,438,0,2108,1292
176,480,36,160,177,217,0,0,179,271,149,147,5,446,189
177,4210,2740,2384,3501,3638,4870,3860,2394,3784,0,3116,5397,2887,3427
178,322,281,264,0,224,0,432,65,301,229,0,5,165,255
179,199,63,0,65,46,0,110,60,76,60,0,0,226,66
180,0,1011,758,1040,1335,0,3334,1218,1246,863,0,2,2123,1107
181,0,251,660,0,775,0,25,660,980,543,309,0,918,0
182,477,53,245,124,174,0,424,180,63,155,304,1,451,106
183,3595,2728,2518,2614,0,0,0,3058,2663,3161,3221,13302,5072,2348
184,594,337,0,382,234,0,0,330,168,177,327,0,0,143
185,170,0,55,71,75,0,205,55,0,63,0,0,0,57
186,4684,1113,0,0,0,1,2601,1019,1034,1132,0,0,2751,1089
187,1495,0,397,131,786,0,31,0,298,394,78,0,1187,1446
188,372,0,252,0,252,0,440,150,155,0,245,5,511,119
189,2621,2807,2592,2487,1497,6752,6964,2437,0,2786,2417,2390,3176,1846
190,494,103,293,522,200,0,423,189,109,15,97,0,468,280
191,172,68,58,66,0,0,202,59,48,74,49,0,161,61
192,0,1084,1179,1175,1212,9,3674,0,1141,1022,1218,0,2626,958
193,2093,786,604,411,400,0,0,0,1138,708,700,0,750,832
194,476,143,152,172,25,0,574,200,0,151,0,0,362,202
195,5932,2199,2223,2823,1758,7162,4169,2379,2857,2467,4133,8141,3880,621
196,385,328,96,227,286,0,295,0,162,211,265,3,0,165
197,163,67,46,57,63,0,159,50,59,67,61,0,222,0
198,4267,1128,1321,1168,1098,0,2350,1145,1233,1001,0,0,2841,1262
199,1584,787,655,915,482,0,1735,917,727,126,362,0,929,1263
200,427,178,217,148,287,1,454,118,92,124,105,1,451,0
201,5371,2596,2947,2544,2101,7428,1645,1155,2545,2888,3499,10273,3492,0
202,267,299,295,36,210,3,418,177,267,129,314,0,0,173
203,171,65,77,48,0,0,140,73,43,52,42,0,161,42
204,2937,1054,929,0,1132,2,2506,1165,1114,642,1431,9,0,1141
205,1389,0,369,0,316,0,1027,0,1171,1495,450,0,737,447
206,450,49,216,126,240,0,457,53,107,145,318,2,347,193
207,5255,0,2790,2781,3989,2529,3418,2387,1990,2269,2591,12891,2753,0
208,541,358,306,170,102,0,301,0,418,0,182,0,231,160
209,188,60,34,52,71,0,0,55,53,58,0,0,131,52
210,2718,1101,738,1062,1144,0,3515,1016,1334,716,986,3,2288,1063
211,0,424,647,0,0,0,1173,562,363,1865,701,0,1032,0
212,414,204,128,187,204,4,533,208,153,149,353,0,463,78
213,4596,2801,3327,3353,3753,5861,4846,2389,2105,2643,2238,1669,4039,0
214,328,264,411,189,256,0,334,201,125,279,38,0,266,222
215,223,65,57,40,55,0,203,53,55,62,58,0,200,57
216,3009,1196,679,1369,1227,1,4001,999,1168,961,1041,0,3772,1029
217,651,1431,640,602,632,0,0,514,439,1242,756,0,710,1014
218,571,0,296,131,138,3,507,271,207,117,258,2,345,151
219,2335,1885,2510,2946,511,0,0,1951,3237,2984,1377,3140,2356,0
220,323,294,188,120,0,0,450,130,222,196,133,4,334,202
221,202,63,51,61,55,0,179,66,62,70,59,0,194,69
222,3342,1039,0,976,1135,2,3057,1100,980,1033,0,7,3385,1102
223,611,0,561,625,539,0,1096,1020,417,494,163,0,165,580
224,511,187,59,162,271,0,440,137,271,124,87,1,487,37
225,2436,2379,3193,3049,3566,6677,3361,0,2819,2841,0,9585,4092,2153
226,372,140,154,421,253,0,224,154,156,143,67,0,577,107
227,139,54,52,63,68,0,167,64,54,0,62,0,0,66
228,3379,1201,1141,839,1554,0,4537,804,1094,1146,1303,6,2979,1158
229,821,663,461,0,648,0,0,0,581,893,735,0,1078,0
230,490,312,226,141,204,4,0,213,87,138,264,0,398,343
231,4414,0,3036,0,3445,4067,4243,2254,2521,3129,3469,5120,5801,0
232,240,391,199,0,267,0,0,345,122,354,76,4,238,162
233,137,56,54,58,63,0,201,0,52,83,66,0,125,0
234,3822,1052,1247,962,1589,1,3087,1190,0,1276,1064,0,2883,989
235,1151,0,28,416,0,0,779,507,861,662,535,0,3384,0
236,0,229,246,152,5,0,429,405,280,196,279,2,395,0
237,4448,1512,2535,2811,3625,10026,5697,1430,2345,0,1670,10992,5790,0
238,363,263,160,137,190,2,253,224,248,0,236,0,271,0
239,197,63,76,0,38,0,208,0,53,0,45,0,176,64
240,4543,1108,825,1120,1194,10,2587,1093,0,1124,1175,8,0,1184
241,697,567,432,840,767,0,0,91,642,0,272,0,1126,3
242,484,171,193,0,361,0,514,294,241,157,0,0,539,252
243,4781,1853,1776,0,0,9171,2621,2226,2272,0,3036,7510,0,4167
244,451,316,297,65,199,0,161,266,0,153,185,4,0,106
245,115,58,45,62,55,0,0,47,49,33,64,0,146,60
246,3759,1033,1095,938,982,0,3403,978,953,1186,919,5,3798,1107
247,1386,1040,0,705,451,0,2103,991,0,677,0,0,0,0
248,338,243,252,141,295,0,281,253,218,170,259,0,510,142
249,5284,2959,3244,0,2038,10016,5669,2858,1681,3125,0,0,3280,1486
250,172,274,354,180,222,0,347,416,268,137,233,0,384,136
251,154,63,51,63,56,0,181,69,61,74,51,0,146,55
252,2789,1013,1001,624,1243,0,3296,1170,1152,1017,1253,0,2496,1104
253,0,581,0,0,504,0,15,333,303,645,417,0,2487,0
254,434,170,241,189,160,1,0,302,279,141,64,1,459,67
255,5633,2507,0,3332,0,11300,3098,2897,2421,2558,614,4805,4851,3275
256,324,354,167,387,238,3,275,0,109,297,202,0,340,338
257,201,54,58,74,0,0,162,61,50,0,56,0,157,51
258,2365,1084,835,1081,1396,0,3457,1115,1165,578,1427,8,2786,1032
259,910,545,319,803,530,0,27,373,909,981,293,0,1393,1162
260,518,177,0,149,186,2,483,23,124,140,358,0,403,298
261,4737,2802,3222,2600,3087,7253,644,2293,3271,2893,4067,11006,0,2431
262,174,352,298,231,82,3,253,162,187,0,150,0,480,196
263,232,55,0,61,55,0,218,52,43,36,44,0,213,59
264,2495,1070,1061,512,0,0,2781,1188,1150,661,1173,0,2596,1055
265,1366,717,417,1043,368,0,1155,464,687,465,45,0,0,0
266,406,154,202,102,142,0,430,381,252,175,0,0,457,306
267,2750,0,3166,2851,3044,1722,5664,2461,2505,2675,2759,5485,4650,2533
268,516,150,279,67,227,2,377,279,213,0,248,5,205,225
269,190,61,63,36,61,0,185,51,41,64,62,0,203,58
270,2563,1132,876,772,1340,0,2193,1142,1213,1418,0,0,2967,1102
271,780,974,810,770,354,0,374,621,332,0,519,0,1278,1050
272,385,238,184,145,318,0,367,141,341,118,195,2,301,263
273,0,2764,2967,2604,2074,0,5356,1361,1545,3122,2073,16829,7114,3828
274,316,120,105,0,197,3,372,286,246,166,346,0,710,276
275,151,55,68,67,50,0,184,57,48,59,0,0,231,52
276,3808,1029,847,1052,1192,0,0,1093,1308,1222,1251,2,2797,0
277,0,578,486,1276,298,0,310,503,821,531,685,0,0,591
278,523,244,164,122,342,0,456,219,133,118,245,3,495,0
279,5634,2167,2540,2646,2774,1554,6258,739,2845,2233,2173,11332,0,1873
280,373,259,119,121,212,1,466,0,332,551,176,0,0,204
281,184,74,35,61,52,0,0,62,54,57,0,0,181,50
282,3150,1128,1175,1427,1240,0,3308,987,1010,614,1167,7,3144,1170
283,183,1267,794,396,45,0,2203,158,638,819,363,0,2773,121
284,0,264,205,0,179,4,493,207,226,138,309,5,450,200
285,4395,3776,2454,3088,3299,8161,1858,2545,1721,2524,2525,7141,1112,1477
286,593,0,311,341,155,7,506,163,293,225,309,0,436,186
287,142,54,49,67,0,0,216,66,48,0,65,0,180,52
288,4264,1105,995,1054,1456,7,2542,1003,1384,1042,923,2,3407,985
289,782,720,550,644,533,0,94,1193,367,0,0,0,2944,1156
290,0,288,185,0,374,1,302,259,226,95,445,0,514,93
291,0,0,2656,2825,2290,6626,0,2250,2782,2133,1689,7278,3996,0
292,350,274,219,323,316,4,123,303,404,241,316,0,243,158
293,230,52,48,61,53,0,0,53,62,62,49,0,216,63
294,0,1117,1035,465,1246,0,2750,968,0,659,1062,0,4875,1100
295,1060,229,476,918,752,0,1073,0,565,1033,427,0,568,0
296,486,182,152,171,101,1,0,0,147,99,287,6,414,85
297,4456,3264,2791,2434,1484,5738,2657,2473,0,2733,3496,5596,5177,2483
298,26,85,283,0,42,5,686,215,360,193,0,2,460,156
299,178,55,53,71,55,0,167,56,53,86,52,0,162,64
300,3748,809,1253,1176,1213,1,3329,1036,969,596,1293,18,4104,1200
301,1018,671,693,783,450,0,0,1342,580,407,550,0,1760,152
302,403,457,263,159,51,4,0,206,138,137,275,2,423,235
303,559,1505,2411,2238,3627,11863,5491,1509,2291,2863,3500,7196,3503,2535
304,423,210,0,564,149,2,0,28,177,120,170,0,559,124
305,153,53,70,66,42,0,157,54,53,53,0,0,173,66
306,5257,1210,1005,912,1009,14,1257,1025,1110,976,1419,9,2713,1044
307,2190,0,0,0,258,0,581,173,542,310,576,0,1597,257
308,490,122,199,121,294,0,455,0,147,114,205,3,567,340
309,4537,2332,3897,2826,0,2119,3133,1979,3249,2725,4003,11075,3777,3530
310,453,174,0,0,116,7,0,284,71,27,111,2,0,216
311,159,64,65,61,0,0,225,62,76,88,0,0,232,68
312,2899,1060,707,578,1251,0,2724,900,1133,955,1169,0,1285,1096
313,931,353,484,962,536,0,2774,1267,583,368,558,0,0,973
314,477,184,132,153,60,0,550,96,0,153,149,5,480,300
315,3028,3136,2580,2436,1850,2949,1082,1909,3024,2881,2409,8725,3368,2894
316,370,292,218,0,189,0,556,0,191,0,361,0,393,296
317,165,68,55,97,55,0,152,71,66,61,52,0,161,61
318,3644,1072,831,739,1327,14,4167,1090,1280,1001,1064,0,3049,1051
319,1741,534,526,710,0,0,1532,1040,627,437,585,0,1849,0
320,0,311,158,92,216,1,628,233,0,0,253,2,483,0
321,2782,0,2388,2854,1378,6699,3370,1903,0,2720,2066,9921,0,2955
322,622,209,179,169,248,4,217,198,275,183,21,4,589,179
323,175,63,68,81,58,0,184,55,63,0,61,0,149,0
324,3846,1189,906,829,1505,6,2084,0,979,1408,1230,0,3800,1096
325,2058,404,580,793,909,0,967,641,417,793,1033,0,1045,1163
326,368,139,168,104,112,2,506,0,168,167,121,0,570,211
327,3990,2111,0,0,1375,1875,2789,2149,2433,2540,3774,10637,2598,2804
328,343,162,80,455,53,0,0,121,306,179,206,3,373,249
329,142,49,62,41,44,0,158,57,43,77,57,0,218,0
330,3181,1046,777,946,1313,0,1370,993,904,1087,1226,0,3653,1257
331,800,932,483,1107,544,0,2002,117,154,182,890,0,691,137
332,345,245,178,127,199,1,472,235,112,0,31,0,390,0
333,0,1546,2441,2537,1560,5697,4339,1972,2791,2396,2340,9967,0,2313
334,321,226,125,317,149,2,230,183,324,167,291,6,466,271
335,173,62,67,60,33,0,0,57,54,82,0,0,189,55
336,2959,1108,607,1165,1181,0,3334,1192,1127,1081,748,5,3371,1038
337,1572,913,373,614,965,0,788,0,401,0,720,0,512,288
338,469,152,338,161,481,0,424,64,242,183,125,2,505,192
339,2970,1047,2641,0,2384,6719,0,1941,2409,2887,0,11025,4082,2433
340,0,199,144,0,0,0,385,248,269,0,101,1,365,187
341,178,55,73,53,62,0,0,57,73,73,72,0,149,59
342,2458,0,1136,806,934,0,3900,0,1158,1065,0,0,2176,1261
343,337,625,706,788,0,0,1163,540,350,1063,0,0,1306,1239
344,507,0,196,117,152,0,556,0,0,146,139,0,467,225
345,4499,1807,0,2641,2669,0,2064,3494,1869,2115,2398,7027,5175,1891
346,271,0,291,420,175,3,283,235,156,339,238,0,318,120
347,156,65,62,69,55,0,154,0,62,67,55,0,202,53
348,4774,1158,1372,1045,1631,0,4739,1147,762,1008,0,0,3180,1004
349,2079,1011,212,1139,0,0,866,1198,645,705,0,0,1324,0
350,477,170,187,185,419,0,488,0,212,115,213,0,432,109
351,4210,1756,3318,2784,2058,10751,2148,0,2424,2786,2979,8541,0,3019
352,98,83,0,203,221,0,324,184,171,151,199,3,388,303
353,213,54,58,40,70,0,181,59,38,53,66,0,227,0
354,2048,1010,1169,899,1178,0,3308,1106,1087,1025,1036,0,3930,1087
355,1201,182,762,464,588,0,1038,788,676,0,12,0,1303,282
356,436,199,296,152,379,0,0,126,0,150,386,1,459,0
357,3767,2882,2740,2988,1957,2495,4010,2561,2456,2557,3074,0,7502,0
358,409,157,436,271,110,3,414,177,241,294,18,4,494,118
359,147,60,65,69,61,0,0,65,60,60,60,0,219,60
360,4739,1082,1337,0,1206,1,3812,981,985,1311,1057,8,3214,1159
361,1915,1443,769,903,243,0,720,642,562,784,417,0,622,1151
362,506,0,251,150,242,3,419,0,172,111,212,2,417,145
363,2620,3006,3220,2325,1434,0,3720,0,2067,2552,3057,6422,3906,2640
364,339,112,122,0,218,1,117,248,164,125,163,0,396,91
365,181,54,65,49,44,0,194,0,53,73,58,0,210,59
366,2114,1118,1005,0,981,0,3167,1087,993,1167,1038,0,3236,1186
367,2188,322,156,1460,0,0,0,0,1011,434,933,0,0,852
368,542,235,169,122,46,1,466,94,180,151,236,3,551,129
369,3288,2870,3244,2890,3409,5691,5175,468,1832,2650,1979,8607,4029,1437
370,456,233,257,425,114,2,421,290,185,288,122,5,115,234
371,202,66,46,66,43,0,224,57,0,67,60,0,109,63
372,3748,1053,921,1125,1144,0,3142,0,932,837,1439,0,3066,1099
373,2065,233,0,1273,506,0,1482,764,877,961,0,0,1051,919
374,623,241,233,132,442,0,506,195,244,131,0,0,391,99
375,3206,0,1344,2734,1562,16300,7950,1571,4285,2980,2141,7330,4656,1823
376,211,258,361,0,122,0,473,174,190,380,160,2,99,0
377,182,38,45,71,56,0,183,70,61,57,59,0,193,49
378,3248,0,957,958,0,5,3334,1227,826,1078,1253,0,2797,998
379,0,491,638,1544,825,0,552,831,0,1203,847,0,720,327
380,409,255,40,0,226,2,0,0,0,104,333,4,347,70
381,3282,2408,2134,3091,3233,4784,6246,3086,2349,2597,4820,5645,5283,1199
382,403,238,148,17,0,2,571,173,224,0,85,0,0,336
383,166,52,50,77,46,0,199,68,47,74,0,0,217,38
384,2510,1138,1074,795,934,0,2015,983,906,896,705,6,732,0
385,2468,297,757,749,0,0,1271,409,758,1317,534,0,0,467
386,0,189,263,174,261,0,468,0,166,157,287,0,522,99
387,2206,3362,2439,3051,3192,7524,5698,2384,2672,2526,1746,6190,3733,1186
388,0,0,164,205,172,2,295,305,206,227,0,0,643,187
389,193,58,58,0,0,0,202,49,26,77,56,0,201,63
390,3150,993,0,0,1063,0,4156,992,982,838,1162,13,2971,1092
391,1152,0,276,1105,0,0,237,713,516,1591,726,0,1021,60
392,520,70,268,0,407,0,557,0,91,170,394,0,336,469
393,7953,2261,0,3366,2681,11129,5390,1911,2211,2549,2815,8797,5087,2150
394,271,158,238,481,217,0,236,248,247,498,255,3,573,49
395,172,58,43,51,58,0,163,61,64,50,72,0,250,49
396,960,988,1512,906,1161,2,2567,0,894,797,0,2,3334,1097
397,1155,555,870,952,733,0,1586,0,898,395,331,0,0,581
398,436,71,305,160,274,4,500,113,240,177,0,1,0,187
399,3938,1911,2986,2860,3397,0,2056,2789,3814,2290,1448,6446,6097,2059
400,228,0,258,114,164,2,328,214,359,107,80,0,475,184
401,185,60,61,64,54,0,0,56,64,48,0,0,183,47
402,0,1102,1023,998,1000,10,1843,1156,1387,998,1215,0,2711,1105
403,0,0,935,593,466,0,1666,1078,0,699,666,0,113,298
404,0,308,0,129,185,3,489,277,175,104,226,6,462,57
405,1376,1729,2880,2945,2119,8021,2314,3476,2729,2933,0,6923,3943,2516
406,500,0,160,101,159,2,489,79,316,161,0,2,399,101
407,158,58,56,0,0,0,142,54,52,0,54,0,158,56
408,0,1154,1234,949,0,7,3700,0,1237,577,897,6,2434,1074
409,1906,649,1165,0,288,0,768,1830,1041,1246,712,0,336,560
410,564,232,214,0,286,3,478,10,169,169,0,1,0,194
411,3996,1183,2050,2701,3531,9095,3053,1645,2729,3033,3766,2609,2098,3104
412,180,113,0,51,25,6,220,179,0,0,0,3,234,189
413,188,53,40,83,50,0,0,57,57,66,0,0,133,0
414,1424,0,0,913,1055,5,0,978,997,1598,1426,10,3856,0
415,1298,270,526,0,310,0,1762,0,294,0,710,0,0,1230
416,434,221,217,189,292,1,0,152,273,146,10,0,540,0
417,1356,1608,2929,2850,2630,2740,0,1750,2317,3108,0,4562,0,2325
418,312,0,251,344,119,0,555,200,224,95,0,0,0,237
419,178,46,61,48,0,0,0,61,72,60,70,0,156,0
420,0,1088,0,1202,1497,15,3252,0,764,986,1392,16,3642,998
421,972,1245,1103,0,814,0,0,378,515,602,448,0,0,812
422,522,80,81,120,214,0,456,397,234,133,235,0,505,173
423,3118,1993,3480,2940,1603,3564,5624,1663,2594,2532,2176,10087,1838,2656
424,257,142,0,0,5,0,405,158,100,137,149,2,305,0
425,146,64,66,74,59,0,159,47,55,0,67,0,142,55
426,4993,1033,1111,938,1044,0,1874,1143,0,1278,1160,1,4029,1060
427,2162,367,651,0,594,0,0,0,927,896,817,0,683,1010
428,0,329,160,151,313,2,340,139,169,136,181,1,527,215
429,3028,998,1469,2467,1585,0,3893,1304,3071,2666,3142,5537,5092,2052
430,405,134,249,76,159,7,571,181,254,381,148,0,183,82
431,213,56,65,0,36,0,152,51,65,55,36,0,135,61
432,3982,1155,0,1186,1249,8,3382,873,0,1138,971,9,2657,1047
433,1235,303,90,784,368,0,296,224,395,0,510,0,771,712
434,469,252,34,183,174,0,491,189,0,0,259,0,463,109
435,5078,2549,2795,2547,3300,7875,4308,2552,1987,3314,1728,5329,2656,0
436,398,303,259,320,189,0,125,160,354,195,81,0,305,380
437,217,72,67,0,0,0,138,58,49,44,49,0,172,57
438,2778,1043,1063,1052,1203,0,0,1124,1414,915,1164,8,1934,0
439,1212,169,408,94,288,0,807,200,574,959,263,0,557,719
440,540,234,0,165,306,0,490,134,200,125,37,0,486,301
441,4888,1268,3661,2893,4050,5982,4301,2325,3023,2560,2417,5063,2118,1817
442,227,202,81,0,286,8,264,174,306,354,254,4,262,203
443,188,48,54,35,43,0,135,54,59,59,47,0,203,57
444,3507,1081,847,1518,1267,0,0,0,1179,1353,835,7,2192,870
445,366,530,726,0,0,0,861,577,741,0,185,0,615,0
446,0,259,264,127,196,0,541,314,163,136,275,2,380,137
447,2366,1940,3265,3199,3690,4568,4896,2388,2495,2887,4828,8660,0,2194
448,529,170,0,362,342,4,456,249,358,71,293,0,282,347
449,0,73,55,0,61,0,209,73,52,55,64,0,145,69
450,2723,907,1112,1283,1050,0,2137,0,1115,1229,1433,0,2556,1083
451,572,1152,107,910,800,0,1115,701,246,647,690,0,512,734
452,310,50,181,174,317,2,0,99,275,130,67,0,0,303
453,6335,0,2287,2389,2881,12054,4415,2826,2113,2711,0,4387,2540,0
454,295,94,422,101,158,1,361,229,104,0,201,3,318,324
455,124,54,53,53,59,0,201,75,30,65,39,0,163,62
456,3346,969,1206,1014,989,0,0,801,679,940,1007,9,4449,915
457,98,223,966,352,203,0,1159,509,0,0,574,0,0,352
458,463,155,186,192,0,0,399,363,178,161,151,0,536,0
459,4035,0,2246,2215,2313,1239,5150,2513,3165,3149,3127,9089,4492,2306
460,437,167,301,62,294,5,329,34,74,407,98,0,361,178
461,234,65,45,69,64,0,195,51,50,61,49,0,183,57
462,2267,1038,1023,1179,1417,0,2714,0,935,1010,0,1,2904,1022
463,1293,991,422,760,375,0,0,573,411,1226,658,0,555,438
464,487,205,140,142,216,0,0,70,204,0,0,0,309,165
465,2720,2476,0,2226,3891,5775,3317,1952,1710,2850,0,0,2178,1453
466,422,319,276,319,0,3,0,275,463,296,302,0,430,164
467,0,57,57,48,57,0,185,54,51,61,62,0,222,56
468,3065,1160,749,731,1065,1,3568,1072,1352,0,0,0,3747,1230
469,1334,823,0,782,419,0,0,935,733,363,307,0,1123,258
470,467,226,0,126,227,1,0,122,266,156,344,0,408,71
471,3121,2818,2904,3237,2305,1605,4222,659,2878,3205,3180,4767,4679,1499
472,359,227,222,0,0,2,0,339,326,358,184,0,387,309
473,0,54,61,61,63,0,0,58,42,52,48,0,120,51
474,3059,1222,1106,1165,0,11,3750,1144,1169,0,1079,7,2456,957
475,809,0,487,762,385,0,1471,1497,0,0,268,0,1483,984
476,441,238,336,116,0,5,520,163,0,115,483,0,322,64
477,5731,2329,1939,2314,0,5512,1959,1826,2979,2542,2269,3660,4455,1471
478,0,220,83,176,103,0,162,210,143,408,119,0,587,342
479,195,0,51,58,66,0,128,59,53,0,44,0,182,54
480,3341,1069,1150,1326,1145,0,3048,862,1286,1017,1043,17,0,1066
481,1493,813,401,822,0,0,1123,1024,598,1133,405,0,1523,0
482,0,140,96,188,130,0,478,0,261,145,247,0,455,356
483,4453,2599,3075,2868,1247,5913,3959,2077,0,2611,4566,10631,4141,1699
484,305,228,210,397,269,0,340,187,387,609,245,0,217,286
485,194,61,50,48,47,0,213,68,0,0,63,0,0,56
486,2462,1058,1272,1037,1560,9,2576,988,1185,1108,909,0,3337,1123
487,0,1170,402,0,614,0,2281,56,512,534,507,0,151,880
488,406,142,0,150,134,2,500,91,0,138,182,0,532,178
489,5038,1128,2691,2662,3160,5490,3718,2505,3356,3211,3134,5139,2413,0
490,520,284,290,257,143,2,438,0,406,231,0,4,236,187
491,186,54,56,70,42,0,205,56,78,56,53,0,206,56
492,1604,0,1471,1317,0,0,4665,0,859,1008,1021,0,1971,1116
493,243,0,721,349,0,0,992,770,917,1531,299,0,147,765
494,370,186,128,168,300,0,401,45,215,149,191,0,447,95
495,4680,0,2544,2608,2455,3455,4711,0,3365,2584,2623,9149,4009,2816
496,0,156,372,377,125,0,0,195,0,118,201,0,210,305
497,159,62,70,78,60,0,205,39,54,70,53,0,148,43
498,2211,903,1016,0,899,4,4888,1182,1024,993,0,13,1918,1111
499,2606,1248,728,649,570,0,901,674,981,822,746,0,0,1065
500,469,266,237,157,201,1,503,0,145,125,225,0,434,51
501,3101,1685,4133,3091,2257,6479,3035,0,2106,3222,1958,8726,0,0
502,390,304,256,0,238,0,563,273,208,381,174,0,514,289
503,0,59,70,61,67,0,144,54,70,68,51,0,163,56
504,2820,1107,1478,760,1274,9,6777,1022,1388,1387,0,14,3185,1115
505,959,1114,939,723,709,0,1626,274,461,733,523,0,0,1263
506,447,222,320,119,206,2,456,174,151,158,150,3,451,387
507,5138,0,2463,2259,1498,5159,0,2475,1862,2937,2415,9439,1653,2666
508,0,269,266,227,227,3,275,121,172,157,221,0,384,175
509,167,56,79,78,75,0,180,61,65,67,46,0,119,43
510,4230,1071,0,1136,1097,3,4586,959,1367,902,1016,4,0,1101
511,0,696,775,521,609,0,1440,683,0,466,0,0,729,318
512,431,0,119,0,221,0,442,186,196,150,252,1,0,242
513,6199,0,0,2609,2568,7355,4607,2231,1799,3223,4976,14010,5285,1052
514,471,0,0,114,216,0,258,272,238,506,184,0,653,292
515,128,51,39,0,61,0,171,60,57,0,61,0,182,0
516,3295,1031,918,963,0,0,2318,1150,970,0,1223,7,3097,864
517,1812,1133,279,641,0,0,0,0,392,0,997,0,53,183
518,0,148,264,90,0,1,425,46,147,158,200,1,389,241
519,3076,3444,3076,2871,0,10310,1287,2018,3373,2754,2231,6635,3843,1161
520,420,164,226,279,165,5,603,297,173,134,273,0,295,131
521,184,59,51,48,53,0,196,59,64,66,63,0,0,52
522,2788,1066,1454,977,0,11,5410,1018,788,0,1045,0,2250,944
523,1341,565,0,976,320,0,0,0,345,0,885,0,1008,362
524,0,138,100,136,120,0,403,140,0,145,200,2,437,265
525,1916,3134,3259,2962,3761,12043,3800,1994,2267,2183,2486,7543,2812,2205
526,487,141,311,401,209,5,581,58,192,173,233,0,376,252
527,234,68,0,60,54,0,0,59,45,55,61,0,202,49
528,2101,997,828,1181,0,3,0,1179,795,753,1249,0,4463,1083
529,0,0,334,1180,655,0,1301,597,715,1815,888,0,2612,1242
530,488,254,168,124,278,1,531,243,338,139,355,0,543,0
531,3840,2539,0,0,1613,7211,2518,2726,1698,2793,2105,2472,1168,1687
532,358,121,377,224,25,0,494,230,182,13,0,5,0,268
533,174,55,67,73,54,0,262,65,52,48,54,0,197,42
534,4167,1133,796,999,1166,0,3329,1017,729,639,842,0,2472,1113
535,1979,577,315,0,441,0,0,0,669,988,682,0,1445,682
536,595,355,218,116,211,2,397,83,263,135,296,0,0,195
537,4392,3032,2979,2774,4380,9246,1566,3027,3793,2688,3875,0,1985,0
538,505,203,321,0,216,2,215,97,278,216,263,0,426,141
539,202,55,50,59,62,0,207,61,0,0,47,0,204,0
540,1896,1085,1320,1122,1373,3,2580,1121,1087,1103,0,1,0,1153
541,632,653,380,0,462,0,1293,509,766,1589,819,0,796,447
542,452,262,173,160,377,0,0,199,191,180,0,2,478,271
543,5570,2224,2579,0,2666,10064,5777,2215,2365,3128,2971,12267,2735,0
544,273,262,217,99,126,3,298,221,59,601,287,2,211,277
545,169,61,63,50,45,0,186,51,50,0,66,0,135,55
546,3598,1139,1409,965,0,0,2992,1035,1316,1004,1268,2,2566,1055
547,0,780,11,361,121,0,294,394,132,681,579,0,187,274
548,469,253,159,178,199,1,404,17,234,169,356,3,381,240
549,4891,2263,2970,2743,2201,4601,3768,2385,2889,2764,351,1460,4635,2213
550,387,112,397,66,234,1,334,332,367,144,267,5,614,309
551,152,62,41,44,58,0,128,56,60,71,52,0,160,65
552,3024,1003,643,1287,1095,0,3761,1124,1588,1234,1430,0,3329,1029
553,1553,1017,431,931,541,0,1423,180,269,0,718,0,1127,0
554,385,201,174,168,215,0,502,108,0,0,0,0,452,213
555,2473,0,2658,2484,0,0,2046,522,2346,2669,0,0,0,1673
556,148,159,181,480,242,1,393,207,249,0,176,2,376,193
557,198,55,69,0,54,0,155,57,64,68,69,0,170,0
558,4510,1085,776,1020,1184,15,2722,1113,1049,1201,1240,0,0,1039
559,0,607,855,1253,0,0,2247,1013,430,0,303,0,1715,0
560,670,316,256,185,187,0,0,161,184,160,205,0,350,211
561,3542,2399,0,2713,3131,7083,0,2623,2689,2886,3099,7037,4728,2136
562,293,106,179,375,0,0,549,229,137,0,0,4,107,261
563,0,58,60,59,0,0,195,56,65,47,55,0,110,73
564,1984,1205,0,1069,1273,0,2650,1085,846,1058,1094,17,3570,1107
565,1894,271,784,950,0,0,1059,715,795,935,457,0,673,364
566,483,281,217,152,230,0,556,95,199,113,134,2,0,0
567,0,2422,0,2335,461,9032,3551,2524,2517,2810,699,1516,3837,1895
568,9,250,213,184,98,2,461,96,434,10,188,3,341,236
569,187,61,65,77,52,0,214,69,58,82,60,0,225,54
570,3839,0,1166,807,1339,12,4320,1165,740,1223,1046,9,3679,1052
571,503,1152,704,866,801,0,841,48,575,1130,251,0,0,276
572,532,79,282,148,297,0,536,219,183,137,313,1,398,0
573,3829,1996,2622,3089,3446,8480,7585,1288,2501,3089,4142,7266,3721,2164
574,494,227,210,0,309,0,144,183,262,140,207,5,0,86
575,202,60,54,58,67,0,199,59,51,61,54,0,214,45
576,2561,1126,0,0,1280,0,4086,1117,928,948,1150,8,3422,1204
577,0,638,0,1372,747,0,1457,1924,679,0,678,0,651,309
578,593,391,0,173,0,1,452,182,0,0,255,2,541,276
579,3656,2103,2236,0,2004,10759,0,2251,2428,2842,2625,2700,3212,2315
580,472,235,264,359,229,2,143,315,373,251,87,0,157,317
581,200,61,57,85,67,0,165,53,56,68,47,0,133,70
