N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,0,378,443,1216,256,0,1471,0,903,1185,418,0,802,693
170,436,349,286,0,280,0,471,343,175,118,162,0,550,227
171,2361,2682,3829,0,3047,7159,4172,1379,1877,2429,1754,1799,3216,2024
172,195,126,349,141,159,0,216,182,457,135,96,0,246,193
173,147,49,49,79,53,0,212,52,72,70,70,0,154,66
174,4181,1093,0,1125,1023,0,3718,951,0,1181,1136,7,3161,1198
175,0,685,885,0,343,0,1290,926,755,1123,417,0,386,0
176,316,144,127,167,330,2,460,357,190,0,43,1,0,103
177,4566,1807,2294,3052,1468,4416,0,2920,3869,2740,4368,8160,802,2320
178,299,239,0,224,205,2,362,224,214,0,120,2,119,204
179,182,52,68,76,52,0,128,53,69,75,47,0,118,50
180,1837,1013,1041,857,1089,2,2792,1104,1048,897,1122,0,3071,0
181,1326,0,341,1017,546,0,0,147,691,1746,0,0,2194,0
182,0,348,305,140,30,1,406,169,184,167,213,0,439,111
183,3258,2120,0,3075,2461,3187,3662,0,3266,2501,4109,4818,3130,2912
184,127,121,268,148,0,0,0,208,251,204,204,0,137,332
185,0,65,59,0,60,0,169,46,65,73,51,0,159,71
186,2772,1211,1029,1358,1472,0,3398,1127,883,1084,976,12,4199,1101
187,350,423,727,1242,624,0,1004,0,375,738,1012,0,1781,153
188,410,255,231,172,126,2,558,0,290,174,115,1,479,135
189,4205,912,2693,2919,0,12536,3200,2162,3889,2585,0,4538,1348,3114
190,498,227,303,251,296,1,385,173,246,222,88,0,199,323
191,179,38,78,51,62,0,189,61,55,71,52,0,184,48
192,3118,0,1104,603,1437,0,4593,1108,608,1310,1237,7,5437,1175
193,1938,847,531,751,331,0,2993,796,893,633,874,0,496,21
194,366,198,0,218,207,1,502,105,96,123,430,0,508,303
195,4932,2189,3564,2628,2462,1583,2689,2436,2300,3077,1103,0,3910,0
196,522,187,141,365,0,2,604,243,233,0,0,0,0,153
197,143,59,55,64,0,0,131,0,32,74,60,0,133,0
198,3285,916,985,1194,1420,2,2161,1135,1346,1348,1366,0,3457,1016
199,949,1137,7,834,235,0,2706,311,641,0,311,0,1325,534
200,410,211,246,0,141,2,521,168,0,148,395,0,0,46
201,2569,2519,3248,3150,4296,4741,2476,3162,2586,0,3999,0,5785,1939
202,0,201,212,50,357,4,186,191,278,204,278,0,295,215
203,229,0,52,50,57,0,164,48,62,60,58,0,181,60
204,2509,1098,1058,1174,1384,11,4109,1173,712,542,932,0,2144,1018
205,2124,645,477,935,893,0,938,0,743,974,492,0,0,547
206,387,241,214,145,205,2,580,187,204,162,0,0,380,166
207,4821,2396,0,2520,3875,2887,3070,1440,3389,2722,3503,4770,6855,2489
208,391,215,101,186,0,0,368,259,213,164,154,0,339,263
209,194,62,60,0,67,0,160,59,63,81,53,0,183,50
210,2755,0,0,683,1247,1,2903,1033,1164,987,858,0,4075,1109
211,0,0,472,0,422,0,548,884,326,797,0,0,350,0
212,468,227,0,104,308,1,474,136,313,112,0,0,375,239
213,1689,1853,2676,2250,2602,0,2144,0,2365,2719,1044,13613,2521,2353
214,120,196,0,75,185,0,281,210,119,329,143,0,359,300
215,0,59,69,82,41,0,174,60,56,36,50,0,165,60
216,2343,1096,0,929,1219,0,4411,1183,970,1287,953,0,2668,1093
217,1443,199,623,598,438,0,1658,713,0,266,726,0,0,0
218,446,162,243,96,48,0,503,83,167,177,285,0,373,129
219,4988,1860,0,3026,3659,11172,2905,1393,2793,0,1127,735,0,2216
220,435,312,271,36,144,0,649,276,301,94,321,0,250,302
221,190,59,65,0,43,0,0,0,52,84,54,0,144,57
222,4137,1040,1185,1013,1340,8,3113,1197,1134,1059,1278,6,2675,1069
223,632,408,249,634,569,0,1123,427,0,767,541,0,1578,531
224,508,189,236,134,381,0,467,87,234,159,212,1,519,177
225,3840,1735,2970,2754,3103,2448,4394,1238,0,2750,2857,6915,959,2641
226,160,149,341,0,78,0,277,267,314,236,133,0,466,223
227,114,48,41,66,54,0,136,57,65,46,64,0,109,55
228,3318,1006,0,1089,0,0,3753,948,1180,1171,1097,0,3293,1094
229,936,872,649,1097,627,0,1428,169,302,1162,812,0,783,0
230,0,26,215,136,235,1,553,106,276,166,164,1,488,0
231,3705,0,0,2905,3328,5486,1090,1184,2339,2905,2684,6700,3617,0
232,118,210,332,453,121,5,222,255,362,415,141,0,501,299
233,144,51,65,58,62,0,192,59,58,95,56,0,200,61
234,5609,0,1098,973,1413,13,4262,1069,868,1202,1027,3,2950,1134
235,1302,0,765,626,572,0,1384,323,0,627,369,0,0,0
236,345,149,0,148,361,0,510,190,0,103,250,1,415,0
237,0,2528,2580,3493,2395,9335,4739,2451,0,3220,3645,6682,4276,2562
238,376,151,0,386,204,7,450,204,139,0,264,0,484,362
239,164,63,67,46,52,0,188,65,37,79,54,0,0,60
240,3839,0,1113,0,1260,6,3711,0,1092,1092,1253,9,2386,1195
241,118,17,0,1159,535,0,728,0,1060,0,302,0,1566,668
242,519,160,157,142,192,0,525,209,152,174,197,0,532,0
243,6104,2833,2166,2246,0,3382,3563,1572,2425,2444,1874,8787,3927,1669
244,0,62,125,328,300,0,473,238,161,156,197,5,314,207
245,188,69,53,43,63,0,188,61,74,62,47,0,141,65
246,2465,0,1197,650,0,7,2282,1057,1421,1186,0,0,2288,1068
247,2203,632,333,762,288,0,1581,449,723,1437,439,0,0,1039
248,453,152,214,154,204,0,468,393,212,142,288,2,530,138
249,5904,2379,2474,0,2735,7318,0,2765,2723,2629,3366,11289,4303,1364
250,0,197,352,276,239,1,422,0,251,350,151,2,497,0
251,0,49,64,57,66,0,196,52,64,68,59,0,137,0
252,2434,1039,871,827,1032,0,2305,1222,1350,1127,1113,7,1998,1057
253,1385,1212,462,828,631,0,171,1018,400,748,396,0,1183,0
254,464,54,225,130,275,1,523,110,0,137,259,2,433,287
255,7321,1634,2900,0,4329,6292,1375,1865,2687,2608,2233,11286,2961,1278
256,347,191,325,0,136,2,549,0,0,74,181,7,282,0
257,203,61,57,65,52,0,189,49,49,82,61,0,171,62
258,2705,1160,1079,1107,1290,0,3994,1034,1011,984,1039,15,0,0
259,757,400,0,720,674,0,0,511,883,48,804,0,1400,455
260,401,172,213,173,188,1,472,0,107,127,0,3,490,105
261,3536,0,2659,2456,556,10000,2631,1983,2584,2378,0,5225,107,960
262,270,296,105,245,266,2,375,176,330,71,0,5,248,152
263,188,52,53,73,56,0,173,49,42,52,39,0,155,68
264,3592,1000,1106,0,1433,0,2768,972,1128,830,0,7,4075,1058
265,648,257,895,1193,691,0,0,777,650,850,490,0,0,979
266,390,307,196,172,109,3,555,93,217,167,321,0,0,264
267,5944,3591,2576,3075,2324,5162,5122,2663,2444,2968,3813,7854,4452,1423
268,78,327,219,101,196,0,167,225,212,386,128,0,352,0
269,167,71,0,56,54,0,174,47,31,70,0,0,195,52
270,3299,1034,0,1265,1238,2,2979,0,1034,1025,1422,11,2084,1146
271,793,737,727,887,795,0,0,0,0,837,550,0,0,358
272,381,123,205,116,281,0,508,304,180,136,121,2,431,240
273,4070,0,2518,3238,2229,0,0,663,2796,2420,3019,8338,3756,1424
274,0,287,428,0,0,0,492,361,284,139,156,0,297,196
275,180,64,47,57,66,0,171,52,0,59,56,0,136,48
276,3266,927,1436,1407,1302,0,2691,1016,682,1026,779,0,3356,1087
277,1402,449,788,0,408,0,0,562,274,1328,449,0,577,688
278,0,206,178,156,355,4,349,0,129,96,243,0,507,140
279,4882,1118,2883,2526,2581,258,3982,2271,2068,2756,2084,12280,1557,1696
280,329,135,232,344,286,0,0,251,236,175,243,3,454,152
281,169,57,43,51,53,0,167,67,62,79,70,0,167,58
282,3106,1020,1042,1255,1566,0,0,1189,935,1226,1337,3,2703,1144
283,1455,529,643,663,742,0,1044,441,831,1261,259,0,1331,1268
284,435,22,204,210,297,1,500,255,181,125,265,0,512,275
285,3434,2652,0,2474,0,978,0,2145,1872,0,4237,8070,4992,913
286,314,404,249,247,160,0,398,0,266,134,198,2,393,279
287,208,62,56,75,52,0,174,49,54,88,50,0,195,59
288,2899,1070,945,1445,1401,0,2945,1080,1193,0,1307,3,0,1005
289,1628,1100,525,917,629,0,544,0,664,687,474,0,1160,519
290,526,365,296,179,165,0,0,243,194,176,239,2,439,157
291,3551,2012,2335,2682,0,5650,3140,3483,2746,2365,2967,10611,4740,1783
292,548,304,112,114,171,1,262,335,222,422,185,3,513,258
293,148,52,0,72,60,0,136,62,49,49,47,0,168,0
294,4353,1028,1205,1270,1020,11,2399,986,1031,1258,855,9,1574,1019
295,1584,691,614,505,501,0,1113,261,1135,0,340,0,494,86
296,436,227,0,113,355,3,453,74,181,124,0,2,495,143
297,2919,2105,3104,2813,1298,10210,4473,1248,3587,3021,1842,8650,4108,2793
298,252,274,302,127,208,0,0,150,0,105,160,4,555,206
299,0,46,0,66,43,0,172,49,65,55,62,0,149,48
300,3755,933,0,678,1222,4,3561,0,1025,1169,1277,4,0,0
301,899,1255,1042,460,985,0,196,947,194,334,0,0,1260,0
302,505,211,198,174,0,2,579,121,97,162,280,1,425,174
303,5508,1678,2639,2643,3542,4407,5405,0,2721,3156,2909,9617,3006,2124
304,517,135,317,340,0,2,528,220,172,105,139,2,449,189
305,137,52,60,63,62,0,160,0,65,60,50,0,93,55
306,1326,1180,662,754,799,9,1508,1027,1480,0,1268,0,4119,1022
307,0,287,983,0,732,0,1697,814,286,0,810,0,2396,758
308,505,122,317,141,344,0,354,0,166,184,244,2,580,255
309,5104,3179,2255,2518,1843,0,4746,2127,1853,2149,4168,8639,5052,1806
310,521,0,0,249,169,0,361,132,382,0,123,1,513,198
311,174,59,64,65,49,0,192,55,35,56,63,0,233,57
312,3928,980,842,1107,0,0,0,943,0,1390,1295,0,1799,1113
313,400,6,403,991,0,0,20,1397,0,429,617,0,1641,252
314,338,131,0,75,178,2,416,252,44,144,425,1,445,0
315,2641,2303,1839,2315,1721,3832,2540,2161,2355,2371,3743,8423,6915,2701
316,438,245,256,100,217,2,332,245,199,393,148,1,431,125
317,147,58,34,52,47,0,206,0,61,46,50,0,187,55
318,3424,946,1076,903,1049,2,2184,1159,1195,844,944,0,3124,994
319,2323,0,312,614,496,0,525,0,734,569,0,0,1847,0
320,513,296,205,149,0,0,476,247,305,197,279,0,292,278
321,5476,1404,2797,2718,1208,1733,3460,64,2641,2958,2097,0,1955,2171
322,337,91,202,181,195,1,440,0,156,43,293,0,162,142
323,190,61,42,63,60,0,146,55,49,62,51,0,215,63
324,0,1124,980,1128,1142,7,3159,1199,1363,1143,1006,7,1919,992
325,0,783,0,453,0,0,916,1110,1017,1118,509,0,2106,0
326,437,225,146,161,179,1,500,195,0,146,316,0,438,125
327,6517,1972,2187,3422,2254,6788,3162,1135,3013,3092,3046,1041,3988,0
328,452,118,316,189,277,0,364,254,180,171,0,5,382,249
329,195,55,0,53,56,0,169,62,35,72,52,0,163,65
330,3136,996,1148,1286,1198,2,3970,1052,962,1110,1142,11,3726,1192
331,1160,473,549,664,967,0,1148,310,629,164,0,0,0,339
332,490,72,220,0,300,0,539,233,314,129,332,1,396,0
333,4224,2860,2186,2384,1869,6280,4096,2977,2891,2341,2631,2149,5136,2894
334,377,311,309,0,243,2,0,189,237,301,320,3,0,142
335,168,72,45,80,40,0,160,47,59,78,66,0,168,0
336,0,1250,1172,0,1090,0,3941,1035,1170,0,1030,2,669,1123
337,0,993,469,379,533,0,878,189,147,597,186,0,464,1028
338,361,229,313,122,195,0,500,328,257,162,206,0,489,403
339,3646,1729,2308,2488,3931,6778,2192,2649,2597,2552,4745,7555,3443,2858
340,424,313,296,0,89,5,495,247,0,326,55,0,314,206
341,145,63,71,66,36,0,185,56,65,0,61,0,157,45
342,2378,1167,709,767,1019,1,2700,1070,0,853,1199,0,2360,1090
343,375,641,359,0,0,0,481,631,336,1263,296,0,1483,210
344,473,261,129,0,28,4,499,118,267,129,94,2,527,0
345,3696,2311,2615,2378,3020,9478,5017,2865,2520,3216,4388,10145,3047,1915
346,193,0,0,259,156,1,286,177,289,389,217,5,412,215
347,197,74,0,36,59,0,209,65,54,54,59,0,205,77
348,2418,1087,1196,1039,1339,0,3373,1040,861,1257,1197,4,3272,1106
349,1144,410,0,595,167,0,1319,1078,794,582,886,0,1931,839
350,508,101,0,167,129,0,372,161,242,151,164,0,400,210
351,3313,3267,0,3192,2417,11734,2845,2376,1343,2462,2209,3198,4068,0
352,551,253,187,0,160,6,282,319,286,213,112,3,0,107
353,172,58,51,0,58,0,207,60,0,60,65,0,143,60
354,3999,1132,770,1223,0,8,2595,925,914,1073,1177,0,2841,1098
355,1124,1144,176,1125,0,0,0,655,692,918,382,0,855,394
356,562,302,248,136,84,1,515,82,187,135,0,1,457,180
357,2034,0,2656,2425,4906,5346,4476,2201,3111,2845,3247,7305,4668,2526
358,265,0,79,116,156,0,24,107,203,70,289,0,328,161
359,186,55,0,0,42,0,173,68,38,48,58,0,238,55
360,3233,957,1213,1008,922,11,2504,1002,1166,683,1482,11,4554,1069
361,0,0,704,728,362,0,2080,17,732,491,929,0,1950,990
362,520,66,224,168,192,0,506,165,97,154,290,0,0,225
363,0,1714,2689,2912,4044,4818,4468,2298,2735,2832,0,9686,0,0
364,383,277,301,81,98,3,576,211,295,430,281,0,544,0
365,180,0,75,74,0,0,170,0,58,69,41,0,268,49
366,0,1104,1278,0,0,4,2760,1135,1151,1092,0,3,2856,1118
367,1804,102,983,450,460,0,344,678,1296,601,416,0,2342,493
368,430,88,107,137,17,1,332,321,87,113,0,0,485,152
369,5299,2155,2387,0,4259,9951,5527,2379,2336,3343,3340,16299,5209,2661
370,506,0,245,381,211,0,153,189,148,122,0,0,235,284
371,160,60,64,48,63,0,169,57,70,46,60,0,122,69
372,3811,1158,1221,1024,1106,0,3106,903,0,1198,1073,3,3290,906
373,2325,1653,358,1292,560,0,0,551,586,0,426,0,365,161
374,636,137,300,182,262,1,377,151,137,0,189,0,534,0
375,1530,2152,2169,3166,3264,0,4902,0,3137,3070,3775,206,4927,0
376,335,135,174,0,231,0,127,239,378,70,93,0,594,163
377,175,59,40,48,51,0,136,54,39,0,60,0,143,59
378,3326,1175,1196,1342,1428,0,3981,1019,1353,0,1134,0,2917,944
379,245,0,628,844,448,0,1747,162,383,1206,218,0,625,117
380,510,281,251,182,0,0,0,124,227,150,292,0,500,288
381,5650,2477,2214,0,94,0,3582,1360,3199,2958,1069,5390,4493,2472
382,302,178,0,108,287,0,388,217,153,252,0,1,250,63
383,0,50,35,0,54,0,188,55,47,55,51,0,176,0
384,2388,1009,977,1120,1095,0,3188,1016,1122,1056,1470,0,3501,968
385,1280,689,718,299,349,0,1733,1005,0,396,407,0,962,0
386,470,49,130,131,289,0,550,145,36,146,0,3,570,62
387,4730,2195,2628,2287,3742,10497,3672,3908,3675,2448,2942,11214,2265,2237
388,105,124,416,153,161,3,28,218,188,202,203,0,303,367
389,222,62,61,71,58,0,186,67,56,66,77,0,188,57
390,3799,1041,899,651,1133,11,2672,1033,1350,1023,1107,2,1429,1080
391,1883,600,232,685,739,0,2369,782,92,1392,767,0,2028,0
392,0,276,114,74,0,0,443,282,108,146,346,2,518,137
393,6953,3180,2349,3184,2456,4617,3866,2746,2624,2805,1097,2231,4661,2472
394,490,255,276,405,256,1,336,179,68,0,217,0,313,362
395,231,61,42,57,61,0,181,58,0,85,46,0,0,0
396,1778,0,1071,0,1371,1,3304,1137,949,1617,1375,6,3146,1022
397,1603,697,1129,340,437,0,120,498,408,279,731,0,2439,796
398,0,171,118,205,204,2,610,300,209,0,138,0,445,0
399,6559,1204,2837,2461,2694,6868,2095,2654,2989,3053,4283,5118,3306,2016
400,263,348,298,199,228,8,406,79,223,401,0,1,180,126
401,180,59,52,66,55,0,115,56,48,65,53,0,217,50
402,2861,0,893,1083,1344,2,1562,1093,1157,894,1260,6,2578,1068
403,794,308,860,461,1074,0,911,0,486,352,0,0,0,0
404,454,155,168,132,454,0,519,40,187,148,326,2,464,225
405,2996,3032,3130,2404,3952,8629,3041,2587,2731,2408,3177,9396,4628,2507
406,276,41,239,296,214,0,241,33,257,459,158,0,321,103
407,141,61,50,60,66,0,177,51,52,65,43,0,146,56
408,4057,1063,839,1100,1043,10,4868,0,1068,1265,1437,8,2609,1152
409,1740,0,733,1266,588,0,455,1604,0,219,749,0,1324,0
410,0,210,268,0,203,1,432,304,213,147,211,2,375,0
411,5548,2324,2247,2951,2865,3922,5195,2526,2106,0,1706,3640,5382,2296
412,0,154,0,139,62,0,227,237,268,273,150,0,436,311
413,190,57,60,62,46,0,165,59,62,58,48,0,153,59
414,2365,1244,965,1130,0,0,1731,1230,717,948,1114,13,2046,884
415,1908,386,354,592,604,0,1129,973,705,683,715,0,994,0
416,417,108,182,139,229,0,463,83,234,143,190,0,462,174
417,2654,1888,2517,2018,3492,4409,6132,1809,0,2184,0,15184,0,1131
418,0,193,279,0,159,0,176,299,238,349,154,0,0,198
419,181,0,40,0,51,0,175,0,49,62,52,0,187,0
420,4108,1120,852,923,966,4,1877,1017,813,1349,1402,7,3892,1147
421,0,361,874,847,0,0,944,530,514,1019,509,0,1868,810
422,575,321,0,116,0,0,410,150,206,142,0,5,368,162
423,3317,2819,2480,2822,2430,8111,3912,2983,2327,0,0,8340,3999,2590
424,201,148,284,378,163,0,0,0,222,270,236,1,367,231
425,177,62,53,52,69,0,183,64,55,70,48,0,213,52
426,0,977,1150,1280,1155,4,1942,0,0,1124,1420,2,3221,929
427,1723,711,0,463,444,0,2116,748,0,1460,473,0,627,741
428,325,405,242,138,235,3,479,496,264,122,143,0,532,26
429,3824,1693,4030,2953,2929,0,2460,0,2572,2347,2759,9306,5239,1921
430,467,227,328,294,194,0,436,240,351,525,98,0,322,0
431,156,58,51,67,58,0,229,58,43,62,59,0,181,55
432,4294,1033,1008,1456,1128,3,3249,0,1281,0,1334,8,2828,993
433,2440,487,779,1402,886,0,1184,656,671,1743,435,0,1769,0
434,0,254,163,154,208,0,359,104,114,145,171,2,445,178
435,5257,0,2584,2716,2238,7378,4403,1408,3047,2306,3673,9235,2891,0
436,108,196,84,448,184,4,49,0,356,446,248,3,23,423
437,173,57,61,0,0,0,134,60,42,44,46,0,173,56
438,3710,0,1005,1452,1347,0,2321,989,1273,1139,0,0,2655,1084
439,1287,858,881,0,285,0,1565,860,733,1385,0,0,2464,995
440,524,254,239,138,143,1,506,317,103,182,221,0,451,277
441,0,3866,3090,1894,1478,6099,2808,1781,3712,2995,2754,3760,1960,2791
442,214,236,69,0,60,0,213,263,335,314,340,0,576,86
443,152,65,44,46,59,0,221,59,63,69,77,0,206,70
444,2674,1098,792,520,1023,0,0,1085,804,950,941,12,2440,1313
445,1380,1066,865,0,729,0,2694,415,317,505,487,0,574,651
446,437,139,118,84,258,0,350,91,248,171,0,1,450,119
447,2846,950,3061,2417,795,8007,400,1977,2919,2718,1926,10510,5053,3271
448,226,367,265,51,164,1,272,238,0,0,191,2,380,134
449,183,56,40,59,47,0,205,64,59,57,58,0,232,51
450,2549,961,0,1060,0,2,3965,958,1282,981,1372,7,3881,1006
451,1513,0,544,1009,551,0,0,0,473,103,288,0,262,878
452,502,351,351,163,153,2,491,160,124,127,353,2,0,275
453,3508,3248,2450,2788,0,13744,7198,2205,2833,2781,2859,7781,4531,1242
454,722,234,186,392,261,2,444,83,270,0,173,0,206,170
455,194,50,54,52,67,0,207,57,66,56,66,0,0,48
456,0,877,1139,744,535,0,0,1170,951,1093,1370,0,4766,1082
457,0,0,444,137,737,0,1428,0,410,908,605,0,0,110
458,488,253,211,139,121,0,544,179,156,0,177,0,483,226
459,0,1894,3278,3380,3827,7846,3091,2408,2776,3154,729,5611,2961,1998
460,213,229,0,216,189,6,486,286,83,340,0,0,0,136
461,200,54,55,44,59,0,216,71,49,74,40,0,151,0
462,3260,1013,1029,1244,0,6,0,1002,828,1120,1056,0,0,1176
463,2093,622,0,1060,688,0,1994,286,575,838,377,0,1403,203
464,492,0,195,162,228,2,364,0,299,182,236,0,560,171
465,4595,2033,3010,2527,4468,9387,2207,3424,4236,2478,0,7548,0,3673
466,356,212,300,343,137,4,289,227,83,107,198,2,337,233
467,188,62,71,63,67,0,193,55,66,68,53,0,171,62
468,4500,1052,798,1376,1209,0,2617,1030,1137,994,1155,0,2511,1141
469,706,1422,567,633,335,0,1700,0,315,815,815,0,834,325
470,525,157,291,0,0,0,493,120,184,0,345,0,536,0
471,0,1186,2783,3153,2401,7303,5234,542,0,2441,3286,4236,5730,3003
472,0,236,415,296,111,0,266,414,184,290,164,2,201,264
473,188,0,64,48,43,0,0,64,66,79,75,0,190,0
474,2475,1258,1276,587,1292,0,3318,1165,0,1031,1066,11,3874,1135
475,1194,613,335,1063,645,0,1260,461,306,188,1112,0,518,0
476,370,220,361,147,303,0,475,228,236,0,229,2,537,349
477,4084,998,2815,2838,1262,11532,5258,1711,2238,3485,3335,664,3008,0
478,0,141,80,0,261,2,300,207,212,136,76,0,13,187
479,173,58,40,48,44,0,164,45,45,51,63,0,195,58
480,3344,1032,1295,767,1357,2,3979,1149,0,753,1204,3,3974,0
481,1466,730,1210,0,228,0,0,1061,574,632,0,0,1111,757
482,354,135,231,178,373,2,434,202,123,106,207,0,349,338
483,3623,2845,2409,3359,1640,9644,3413,2104,2989,2874,3614,1697,3494,3357
484,396,328,255,348,138,2,257,232,192,352,198,0,412,300
485,146,62,39,43,68,0,174,46,68,60,54,0,239,56
486,2446,848,1068,1006,977,6,2673,1059,1256,1258,1431,12,3988,1077
487,1058,74,527,591,369,0,967,768,0,352,527,0,621,771
488,440,117,320,144,199,1,473,280,130,0,0,0,347,0
489,2290,0,4046,2718,1161,9159,3643,1474,3214,2446,2629,11748,4430,1791
490,195,197,0,142,199,1,497,0,0,0,97,4,343,300
491,146,60,51,62,44,0,190,66,56,69,50,0,172,54
492,3658,1085,1323,978,1118,4,3130,986,818,1172,1071,0,3275,1161
493,647,2,616,886,317,0,946,716,770,1027,782,0,0,767
494,498,151,265,144,0,2,0,0,160,148,172,3,356,451
495,5361,1091,1961,2138,2201,2617,4113,2707,1883,2422,2751,13993,4148,1877
496,430,72,314,80,216,3,341,196,182,356,149,2,473,225
497,173,50,44,51,51,0,221,77,58,64,56,0,236,76
498,3304,1047,902,865,1181,5,2755,1073,1495,930,1385,9,4510,1054
499,1352,363,746,794,0,0,59,759,0,1088,0,0,300,64
500,455,88,142,166,265,0,585,194,255,158,237,0,0,216
501,2880,2248,2899,2748,4369,8873,5539,1179,3319,2778,4365,5919,2605,1561
502,479,244,294,0,144,1,557,248,0,235,77,0,122,212
503,0,44,64,80,45,0,137,0,29,65,52,0,199,54
504,2924,1089,1114,1121,0,0,3161,982,1250,1035,1476,13,3300,1029
505,1286,664,342,592,146,0,348,0,347,0,526,0,139,1436
506,394,0,0,198,305,4,394,82,184,113,326,3,293,178
507,0,1445,1950,2844,560,6842,5351,0,1863,2900,2207,6424,0,3181
508,229,220,84,0,110,0,177,127,305,293,243,0,323,0
509,203,58,0,56,0,0,0,49,77,64,66,0,188,67
510,0,975,1373,0,1240,0,2033,1166,1306,793,0,13,0,0
511,1639,864,355,434,338,0,2124,0,714,423,686,0,1327,1344
512,458,122,171,135,334,2,332,295,187,214,287,0,556,219
513,1520,0,0,2748,4616,9081,6525,0,3692,2991,1695,4760,4328,1843
514,569,190,251,0,159,6,317,85,291,368,166,7,136,256
515,191,61,66,0,50,0,147,58,0,70,47,0,141,57
516,2428,1109,1156,1136,1221,0,3005,1078,792,932,1031,0,2619,1108
517,2344,544,428,438,923,0,460,505,0,320,285,0,0,28
518,466,160,173,187,0,4,636,313,234,157,350,3,465,0
519,7172,3056,3456,0,3321,8140,0,2572,3634,3151,1140,10128,6459,3710
520,728,284,6,272,288,0,509,261,314,307,218,2,568,271
521,173,58,58,82,50,0,0,0,57,48,43,0,183,62
522,4152,923,851,960,770,13,2484,960,749,762,1095,6,2754,1276
523,0,0,445,549,460,0,965,939,373,963,993,0,982,809
524,0,300,0,172,0,0,485,132,206,95,93,0,0,86
525,578,2073,2844,2800,2755,6501,4344,1859,3216,2937,2834,11966,6686,1668
526,332,216,208,267,0,2,415,227,167,238,225,2,431,328
527,181,59,66,81,44,0,162,63,62,73,46,0,159,62
528,2897,1154,1089,1130,1446,0,0,1022,1216,1252,1267,0,0,1244
529,2019,1642,483,822,661,0,1302,190,878,1446,969,0,964,0
530,0,195,303,160,15,0,334,338,247,138,117,1,495,165
531,6069,2004,3105,2904,233,6334,5492,1910,2677,2809,2310,3372,4085,2491
532,545,225,0,357,103,1,375,246,341,175,168,10,0,250
533,222,58,0,73,59,0,192,63,43,0,66,0,147,68
534,3531,1077,1159,1114,1342,2,0,999,588,0,1169,7,2557,1067
535,2332,0,813,1022,570,0,329,644,646,943,599,0,2043,948
536,497,196,251,163,169,2,437,177,262,125,185,2,412,0
537,3537,2170,2787,3071,3070,7430,3043,2434,2867,2546,4773,2439,5854,2756
538,245,0,238,415,0,4,340,249,249,137,109,0,0,226
539,0,54,62,60,58,0,0,48,59,0,65,0,141,43
540,2480,1034,1456,743,0,0,3342,1159,1010,916,736,2,2692,1065
541,2088,116,832,434,699,0,519,135,261,957,0,0,2334,1153
542,403,16,0,115,0,3,509,52,189,124,0,2,415,246
543,2021,2338,2130,2346,879,10761,4337,2241,2283,2978,2175,9409,5401,1993
544,531,211,107,453,225,1,336,267,47,86,0,3,0,138
545,220,62,54,78,49,0,150,0,52,66,74,0,204,0
546,2715,1087,812,1222,737,1,2874,1074,1282,1077,1180,4,3490,936
547,2182,0,0,479,162,0,1223,662,582,316,170,0,1561,514
548,495,231,174,0,144,5,404,0,185,142,280,3,547,56
549,4210,2580,2887,2464,1909,0,4577,2567,2448,2646,3288,7462,2684,0
550,199,188,447,0,0,0,600,237,375,335,242,4,110,248
551,172,70,47,77,76,0,203,57,47,68,44,0,0,53
552,3597,889,0,1104,1029,2,2799,0,1198,0,939,1,3510,1161
553,1303,62,514,839,723,0,806,0,442,333,344,0,200,786
554,451,51,244,102,113,1,464,169,118,148,360,0,450,99
555,3157,1599,2094,2640,3227,4929,4549,2272,2781,2507,4394,2979,3885,2458
556,109,171,242,295,87,3,260,65,269,330,215,0,201,162
557,151,64,0,74,60,0,193,66,41,58,53,0,224,53
558,0,1088,1433,1118,1576,5,2641,1124,1268,1514,1090,0,3498,0
559,776,1074,212,817,463,0,0,895,0,1347,675,0,1022,1116
560,495,278,240,119,438,0,475,127,236,88,0,3,556,384
561,4675,2280,4146,3011,3492,9090,3694,1685,0,0,2100,6069,0,2933
562,0,123,0,72,203,1,0,200,261,0,193,0,464,96
563,210,57,28,71,53,0,185,0,44,0,58,0,172,61
564,3501,1209,0,903,1177,5,2394,1048,816,0,1028,0,2996,1201
565,986,661,518,0,1012,0,1751,522,807,0,677,0,0,1466
566,537,0,175,205,242,3,348,0,185,205,0,0,488,62
567,5226,2698,3087,2858,1689,0,3727,3227,2159,2452,3199,9170,4424,2205
568,478,280,321,0,305,1,396,168,372,449,225,0,238,181
569,187,0,0,61,0,0,144,64,41,72,67,0,252,0
570,2039,897,1245,1220,1335,2,3733,950,981,962,0,0,3168,1001
571,2395,1662,724,12,259,0,0,0,128,780,816,0,725,303
572,473,454,289,0,492,3,519,218,208,213,334,0,418,124
573,2461,2784,2583,2222,1996,6668,3373,2658,2657,3004,3882,12819,6271,2049
574,181,231,347,425,301,2,216,342,249,263,159,4,285,194
575,169,54,47,54,48,0,150,56,54,46,56,0,161,65
576,3526,0,1039,841,975,7,2584,1174,727,1234,1308,0,3442,998
577,1812,646,542,773,581,0,587,0,491,436,340,0,2257,0
578,485,355,136,74,41,0,677,100,247,0,103,2,552,31
579,4345,1697,3801,2399,2148,7000,3582,0,2820,0,2196,7156,5261,0
