N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,1488,560,810,351,645,0,0,877,392,311,177,0,2041,750
170,0,0,139,113,42,3,443,164,271,141,313,0,545,219
171,3692,2116,2818,2575,2513,5120,3146,1578,2875,3015,4228,4680,3674,3320
172,672,232,108,495,139,0,437,0,141,0,185,2,520,169
173,157,56,61,85,52,0,0,52,35,56,34,0,190,66
174,2925,986,1179,1083,930,3,3720,907,1191,889,1184,6,4201,1018
175,0,132,907,761,0,0,0,329,985,0,620,0,0,1200
176,396,0,281,153,261,2,592,182,127,149,88,0,437,235
177,3150,2237,2843,2216,973,10018,4926,0,2089,2507,2926,12278,4760,1204
178,226,150,145,562,376,7,0,209,123,97,258,1,454,133
179,0,52,0,73,0,0,196,67,0,53,60,0,132,49
180,3322,1050,718,0,1228,9,3961,1080,1083,781,1178,4,3283,1052
181,1711,327,1316,0,469,0,258,522,769,1286,0,0,3137,98
182,548,25,240,195,100,1,544,198,97,110,203,0,580,94
183,3588,2053,2747,2542,3040,4574,1187,1718,1941,0,2568,4069,4884,0
184,415,251,102,210,129,0,539,187,221,138,148,7,303,194
185,167,51,0,65,44,0,152,73,56,58,0,0,158,54
186,2599,0,0,1081,1208,5,3776,1149,1224,940,1188,0,2485,1103
187,1143,345,480,853,692,0,1010,0,752,552,273,0,0,0
188,417,0,194,122,380,4,410,69,0,166,308,0,449,62
189,0,1648,3968,2486,3066,10859,2175,2141,3607,0,2063,3915,0,1492
190,202,185,274,502,295,1,253,235,0,0,195,0,248,269
191,115,54,59,47,66,0,138,0,51,55,53,0,202,58
192,3100,1077,1288,953,1454,2,3395,1040,0,0,914,11,3455,1093
193,0,606,138,638,717,0,0,1047,936,246,575,0,0,1266
194,508,229,168,0,155,0,0,418,0,133,199,0,437,103
195,2610,2452,2696,2809,1703,3258,0,2901,1469,3103,1895,1105,3548,1898
196,376,278,256,211,150,2,317,272,65,307,110,0,517,107
197,152,56,66,62,55,0,176,51,47,73,76,0,0,69
198,3589,1065,1256,866,1080,0,3282,961,1054,791,0,1,4568,1147
199,2297,305,643,1317,300,0,2361,1255,340,1433,227,0,1401,535
200,369,149,149,136,389,0,421,363,173,114,56,0,397,23
201,2731,0,2170,3411,1334,2252,3073,2100,2263,2895,1439,3642,2316,3782
202,308,216,244,286,168,0,432,245,152,0,178,0,0,393
203,0,58,0,64,48,0,0,52,54,60,55,0,249,54
204,1931,966,1384,1083,1162,0,2932,856,1020,931,1143,0,3783,1116
205,883,854,576,55,0,0,1257,0,580,1298,452,0,953,1062
206,476,195,205,117,365,0,576,199,181,0,152,0,0,79
207,5463,2619,2819,3262,3918,8652,4652,1949,0,2766,2294,2230,5719,2463
208,421,110,230,390,209,0,459,0,73,191,73,3,105,47
209,0,58,0,65,51,0,187,66,43,63,46,0,127,52
210,3330,948,1101,1118,1145,5,0,1148,963,1037,1025,1,2339,1073
211,1925,547,143,700,824,0,760,294,625,116,710,0,399,37
212,448,223,179,143,87,1,424,251,163,131,286,0,452,133
213,3093,2233,3165,2762,3699,5182,3234,0,2411,2448,0,13446,3298,2454
214,489,209,279,51,264,3,503,179,0,137,42,0,412,169
215,147,65,51,0,58,0,193,68,46,56,51,0,167,61
216,4866,1016,1137,0,975,0,3245,1032,1137,922,1351,8,0,913
217,0,702,733,1670,543,0,1135,719,453,563,489,0,1350,135
218,510,266,0,128,232,0,477,162,154,102,166,0,441,371
219,0,2471,3227,3144,1206,2734,3863,3137,2743,2844,4036,6582,0,2200
220,142,212,0,0,93,0,335,173,293,195,223,2,590,130
221,0,0,43,57,51,0,158,44,54,54,59,0,194,53
222,3966,1022,981,884,1295,7,2799,1134,1080,1154,1001,2,1306,877
223,371,390,521,852,538,0,0,910,951,950,527,0,474,967
224,547,46,109,155,363,2,447,167,159,96,279,2,432,189
225,0,2039,2712,0,2617,1692,2269,2867,2657,2978,3310,11997,3967,2319
226,199,104,149,377,83,0,294,132,273,144,0,5,199,172
227,186,52,66,77,53,0,192,67,62,74,52,0,106,52
228,2330,982,1172,671,0,0,3305,1152,912,859,1386,0,3158,1092
229,555,129,0,698,0,0,1236,1121,723,155,651,0,366,689
230,446,277,113,0,200,4,511,119,242,134,0,3,428,263
231,4728,2048,2601,3021,3191,0,0,0,2564,0,3650,9673,4546,1042
232,286,0,242,185,0,0,509,238,257,322,0,2,0,260
233,185,0,0,56,0,0,185,62,70,77,62,0,138,55
234,3318,1029,1168,849,659,0,2972,1157,1167,1143,1083,0,4592,0
235,702,584,397,377,584,0,0,0,145,788,508,0,1341,525
236,545,167,154,168,311,0,433,392,0,136,0,3,483,121
237,2878,2354,3870,2733,1402,3309,3225,0,1373,2770,2752,7988,5064,1798
238,490,86,193,0,140,1,0,266,206,315,0,0,0,141
239,199,57,53,0,70,0,144,65,0,68,57,0,190,57
240,3533,1118,1106,928,0,9,2862,1211,1374,925,1080,0,3087,1034
241,1990,0,430,968,665,0,819,877,775,250,483,0,2113,236
242,449,195,284,143,242,1,0,134,154,0,161,0,540,222
243,5628,2817,2540,2663,3223,9234,2868,2470,2610,2585,1754,0,4222,1948
244,183,254,184,459,192,2,372,195,335,0,144,2,251,262
245,156,66,0,56,57,0,187,59,56,50,58,0,167,59
246,2583,0,1010,505,1116,2,2272,1042,1423,1032,1093,1,3813,1047
247,1445,116,755,622,365,0,318,21,1060,916,506,0,698,0
248,373,362,234,125,124,1,430,86,159,101,101,0,494,0
249,3816,1717,2420,2688,3500,10653,6202,1800,3085,0,1774,5361,2599,2855
250,0,295,248,353,81,0,354,206,169,224,186,8,615,153
251,185,48,43,58,0,0,122,0,51,80,0,0,183,45
252,0,884,0,0,1165,2,2803,1048,1378,1522,0,0,3204,1040
253,754,530,754,665,517,0,1475,0,0,657,710,0,2241,1007
254,457,0,183,118,234,3,455,186,171,125,154,0,428,0
255,0,1630,2856,3581,770,7314,3262,2086,2800,2428,0,0,0,2450
256,273,270,277,230,144,0,262,255,331,387,248,0,404,337
257,167,44,48,0,63,0,164,57,44,57,70,0,197,52
258,0,1130,1286,1034,859,9,2444,1052,1207,1229,0,0,3183,1175
259,1797,1101,784,606,647,0,686,0,600,381,552,0,2580,736
260,455,253,113,165,156,0,567,302,135,145,289,2,431,195
261,4582,0,2286,2721,1954,8957,4430,2528,1900,2715,3059,9571,5799,2124
262,252,202,486,19,188,0,261,279,225,18,186,4,0,189
263,185,58,63,59,44,0,227,59,64,75,65,0,148,62
264,2866,1065,1069,1042,1214,6,2401,1115,995,1072,1436,3,3071,1067
265,1624,814,389,831,1125,0,210,1039,1332,514,562,0,2485,1701
266,512,240,193,124,0,2,526,383,155,144,407,5,0,237
267,4908,3414,2140,2989,2236,0,4430,1759,2772,3098,2862,0,6128,1925
268,644,266,264,0,314,0,81,295,305,99,201,0,399,138
269,126,0,40,48,46,0,223,0,60,51,66,0,189,55
270,2815,1055,1358,600,1067,1,4322,1130,1182,836,1330,1,2434,1056
271,854,781,982,363,591,0,1218,0,0,673,548,0,724,837
272,434,284,136,175,190,0,543,44,0,146,146,0,466,0
273,3045,2750,3209,2686,3778,0,1540,2504,2519,3071,3386,4230,0,2135
274,514,0,349,0,236,0,60,164,155,255,152,2,0,240
275,0,52,51,77,40,0,171,58,57,67,61,0,176,55
276,2719,1111,1116,889,1139,8,3823,935,746,1235,1074,7,3275,1137
277,2693,337,451,0,403,0,317,736,484,1126,238,0,1590,0
278,396,191,293,132,521,4,0,43,180,123,128,2,504,259
279,5370,2591,2794,2246,2384,2594,3499,2977,3188,3015,1779,10613,0,3147
280,192,211,336,115,170,0,360,230,39,438,148,1,307,288
281,199,65,45,74,52,0,135,67,52,72,50,0,212,0
282,3992,1212,997,1214,964,2,1650,970,1125,644,1167,9,3938,985
283,1811,589,380,851,306,0,944,0,328,1014,0,0,543,1303
284,466,127,222,0,0,2,524,68,0,0,0,1,393,258
285,6175,931,3046,2371,1763,2819,3599,2176,2810,3318,3164,6152,5477,0
286,322,314,243,0,235,0,269,84,134,262,182,0,350,166
287,135,62,78,75,67,0,182,0,35,69,44,0,176,54
288,3422,1059,0,985,1359,0,4058,1063,1367,1127,1405,0,4043,1128
289,581,834,610,776,439,0,1529,893,504,560,521,0,1343,0
290,368,172,116,0,283,3,361,240,154,128,269,2,487,0
291,3807,3277,2584,2936,1977,11437,4722,2024,2597,2840,2432,9003,4698,2931
292,375,382,142,311,336,5,265,171,0,19,285,0,0,251
293,176,56,52,47,55,0,162,69,43,70,67,0,201,58
294,3346,989,942,1079,1198,1,3629,1181,900,1120,1164,0,2936,985
295,1508,618,505,1467,269,0,1987,0,327,391,475,0,1165,1138
296,561,196,254,162,500,0,412,176,134,150,602,2,498,301
297,4025,2364,2495,2665,1910,2610,3470,0,3597,2806,2381,1542,3388,1766
298,302,205,233,265,277,0,261,221,100,71,88,0,524,187
299,176,0,46,58,46,0,191,61,37,0,64,0,144,58
300,3158,1147,1361,730,1132,1,5304,990,860,907,1253,11,3543,966
301,0,1178,390,0,795,0,1119,0,0,601,594,0,592,190
302,415,164,0,156,343,2,462,159,215,140,287,0,421,212
303,1858,1909,2333,2776,3948,2923,7474,2327,2935,2539,2116,6267,3686,1598
304,337,411,271,123,142,0,0,202,185,145,279,3,0,200
305,179,62,78,78,53,0,153,67,0,75,0,0,211,50
306,4495,0,960,965,1362,8,3638,956,1141,0,1096,20,2779,1042
307,1228,619,470,0,476,0,883,985,690,704,631,0,480,1210
308,407,185,157,155,190,5,463,257,0,123,108,1,479,265
309,3909,0,3101,2325,1966,7577,4115,2226,1729,2893,2537,0,0,2248
310,220,243,250,96,0,0,383,177,510,371,248,2,447,255
311,159,44,59,56,0,0,133,48,62,62,56,0,192,66
312,3390,1181,954,1124,0,3,4490,1014,977,1004,1327,2,1279,946
313,0,1016,821,0,0,0,1754,355,618,32,0,0,170,18
314,579,210,239,137,294,0,424,162,120,161,296,0,390,128
315,4712,2722,3228,2744,0,2092,3851,2659,3038,2560,1521,0,5216,2657
316,311,0,0,315,73,0,0,334,268,175,207,1,489,308
317,216,47,70,61,58,0,0,46,76,72,49,0,152,66
318,3364,1301,1087,1086,1331,0,2106,1089,1358,1101,1473,6,4297,1127
319,970,362,281,2124,801,0,1100,227,787,487,536,0,555,0
320,504,88,0,152,214,2,389,123,221,109,297,0,496,292
321,0,1459,2724,0,3495,6780,5647,1214,1837,2658,2269,1426,2026,986
322,389,232,252,153,214,2,0,241,238,178,139,1,0,120
323,202,62,56,58,54,0,108,51,62,50,39,0,221,0
324,4471,1254,1395,1099,1116,5,3994,1035,884,1314,1222,9,2898,1125
325,1707,313,558,639,446,0,539,1042,1070,0,677,0,0,794
326,423,47,282,131,131,1,328,173,289,144,133,1,487,278
327,3459,0,3326,3025,2928,0,4898,2986,2401,3184,5124,4731,2699,2770
328,256,202,142,162,215,0,492,180,219,309,81,0,314,206
329,145,59,49,74,0,0,204,59,48,62,39,0,165,0
330,3103,1055,1624,1172,0,7,2619,1163,0,1054,1197,2,2904,1050
331,355,954,328,1158,208,0,517,871,430,838,622,0,1597,191
332,455,238,162,134,252,3,502,213,0,118,326,2,485,338
333,2467,2007,2684,3025,4516,12874,3388,3122,2020,0,562,14944,2809,2220
334,414,152,180,364,121,5,342,51,166,98,200,4,529,174
335,148,62,41,56,43,0,0,59,58,0,60,0,168,62
336,3105,1083,970,1253,0,4,3228,1025,1274,793,1237,4,2719,1001
337,1748,531,846,264,0,0,1765,1080,512,873,274,0,2002,1438
338,364,221,212,0,222,5,527,198,69,160,0,0,0,140
339,2792,0,3617,0,2920,8689,0,2590,2611,2258,2944,4556,6403,1316
340,375,0,133,0,124,1,95,304,141,406,192,0,363,191
341,139,69,52,66,0,0,184,54,30,41,57,0,169,64
342,2329,1277,1291,1160,980,0,3926,1050,813,936,1294,11,2013,927
343,0,402,887,1049,495,0,828,0,595,557,194,0,0,775
344,435,0,189,154,246,3,0,67,127,152,126,1,0,185
345,4813,2576,1735,2914,2632,8814,4702,0,1899,0,2405,7116,3252,0
346,513,181,271,234,206,1,251,258,302,416,260,0,158,180
347,0,57,61,69,64,0,172,61,53,0,51,0,173,64
348,3919,1175,661,899,968,10,3761,1073,981,668,1302,6,3454,916
349,410,369,0,2562,498,0,1505,1260,341,519,255,0,680,762
350,327,0,175,129,208,0,508,118,300,172,294,2,420,163
351,4409,0,3369,2555,3305,8123,2237,0,2712,2325,2866,5561,0,2392
352,419,258,0,56,344,7,404,0,204,224,270,2,169,347
353,153,58,54,57,60,0,181,61,65,70,63,0,0,44
354,4148,1027,1027,919,1445,8,0,1055,984,1092,1027,2,2589,1190
355,557,398,530,379,237,0,0,230,412,362,115,0,1209,356
356,488,323,168,142,222,1,394,61,221,138,212,2,541,210
357,0,864,2838,0,2214,0,4252,1992,2313,2344,3292,8343,3531,1152
358,407,85,143,0,0,0,420,94,268,0,0,0,363,109
359,0,68,40,67,49,0,0,50,54,64,64,0,184,62
360,4447,1046,1363,0,1163,1,3143,1036,900,1085,1364,0,5581,980
361,921,1358,867,807,412,0,1132,0,1084,1034,449,0,793,0
362,548,174,259,202,220,0,506,40,134,0,83,0,459,191
363,3608,2221,2843,2396,2424,9537,4833,1775,2453,2283,2206,7504,359,0
364,417,170,144,198,238,0,413,327,324,263,157,0,195,0
365,133,62,0,61,44,0,155,66,34,53,56,0,182,60
366,3598,1124,1013,1059,883,13,3471,977,678,1394,1259,9,4218,1186
367,1249,275,612,390,145,0,803,841,521,551,672,0,1657,1337
368,0,329,256,90,175,3,499,257,0,191,334,2,620,118
369,4708,2541,2633,0,3400,6738,2952,1515,2915,2935,3743,0,2915,2478
370,0,292,0,282,0,0,312,285,190,212,92,1,0,207
371,151,62,57,58,0,0,165,0,51,63,62,0,196,53
372,1718,1255,1474,979,1329,12,2306,1005,1010,1083,1055,25,3325,1127
373,364,304,438,0,194,0,1404,1017,735,0,630,0,1629,101
374,485,0,156,178,53,3,430,229,171,141,160,0,0,186
375,2765,1938,3927,2797,2714,7683,6989,1608,3054,0,3090,7693,0,3201
376,405,167,228,315,325,0,254,288,366,385,116,5,230,184
377,155,56,53,70,48,0,170,0,40,76,65,0,155,63
378,5073,1163,721,1041,0,0,2870,1122,999,1329,1355,0,1673,1058
379,504,966,0,1875,767,0,1002,678,541,395,323,0,1710,0
380,467,164,199,141,175,0,452,169,114,129,0,0,444,178
381,6784,2655,2889,2807,2152,10772,2842,0,2739,3470,0,6574,5719,0
382,642,274,112,50,190,4,32,288,316,384,0,0,290,278
383,210,56,52,55,33,0,196,61,42,47,34,0,215,72
384,2969,989,1065,1012,1296,0,0,1170,918,852,1355,0,3606,1196
385,1211,2194,531,1007,462,0,0,253,879,668,265,0,602,871
386,459,133,249,122,283,0,408,193,162,154,364,0,472,272
387,3389,2164,3797,2401,3007,9053,5377,1846,2634,3023,3857,0,4108,2978
388,89,278,147,181,129,0,417,316,308,265,214,5,136,136
389,180,60,43,46,52,0,221,64,49,75,60,0,215,71
390,4645,1233,961,775,1239,2,2999,1146,1043,725,1199,0,2377,1132
391,2191,354,511,269,269,0,1697,0,679,1648,0,0,466,1294
392,443,181,120,153,193,2,541,148,221,116,356,4,401,0
393,2895,2111,2520,1821,1906,1891,2895,2755,0,2883,936,5273,0,3736
394,0,236,198,546,59,4,164,263,166,477,197,0,448,0
395,187,59,44,76,51,0,224,52,61,65,56,0,242,0
396,3522,1100,1177,1019,0,0,4477,1059,886,1135,1147,0,2854,1213
397,1463,1039,1038,675,1169,0,1189,510,0,393,760,0,1186,104
398,463,235,160,118,0,4,463,139,245,141,134,0,434,197
399,5047,0,2803,3052,2938,0,5536,2730,0,2804,3448,6150,3714,3001
400,395,259,0,206,209,0,0,261,62,0,238,4,0,216
401,201,58,59,80,66,0,233,58,54,67,47,0,157,0
402,2172,1045,944,1036,844,8,0,1095,1180,1215,1244,11,0,1243
403,294,1548,435,641,773,0,2174,510,720,0,589,0,980,716
404,467,247,193,135,327,0,536,189,164,124,259,4,389,196
405,5310,1867,2896,2957,2779,4216,4604,1991,1752,2262,3707,10022,2662,1505
406,223,290,255,553,162,0,586,168,247,279,133,0,202,36
407,186,52,64,57,64,0,196,47,45,62,57,0,174,54
408,4757,1146,1170,847,0,5,0,975,1054,1281,1324,19,3260,1181
409,0,0,821,542,432,0,1290,723,549,1121,414,0,413,1117
410,508,310,191,194,231,1,506,175,283,197,0,0,398,85
411,3051,3147,3011,2865,4408,3449,7843,2287,4014,0,2767,7892,1263,2774
412,314,218,186,142,144,0,732,278,209,126,175,2,298,231
413,165,59,55,60,63,0,217,55,75,71,51,0,126,51
414,3313,1089,1285,1170,1333,7,0,1099,784,1159,1198,0,2887,1014
415,0,1063,683,1252,420,0,801,522,694,584,273,0,1713,201
416,546,151,85,0,224,0,407,100,297,142,309,0,463,88
417,4845,1668,1928,2856,3309,5155,2498,1903,3216,3303,1247,6338,4755,3049
418,446,76,252,0,0,2,0,132,322,0,175,1,380,57
419,155,64,35,55,46,0,160,55,44,76,49,0,243,47
420,0,944,953,1330,1287,0,2553,944,676,849,1260,20,1454,1134
421,0,0,579,1291,817,0,541,907,485,654,523,0,2005,178
422,559,225,239,103,212,1,461,0,222,150,186,0,466,329
423,3295,2733,2834,3151,2684,8945,6323,1841,3149,2765,3505,7929,2563,3002
424,416,224,224,294,138,4,0,257,321,202,326,5,399,184
425,162,59,34,85,61,0,156,52,31,62,60,0,0,55
426,3202,0,0,845,948,7,3113,1043,1137,1111,1103,0,3585,1194
427,0,40,298,891,570,0,70,1423,378,905,690,0,936,1093
428,472,0,264,197,232,4,398,53,294,154,167,0,523,362
429,3007,2734,0,2673,859,7285,4676,2800,2426,2881,0,12213,4909,2290
430,67,231,194,0,202,0,439,291,245,369,275,0,71,247
431,269,59,70,57,49,0,151,55,55,67,52,0,194,0
432,4058,1007,1205,968,1529,0,4039,0,0,1173,1330,2,3753,1045
433,1934,955,801,1431,263,0,485,70,748,720,534,0,0,0
434,447,174,180,154,327,1,362,42,132,150,0,0,469,266
435,3305,0,3181,2781,4007,6767,0,2239,2895,2320,2162,3302,2091,2065
436,208,297,237,279,130,0,0,254,359,217,0,2,353,215
437,225,66,47,55,52,0,182,58,43,71,58,0,199,0
438,3383,1120,955,1053,1372,2,2605,910,827,788,1100,5,4079,1123
439,2901,639,644,1082,456,0,2572,1092,586,0,641,0,139,0
440,388,254,149,147,72,0,461,65,154,113,316,5,408,122
441,2410,2067,2719,2728,3283,11356,4470,0,3862,2719,1468,13601,1731,2679
442,467,217,409,157,226,1,409,135,275,0,287,0,503,333
443,168,57,62,70,46,0,165,56,59,39,60,0,235,55
444,0,924,1091,0,849,8,4105,1208,0,973,987,5,2656,0
445,264,587,643,246,850,0,683,136,268,1417,666,0,588,1550
446,490,184,161,151,409,1,482,281,221,176,438,0,478,220
447,3932,1817,0,2714,2030,5690,4308,2284,2093,2879,3511,5027,2559,1756
448,209,194,238,102,252,0,442,168,52,0,78,0,246,223
449,214,48,56,56,36,0,214,50,38,0,51,0,204,67
450,3136,1064,974,1169,1123,12,3566,1035,844,1279,1109,0,0,910
451,1410,1161,857,73,1071,0,1695,682,978,1633,942,0,499,348
452,0,287,146,118,247,2,470,81,242,146,128,3,0,128
453,5061,3572,2653,0,2525,0,0,1386,2904,2570,2804,2197,1772,2818
454,406,283,55,0,258,9,267,135,148,314,229,0,211,235
455,182,76,34,62,58,0,178,56,58,71,55,0,178,55
456,3803,1152,587,1035,1045,0,3002,1089,943,951,1104,0,3243,0
457,1867,1355,846,1132,668,0,1466,188,317,1077,656,0,1428,960
458,556,173,243,0,60,0,663,150,211,165,312,4,464,120
459,5750,2364,0,2523,1175,7719,5498,1966,1433,3263,3299,5889,5074,2578
460,9,144,290,113,242,0,268,162,283,0,48,8,222,262
461,228,61,52,65,51,0,132,0,50,55,45,0,110,51
462,3782,1087,1078,877,0,9,4303,0,915,1089,1205,4,3065,1174
463,1333,209,708,540,407,0,0,596,1070,337,358,0,1405,581
464,0,271,135,121,235,0,448,281,178,175,181,0,438,119
465,4396,2053,3602,2177,3958,13804,3917,2467,3012,3337,2368,8190,0,3594
466,234,244,0,139,131,0,169,0,216,109,175,2,364,283
467,207,48,57,0,49,0,219,56,40,68,54,0,215,0
468,3283,1117,638,858,1228,9,2464,1029,1013,1006,920,0,3614,1079
469,1155,709,0,0,179,0,682,396,422,431,764,0,0,347
470,431,238,0,190,452,2,523,54,133,102,236,4,421,106
471,3639,3067,0,2697,2485,4558,0,2103,0,3130,5375,11496,4905,2316
472,295,243,179,0,196,1,411,175,334,628,149,0,253,189
473,155,58,46,0,55,0,127,48,79,72,0,0,0,54
474,1972,1089,723,1093,910,0,3402,1108,1109,1112,978,0,2106,1157
475,789,744,76,788,966,0,228,501,909,220,0,0,404,939
476,454,137,209,116,307,2,509,81,237,137,205,1,542,197
477,2357,857,2881,2897,3065,12378,2402,1782,2985,2314,1484,3160,3326,1907
478,147,323,254,168,218,0,453,0,351,377,53,0,258,292
479,150,53,66,73,0,0,198,68,55,73,42,0,134,53
480,2536,1103,1164,1145,1209,14,4422,1006,1048,790,981,0,3236,1071
481,1629,1306,879,840,92,0,682,1114,0,868,443,0,371,1242
482,458,296,115,194,241,0,623,93,201,114,289,1,561,72
483,6218,1533,0,2357,1972,8792,4773,2339,3336,3025,1509,11037,3949,2029
484,192,203,5,9,201,0,33,0,200,539,0,0,274,338
485,153,60,64,94,0,0,206,57,43,68,37,0,129,54
486,3229,1119,803,754,1216,0,3850,1047,1135,1230,1114,0,2841,1152
487,227,821,855,948,523,0,1219,1008,512,1268,858,0,1711,761
488,380,101,276,149,200,3,0,149,168,211,0,0,493,142
489,5644,2967,2409,2352,3691,9031,0,2224,3474,2990,3127,9106,2761,1610
490,373,324,298,187,206,0,259,151,250,82,192,4,148,203
491,0,59,68,56,67,0,149,49,64,85,0,0,175,50
492,3527,1040,663,0,1318,0,3159,0,886,1337,1389,14,3349,0
493,540,333,976,913,909,0,493,0,786,0,0,0,385,956
494,0,294,0,147,326,0,0,102,220,167,0,2,623,192
495,4456,1561,2860,2624,2944,7414,0,2163,2863,3063,0,7429,5403,1915
496,310,0,271,10,157,2,371,0,163,208,278,0,208,181
497,203,51,49,48,54,0,173,67,65,45,58,0,137,60
498,3362,1095,966,778,1255,7,3063,1130,1044,1169,1449,12,0,1081
499,1011,465,0,0,0,0,1465,756,515,160,367,0,995,0
500,417,287,148,173,269,2,422,140,225,133,460,0,452,376
501,1720,2679,2391,2390,3333,16112,5962,1688,2047,2945,3754,4497,3531,2879
502,130,314,0,220,156,5,464,199,133,11,214,0,138,110
503,0,62,50,66,0,0,162,65,0,64,48,0,141,57
504,3570,989,1132,0,1138,0,3338,1157,775,780,1564,0,2657,1125
505,1873,1483,0,281,0,0,2323,657,1264,1508,204,0,746,90
506,435,0,111,163,37,0,424,40,0,110,364,0,0,191
507,4411,0,2494,2539,0,10178,3460,2076,2691,2558,3064,12017,5601,1975
508,535,238,383,123,152,0,335,214,326,382,0,0,139,389
509,0,57,37,80,55,0,186,58,50,72,47,0,203,47
510,984,904,969,1105,1317,0,3408,1156,1262,0,1242,6,4481,1080
511,1386,0,629,2,852,0,0,0,608,550,1246,0,955,134
512,462,74,197,157,253,6,450,277,162,149,111,0,489,0
513,4372,2651,1813,2435,2387,8814,3923,2305,2056,3097,0,7388,4303,0
514,444,204,0,334,150,1,567,186,313,474,251,3,320,230
515,0,64,70,50,64,0,147,68,48,58,66,0,199,68
516,2552,1011,1229,633,1473,1,1661,0,750,938,1296,0,2315,1224
517,233,1020,203,577,731,0,1055,0,600,252,298,0,2095,1362
518,449,155,181,167,92,3,524,103,128,141,205,2,452,18
519,6147,2056,3616,2655,2436,11849,3454,2626,2715,2505,434,10445,1883,1936
520,529,0,283,0,166,2,601,202,162,44,289,0,408,120
521,199,0,42,58,63,0,223,62,58,0,0,0,190,52
522,3578,1239,748,1128,1073,4,3185,1141,1322,891,1150,4,0,1049
523,726,312,553,0,594,0,1734,444,692,0,498,0,995,0
524,504,221,156,170,118,1,499,134,99,119,264,1,452,348
525,2680,2269,2581,2575,4411,2567,3424,2220,2282,2998,2403,11009,3648,3370
526,0,292,307,203,266,3,433,393,323,290,46,5,422,219
527,149,65,63,56,53,0,212,0,0,48,62,0,139,0
528,0,1059,1302,1025,1276,0,3288,0,900,1289,1167,11,3529,1162
529,913,1283,1055,0,416,0,2216,488,764,0,613,0,834,595
530,468,243,80,178,162,0,531,0,259,146,292,2,385,366
531,2708,2159,2652,2565,3089,0,4271,1460,2165,2899,1737,13392,5499,1848
532,583,296,224,221,192,1,274,203,276,86,138,1,482,281
533,146,61,42,80,64,0,153,0,72,52,79,0,89,55
534,2599,1201,1164,759,1397,9,3412,0,958,1290,1311,10,1438,1182
535,1091,0,507,66,448,0,653,561,832,818,701,0,1069,216
536,472,192,276,159,339,0,369,280,178,147,284,2,561,275
537,6092,2956,2731,2732,2437,3943,1965,995,3765,3085,0,10803,0,3370
538,133,294,130,0,195,1,575,153,312,319,143,0,364,157
539,219,60,44,45,68,0,187,67,40,43,0,0,196,52
540,2810,1176,1090,1354,1551,0,2518,935,1206,956,1289,12,0,972
541,1332,112,696,1134,762,0,847,1147,527,1647,0,0,887,944
542,571,134,203,0,18,0,403,0,94,132,354,1,533,192
543,6440,2315,3119,2521,2370,8713,5098,3013,2898,2758,1226,9755,2718,781
544,254,264,83,134,201,0,85,115,352,123,219,0,0,214
545,187,67,43,52,46,0,173,0,47,69,45,0,168,65
546,4253,1023,1087,736,1414,0,3742,970,1190,1103,1445,0,0,1010
547,663,597,920,1058,563,0,2323,1227,879,0,0,0,1146,669
548,531,224,165,152,364,0,554,8,278,128,293,0,421,163
549,2062,1205,3416,2696,1584,1799,0,1428,2944,2938,2352,8583,2836,1877
550,290,81,99,343,186,0,356,264,176,0,157,0,363,281
551,200,51,43,59,64,0,102,53,49,52,53,0,185,0
552,3178,997,958,1214,1035,6,4453,1077,1112,1083,0,0,2664,1053
553,897,764,390,643,317,0,1473,857,603,60,432,0,1826,1210
554,425,100,97,178,127,3,510,164,259,136,303,0,0,124
555,2612,0,1839,0,2058,5923,2364,0,0,2840,3807,5582,5924,3179
556,8,175,367,173,160,9,548,252,361,489,190,0,177,284
557,189,53,51,63,54,0,191,59,53,60,55,0,0,0
558,3358,927,1031,1095,1002,7,0,1043,1311,522,1227,3,0,1015
559,1116,597,469,40,809,0,202,529,204,1239,1061,0,117,34
560,525,272,185,143,335,2,457,127,304,0,199,3,437,262
561,318,2994,2557,2977,2721,11812,446,1625,2563,2430,3623,12904,4350,2108
562,16,287,318,474,167,3,110,184,390,0,301,4,435,113
563,0,57,45,61,0,0,197,62,50,77,54,0,0,67
564,2448,1100,1272,1210,1051,0,3338,0,990,1359,865,5,3607,1186
565,448,960,510,465,347,0,0,755,498,1072,366,0,0,149
566,374,304,204,170,250,5,478,5,230,141,272,0,474,170
567,2330,2267,3401,3193,0,0,0,2458,2510,3054,0,4584,5031,2270
568,285,308,0,276,286,5,446,263,367,281,154,3,453,287
569,174,60,0,68,57,0,152,61,84,66,63,0,227,0
570,3567,1205,792,945,1008,7,3862,1120,1090,1193,1177,4,0,1299
571,593,0,206,1247,732,0,0,0,315,597,929,0,987,900
572,0,48,223,125,328,0,406,337,155,111,259,0,610,65
573,5100,3722,3091,2860,4545,6306,3587,2447,2451,2793,2967,6434,3735,0
574,467,58,211,26,208,0,322,325,260,142,223,5,0,135
575,173,67,66,65,56,0,171,54,71,48,67,0,170,63
576,3115,1071,1191,1151,1170,0,4155,1115,1105,789,1333,2,0,1097
577,1738,0,963,1556,986,0,156,121,0,949,546,0,1943,746
578,482,337,130,171,261,0,479,255,74,113,244,4,495,119
579,6291,882,2281,2758,2237,10852,5283,2732,2605,3246,1765,8571,3854,3297
