N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,1434,116,264,940,403,0,477,1059,0,863,570,0,784,0
170,516,183,233,152,100,1,400,308,156,193,233,0,525,0
171,6407,1476,2623,0,4644,7213,1871,2112,3220,3145,2779,6876,4176,2123
172,0,119,161,234,231,0,529,89,127,268,146,3,0,267
173,145,58,51,79,59,0,0,60,68,64,55,0,0,69
174,1487,1173,1474,702,799,14,5540,1087,1018,1212,757,0,3136,1171
175,1551,231,528,0,681,0,979,412,438,168,222,0,329,571
176,534,237,210,146,0,0,357,165,239,192,299,2,468,124
177,4440,1214,0,3013,1682,11137,496,2258,2882,2877,2614,6248,4369,2058
178,534,149,209,21,0,0,526,166,252,79,125,1,648,177
179,159,63,37,66,76,0,122,58,53,43,45,0,179,61
180,3027,1042,1381,768,1009,4,3550,927,1082,1117,1289,12,3290,0
181,2626,537,522,1124,605,0,0,924,699,1978,340,0,398,949
182,470,92,309,0,26,0,612,0,0,161,135,0,0,179
183,3950,2864,2171,3066,2633,6281,5290,1743,3407,2515,1695,11455,4369,0
184,417,164,305,127,302,0,0,0,278,0,157,5,221,0
185,164,51,66,68,51,0,173,62,54,47,0,0,185,56
186,2407,1084,905,1001,1411,11,3925,1182,990,815,0,2,0,995
187,1147,431,393,1016,0,0,1005,1274,89,316,338,0,214,588
188,359,57,277,163,45,1,424,217,180,189,263,5,471,102
189,3271,2790,3063,2732,2328,3741,2053,2376,3240,3231,4118,8404,4787,2747
190,288,227,0,78,177,6,345,273,328,78,258,0,40,219
191,176,56,0,76,62,0,175,71,0,69,47,0,137,46
192,2264,1103,933,1025,0,3,1873,1117,770,1302,0,18,4285,989
193,1221,486,658,816,0,0,388,0,806,445,675,0,1982,509
194,386,170,196,152,78,1,459,272,23,135,91,3,542,128
195,5632,2669,0,2442,619,8877,4805,815,2059,2900,1968,8751,5951,798
196,0,0,367,443,258,0,488,131,134,210,136,0,471,394
197,149,61,60,0,58,0,240,57,52,0,50,0,190,68
198,4260,921,1234,1323,1073,5,3029,1102,902,845,895,0,2640,1090
199,0,1305,739,206,0,0,514,1701,539,0,314,0,1685,13
200,0,358,79,113,279,2,389,310,174,179,181,1,463,0
201,0,2621,2976,2558,2210,2960,0,2839,3327,2647,574,3277,0,2402
202,209,211,167,323,93,2,112,0,295,215,340,2,175,219
203,240,69,57,57,68,0,174,56,60,79,65,0,183,60
204,4431,963,1207,887,1119,4,2883,1050,864,921,0,2,2222,995
205,350,171,562,1025,0,0,277,222,958,0,241,0,68,433
206,416,291,230,126,291,1,448,271,173,0,237,0,452,194
207,2604,2643,3385,2536,0,2224,4529,1175,3051,2400,2947,9432,4483,1542
208,0,246,241,111,113,1,259,218,231,275,202,0,0,0
209,173,61,47,56,49,0,185,65,50,63,51,0,225,62
210,1806,1206,1202,0,1347,5,5057,997,1144,1218,955,0,2248,0
211,1181,1042,420,527,441,0,1445,644,334,1336,1043,0,0,772
212,485,280,289,162,146,2,424,0,222,155,316,0,439,304
213,0,2791,2585,2292,2301,11459,4353,2184,2928,2345,1701,0,0,0
214,0,105,156,219,132,3,365,184,306,117,44,0,587,197
215,0,56,54,50,51,0,127,59,0,83,49,0,144,66
216,0,1107,821,0,1294,2,0,1053,884,986,1333,2,3713,1149
217,349,209,946,909,630,0,0,749,877,698,516,0,688,754
218,523,93,239,139,0,0,535,83,261,117,131,2,501,349
219,0,3315,3162,3359,0,3572,4115,2172,2951,3144,3004,11216,4083,1399
220,349,222,317,123,128,2,161,189,0,530,119,3,307,247
221,179,56,55,65,66,0,200,75,54,51,49,0,165,46
222,2526,1073,0,968,715,0,2026,1153,781,1221,1116,2,3587,1078
223,604,603,1033,0,492,0,552,920,0,629,754,0,1692,702
224,594,0,0,92,315,4,0,222,128,173,169,0,492,313
225,2701,2764,0,2976,1437,7816,227,2142,3063,2671,1962,0,2421,2210
226,0,326,193,0,269,1,310,262,169,326,298,0,194,297
227,0,73,35,71,66,0,185,72,77,73,46,0,168,63
228,4325,1178,551,1248,1351,0,2951,1163,1171,807,1322,0,3271,1008
229,1452,665,196,153,0,0,1268,961,399,1130,794,0,985,0
230,444,261,225,134,0,0,569,79,232,122,280,2,549,342
231,6355,2629,3183,2713,1946,0,0,0,2964,2514,0,7820,5684,0
232,483,197,201,0,94,3,542,309,237,411,162,2,529,281
233,188,62,66,84,54,0,187,61,54,53,52,0,181,53
234,2864,1069,798,1295,1083,8,3614,1077,1134,1072,1601,2,2438,1056
235,835,824,0,285,0,0,2879,0,530,0,379,0,379,807
236,508,235,114,0,236,3,324,370,0,110,186,2,346,255
237,4566,2594,3559,0,4402,3257,4060,1562,2725,3076,3295,0,4773,1670
238,314,200,346,236,170,2,742,287,279,119,210,2,409,0
239,199,57,62,0,58,0,192,66,60,63,64,0,146,0
240,0,1094,934,834,1457,13,2247,966,897,1470,1157,9,2821,1029
241,2134,948,310,718,923,0,1217,887,407,0,958,0,0,0
242,0,150,208,160,147,0,389,202,178,0,163,3,0,53
243,4475,3475,2434,2611,2305,14896,3965,1657,3036,2217,1254,8191,3278,0
244,201,169,287,0,81,1,495,0,318,0,150,0,213,260
245,165,0,42,68,46,0,133,57,43,64,41,0,143,53
246,2583,1135,1094,1008,0,10,3074,973,0,0,0,0,4329,0
247,2531,733,709,525,1099,0,1098,669,505,1231,706,0,736,191
248,0,124,117,161,352,0,512,274,262,0,291,0,475,0
249,5605,0,2083,2488,3791,5344,5637,1760,1947,3183,3787,6213,5479,1474
250,594,237,318,195,243,0,270,229,250,208,197,1,209,198
251,0,60,39,49,49,0,143,58,58,68,45,0,0,52
252,4747,1071,0,1527,778,0,3427,1028,1096,0,1376,0,2760,1136
253,1647,386,471,0,166,0,1652,0,1066,849,281,0,1462,447
254,282,107,53,150,193,0,523,213,262,180,134,0,538,170
255,3332,1666,2187,2706,1278,8689,2492,0,3469,3047,1099,0,4467,2855
256,348,0,371,40,257,2,0,182,276,412,164,1,112,0
257,175,54,40,0,62,0,159,65,52,0,56,0,157,49
258,2691,1096,932,664,958,0,2710,1179,1262,1157,1206,10,3707,974
259,0,384,800,594,626,0,1768,665,1057,0,270,0,0,1297
260,380,123,203,175,0,0,494,110,345,108,84,5,479,24
261,3249,2248,3150,2526,0,2144,3398,2384,2411,2662,3966,6975,0,2747
262,574,128,256,125,74,0,304,0,0,119,403,0,489,282
263,167,52,62,63,61,0,176,47,52,79,70,0,202,61
264,4130,1171,873,1148,1132,10,2507,1040,1317,996,1000,12,2250,1056
265,1728,368,948,709,0,0,1917,194,273,88,520,0,267,127
266,526,0,120,120,286,4,326,0,200,94,236,0,495,279
267,3751,2603,1467,0,2540,6089,3426,2247,2504,2549,1540,10014,2344,3102
268,310,197,248,284,127,1,290,255,300,245,274,0,0,275
269,221,60,75,80,51,0,131,61,0,51,47,0,237,53
270,1299,1036,1068,850,1644,16,3710,1022,982,729,0,0,0,0
271,0,471,314,537,567,0,508,1184,484,1061,510,0,1732,1597
272,393,29,305,148,0,2,496,145,158,185,0,0,444,184
273,4606,0,3042,2442,2133,10822,3408,1200,0,2566,2335,6697,0,2851
274,329,107,273,21,142,0,285,295,0,288,220,8,189,200
275,199,0,82,58,62,0,172,0,39,61,65,0,0,51
276,3002,919,569,826,988,0,2850,0,1371,1044,1445,0,4062,951
277,510,414,498,764,216,0,1261,885,635,344,296,0,712,157
278,498,269,140,169,202,0,505,165,265,166,174,0,544,0
279,4632,1453,2497,2603,1860,5594,4082,2677,3850,2569,3716,11020,3169,1844
280,0,249,184,339,282,0,299,89,132,20,94,0,124,210
281,176,0,70,57,0,0,0,0,0,65,58,0,0,56
282,1566,1103,0,1162,1602,3,4075,989,1087,977,1481,12,3497,967
283,1883,0,464,819,513,0,1194,780,501,1367,0,0,1049,531
284,404,141,262,0,59,4,477,188,209,0,467,2,406,155
285,4506,3361,0,2851,2532,6991,4209,2148,3869,2719,3141,8716,4025,2781
286,507,274,330,438,245,0,0,0,0,116,0,0,230,0
287,204,51,60,66,52,0,159,57,41,65,48,0,156,43
288,4335,1017,1005,1088,0,0,1077,1264,1343,579,1202,3,3225,1059
289,1482,34,598,1128,523,0,899,768,865,400,436,0,1235,581
290,560,199,213,175,268,1,417,293,133,134,296,0,457,13
291,3463,1260,3086,3065,0,8166,4728,3602,3510,2509,4681,6991,2558,0
292,532,300,295,273,304,0,372,176,139,404,245,1,14,192
293,207,61,71,74,0,0,164,69,50,0,73,0,175,39
294,0,1079,929,879,1122,0,3395,1043,1292,1235,1409,4,1332,1111
295,1877,1086,738,293,439,0,506,117,809,602,682,0,497,413
296,535,43,203,147,0,0,423,223,312,148,258,0,465,0
297,3299,2799,2635,3177,3172,2988,3960,2554,2887,3111,3667,6774,5672,1931
298,367,137,283,0,158,0,0,191,238,359,192,1,118,281
299,188,64,0,49,54,0,193,63,38,56,53,0,245,64
300,4788,1189,0,908,1342,3,3739,1129,1172,792,1103,3,3440,1026
301,969,1013,645,641,797,0,671,57,892,1685,414,0,1859,686
302,638,0,128,184,261,0,533,188,311,140,432,2,432,146
303,3405,1514,1328,2360,2504,10887,4879,2112,2306,2792,2493,7818,2363,1658
304,247,150,277,166,224,3,295,54,196,459,283,0,366,65
305,171,54,69,82,58,0,166,0,55,68,48,0,159,55
306,2261,1157,706,1411,1378,18,1888,1211,1213,821,1107,0,4545,941
307,1503,149,845,446,470,0,1974,1094,837,1082,1038,0,647,1115
308,515,259,205,148,0,0,370,199,250,127,0,3,548,187
309,4522,1726,2725,2814,2500,5109,0,2213,3039,2483,30,1760,3455,0
310,0,324,292,22,178,0,501,261,149,281,0,3,297,246
311,144,52,42,0,60,0,180,56,43,79,56,0,172,48
312,2869,1242,1129,1027,1389,11,3201,1144,1022,1199,1330,9,3425,1194
313,0,654,508,259,414,0,1687,1019,451,792,329,0,888,879
314,447,184,281,122,362,1,380,198,0,151,170,1,443,187
315,4550,2729,0,3261,3648,7541,4955,2108,0,0,2342,3375,4030,2676
316,199,271,171,0,300,7,385,154,198,24,113,0,123,243
317,175,54,48,41,64,0,130,55,0,58,44,0,209,51
318,1957,0,1234,0,0,0,3095,1056,1067,773,1404,5,3816,1089
319,1772,400,547,717,1051,0,890,1043,465,741,732,0,706,339
320,414,29,191,195,248,0,506,252,0,171,428,0,499,117
321,7250,3037,4015,3289,1779,9131,0,0,1547,3254,0,0,2874,1154
322,0,253,0,408,25,0,132,121,141,322,365,0,0,260
323,221,80,60,0,58,0,179,71,60,65,46,0,197,66
324,2986,1050,1319,1406,1421,5,0,1071,915,0,1373,0,3045,1172
325,0,323,1000,747,550,0,1040,0,325,791,776,0,1323,1036
326,395,354,145,115,185,4,475,152,186,145,0,0,0,170
327,5663,3511,2114,3085,2994,5962,3841,1888,2206,2548,740,11265,4687,1839
328,259,184,350,187,143,2,241,240,150,394,252,1,517,252
329,158,0,52,59,61,0,179,52,70,63,0,0,154,53
330,3650,1125,956,1074,1041,2,1901,995,897,1037,1267,9,3541,1100
331,1246,596,624,1259,0,0,0,889,668,1297,753,0,0,919
332,599,178,201,182,241,0,439,0,188,158,319,4,512,144
333,5546,2226,2824,2509,4054,0,4483,2015,2783,3295,3671,0,5039,2169
334,405,325,110,311,256,3,269,278,439,321,0,0,296,121
335,212,53,47,60,52,0,207,39,0,62,72,0,201,56
336,4066,0,1191,1352,929,0,2064,993,921,1216,1479,13,2964,0
337,1395,0,1136,911,336,0,1366,292,0,1907,420,0,0,442
338,494,0,144,139,223,0,413,0,231,109,0,2,462,133
339,2138,1474,2627,2751,2432,7256,3478,1473,0,2392,3459,7847,4690,2067
340,556,266,215,0,215,3,89,188,167,19,126,0,0,174
341,176,57,45,49,0,0,146,0,53,67,61,0,122,50
342,2113,1003,841,1049,0,0,3169,1111,1295,1097,1242,0,4154,1067
343,1192,23,0,1416,518,0,1639,0,868,714,681,0,1684,0
344,492,277,259,191,334,0,438,92,141,108,0,0,424,252
345,2938,1620,2823,2582,1529,5274,1750,1618,3162,2531,2110,0,3621,1469
346,327,196,205,228,100,0,120,313,175,451,94,0,256,159
347,201,44,49,59,52,0,0,57,77,72,58,0,188,60
348,3444,1006,1327,1155,1325,5,3357,956,1183,841,926,4,5022,1067
349,871,703,1016,114,51,0,175,163,250,1036,759,0,0,273
350,485,0,175,129,272,2,422,259,165,191,142,0,431,187
351,5350,0,0,3049,4268,7278,4172,2185,3265,2587,130,9260,2180,785
352,396,157,132,82,217,0,412,89,228,324,237,0,616,98
353,206,56,54,74,59,0,163,64,78,59,58,0,155,58
354,2285,1184,777,908,1233,6,3665,1031,1378,1178,0,0,3223,1069
355,1674,648,583,886,662,0,408,236,0,814,813,0,0,494
356,542,177,284,120,378,0,532,112,158,186,349,2,401,235
357,3426,4103,2450,2918,1926,2097,2610,3044,2797,2080,1564,11156,2250,1992
358,0,261,181,163,262,7,309,246,246,179,110,8,544,257
359,149,69,53,63,66,0,194,40,52,0,34,0,245,66
360,4481,1015,1203,1000,1472,11,1623,1025,805,996,946,3,2395,1136
361,1341,0,648,1026,654,0,195,536,516,376,891,0,384,1367
362,398,100,225,0,358,0,531,258,177,132,360,0,395,0
363,0,2666,2793,2869,441,2821,1455,2136,1771,2828,3106,8052,0,2810
364,262,298,191,152,173,2,0,230,273,573,347,0,445,203
365,178,59,53,75,75,0,177,63,0,64,60,0,223,56
366,3348,962,940,664,1562,0,2979,1201,1081,1174,720,2,3579,1193
367,250,338,881,0,945,0,1699,695,540,685,459,0,537,1275
368,447,320,195,121,258,1,397,189,225,135,65,0,0,131
369,0,2306,2210,2688,2381,0,5378,1523,1927,2858,2125,8160,3433,1809
370,506,149,0,290,191,0,497,197,222,0,0,0,563,303
371,200,48,0,56,52,0,170,66,69,49,47,0,0,53
372,2723,1020,1184,1032,1248,9,3464,1015,1177,932,930,5,4218,1048
373,395,551,748,1531,357,0,132,1209,0,498,600,0,177,95
374,537,296,149,117,0,0,433,150,0,192,352,4,431,180
375,2337,2759,2634,2871,0,10858,4898,1559,2259,2994,4294,11719,3735,0
376,415,219,209,0,241,0,353,298,332,190,216,0,112,0
377,186,51,65,47,37,0,149,0,0,63,52,0,181,61
378,4129,0,898,730,1029,0,3567,995,994,916,1192,0,2944,1164
379,1154,208,547,995,1353,0,1180,1081,309,594,839,0,1395,737
380,492,0,255,146,285,0,518,179,0,211,136,1,350,275
381,832,3183,2699,3005,2084,4392,3797,3092,2137,2545,1884,0,5809,2094
382,479,210,276,0,104,3,570,210,240,172,164,0,463,127
383,139,57,58,62,60,0,206,56,51,100,48,0,161,58
384,2458,875,922,0,0,6,3301,998,917,1088,1258,0,3784,1060
385,524,1113,717,1383,501,0,518,199,662,92,61,0,1724,457
386,423,289,163,131,193,0,404,41,254,166,337,0,636,339
387,5168,2702,2239,2729,2540,7040,3328,2284,2490,2356,2966,9716,2310,2594
388,382,256,184,204,72,2,422,0,116,174,201,0,0,0
389,205,62,0,57,41,0,215,0,57,66,59,0,192,58
390,2800,1013,0,1157,1066,0,2195,997,1097,1302,1332,8,2475,1066
391,1496,972,468,500,224,0,1785,760,800,0,0,0,865,287
392,356,119,196,178,78,2,464,101,183,171,346,0,0,202
393,4129,1655,1908,2865,3623,4628,2442,1604,2037,3143,2734,4301,0,0
394,493,297,247,338,155,0,161,346,288,0,214,0,355,186
395,177,58,73,66,62,0,176,50,52,0,56,0,211,60
396,3501,1020,941,753,1316,0,1384,1177,1033,1231,1096,1,2761,998
397,835,0,571,1663,803,0,0,1545,271,711,367,0,0,122
398,385,153,238,152,311,0,494,19,180,108,250,2,436,0
399,1339,3053,3125,2926,1963,12404,6239,726,2067,3097,3430,6170,2419,2038
400,406,120,192,301,148,0,391,196,175,183,169,1,157,216
401,232,53,65,70,59,0,172,52,0,43,71,0,226,67
402,3471,1033,1221,651,1167,2,3427,1100,0,1037,1356,0,3685,1378
403,1753,663,0,1237,60,0,1044,0,617,149,335,0,1151,0
404,343,228,0,116,214,0,394,361,271,167,253,3,580,238
405,2735,1953,2754,3071,3140,7258,3405,0,2638,3086,4485,7543,2693,1264
406,506,337,320,250,244,1,406,139,232,380,341,4,0,232
407,175,58,0,45,0,0,0,46,0,60,68,0,156,0
408,2041,944,924,969,1110,4,3176,1098,0,1277,1556,0,3171,1117
409,1679,0,703,839,619,0,484,1055,0,336,795,0,1724,374
410,486,204,163,118,196,3,395,398,260,171,328,1,480,198
411,4758,2852,2340,2819,1350,0,3298,3294,0,2540,4294,6370,6220,2361
412,345,311,164,492,0,0,303,189,251,326,202,8,242,129
413,0,54,0,68,57,0,212,55,0,61,58,0,186,52
414,3084,1110,1321,1186,1210,0,2128,1068,1200,993,1180,0,2775,1159
415,1288,980,863,391,435,0,505,1608,473,1036,589,0,1463,872
416,445,0,244,180,443,0,412,435,217,173,124,0,452,293
417,2676,0,0,2619,3036,6476,0,3393,2772,3377,3490,10945,2950,2972
418,406,92,364,292,0,3,319,224,292,0,157,0,315,293
419,145,0,60,62,57,0,163,64,55,57,70,0,132,50
420,3697,0,1021,1544,1123,4,3883,1093,1000,634,1212,9,4378,1199
421,0,364,967,121,972,0,793,367,633,1294,625,0,0,55
422,523,220,174,123,216,0,371,210,0,150,68,3,564,89
423,3698,2155,1579,0,2081,11511,2792,1916,2270,2954,1960,8690,3799,2291
424,144,235,204,243,259,0,470,128,0,115,154,0,373,319
425,172,0,79,43,51,0,197,64,35,56,57,0,254,52
426,3807,1189,0,677,0,0,2213,1206,1125,1084,1269,6,2558,1030
427,233,292,1005,1655,181,0,319,0,507,1567,0,0,993,961
428,460,146,139,0,208,2,576,185,315,187,0,0,464,193
429,5588,2443,0,2282,2740,0,5692,2584,2824,0,3067,6230,2871,1712
430,373,106,280,121,64,0,345,174,209,294,233,0,472,171
431,179,52,43,58,63,0,185,65,48,82,45,0,163,54
432,0,1081,1250,1250,1013,0,2712,1100,702,1052,1241,0,2515,1093
433,649,470,185,568,199,0,575,461,706,482,0,0,0,302
434,475,287,302,153,265,4,490,211,188,238,200,4,483,126
435,4576,2892,3417,2978,2865,9153,5288,2394,2807,2277,867,7094,3301,1222
436,298,212,208,172,227,0,0,185,92,348,187,3,273,322
437,0,0,58,43,54,0,206,60,32,72,38,0,0,51
438,3684,1148,1094,730,1039,0,2359,1157,1224,1196,1346,15,4652,1063
439,2421,1089,720,1303,127,0,996,120,823,1007,542,0,1329,1157
440,438,261,203,135,262,0,526,189,167,146,0,1,457,267
441,5742,1570,2044,0,2280,11404,5398,2198,2671,2321,2243,4940,3972,1397
442,270,317,279,0,142,6,254,247,144,467,156,1,241,237
443,174,78,54,61,57,0,0,60,44,77,0,0,134,0
444,1859,0,1207,977,1065,7,3453,1039,1415,934,799,5,3117,0
445,1230,0,573,962,357,0,1643,568,1083,578,390,0,0,964
446,573,143,156,0,210,0,0,309,197,131,0,5,441,197
447,2849,661,2267,3157,1845,6848,5558,2501,3043,0,845,4979,517,2361
448,366,379,276,257,132,0,239,230,175,276,113,0,308,212
449,170,59,64,72,49,0,187,51,46,70,73,0,165,50
450,3402,1166,0,1186,1254,11,4256,1153,0,0,1471,1,3666,0
451,822,314,678,1369,971,0,928,930,559,979,415,0,776,700
452,420,0,271,129,276,0,501,217,284,81,42,0,625,358
453,0,1046,2496,2710,1662,2961,3715,2222,2593,2898,3489,5683,3276,1788
454,459,275,228,276,283,0,271,266,0,180,109,4,268,193
455,133,41,77,68,54,0,217,67,47,69,73,0,170,51
456,0,1066,0,1120,1065,0,4104,1235,940,738,1075,1,4339,1202
457,0,1029,768,834,835,0,322,941,410,1336,857,0,1660,0
458,480,46,242,0,128,2,480,114,0,126,0,0,461,155
459,2669,2225,3720,2994,2583,6658,5287,891,2955,2752,1888,10109,4684,2549
460,0,159,169,310,72,0,459,229,172,337,154,2,288,201
461,180,46,52,54,0,0,0,55,0,62,58,0,0,53
462,2971,975,1396,801,1342,0,2169,1034,777,810,1368,0,2996,1266
463,2217,292,1027,1523,533,0,0,1270,597,153,0,0,867,25
464,501,212,0,104,162,4,356,133,289,0,279,0,435,93
465,4275,3191,3589,0,4139,3929,0,1287,2998,2883,1800,9008,2800,1523
466,114,224,331,454,0,0,198,193,297,0,207,0,0,0
467,0,59,58,65,68,0,0,58,0,75,57,0,223,53
468,3628,989,877,1088,1146,2,4326,1095,0,904,1017,0,0,1152
469,1629,778,245,1458,580,0,0,824,702,570,504,0,201,320
470,488,0,224,174,198,0,493,0,0,126,352,0,494,59
471,0,0,2206,3133,0,9480,4538,2590,3354,3099,2381,8875,0,1574
472,190,293,324,531,142,0,224,152,240,323,160,0,355,213
473,175,73,71,60,50,0,179,59,54,67,0,0,0,63
474,3217,1019,1162,1065,1393,0,2897,1060,1075,917,1056,0,2569,0
475,1541,991,682,578,288,0,0,547,832,0,541,0,842,319
476,462,194,241,173,204,5,391,334,0,81,338,0,382,379
477,2280,1992,3849,3426,0,8285,3466,2027,2341,2367,1447,6018,3058,2122
478,447,236,198,232,108,0,123,224,0,263,194,0,267,148
479,223,49,57,65,64,0,167,46,52,71,67,0,153,71
480,4330,975,760,944,988,1,3171,1020,783,1067,1027,0,0,1006
481,1309,0,946,1174,548,0,1672,959,505,433,603,0,0,576
482,415,0,0,172,321,0,494,96,223,151,317,2,328,148
483,2017,926,3071,0,0,5361,5016,3770,3029,2901,2415,7694,4911,0
484,418,214,239,164,162,2,329,224,300,399,176,2,270,343
485,148,64,44,22,47,0,204,62,44,41,50,0,151,0
486,1610,1143,1045,1132,1176,3,3786,1056,930,1234,909,0,0,1011
487,0,569,432,844,0,0,0,0,899,69,645,0,2008,535
488,555,81,214,199,187,1,398,90,144,123,370,2,458,341
489,4449,1768,3030,2440,4012,3738,4206,1442,2837,2580,2048,4494,6516,3376
490,123,180,297,395,38,4,282,153,0,33,231,0,257,114
491,202,59,49,52,53,0,171,45,54,71,59,0,142,49
492,2585,1103,1118,1117,1094,8,4331,833,842,1062,975,0,3103,984
493,1558,1018,291,702,238,0,0,1243,179,0,598,0,2327,27
494,521,169,348,154,250,0,495,208,299,151,227,0,497,212
495,6252,1973,0,3078,0,6173,5464,1923,689,3584,4164,8935,3655,2203
496,530,207,408,296,281,2,210,267,100,46,294,0,334,266
497,178,68,71,58,49,0,172,62,42,65,53,0,190,61
498,3712,1017,861,822,1349,0,3343,1039,815,0,984,7,2755,850
499,485,900,358,0,823,0,2251,376,371,0,0,0,1734,952
500,588,211,283,156,210,0,514,178,0,163,196,1,467,122
501,3762,1418,3215,3109,1874,4508,3833,1687,0,2425,1861,4951,2485,2408
502,473,133,398,252,80,0,218,138,0,153,292,2,0,200
503,207,56,56,71,64,0,239,54,72,55,55,0,166,0
504,3614,0,895,498,1358,8,4145,945,663,1161,1262,13,3113,814
505,1602,1274,0,209,534,0,842,682,665,0,537,0,1088,1198
506,419,0,267,159,299,0,499,184,142,208,0,0,480,224
507,5809,1619,2953,3829,3841,12341,4386,3957,2260,2593,3889,9224,3278,2116
508,253,173,147,97,109,0,468,184,62,349,129,0,0,369
509,175,58,44,57,58,0,104,62,53,69,56,0,226,54
510,4199,1042,1128,1041,909,6,3285,1066,1006,855,1565,0,2163,1118
511,1007,7,0,1262,0,0,1500,722,933,656,289,0,1053,770
512,377,216,181,167,449,0,508,212,333,146,383,0,584,279
513,0,3074,3438,0,2348,10229,1591,1008,2862,2577,1483,6858,2954,1967
514,355,167,0,58,190,2,218,223,240,0,212,1,137,160
515,193,55,57,65,0,0,162,48,0,54,62,0,207,64
516,3116,1074,1041,977,1512,20,3680,959,0,915,827,6,2458,1053
517,941,283,0,1171,445,0,1336,366,616,0,415,0,1628,560
518,326,129,308,0,67,3,0,307,290,151,286,4,0,328
519,2609,3097,2008,2374,0,5830,4419,2148,3309,2584,3183,0,3951,2014
520,247,0,299,365,202,3,424,146,230,561,287,0,335,125
521,226,69,69,70,49,0,153,59,61,53,65,0,125,59
522,1803,965,811,1185,1199,0,3181,0,1073,0,1395,2,3859,1027
523,1507,187,552,1203,0,0,1036,1735,592,1088,803,0,570,260
524,502,159,165,181,0,4,456,0,253,116,357,3,373,225
525,4245,2446,3235,3155,3532,7167,4548,0,3314,2408,3805,5165,1159,2410
526,393,353,248,101,0,5,241,260,169,81,169,7,519,159
527,195,61,40,51,60,0,214,59,59,54,60,0,230,62
528,1214,934,1429,1008,1309,12,3738,992,953,1023,1122,0,0,1070
529,1234,85,447,613,144,0,0,0,403,525,153,0,1252,1568
530,472,0,60,126,464,0,396,244,162,0,0,3,487,293
531,4813,2461,0,3056,2946,0,2985,1214,2485,2579,0,10239,4657,2891
532,0,260,295,0,203,0,575,73,284,94,0,2,209,56
533,204,53,74,51,39,0,138,52,0,0,48,0,158,56
534,3120,1057,1227,740,1276,4,3043,1121,1005,1021,1014,6,2742,1106
535,1335,30,654,211,790,0,2962,0,347,0,428,0,1072,1244
536,514,226,151,87,322,0,424,348,61,138,223,4,493,131
537,2377,2522,3290,2929,0,3988,3420,3074,2461,0,859,8340,0,1567
538,402,189,142,628,0,0,450,272,248,297,59,0,492,298
539,158,57,62,58,70,0,214,0,63,63,64,0,150,68
540,4188,1030,0,0,1204,2,2897,1102,1276,1185,1034,0,2783,1061
541,1332,839,392,577,561,0,1132,514,915,678,831,0,0,14
542,510,291,140,134,203,0,460,260,237,140,124,2,392,0
543,3871,1743,2005,2833,1504,2492,4557,1300,2537,3909,4473,0,4204,3591
544,224,139,0,305,233,1,286,104,131,311,164,3,112,221
545,216,45,61,0,59,0,0,59,0,67,34,0,198,58
546,3761,1101,1127,1233,1307,0,0,1021,1267,1191,1132,5,1574,996
547,964,78,819,1166,829,0,0,246,1001,0,345,0,1770,562
548,454,230,193,116,112,2,450,180,170,138,239,0,447,238
549,3056,1149,2558,2712,0,14170,4088,0,2855,2627,2145,0,3464,1808
550,531,211,192,0,166,0,395,216,295,55,0,0,225,344
551,179,73,83,62,54,0,0,0,50,0,61,0,208,54
552,3853,0,1111,1150,1314,11,2252,1246,950,837,1229,9,2255,1103
553,1156,511,398,910,776,0,733,1410,576,1029,483,0,0,411
554,0,194,0,110,341,2,469,254,226,0,153,2,483,0
555,0,2528,2886,2758,2529,4357,2952,3202,3581,2448,2824,0,3480,3466
556,423,85,243,80,145,0,338,132,182,415,287,1,583,261
557,158,56,52,64,48,0,168,59,0,55,68,0,0,55
558,3164,1117,1393,1379,1018,0,3422,1239,1303,1302,1705,0,3773,1127
559,0,573,514,0,938,0,0,61,884,0,714,0,0,517
560,470,316,90,154,254,0,553,189,168,164,0,4,451,120
561,3020,1484,3256,2746,4216,12918,1675,1541,3547,2823,2980,11315,4405,1343
562,185,257,168,285,124,4,402,138,305,0,236,0,150,0
563,183,55,58,48,38,0,214,50,0,57,56,0,0,65
564,3290,1103,1030,961,0,13,3370,1210,1000,1267,1163,5,4120,0
565,0,587,292,351,1056,0,0,0,472,769,296,0,2112,384
566,406,41,185,0,218,1,381,42,260,115,411,2,503,121
567,4069,2095,3005,0,2709,11267,4641,924,2509,3197,2787,9413,835,3076
568,259,365,197,117,245,3,585,82,211,223,174,8,0,112
569,183,61,59,57,54,0,137,57,51,61,50,0,179,56
570,2298,1187,1089,0,910,0,0,1230,921,1162,963,6,2996,1092
571,115,102,512,1002,434,0,601,183,0,1230,714,0,2494,166
572,0,211,0,0,57,0,0,220,0,145,206,1,591,232
573,6975,1880,2921,0,971,0,5121,2015,1723,3192,2752,2528,2519,1388
574,387,195,275,408,279,0,374,101,186,0,214,0,349,0
575,139,52,59,70,59,0,164,60,61,0,51,0,139,50
576,2948,1127,748,940,1453,5,3658,1081,964,702,914,0,0,0
577,0,639,1146,317,863,0,880,861,0,1294,764,0,1317,731
578,418,125,0,198,305,0,497,199,258,146,195,0,344,236
579,3121,2884,2251,0,2568,6421,5486,864,3147,0,3044,4895,5073,2642
