N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,1512,865,463,441,557,0,0,1432,1156,1099,670,0,1138,65
170,0,119,0,121,199,0,606,257,230,127,213,1,457,334
171,7037,2058,2329,3397,0,4594,4108,0,2055,3033,2880,7926,4117,2151
172,471,244,407,53,254,0,586,197,165,177,187,2,567,0
173,212,66,69,49,56,0,142,67,45,75,58,0,141,58
174,3590,1025,1041,862,1076,0,3215,1146,1048,740,1408,0,2901,1166
175,0,1057,788,266,0,0,2165,0,0,866,502,0,738,217
176,560,136,173,176,214,5,432,178,64,206,285,1,478,0
177,2673,0,2469,0,3073,4129,2752,2623,2695,2905,2708,8437,3618,2929
178,462,280,273,297,186,0,422,236,292,382,182,1,24,334
179,220,62,61,71,59,0,169,59,41,72,73,0,186,0
180,2270,1207,1010,0,1227,0,2863,1077,674,1090,1372,2,2965,1211
181,1371,640,555,769,664,0,841,265,0,681,258,0,785,191
182,331,7,222,131,220,4,443,223,55,161,326,2,505,0
183,3371,2631,3026,0,2157,7999,4359,4552,2119,2885,835,4241,2874,0
184,58,0,270,442,75,4,672,246,242,379,127,2,0,299
185,178,56,38,54,52,0,218,0,0,80,63,0,0,64
186,1860,1126,744,983,929,0,3892,1021,961,1089,1220,5,3293,0
187,624,764,815,0,47,0,837,281,199,0,220,0,2507,0
188,585,85,186,167,189,2,0,107,164,135,228,3,431,205
189,3567,1561,3092,2727,2401,4913,0,2429,2116,2706,0,6511,1356,3553
190,350,345,336,129,95,0,239,251,172,308,0,2,243,0
191,183,66,47,51,0,0,171,52,57,66,48,0,203,60
192,5358,1048,780,1234,1576,0,3851,1002,1030,632,900,8,2994,0
193,0,1462,878,598,555,0,1971,0,697,814,626,0,873,1216
194,432,198,340,150,234,0,0,159,249,107,252,0,571,61
195,5991,2787,3446,2918,3382,5992,5778,2526,1719,2757,1532,4317,3184,2586
196,510,129,125,252,119,1,305,0,222,317,113,6,212,169
197,159,44,48,0,61,0,0,64,35,65,63,0,0,62
198,4692,901,1222,813,1362,5,1416,1160,1035,1135,1196,0,0,0
199,0,361,674,1395,647,0,908,0,701,187,0,0,683,1186
200,537,25,189,0,0,2,0,0,226,128,413,0,540,236
201,6531,2548,2140,2769,0,7988,3329,2881,3114,2925,3562,11167,2729,0
202,0,217,349,219,210,0,0,305,176,125,186,0,280,222
203,200,63,42,50,54,0,185,0,61,69,52,0,155,59
204,2640,0,862,1267,0,2,0,1099,1187,1147,1176,3,0,881
205,871,571,550,0,1072,0,1710,1291,557,617,433,0,661,0
206,514,68,48,123,0,0,416,115,181,186,135,0,485,120
207,0,2809,2340,2164,3779,6588,6317,1789,2774,0,1019,7004,0,2914
208,206,184,0,275,220,0,401,147,240,34,197,0,484,129
209,166,58,68,72,67,0,133,56,53,60,44,0,216,61
210,2846,0,917,856,1280,0,1894,1041,931,1168,1305,2,3954,1179
211,1209,196,700,886,205,0,1671,362,623,1012,623,0,1054,671
212,486,65,247,131,178,0,520,154,66,152,0,0,500,171
213,5929,0,2965,3165,2149,5346,4384,2829,2842,2918,0,6587,1154,3298
214,390,132,386,118,222,0,402,0,248,280,204,3,418,312
215,182,59,58,66,57,0,206,52,60,59,50,0,199,59
216,2263,1251,1047,1175,916,3,3949,1009,954,1026,1146,0,3500,971
217,891,689,653,1121,428,0,0,0,744,1297,873,0,1695,1400
218,451,0,242,94,196,0,541,224,239,153,257,0,506,202
219,5704,0,2142,2699,4408,9298,6836,2997,2565,2750,2598,3584,2609,1475
220,361,262,367,419,67,2,539,0,85,165,360,0,69,193
221,153,58,56,58,60,0,185,51,63,59,25,0,0,61
222,3082,1233,1144,0,1249,1,3093,1186,922,1104,851,0,971,1245
223,207,148,585,933,294,0,1208,1017,827,1495,273,0,0,235
224,0,55,157,79,191,3,521,248,88,0,234,2,423,182
225,2906,877,1935,2451,3928,4600,4346,0,3433,3331,2725,1186,2396,1783
226,102,46,256,204,0,4,482,390,150,424,252,0,56,0
227,175,52,66,47,71,0,197,55,52,0,53,0,181,69
228,4030,1254,1036,0,1270,0,3930,1165,708,1392,0,0,2739,1090
229,1890,676,461,965,199,0,1466,336,602,361,617,0,199,296
230,422,313,0,0,0,0,393,0,211,0,0,0,408,208
231,4015,1857,2094,2871,1450,6386,4514,1177,3894,2774,4905,12327,4524,2462
232,341,315,94,89,217,0,109,195,237,176,238,3,273,197
233,204,63,62,65,64,0,226,60,59,0,0,0,138,58
234,2812,1208,900,918,0,0,2117,1022,994,931,1304,10,3074,1001
235,1051,571,415,932,420,0,907,0,573,0,0,0,0,563
236,373,0,262,109,131,1,459,192,235,170,256,3,485,256
237,2452,1682,2444,2450,2821,1418,5376,2608,3074,2471,4029,8006,6506,3189
238,296,0,157,260,215,0,207,153,0,98,301,0,298,0
239,158,0,68,0,51,0,155,64,29,65,57,0,223,64
240,2499,957,787,1168,1017,0,2191,1255,982,1842,856,3,2754,1099
241,952,0,862,992,470,0,0,169,499,863,574,0,1181,85
242,555,170,73,153,167,0,387,221,135,129,222,4,442,219
243,2705,3274,2635,3109,2853,8268,1202,757,2755,2986,2217,8565,2874,1271
244,339,370,369,149,282,0,332,350,53,264,99,0,335,317
245,163,50,65,63,53,0,224,54,47,64,0,0,156,47
246,0,1245,1029,1225,1219,2,2766,1083,1119,0,0,0,0,827
247,1242,1010,699,63,362,0,1783,869,688,0,1095,0,1164,1163
248,0,336,0,150,234,0,456,244,0,120,280,0,399,253
249,3657,1723,2128,2667,3611,4643,5968,0,0,2894,1205,3655,5884,2928
250,0,282,0,97,140,4,218,141,381,79,252,0,203,0
251,168,59,49,47,55,0,160,54,32,66,59,0,183,67
252,3776,1182,1114,1172,1294,2,4226,1128,921,844,847,8,1953,994
253,1410,0,581,1034,889,0,276,131,521,912,721,0,756,0
254,504,97,0,169,280,4,428,62,247,0,263,0,402,248
255,3559,922,0,3242,3913,11672,3218,0,2305,2598,749,9345,4105,1834
256,555,63,218,0,0,6,454,60,329,268,204,0,177,94
257,197,64,52,67,69,0,180,63,47,65,56,0,121,49
258,2352,1159,1027,1223,917,6,3451,1228,1187,864,1165,0,3887,866
259,854,589,689,536,533,0,634,1115,592,987,66,0,0,257
260,492,252,305,144,274,1,316,274,145,133,325,2,358,209
261,3642,2771,3048,2908,4030,4943,3012,2146,3023,2454,3952,8731,60,1235
262,293,0,287,0,156,0,461,238,230,384,240,0,404,263
263,137,65,61,61,0,0,201,49,0,49,58,0,194,49
264,0,1062,1002,1279,1110,0,4720,1156,1396,803,1194,0,2972,880
265,998,0,375,1456,0,0,241,288,259,932,750,0,2289,0
266,558,279,120,108,201,2,499,0,211,145,269,2,547,231
267,3903,1481,2248,3087,2971,0,1992,951,2525,3427,1458,2163,4811,0
268,420,167,264,0,160,4,337,283,382,384,0,7,369,0
269,184,0,28,57,54,0,168,58,39,54,41,0,0,58
270,2952,1190,885,877,719,0,0,1012,0,846,1048,0,0,1104
271,790,0,671,902,425,0,1254,0,647,1369,0,0,1068,0
272,382,141,187,202,257,0,426,348,184,208,0,5,521,78
273,0,3409,2029,2578,2692,2620,660,2302,3405,0,0,8474,4508,2826
274,90,253,235,0,282,5,0,110,15,0,179,2,533,165
275,188,66,0,71,49,0,156,56,63,63,37,0,0,53
276,3180,1053,1275,919,0,1,1703,0,872,632,1061,1,0,1039
277,1946,925,1133,1247,641,0,677,439,569,1416,292,0,1516,189
278,479,0,166,151,310,0,462,0,0,123,0,6,495,134
279,2925,3425,2774,0,2771,5164,3716,2064,2183,2533,3021,7930,3528,1633
280,272,382,216,238,254,1,165,0,368,52,140,0,0,346
281,0,54,64,47,33,0,165,61,58,0,70,0,217,61
282,1267,1139,1047,886,1326,0,2733,1127,1048,676,1315,4,2786,1189
283,0,755,568,853,882,0,1720,1025,534,707,288,0,782,1591
284,363,258,0,194,209,0,364,222,182,114,397,0,547,37
285,4185,1688,2266,2146,3430,8361,5859,1922,2890,3130,2808,9399,0,1462
286,264,146,159,56,0,1,314,143,311,210,187,2,173,103
287,192,53,0,57,43,0,184,63,75,0,44,0,127,59
288,2479,0,1365,1103,1238,0,2525,1155,1049,1201,1170,7,3388,1121
289,1349,1297,900,0,1068,0,37,742,1418,437,1125,0,0,1093
290,419,289,144,130,154,5,0,182,88,140,189,3,492,176
291,2814,1241,3154,2957,2337,7380,1797,2518,2442,2779,3723,8953,4353,0
292,163,287,286,295,143,0,435,153,180,320,258,3,478,143
293,180,67,29,64,62,0,118,60,55,76,65,0,164,59
294,2630,880,596,757,1283,0,3684,1065,741,1056,0,8,0,926
295,0,913,558,1118,631,0,1404,1496,978,564,687,0,736,717
296,479,91,189,172,130,0,492,53,260,172,242,5,423,199
297,6537,0,2611,2879,3317,6933,2392,2590,2949,2924,3175,5795,4336,1960
298,396,279,305,253,193,1,316,151,159,0,262,2,328,243
299,189,56,0,80,56,0,196,55,78,53,67,0,135,57
300,0,1050,935,0,1268,5,0,1178,1221,1160,1209,7,3728,1082
301,2704,513,756,563,745,0,0,411,0,324,477,0,336,194
302,518,280,127,173,252,1,421,205,141,98,80,3,447,112
303,4005,1872,2726,2575,0,2067,4959,1631,2670,2838,2399,4765,3408,2533
304,353,225,144,0,80,0,414,214,231,352,176,0,490,282
305,159,59,64,0,0,0,167,52,0,63,0,0,86,0
306,2132,1134,771,959,1267,16,4215,1098,996,731,1169,0,3466,0
307,2455,613,568,869,910,0,2801,273,0,291,272,0,1183,0
308,469,312,163,177,273,0,0,0,185,121,189,3,450,85
309,5565,2531,2547,3029,2930,6526,2495,2840,2966,2669,1986,5793,3429,1191
310,613,0,404,345,197,2,389,325,125,336,295,0,324,335
311,150,51,40,69,67,0,186,0,49,67,64,0,205,0
312,2924,1055,838,1117,1447,13,3100,1026,1022,865,1173,1,3203,1085
313,682,0,598,53,987,0,1130,1260,347,363,199,0,705,780
314,0,149,133,134,307,0,510,275,320,137,263,2,528,173
315,4714,2199,2141,2121,3218,8784,4265,2357,2827,3176,2597,868,4552,1301
316,588,241,269,0,151,5,0,213,412,3,166,1,453,191
317,221,67,60,89,41,0,118,54,49,63,46,0,144,61
318,1571,1007,865,0,823,2,1658,1146,0,1096,1030,0,3058,1028
319,282,629,0,535,491,0,0,593,529,1075,156,0,364,1015
320,522,258,164,0,184,0,397,0,202,131,200,0,445,223
321,1918,2305,2926,2883,2733,9568,6182,3497,2392,2463,2038,7116,5477,1023
322,444,166,200,0,421,0,540,291,312,434,67,0,0,265
323,245,62,63,57,59,0,196,0,54,58,56,0,239,51
324,2852,1054,1098,821,782,0,0,1058,977,930,1143,7,0,1215
325,2465,966,186,1353,609,0,0,244,363,867,0,0,0,470
326,478,186,214,155,233,0,536,0,264,149,252,2,0,239
327,6396,1942,0,2894,1617,4122,4751,1973,1998,2803,4592,5763,5092,2438
328,243,161,242,308,87,2,0,209,324,264,183,1,0,266
329,224,58,47,64,35,0,177,63,45,49,60,0,0,0
330,3049,1198,859,701,1129,0,3202,0,916,1071,1204,0,2400,946
331,1503,427,685,504,522,0,0,401,42,702,717,0,1217,0
332,543,233,260,143,220,5,0,162,227,134,198,2,460,242
333,4062,2361,2803,2268,3261,5055,3829,3078,2284,3368,2514,5731,5490,2032
334,418,194,0,437,219,0,178,322,140,118,308,1,561,225
335,218,64,60,57,59,0,163,62,53,61,61,0,199,0
336,2886,1108,1218,575,938,7,0,1164,1055,1103,1145,0,4762,1053
337,863,450,832,283,468,0,947,44,716,106,809,0,1815,152
338,387,267,283,142,267,3,453,0,144,140,238,0,0,206
339,4312,3022,2473,2565,3880,0,250,2054,3023,2654,3762,10780,0,2642
340,612,211,311,0,280,0,506,278,0,214,297,0,491,317
341,195,0,60,58,57,0,158,39,47,71,56,0,170,54
342,4040,1041,1098,1173,1269,0,0,1023,1209,716,1507,0,3514,1140
343,664,558,791,316,499,0,917,0,446,0,606,0,0,807
344,374,16,141,129,251,1,374,217,252,166,244,1,400,243
345,5015,1863,2624,3022,3513,5407,4112,1334,2599,0,2551,6281,5153,2957
346,229,140,0,252,190,0,423,208,357,0,135,3,263,186
347,184,64,0,68,45,0,212,58,65,69,50,0,149,0
348,3090,0,1255,0,966,5,2961,1153,786,837,1316,0,2433,993
349,59,1152,650,482,0,0,1262,363,879,1222,844,0,1499,420
350,591,180,132,205,0,0,445,88,330,127,487,0,422,254
351,2740,1141,3040,2407,3625,8177,3986,2151,3230,2607,3129,11754,0,1556
352,0,218,225,335,0,1,559,44,221,255,88,0,191,120
353,197,46,47,70,0,0,190,51,59,70,74,0,162,53
354,2830,980,818,1034,1013,0,3094,1139,823,998,1189,0,2560,1091
355,0,1251,642,1096,0,0,732,341,695,764,0,0,1292,0
356,552,169,259,234,527,2,437,302,298,133,445,1,0,328
357,5987,465,2205,0,1557,0,6504,3364,3579,2931,1637,2664,3042,2639
358,511,176,151,220,209,0,431,381,411,251,144,0,393,0
359,242,0,36,54,53,0,105,0,52,68,65,0,199,50
360,0,1319,1446,626,1327,9,4540,997,1332,1011,930,4,4414,827
361,562,301,409,1177,111,0,0,1147,408,968,0,0,0,313
362,556,103,164,153,258,4,339,54,177,0,391,3,527,64
363,2217,2462,4016,3475,788,0,3840,0,2631,2822,0,6207,6235,1618
364,526,210,371,116,291,0,48,106,288,0,62,3,251,173
365,0,38,50,80,65,0,172,57,57,74,55,0,173,55
366,3025,1037,1027,1161,1390,2,2795,1164,1392,1008,1146,0,1838,1185
367,92,631,479,593,0,0,1730,869,603,891,670,0,1844,595
368,416,21,303,127,406,0,498,213,202,186,254,1,448,325
369,2542,1970,3521,2260,2336,7336,6439,1670,3208,0,1323,6617,0,2792
370,111,213,350,64,285,0,0,370,251,0,86,0,558,239
371,204,58,64,41,0,0,158,55,64,59,41,0,167,54
372,2797,1079,880,913,1013,0,3835,1013,0,0,0,8,2268,973
373,1189,1302,1032,758,0,0,0,113,551,1589,358,0,1139,286
374,503,186,225,161,0,1,0,113,182,0,0,3,457,79
375,5889,2577,3571,2337,1838,12535,3328,0,0,3069,2253,2617,5189,0
376,122,343,366,0,271,1,248,205,285,85,167,3,287,115
377,178,46,38,52,55,0,148,68,0,66,57,0,131,66
378,2967,1024,928,1154,0,0,2177,1160,1430,1252,727,3,2765,1180
379,727,490,626,825,424,0,1516,934,819,0,729,0,322,643
380,426,347,145,155,104,0,438,110,0,136,293,3,522,262
381,2106,3101,2290,2884,2394,5701,3737,2753,2583,3044,2358,6967,0,3535
382,267,228,194,226,117,0,373,261,245,499,152,6,215,134
383,136,41,55,51,55,0,184,62,60,0,57,0,168,66
384,4188,1117,0,0,1141,0,3535,982,1377,1074,0,2,3558,1116
385,648,71,394,0,208,0,1241,481,803,0,863,0,1300,737
386,393,153,192,162,79,0,432,224,224,0,262,5,413,223
387,3059,2048,2914,2931,2082,10790,6142,1447,3891,3197,1301,6753,4695,0
388,88,0,270,112,205,3,353,97,271,408,73,2,121,104
389,142,60,46,41,58,0,200,49,48,69,44,0,216,57
390,0,0,0,850,1106,1,3838,1114,0,1184,1520,0,1894,0
391,743,365,556,1397,0,0,1434,861,657,936,116,0,1026,0
392,0,254,158,166,347,1,569,234,123,160,489,5,441,135
393,8444,2679,2583,3138,895,3425,2603,2581,2821,3093,1127,7095,5389,3183
394,240,185,177,220,141,4,463,131,253,102,221,0,264,217
395,155,59,54,53,74,0,174,54,49,77,60,0,0,52
396,3151,0,1153,853,1333,0,3022,963,1069,998,1302,7,3533,1116
397,1268,425,652,711,185,0,0,535,0,444,390,0,1728,236
398,522,119,165,178,365,0,537,130,180,158,0,0,397,233
399,5108,2506,2859,2352,2429,12270,1955,2693,2891,2405,3015,9203,4490,2222
400,221,120,262,338,176,4,592,127,296,0,230,2,332,0
401,178,67,40,55,67,0,195,58,49,62,63,0,198,67
402,4466,1117,746,1163,886,0,3694,983,964,747,1042,0,3381,0
403,2092,0,282,871,686,0,1757,387,308,1182,604,0,69,0
404,430,161,142,126,90,3,460,76,276,178,281,0,0,113
405,0,1424,2503,2662,3655,7833,3062,1698,3411,2954,2776,8487,0,1636
406,256,116,205,202,244,0,434,193,165,315,158,3,257,119
407,165,52,70,39,30,0,146,66,0,56,38,0,220,61
408,2522,950,1390,1231,1456,0,2976,1137,1035,0,789,0,2885,1031
409,2031,895,256,1313,793,0,0,0,449,791,0,0,1048,549
410,0,201,0,142,334,1,520,41,264,152,326,0,528,0
411,0,2294,2756,3064,2914,9080,2508,359,2585,2217,3612,5370,8151,2718
412,383,164,198,0,0,0,453,140,367,264,123,6,419,207
413,162,53,67,68,37,0,0,51,57,57,0,0,186,64
414,4689,0,969,802,0,4,4720,1127,775,858,1453,2,4559,1330
415,744,543,744,367,695,0,0,715,869,658,630,0,1460,0
416,435,80,181,120,157,0,0,162,238,165,301,0,399,0
417,2524,2201,2409,2802,2985,0,4209,923,2923,2219,2941,8580,7309,2140
418,274,223,149,223,115,2,38,263,462,209,0,0,337,123
419,200,50,0,69,68,0,162,62,60,71,51,0,195,53
420,3377,1027,0,984,1069,0,2730,1060,0,1024,904,13,3901,1053
421,1632,1331,400,322,188,0,0,751,0,189,529,0,0,906
422,500,168,290,99,205,1,447,56,183,132,0,3,414,0
423,4311,2668,2807,2499,1541,12380,4628,1241,2244,3140,1896,0,4833,2340
424,368,106,360,0,82,0,356,297,52,215,0,5,0,179
425,203,58,33,78,0,0,178,53,52,50,52,0,0,0
426,4063,1065,1016,1408,0,4,2280,1182,1016,674,935,0,4194,1069
427,2250,180,851,1017,860,0,1403,0,792,354,460,0,714,405
428,305,165,0,173,156,2,509,386,259,157,290,4,497,187
429,3418,993,3181,2964,2000,3870,2404,0,3300,2684,3326,0,3944,1384
430,193,75,182,291,242,0,254,262,200,0,123,0,546,164
431,196,53,50,53,69,0,0,0,58,70,50,0,163,62
432,3877,1008,1251,997,1159,7,3308,0,1248,1156,1077,6,2204,0
433,1488,733,742,1112,647,0,834,0,601,1297,521,0,0,1027
434,384,275,194,168,309,2,470,5,128,190,344,0,516,205
435,3354,3006,3292,3128,2604,0,4280,2844,2783,2369,1998,9597,5278,3400
436,0,303,305,360,127,0,300,294,257,289,187,7,430,105
437,190,57,0,56,58,0,155,58,56,75,59,0,210,53
438,2860,1027,1007,627,1160,10,3698,1029,0,1168,1163,5,1996,1039
439,1461,342,579,728,358,0,1699,238,468,692,867,0,2049,986
440,466,0,186,138,180,1,0,332,0,125,259,1,401,194
441,0,1937,2013,2599,1557,10236,6114,2996,3192,2709,3346,11679,3260,3411
442,0,396,191,336,216,4,182,0,398,284,251,0,443,203
443,151,67,66,61,62,0,185,59,0,70,52,0,187,46
444,3025,1117,884,729,1009,0,4856,1054,683,1223,1154,0,3295,1000
445,0,474,757,0,272,0,823,855,733,499,831,0,1085,1199
446,505,241,152,177,0,2,478,328,193,0,130,1,442,121
447,2078,1941,3500,1697,0,11992,0,2222,2468,0,3382,6624,0,2364
448,167,144,294,95,226,0,739,153,0,549,264,3,262,216
449,155,57,71,83,52,0,150,60,59,68,54,0,236,58
450,3170,1000,1180,911,1217,0,4549,0,1098,1105,813,0,3964,1198
451,1439,27,492,0,427,0,1419,1010,497,399,532,0,0,947
452,502,74,224,128,238,0,401,0,128,166,131,0,452,131
453,2419,1258,2708,2818,1394,12249,0,2170,2447,2802,3598,6892,4671,2158
454,0,256,0,271,150,2,0,218,0,323,161,1,516,318
455,0,60,27,63,65,0,160,50,44,69,61,0,164,60
456,3630,1195,0,960,1146,7,4517,1124,1132,898,1273,0,2465,959
457,2186,434,455,468,0,0,1345,670,451,0,426,0,1040,753
458,473,139,46,110,0,4,509,222,253,167,155,0,443,294
459,4283,1912,2213,2711,1782,9913,3595,2760,2262,3545,3561,0,5490,1694
460,158,227,390,370,0,4,316,341,273,170,197,5,291,273
461,130,0,33,95,61,0,165,64,51,77,0,0,181,57
462,3545,1011,1013,666,1299,7,4265,1144,1198,0,848,2,3248,1112
463,0,782,614,864,973,0,1792,542,853,1205,0,0,951,309
464,530,155,125,0,83,0,475,61,221,154,262,0,445,222
465,3650,1544,3498,3460,2959,7230,6026,1346,0,3189,1006,7683,6282,1746
466,352,112,348,0,132,0,0,221,388,198,210,5,811,280
467,149,58,70,60,54,0,171,68,67,70,56,0,182,70
468,2073,1137,0,1655,1257,0,4407,1182,829,1162,731,0,2775,1203
469,1279,525,0,0,989,0,0,321,685,1405,160,0,1196,484
470,398,318,286,0,273,0,490,162,364,168,211,1,0,319
471,6396,2487,2582,3128,1281,5578,5090,1012,2497,2966,1244,6466,3291,0
472,500,120,267,188,118,0,372,231,168,33,240,0,276,208
473,135,55,73,58,60,0,207,64,61,49,0,0,224,65
474,2260,1158,1189,1172,1021,7,2953,972,1077,1336,1024,0,2437,1244
475,999,575,562,898,514,0,1600,417,290,1389,509,0,0,567
476,464,252,221,144,181,2,525,0,203,93,239,0,396,130
477,3385,2105,2683,2991,2121,13364,373,2070,2168,2475,3060,1020,2534,2134
478,444,216,223,308,362,5,576,228,155,279,225,0,260,221
479,189,53,54,49,48,0,0,41,69,65,70,0,191,54
480,3319,1003,0,1007,1094,3,2427,1184,962,1135,974,1,2938,1004
481,1656,887,839,1194,410,0,1197,919,547,0,960,0,869,498
482,497,219,187,130,161,1,0,274,165,157,0,1,485,196
483,1192,3023,2949,2776,3126,889,1624,1986,3719,2618,4270,10081,2158,2261
484,422,0,209,335,84,1,373,194,244,450,274,1,115,193
485,191,56,51,62,48,0,131,0,49,0,0,0,204,45
486,2583,1137,937,270,0,0,4368,1081,1016,989,694,7,2301,843
487,805,1234,0,1712,509,0,0,0,832,1027,739,0,175,1018
488,563,0,0,110,237,4,481,311,167,137,180,0,562,251
489,0,2262,2368,2986,4366,0,7439,0,2604,0,3167,5195,5184,2108
490,479,188,126,0,56,0,157,244,159,94,34,0,291,265
491,206,0,53,69,59,0,179,58,56,58,52,0,195,55
492,1532,936,1287,789,1502,0,2803,1004,750,0,1280,0,3147,1131
493,0,697,588,1784,584,0,187,1137,385,0,679,0,676,0
494,499,201,153,0,249,0,537,143,136,100,103,4,391,139
495,4189,2501,0,2746,3154,9374,3986,2885,1943,0,3555,6488,5359,2031
496,101,0,436,349,254,0,0,253,327,341,51,2,185,0
497,0,57,53,0,66,0,0,52,60,64,48,0,171,0
498,3086,1053,792,1160,889,0,3288,1119,1175,1124,1111,0,4157,977
499,1832,1127,629,1133,518,0,953,0,540,651,835,0,662,925
500,528,254,147,203,343,0,0,379,0,165,297,0,545,165
501,4896,2631,2963,3025,2890,9631,3450,2869,3294,2017,2542,0,0,2205
502,279,274,188,128,0,0,0,81,149,443,203,5,107,102
503,169,69,50,54,58,0,153,48,51,62,60,0,166,55
504,4592,1164,973,1082,1164,1,2267,1177,1100,1123,1397,8,3998,1184
505,2063,0,625,1112,241,0,64,0,721,614,521,0,1558,380
506,625,120,175,134,174,0,392,299,324,156,0,3,455,334
507,4654,0,2257,2810,3060,13766,3923,3393,2657,2850,704,10232,4317,0
508,300,127,238,390,240,0,285,282,268,223,205,2,420,173
509,178,67,46,49,0,0,148,54,48,78,49,0,153,60
510,3959,1031,809,861,840,12,3568,1111,0,1317,0,0,3522,1063
511,1391,1224,348,479,802,0,967,1145,767,817,854,0,0,0
512,474,50,201,161,212,0,446,252,246,0,269,0,473,0
513,2736,2606,0,2573,4118,0,6292,2301,2141,2800,0,692,2486,1966
514,205,0,250,23,237,2,457,242,127,242,267,0,460,193
515,188,68,73,55,48,0,138,56,58,36,47,0,226,54
516,3057,1013,1010,1037,922,4,0,0,1053,949,1007,5,4028,1160
517,490,0,531,642,600,0,2533,0,690,776,830,0,533,0
518,0,155,109,156,49,0,436,220,160,184,261,1,0,0
519,4086,1992,3642,2476,0,9605,0,2250,3573,2868,3523,10960,3182,3429
520,337,245,312,0,228,4,497,220,210,233,166,0,190,147
521,229,70,36,29,61,0,229,49,52,53,41,0,173,69
522,2947,1019,1087,1358,1402,6,3457,1011,1238,0,0,14,4168,1014
523,1336,0,426,1132,692,0,0,0,410,862,555,0,0,1377
524,444,0,177,177,90,6,478,0,167,214,225,0,363,232
525,4617,4133,2123,2701,0,10520,6631,0,3003,2692,2400,4787,1981,1295
526,363,267,328,481,196,0,434,236,186,0,108,0,479,0
527,193,63,69,39,54,0,174,0,54,55,75,0,234,58
528,0,1261,951,1187,1045,0,3446,1162,1325,896,0,0,3105,1091
529,0,106,436,1691,284,0,1436,264,649,1112,671,0,1114,0
530,482,329,173,158,147,4,540,73,185,130,364,0,365,240
531,1293,2636,3042,0,3890,10145,4243,2545,3198,0,3048,5464,3985,2077
532,237,437,79,212,125,0,502,273,110,171,63,0,500,302
533,142,66,61,41,63,0,0,52,48,75,35,0,181,67
534,2272,1009,1160,1171,1079,10,4476,1104,980,1213,1329,0,3537,0
535,1206,178,758,1723,600,0,23,922,617,817,691,0,1573,1198
536,427,65,235,137,152,0,326,106,168,109,173,0,434,243
537,640,1889,2294,2688,2464,5768,5029,2694,2911,2693,3886,7456,3486,0
538,0,241,214,123,254,0,220,243,0,74,276,0,359,236
539,168,57,69,59,62,0,196,64,50,77,53,0,190,47
540,2303,1186,1287,815,1299,6,2057,1048,0,1045,979,0,2850,0
541,708,0,835,0,357,0,1008,564,343,590,201,0,95,327
542,403,114,78,161,363,0,425,202,238,171,206,3,478,226
543,3372,2347,2633,1939,3548,7096,0,1840,3310,2928,2499,8367,4302,2510
544,258,254,187,159,222,5,497,169,297,483,219,0,201,387
545,166,64,41,70,38,0,184,52,54,76,0,0,217,57
546,1978,1115,1375,818,1168,6,4047,965,1204,1020,1237,4,3389,1224
547,0,0,526,577,0,0,1880,288,0,574,0,0,0,307
548,436,46,201,134,277,1,455,248,172,169,0,1,482,282
549,0,3542,2723,2713,3546,6495,3406,2361,2807,2784,0,10695,5087,2311
550,385,198,358,383,235,3,230,0,348,270,0,6,277,0
551,159,59,0,70,69,0,198,52,56,65,63,0,124,0
552,0,953,1322,857,1378,13,3314,1077,690,956,1373,5,2234,1322
553,976,256,419,0,151,0,0,263,817,0,392,0,913,0
554,531,207,131,0,108,0,579,220,255,118,117,0,427,373
555,0,0,3001,3035,1115,12281,5671,2657,0,2541,0,6767,6003,2425
556,443,140,233,185,114,3,370,64,397,254,145,0,366,216
557,118,72,62,63,66,0,171,56,70,62,63,0,170,0
558,2136,1143,1052,905,0,10,2145,1137,1217,917,1048,1,2891,1065
559,0,1109,760,281,744,0,167,648,691,80,292,0,248,509
560,539,131,202,177,222,0,491,179,104,0,193,6,523,163
561,3995,2496,2881,3063,1745,2943,4524,1446,2480,2494,1749,10917,2971,1221
562,0,251,306,238,173,0,384,240,433,147,264,2,535,152
563,163,64,72,71,0,0,207,61,56,0,55,0,217,61
564,2461,999,985,1020,1344,0,3598,1018,1486,721,1114,0,5347,1091
565,1226,0,747,647,772,0,803,523,805,460,1081,0,1992,1095
566,458,201,221,163,0,1,512,0,151,114,148,0,442,145
567,5406,3067,3286,2820,3080,7222,3513,1875,3965,2246,4244,5587,4718,2720
568,51,183,396,0,140,0,150,179,0,145,146,0,377,145
569,208,63,0,37,58,0,0,55,51,0,53,0,167,52
570,0,1100,1073,873,1352,0,3254,1186,857,825,1236,0,0,1152
571,763,453,500,745,448,0,2184,0,433,479,549,0,960,1040
572,506,47,160,100,406,0,0,311,0,148,208,0,535,260
573,2890,2043,2992,2645,3322,4962,1301,1550,2524,2152,0,9313,4505,3212
574,579,199,261,557,72,2,390,254,210,253,84,0,343,167
575,115,51,67,70,41,0,217,66,41,61,70,0,179,60
576,3760,0,1157,795,1292,9,0,1046,1298,1341,1032,12,3034,1151
577,1888,137,746,823,0,0,1375,763,202,1059,396,0,403,657
578,442,295,339,178,159,0,437,145,289,129,250,1,0,88
579,3885,2938,2187,2727,2877,9250,5571,2760,2934,0,2510,2443,4609,1590
580,0,257,231,198,47,0,231,261,282,218,315,4,421,291
