N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,1052,1062,607,618,564,0,643,351,519,563,804,0,610,301
170,458,0,226,129,207,0,402,258,130,135,209,2,504,141
171,5358,2001,2523,3087,3573,10224,3407,0,2793,0,1636,8106,4610,1102
172,378,0,330,325,0,0,419,245,170,217,0,2,436,271
173,176,63,37,72,60,0,240,64,55,0,56,0,213,57
174,4264,1056,909,859,926,0,2988,1142,976,878,1302,0,0,1058
175,1799,349,686,32,605,0,1334,238,522,0,841,0,2119,680
176,541,275,165,134,15,2,457,164,297,108,298,0,491,22
177,3843,0,3111,2274,2282,7513,3377,2644,0,2428,0,7566,4671,2300
178,426,53,272,211,258,4,335,0,158,286,256,0,478,224
179,167,56,0,0,58,0,212,62,68,72,54,0,161,0
180,1904,1106,949,1076,1263,0,2384,1066,0,1094,1123,0,2585,1108
181,1345,698,655,1212,1024,0,0,652,818,350,581,0,688,6
182,493,124,0,172,138,0,513,168,106,136,240,4,391,314
183,0,3007,3907,2509,2573,14578,0,2452,2301,0,3380,9639,1866,2712
184,145,212,293,199,246,0,549,260,180,261,184,1,215,204
185,179,74,59,51,54,0,186,75,54,0,58,0,215,59
186,3468,1178,1278,1084,1194,0,3641,1082,920,753,0,6,3944,1020
187,909,289,778,749,942,0,0,1129,971,0,0,0,219,1252
188,482,284,93,181,464,0,537,167,0,198,54,3,507,167
189,0,2021,0,3139,0,6860,2895,1492,2734,3365,2063,0,3402,1399
190,470,202,0,170,175,1,291,194,337,367,166,2,101,294
191,176,0,44,62,73,0,142,54,58,66,0,0,122,59
192,4851,1188,1131,1026,1416,0,1383,1152,889,1418,949,0,3378,1141
193,1561,469,915,0,167,0,223,21,824,993,0,0,1608,519
194,453,252,232,136,248,0,429,284,193,147,223,0,477,152
195,5164,1137,3035,2490,2004,7413,6365,2513,2877,0,2245,9225,4383,2950
196,595,181,153,433,256,0,269,334,188,209,0,0,503,281
197,139,52,58,59,47,0,151,63,35,70,47,0,216,60
198,3012,964,1127,933,950,15,1075,1214,797,804,0,6,2364,991
199,1905,690,705,1130,484,0,2652,0,724,978,39,0,0,1132
200,470,66,226,154,162,0,0,138,0,186,411,1,483,36
201,3778,2761,1722,3234,1929,7648,3367,1307,2737,2849,1283,8587,2306,1739
202,444,175,138,0,0,0,266,263,191,101,147,2,150,164
203,164,0,82,76,76,0,0,60,0,79,0,0,167,54
204,3136,1109,1102,1116,1272,0,3544,0,1448,935,1382,0,3273,1035
205,1730,0,375,1332,390,0,350,942,0,1457,331,0,1528,950
206,430,124,227,74,0,2,502,228,209,139,0,4,445,234
207,2122,0,3035,2886,0,6761,4165,2157,1514,0,1330,0,0,0
208,292,151,0,70,139,6,200,293,103,185,116,3,0,0
209,189,59,60,62,0,0,140,72,55,76,67,0,195,60
210,4105,1138,1096,1113,1137,1,4407,0,1363,964,1350,8,2312,1207
211,414,712,616,1127,643,0,0,332,895,445,0,0,1761,74
212,345,245,245,163,0,0,455,261,297,106,337,0,461,97
213,2960,2369,2353,2432,570,5265,5484,2909,2801,2425,3859,0,5882,1803
214,0,319,225,148,131,1,0,190,206,222,180,4,309,137
215,167,69,37,65,44,0,133,54,40,65,54,0,164,58
216,4986,1122,945,870,1042,3,3490,1011,797,1180,1212,0,4347,1099
217,873,416,573,1306,590,0,1425,662,726,0,314,0,454,991
218,556,280,220,133,368,1,0,273,215,0,236,0,512,180
219,4620,1609,3415,2591,1968,5970,752,1564,1917,2944,4031,7438,5607,1990
220,0,92,187,492,0,0,363,334,150,284,213,0,0,182
221,133,61,30,53,65,0,144,69,55,77,61,0,0,58
222,4586,1225,854,793,1277,0,4045,980,740,961,848,5,4047,0
223,1247,923,423,901,377,0,1493,1113,973,94,867,0,1487,553
224,608,71,196,163,275,4,419,57,151,157,90,0,428,313
225,5136,2047,2338,3332,2242,3870,2001,2627,2644,2451,4306,3571,4008,1661
226,0,183,359,125,160,3,104,271,131,209,103,0,266,293
227,161,62,63,60,59,0,192,70,69,77,60,0,217,53
228,2418,1168,994,0,879,0,3340,1101,1092,687,1314,2,3481,1121
229,429,614,0,1725,257,0,2430,403,0,1180,864,0,385,189
230,489,280,83,172,254,5,521,98,156,97,196,1,532,0
231,3891,2281,3113,0,2651,2483,5182,2085,3180,2900,3138,0,6845,2459
232,383,219,261,384,308,3,0,239,210,116,54,0,474,203
233,149,69,54,56,65,0,0,57,29,64,61,0,242,53
234,0,0,907,898,960,0,4595,1057,848,1052,1373,5,3055,1104
235,232,0,0,215,208,0,1986,703,0,1736,0,0,714,225
236,577,210,77,136,163,0,576,173,0,141,339,1,501,184
237,6980,2155,3634,2946,1595,9260,672,2023,3271,3122,0,13761,3738,4390
238,237,185,472,288,182,3,339,193,272,258,118,0,383,35
239,167,64,0,52,65,0,229,61,62,43,55,0,177,53
240,3543,996,768,1063,1465,2,2024,0,0,1269,1124,12,2602,1089
241,1130,0,173,1141,536,0,591,0,408,0,1479,0,2300,1027
242,446,186,243,133,279,2,453,44,193,123,0,0,413,293
243,3644,1509,2932,0,2576,4566,4504,2352,3059,0,2341,5869,4764,0
244,310,314,275,257,211,0,0,148,219,271,163,1,209,190
245,181,66,54,53,57,0,175,59,38,68,41,0,134,53
246,4433,975,1074,922,1006,10,3651,1074,1054,962,991,17,4208,1035
247,1426,0,0,760,691,0,1260,614,483,757,483,0,1579,503
248,349,164,120,136,377,0,512,233,263,158,323,1,423,101
249,0,1950,2997,2667,2674,6121,2124,2671,2327,0,0,10708,6588,3607
250,405,237,211,105,238,1,132,242,395,293,184,0,425,242
251,207,53,23,78,58,0,189,61,76,75,0,0,165,62
252,2741,994,1018,842,1050,8,2632,978,898,993,0,0,3799,1079
253,1010,0,580,0,958,0,1763,1044,563,133,502,0,0,993
254,504,147,153,136,158,1,485,0,124,189,225,1,494,116
255,2708,0,2778,2778,2288,7740,3411,1619,2919,2652,3044,9051,4092,784
256,298,131,193,43,0,3,399,237,160,306,111,2,499,164
257,158,56,30,68,39,0,0,69,69,47,52,0,180,50
258,2905,1060,1260,779,840,17,3176,1147,1231,1052,1206,0,3057,1065
259,0,0,812,940,257,0,0,0,610,417,311,0,798,30
260,450,0,99,152,20,2,511,0,197,144,0,2,0,234
261,2811,2070,3501,2359,3458,10125,6857,3028,2388,2629,1909,4522,3121,2549
262,371,194,251,197,294,0,513,279,308,11,0,0,437,145
263,133,54,68,71,60,0,230,69,56,63,66,0,197,59
264,4490,1029,602,1250,957,3,3729,971,604,847,1146,4,1954,1099
265,1184,924,716,191,811,0,0,0,0,0,427,0,999,622
266,621,229,0,0,302,0,559,153,234,143,137,1,446,0
267,3560,1435,2792,2989,2006,4850,1853,1911,0,2666,1844,0,4055,1920
268,225,86,77,0,261,0,287,146,254,0,144,0,307,185
269,199,71,0,73,60,0,0,56,61,44,0,0,168,62
270,4224,996,1010,1308,1318,0,3726,984,0,1199,0,0,4108,1099
271,99,309,687,1185,492,0,616,12,588,540,625,0,1297,1060
272,520,263,240,152,188,0,441,82,174,143,163,0,464,62
273,0,2595,3109,2267,3441,5059,2369,3181,2765,3039,2941,14019,3264,2265
274,501,334,262,0,307,0,496,263,330,320,135,0,456,232
275,189,54,0,52,0,0,0,71,54,0,0,0,151,59
276,2472,974,788,1301,1055,10,5725,1223,0,1100,0,6,3978,1022
277,0,1042,596,51,0,0,323,899,645,80,401,0,2145,837
278,509,183,203,159,0,0,510,144,274,169,270,4,410,90
279,6291,2824,0,2668,1008,2041,4838,2215,3137,3102,2264,7366,806,1610
280,49,110,0,138,259,7,315,170,0,336,210,5,415,222
281,213,52,64,79,51,0,115,55,50,56,45,0,167,61
282,4573,0,1081,1142,1309,6,3807,1086,555,978,1439,1,4724,965
283,0,1332,0,501,432,0,1587,1104,756,446,851,0,0,404
284,486,170,252,103,19,0,618,102,97,0,260,0,390,203
285,5369,2021,2592,2588,2770,16502,3451,2195,0,2615,2620,8471,4535,2659
286,316,279,228,122,286,4,198,212,144,183,308,3,331,100
287,141,51,54,60,57,0,212,59,57,0,60,0,0,51
288,3611,857,938,1209,1176,4,3178,1056,851,973,1504,4,1765,1110
289,1765,747,0,375,556,0,988,163,277,167,140,0,2035,483
290,489,148,218,88,260,3,491,194,324,142,282,1,518,200
291,3459,2783,2639,3049,2573,0,2274,2135,0,2418,3633,0,4101,1987
292,245,91,260,153,123,4,472,138,263,384,257,0,190,294
293,168,62,63,54,58,0,178,69,43,0,51,0,150,67
294,4859,1027,1281,1314,1194,11,3647,1084,1221,1115,1158,13,5090,999
295,1144,604,49,962,409,0,273,600,34,145,488,0,537,456
296,453,140,231,171,222,1,501,167,230,120,258,0,520,0
297,3844,3288,3400,2842,3837,4825,2566,1791,2988,2660,4914,6811,5221,2577
298,735,344,246,0,234,3,466,218,281,16,0,4,193,188
299,202,53,52,69,51,0,156,52,58,53,0,0,159,0
300,3272,1243,1042,1352,1064,3,2299,1147,1063,1280,1284,3,2235,1080
301,168,809,299,808,712,0,1256,1260,327,418,789,0,2900,431
302,337,94,260,202,138,3,403,250,235,0,361,1,460,154
303,3540,1829,2052,2761,1897,6035,5019,1275,2834,2719,2847,10609,5224,2596
304,488,227,129,308,264,7,258,167,216,196,128,0,366,225
305,133,63,53,0,65,0,0,63,68,0,59,0,220,60
306,2233,1008,1240,1008,1173,10,2750,1114,1095,806,1192,1,3116,1162
307,117,825,570,1077,394,0,2486,0,473,210,370,0,1108,565
308,430,44,82,0,228,0,461,269,150,205,214,0,478,15
309,2083,2265,3590,3174,2572,0,3399,1914,3503,2686,2425,0,3188,1761
310,371,111,187,129,0,0,618,252,331,0,165,1,282,196
311,0,0,64,64,57,0,203,61,0,60,42,0,138,58
312,2024,1041,1209,865,1178,0,3265,0,1509,963,1414,4,2634,996
313,1973,1242,866,0,788,0,1037,601,312,202,225,0,0,351
314,441,206,61,192,188,2,0,0,175,120,180,0,333,382
315,3019,0,2752,2137,693,7667,2567,2884,2675,0,3191,3714,6835,2567
316,0,0,257,287,344,0,286,131,349,519,0,0,409,204
317,187,57,65,53,57,0,155,64,28,55,54,0,0,61
318,2978,1109,1235,787,1177,12,3477,0,0,1288,1255,4,0,1001
319,1134,698,619,630,1215,0,2429,732,598,145,0,0,1609,211
320,468,155,0,73,435,0,474,47,35,115,0,0,0,163
321,1424,1217,2442,0,2347,11775,1337,2094,2214,2752,0,10654,2965,2341
322,212,191,277,305,167,0,350,138,193,473,0,0,337,0
323,0,47,84,54,50,0,193,61,0,65,46,0,218,71
324,2867,0,1245,1209,1214,10,2939,1152,998,649,1073,0,3650,1035
325,1809,0,1057,357,596,0,1158,1218,634,0,671,0,0,0
326,452,269,166,126,154,2,465,338,236,0,348,0,476,172
327,2359,2498,2787,2708,4065,9740,4702,0,3164,3252,3268,5347,2431,1949
328,454,230,0,190,329,5,323,100,373,23,209,0,377,26
329,155,49,62,42,72,0,197,53,44,65,65,0,138,57
330,1957,971,1011,1450,0,1,0,1044,0,1114,1411,5,2605,946
331,1089,934,577,1009,0,0,1043,985,311,0,412,0,905,41
332,399,321,211,121,0,0,490,187,158,146,431,0,0,222
333,5639,2222,3018,3080,3060,0,4317,2893,1987,0,1923,9275,3389,1743
334,180,213,242,141,132,0,571,359,117,438,117,0,534,52
335,210,38,63,38,55,0,207,61,0,51,46,0,215,59
336,3392,1097,1193,837,1101,5,3159,1098,0,1063,962,0,3206,1100
337,638,1017,246,28,721,0,1093,1681,914,678,187,0,0,1002
338,467,249,249,159,251,5,0,100,241,121,0,0,391,33
339,5872,2528,2127,2385,2079,11057,4431,1715,2148,3116,2085,9319,3506,3573
340,577,303,446,40,144,2,220,150,246,431,101,0,748,229
341,139,57,45,65,43,0,136,0,51,62,60,0,148,62
342,3184,1115,1239,1503,0,0,3369,957,1165,0,1400,2,1988,1068
343,1818,387,593,784,550,0,445,216,0,382,0,0,0,46
344,452,0,153,136,0,2,369,185,256,129,301,0,479,0
345,4438,2388,2507,2349,3485,3439,3907,2289,1917,2659,3747,10962,7037,0
346,314,270,327,109,32,0,199,29,375,244,195,4,116,169
347,177,52,0,75,0,0,0,0,48,52,51,0,142,0
348,3597,1185,0,1055,1465,0,3113,0,829,1099,1446,0,3057,1053
349,2751,1638,579,618,559,0,554,1024,834,797,360,0,359,277
350,543,291,224,126,0,3,400,241,201,0,181,0,419,215
351,4046,2364,3273,3180,1144,4655,6992,0,4076,3169,1598,3583,1720,2645
352,236,238,208,141,177,0,395,295,0,0,171,0,305,299
353,117,61,58,40,50,0,230,51,73,59,62,0,214,57
354,3755,1133,789,644,1062,11,3556,949,726,855,953,0,2470,0
355,29,794,879,0,350,0,0,451,735,378,0,0,1966,0
356,0,49,183,148,0,0,525,312,126,136,0,4,492,38
357,1506,3036,2763,2734,1626,9006,2960,665,2674,0,2587,5954,3145,2682
358,146,108,193,198,182,1,0,38,375,514,188,0,389,181
359,174,50,87,0,64,0,213,60,62,0,56,0,154,62
360,0,1184,792,919,1283,4,2592,1061,931,0,1059,8,3644,1039
361,1297,0,525,423,432,0,0,0,1011,0,0,0,1699,917
362,365,196,166,0,47,3,500,368,232,163,0,4,492,268
363,2240,2721,1928,2798,2540,8140,5306,2518,3780,3001,2693,10542,2598,1535
364,421,150,288,429,77,0,449,373,291,55,183,2,313,205
365,243,61,52,44,56,0,184,62,33,53,0,0,0,55
366,3667,1093,680,960,1375,2,2207,1027,1380,818,1450,6,3057,994
367,959,686,613,1367,79,0,2362,0,0,827,452,0,392,240
368,381,132,246,120,91,1,383,3,191,0,159,0,576,225
369,3465,2254,2015,0,2796,0,4455,3390,3087,3129,3674,9110,2895,0
370,148,0,283,43,174,3,109,263,135,63,233,1,308,233
371,216,57,41,55,52,0,237,60,51,69,43,0,0,55
372,4371,1100,1322,1042,1451,0,1812,1014,1150,0,1388,0,2643,1267
373,1685,1080,510,917,0,0,692,637,973,0,502,0,1646,1028
374,0,269,141,177,80,2,458,305,247,131,305,0,490,314
375,0,2830,1492,2603,4244,2868,2455,1871,2454,2631,2879,0,1229,2406
376,362,367,298,243,163,3,436,193,240,211,213,1,123,223
377,0,0,52,66,56,0,172,59,43,65,69,0,180,56
378,2699,1251,1126,901,865,0,2422,1067,1048,602,1260,0,2744,1077
379,900,134,172,1116,606,0,1997,339,1026,483,518,0,0,955
380,403,161,130,167,247,0,452,292,168,173,198,0,405,185
381,2365,2791,3552,2381,2592,3516,2522,1630,0,2618,2910,8396,3587,1851
382,292,200,0,233,0,4,473,0,293,339,147,0,546,109
383,0,50,64,64,52,0,177,59,65,58,62,0,199,60
384,3142,1067,1394,1137,1232,1,3542,1101,1087,704,803,10,2705,1095
385,906,474,650,0,492,0,394,1458,783,300,476,0,449,0
386,466,230,165,216,186,2,482,0,135,0,0,1,468,0
387,3325,944,3010,2489,2775,3905,0,2287,2688,2952,1256,9132,4815,2155
388,418,235,197,296,0,3,197,219,334,279,131,0,381,267
389,187,0,0,60,64,0,0,0,48,0,66,0,0,68
390,2343,996,1367,1328,993,7,1260,1100,984,0,897,2,1523,1068
391,1025,1340,803,831,725,0,1879,433,1383,846,477,0,671,66
392,460,224,142,166,249,0,562,176,209,112,0,0,445,0
393,2772,2896,2401,3023,1992,0,2599,2859,2520,2385,0,4190,5164,2285
394,515,0,260,230,109,0,281,278,279,213,208,0,276,44
395,190,60,49,67,58,0,0,67,66,53,48,0,181,54
396,0,1084,1073,924,1168,0,5050,1090,1123,725,1239,10,4406,0
397,0,428,0,919,10,0,1849,583,626,1007,234,0,2185,521
398,457,230,257,0,258,0,0,179,77,127,170,0,368,289
399,5030,1963,2975,2583,2176,3888,4454,2149,2321,2985,2952,6291,5035,2187
400,440,311,371,309,181,2,287,0,216,387,117,0,480,0
401,188,65,59,62,63,0,171,58,80,0,0,0,133,0
402,0,1124,0,1113,1154,0,3509,1131,1413,853,1311,0,4271,1103
403,1933,969,732,770,760,0,0,0,591,492,617,0,240,0
404,0,154,168,121,58,1,483,238,0,212,288,2,427,317
405,2001,0,2970,3003,2579,11021,2799,2533,0,2618,3777,9338,3882,1791
406,339,119,227,51,150,0,242,0,452,269,227,6,359,273
407,180,53,49,71,68,0,163,64,52,78,59,0,245,0
408,4030,996,914,910,1195,8,3461,1139,1163,941,1424,0,2028,1018
409,1329,815,0,723,136,0,1047,932,1269,566,494,0,1245,0
410,364,0,216,216,372,0,559,0,44,158,227,0,503,233
411,3437,1860,3670,0,3645,8924,2722,1965,2639,3212,1929,3681,4945,1602
412,381,253,292,237,180,4,245,144,119,124,225,0,0,210
413,171,55,55,40,49,0,208,58,41,46,56,0,255,67
414,2234,1042,1129,0,1247,8,4681,925,764,796,1584,12,2883,1167
415,274,112,521,1177,911,0,0,675,256,1005,554,0,0,859
416,527,153,210,206,341,2,439,111,264,108,230,0,493,134
417,4376,4205,3536,2845,1953,621,3299,0,2042,2295,0,815,0,3145
418,438,0,323,252,126,3,567,252,202,121,241,0,261,165
419,0,52,56,55,38,0,176,45,54,78,40,0,0,40
420,2045,1036,1504,674,886,0,2988,988,1205,892,0,5,2756,0
421,1072,962,1107,1405,371,0,384,997,952,944,450,0,896,0
422,515,330,265,170,0,0,435,0,155,0,447,0,565,239
423,217,1976,3385,2515,3456,3503,1834,2098,2628,2710,0,5622,5397,0
424,369,74,310,254,206,0,0,304,106,253,175,0,152,135
425,188,51,65,62,0,0,207,60,54,61,50,0,119,60
426,3829,1091,1072,1325,1317,1,683,1179,0,1263,735,1,3230,1176
427,1154,298,498,1084,261,0,1309,419,181,282,669,0,968,4
428,538,118,141,216,383,2,393,199,117,124,288,0,449,284
429,3891,2087,3013,2654,0,10070,3441,2424,2368,2494,2676,6776,5074,1740
430,197,148,167,219,182,2,267,94,314,227,234,0,234,113
431,214,52,0,61,71,0,227,56,50,0,35,0,153,65
432,3083,1053,1284,733,1218,3,3484,1077,1232,1153,0,9,3146,0
433,2029,1478,727,245,796,0,867,0,800,418,554,0,1059,0
434,0,0,238,117,286,0,413,0,0,173,241,2,435,82
435,5207,0,2943,2499,2240,8170,5074,2342,2763,2452,1948,12015,5925,2454
436,320,204,417,131,0,5,294,256,217,351,123,4,368,114
437,206,62,72,43,62,0,177,57,45,51,59,0,232,65
438,5351,948,1393,1275,1249,4,3069,1219,1158,1121,1050,0,3148,1003
439,1531,501,765,1068,0,0,2611,638,713,367,274,0,1361,273
440,454,323,269,156,265,0,451,85,143,107,233,3,478,303
441,5754,844,2132,2712,3353,7072,0,2878,0,2650,4230,10724,2753,0
442,105,73,0,533,270,8,425,144,194,482,340,2,237,348
443,168,59,49,71,51,0,178,56,54,69,0,0,204,52
444,1995,1022,1223,1459,1072,9,3852,1035,0,828,903,6,2353,1105
445,1583,0,824,378,0,0,91,1292,37,955,801,0,1286,818
446,521,192,196,185,227,3,373,157,135,131,0,3,507,134
447,2552,1493,2295,2821,2071,11326,8024,2421,3040,2707,3194,221,0,3004
448,284,290,220,0,284,3,521,288,156,226,191,0,26,0
449,218,56,65,66,59,0,166,58,0,0,60,0,175,56
450,2481,1207,1605,958,1063,0,0,1121,1122,0,1430,0,3961,1082
451,1667,939,914,879,769,0,677,1378,637,812,566,0,90,1292
452,371,289,115,176,240,0,399,286,156,116,0,0,540,0
453,1160,3496,2439,3374,3241,11370,4583,1165,4162,2948,3844,4379,3455,2400
454,249,339,228,319,248,9,289,262,0,317,217,0,377,345
455,189,64,61,63,83,0,211,57,0,66,50,0,163,63
456,1538,1073,0,837,1276,0,2346,1094,901,954,844,0,2960,1152
457,2457,258,613,1266,363,0,759,0,376,602,107,0,0,572
458,395,357,218,159,123,0,0,0,212,121,202,3,481,294
459,4019,2829,1919,2327,1289,3757,0,2255,3739,3207,1680,14016,3628,3360
460,326,213,0,311,244,2,412,374,295,142,230,0,596,61
461,173,76,41,68,62,0,200,57,50,67,60,0,131,67
462,2935,1144,0,857,1026,2,4016,1063,1061,835,1135,4,0,1008
463,248,628,290,558,0,0,1323,807,685,157,390,0,1054,338
464,410,318,265,170,0,0,358,324,236,138,140,0,0,197
465,5555,2564,1522,2274,1239,6854,2138,2986,2986,0,2986,7195,3176,2581
466,263,0,248,0,121,0,561,153,0,40,228,2,395,268
467,177,51,0,64,63,0,200,57,57,74,45,0,190,52
468,2727,1102,0,787,1329,6,2491,1154,1084,852,1020,3,4261,988
469,826,848,857,1061,339,0,347,0,514,563,659,0,1210,865
470,0,340,0,136,58,1,470,201,138,155,173,2,554,141
471,1852,2654,3268,2244,3785,0,5106,0,2646,2298,2469,4814,4926,2071
472,148,250,243,349,81,0,426,0,192,255,253,0,177,146
473,191,0,57,63,53,0,161,63,60,67,40,0,148,66
474,1518,0,917,683,1221,3,3018,0,0,650,1120,2,3313,1198
475,981,0,431,1231,0,0,584,382,319,0,1196,0,996,383
476,535,144,241,145,99,3,520,77,154,173,74,3,643,151
477,0,2365,2841,2316,2557,8480,3787,2041,1691,2345,3035,4480,4867,870
478,0,208,166,128,199,0,463,279,247,337,139,0,120,138
479,195,72,52,81,0,0,225,71,65,79,65,0,183,65
480,3018,1025,0,981,1282,0,4146,0,728,876,565,1,3644,1028
481,527,626,582,498,382,0,533,0,625,172,414,0,1311,903
482,365,366,254,162,0,4,0,0,193,0,156,2,539,28
483,535,2801,2566,2346,3430,3175,4452,2814,3064,0,1340,5555,4607,3447
484,172,187,171,175,0,6,455,354,328,19,177,0,583,315
485,165,60,56,0,51,0,191,55,64,0,0,0,199,57
486,2665,1115,890,0,1410,5,4267,1034,953,0,1177,3,1866,1035
487,979,918,1066,258,0,0,838,566,355,1220,735,0,1052,0
488,547,237,202,91,435,1,422,0,234,138,306,2,0,262
489,0,1818,1476,2679,2360,7424,6187,2083,2502,2607,3138,13268,3624,0
490,478,156,0,0,158,4,482,240,0,0,235,6,379,251
491,175,64,71,48,48,0,223,60,49,66,51,0,144,65
492,0,1049,1209,1123,1059,10,4683,1203,1056,798,1206,0,4444,1071
493,1254,458,177,1219,0,0,1318,323,566,654,645,0,1158,548
494,413,198,242,0,135,0,566,202,265,183,290,1,406,344
495,4472,2009,2713,2517,3376,13263,2071,1976,2719,2336,1521,8302,4202,2683
496,279,153,179,463,284,4,0,188,301,55,218,2,135,133
497,183,66,38,67,66,0,0,48,0,0,49,0,0,55
498,3602,1093,1201,1114,1478,5,3443,978,1149,990,1158,3,0,1117
499,605,989,0,0,522,0,2482,703,860,1448,433,0,2323,945
500,481,256,280,148,151,0,518,239,186,156,0,1,456,49
501,4948,1350,0,2893,1752,6400,0,2244,3253,2835,2666,1984,3967,1183
502,353,181,259,178,203,5,434,158,292,277,217,0,323,291
503,192,0,65,53,57,0,178,56,71,69,56,0,175,0
504,5503,1070,1212,1107,1015,0,3505,1088,1148,0,1311,10,2757,1157
505,1073,260,704,600,0,0,2044,610,570,697,855,0,1683,779
506,402,0,180,198,244,0,418,72,168,221,178,2,447,173
507,3875,1974,2330,2695,1843,11452,5614,2958,2081,3013,2938,4777,2433,2244
508,544,369,216,0,157,0,398,325,188,0,128,0,485,300
509,176,60,46,0,74,0,164,62,59,65,48,0,158,67
510,3706,1087,731,830,1043,0,0,1064,1236,1062,1252,1,2396,1158
511,2128,166,495,1572,0,0,1134,0,0,1728,513,0,0,0
512,0,223,206,154,204,2,499,0,212,157,140,0,420,48
513,4931,1464,0,3409,1930,0,5397,2266,2558,2985,4234,7480,4860,2489
514,440,311,257,0,244,3,423,251,0,99,274,1,111,0
515,179,55,0,0,52,0,214,60,54,70,57,0,212,53
516,2785,1095,1072,1403,1265,17,2785,1004,909,889,927,1,3314,1237
517,1829,0,401,902,641,0,1980,859,452,509,978,0,562,0
518,344,56,110,166,195,0,504,329,158,140,0,0,342,334
519,0,0,0,2494,2857,10859,5350,0,2572,3131,2300,0,7092,2677
520,311,257,305,241,164,4,221,198,197,0,165,0,477,185
521,190,55,39,72,63,0,218,52,48,73,53,0,0,0
522,1378,1012,1295,1005,1103,11,3193,1044,1114,1322,1186,0,3705,0
523,311,376,291,647,534,0,0,646,589,137,476,0,199,1156
524,583,166,79,149,277,3,538,293,220,134,385,4,573,213
525,4792,760,0,2358,4200,10321,2378,1816,2831,2819,1980,772,4654,0
526,213,124,215,633,187,1,308,240,273,383,183,0,96,176
527,184,52,0,49,47,0,193,54,63,51,54,0,204,0
528,4334,0,1306,1400,965,0,2511,1255,1127,1273,1055,0,1946,916
529,160,1,575,848,457,0,418,1369,429,589,800,0,1742,800
530,368,76,195,147,368,0,417,0,187,145,116,0,412,303
531,3963,1985,2837,2961,3392,6767,2701,1793,2027,2524,4162,11221,4685,2512
532,567,108,471,369,0,0,111,0,259,257,153,0,0,160
533,164,58,55,40,49,0,214,62,56,66,52,0,154,54
534,3062,1104,0,953,1238,0,0,845,0,1220,761,1,2541,1222
535,0,0,464,371,556,0,1073,394,639,837,517,0,2742,565
536,490,182,187,155,171,4,509,285,184,152,233,0,471,71
537,3731,1449,2916,2912,533,8162,5032,1901,2980,2728,2047,6262,0,3168
538,494,415,266,321,301,4,604,32,0,233,237,3,593,94
539,174,0,36,73,0,0,202,0,57,82,60,0,208,61
540,2724,0,1052,990,1390,3,1780,1059,1069,1217,1134,8,3465,1163
541,733,1003,524,768,400,0,1273,0,342,851,0,0,0,230
542,461,228,194,156,246,2,552,114,258,145,366,0,456,231
543,5280,0,2624,2558,0,7466,7563,3137,2628,3018,1977,0,2210,1405
544,344,263,257,311,135,0,568,106,0,212,244,0,0,229
545,137,64,0,70,54,0,167,69,73,0,50,0,181,0
546,4252,1056,966,994,1296,14,3067,974,1323,1123,1003,18,0,907
547,543,442,0,0,470,0,0,1178,857,1273,83,0,0,504
548,401,257,273,154,417,0,397,277,235,120,203,0,408,0
549,6182,2295,3185,2141,1837,5284,3923,2135,3414,2966,1756,5460,4482,2416
550,0,188,328,289,0,2,518,187,0,381,166,0,388,0
551,151,66,0,65,76,0,200,56,42,64,32,0,165,54
552,3376,1114,988,1280,0,8,0,0,1155,1297,1176,6,3116,1098
553,0,450,488,672,306,0,1185,526,0,611,734,0,1087,577
554,480,81,75,0,338,0,457,227,234,113,282,1,440,131
555,6079,2140,2055,2679,941,7984,2101,3003,3843,3060,2904,11454,897,3006
556,231,90,260,0,0,4,364,0,359,288,229,0,339,285
557,128,62,57,48,59,0,138,60,63,52,52,0,0,66
558,1817,915,940,1243,1484,0,3708,1092,969,1046,1447,2,4142,1087
559,957,781,654,1520,286,0,976,147,14,594,0,0,970,1529
560,441,87,177,152,214,0,518,103,257,0,282,0,634,0
561,2294,2785,3430,2628,0,0,3295,1523,1842,2290,3028,7266,0,2585
562,191,313,160,198,97,3,183,192,290,249,312,0,467,193
563,198,52,52,81,65,0,221,56,81,52,0,0,157,46
564,3820,1066,1314,1160,1043,1,3036,1229,1213,928,729,4,3796,0
565,687,0,0,0,576,0,343,0,241,942,386,0,1100,424
566,397,317,0,92,327,0,511,272,264,99,185,1,547,258
567,0,3181,3187,2875,1568,6568,3047,2767,2961,3151,1835,10596,4541,1501
568,486,268,151,25,271,6,260,223,306,304,95,0,474,324
569,208,58,57,65,49,0,158,43,0,86,58,0,224,58
570,2881,1051,859,722,1275,9,0,1146,0,594,1255,13,3825,1082
571,0,0,669,234,298,0,861,309,803,745,611,0,0,185
572,445,201,0,163,230,2,467,0,204,164,315,0,472,188
573,4725,0,3303,2631,3840,8786,3669,1237,2943,2621,1896,4982,4744,1479
574,590,240,227,97,240,1,608,134,349,0,130,0,270,106
575,193,68,49,70,59,0,193,54,47,47,44,0,160,55
576,2779,1170,1021,975,1639,8,1836,1142,1151,1002,1309,10,4828,1037
577,0,870,0,463,532,0,1756,993,935,336,664,0,0,965
578,411,90,0,145,257,0,393,208,136,130,0,4,471,287
579,0,0,0,2972,2344,4591,5914,1028,3623,2820,2713,7009,3633,2367
580,350,274,0,329,118,0,355,190,0,344,28,0,0,102
