N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,683,0,286,1275,615,0,1130,0,752,44,0,0,419,652
170,388,250,114,170,300,4,453,168,0,139,205,0,475,200
171,2213,768,1983,2601,2846,6842,5522,1609,2449,2693,1152,5498,5472,2627
172,414,82,189,0,224,0,257,94,200,269,108,3,223,239
173,194,63,54,58,48,0,160,64,34,67,65,0,164,53
174,3861,0,998,1138,1517,0,3190,1055,1084,1277,1373,6,4073,1187
175,703,1064,693,1215,885,0,0,638,315,183,753,0,1154,634
176,389,240,195,125,307,0,374,268,200,115,100,1,492,131
177,5098,0,3524,0,0,5927,3640,2173,2716,2830,2969,10417,0,2310
178,452,93,324,314,232,0,435,119,151,262,87,0,394,124
179,162,0,0,57,55,0,228,68,75,59,46,0,197,0
180,0,1021,977,0,1355,0,3072,1080,956,970,1083,0,2262,998
181,0,272,0,880,306,0,931,626,614,0,499,0,1175,678
182,322,58,200,108,338,1,378,147,135,180,30,0,486,172
183,2900,1919,2130,2526,2023,4408,3411,1702,2550,2957,3482,3535,5691,1937
184,428,164,267,143,0,0,252,265,146,0,176,0,379,114
185,203,59,0,78,50,0,167,0,62,69,53,0,192,60
186,4031,1123,1375,1235,1149,4,0,894,1678,866,1299,2,4197,1035
187,1530,177,844,0,263,0,0,723,356,707,582,0,0,1209
188,386,100,120,144,345,1,477,71,260,98,110,0,424,25
189,3632,2045,2073,0,2195,3600,4777,2004,2879,2524,1106,5143,3859,2414
190,162,183,132,258,201,0,209,246,190,165,165,0,595,167
191,259,57,53,68,48,0,170,60,53,0,48,0,142,58
192,3858,1035,1186,773,0,8,2609,1081,1303,888,1371,0,1283,1106
193,432,370,947,1373,581,0,428,210,656,1317,613,0,903,544
194,463,125,191,136,289,0,458,308,218,133,35,7,460,74
195,5439,1984,2065,3013,2587,5831,0,1567,0,3144,3156,5429,2908,2237
196,440,271,230,268,139,0,301,191,272,203,126,1,445,213
197,138,51,57,67,68,0,212,62,70,46,42,0,169,53
198,0,0,0,1117,1434,0,3584,954,1046,1135,1160,17,4058,1048
199,862,277,684,0,237,0,0,309,365,368,488,0,48,872
200,415,163,210,147,303,0,386,0,202,183,110,0,522,200
201,1702,965,1947,3146,2069,9265,4118,2682,2663,2821,2597,4041,0,0
202,443,239,298,0,220,7,402,210,0,468,362,1,0,142
203,136,60,0,58,64,0,226,57,53,70,62,0,206,0
204,1972,1060,936,1276,1051,8,2795,1199,1146,1268,0,8,2985,0
205,1036,0,415,491,807,0,0,419,721,997,619,0,0,740
206,518,193,234,157,125,0,457,186,168,148,73,0,405,182
207,0,2765,2565,2879,1115,3608,6567,0,3666,3288,3430,6775,0,0
208,190,144,306,628,235,0,423,148,0,0,164,6,135,206
209,199,47,68,75,39,0,206,53,44,77,51,0,195,73
210,0,0,1040,0,1680,3,3072,1091,852,0,1397,0,3697,1001
211,1340,1191,373,506,92,0,765,0,0,869,342,0,411,241
212,433,145,212,177,33,1,477,0,76,0,378,3,403,166
213,4242,2347,2409,3067,1486,4795,2913,2579,2302,2653,1958,1933,2676,2307
214,140,279,270,393,165,5,364,238,46,419,213,0,462,0
215,128,61,44,62,55,0,158,54,42,52,59,0,194,64
216,3362,1118,0,869,1407,0,4241,1040,1067,706,1390,8,2077,1019
217,1997,0,0,830,350,0,662,314,666,1934,451,0,0,806
218,0,178,0,103,284,3,500,184,213,107,473,0,373,0
219,1303,2276,3310,2405,2553,0,3340,2018,2355,3229,2777,3602,2365,3239
220,0,153,97,354,204,0,359,265,181,244,233,0,252,151
221,153,56,48,58,60,0,173,74,52,40,56,0,155,50
222,3331,1165,1051,1017,1194,0,3799,1228,1129,1130,1067,0,2625,0
223,1901,303,286,37,459,0,872,213,640,9,0,0,2311,941
224,375,0,117,165,269,6,481,358,241,181,56,2,453,43
225,2023,1396,3325,2417,3067,0,5128,0,2744,2918,2999,4261,959,0
226,190,200,149,181,186,2,352,221,223,228,141,2,515,0
227,171,63,60,0,59,0,143,0,60,63,56,0,216,56
228,0,967,1365,1263,0,10,3974,1114,784,1362,1213,3,2340,1152
229,385,0,244,681,449,0,2011,1035,662,769,815,0,190,1306
230,444,250,141,110,157,0,508,135,249,176,135,0,585,0
231,3216,1790,3332,2911,1467,8470,5037,1859,3602,2817,3324,8448,6779,1351
232,0,163,0,376,226,2,313,306,184,0,146,3,432,139
233,165,63,57,70,0,0,185,59,49,54,51,0,138,49
234,2908,1207,1202,0,1442,0,3229,979,1221,1125,1423,2,3933,1052
235,46,380,545,891,0,0,732,1322,0,495,491,0,1826,1094
236,532,0,182,105,381,0,571,0,187,156,293,0,0,0
237,3985,2084,3188,0,2729,6113,4937,2334,2921,2847,4313,3883,4188,2708
238,345,248,232,226,150,0,286,37,367,63,299,0,514,189
239,202,53,60,0,50,0,172,58,0,0,34,0,215,0
240,2385,0,1107,666,1374,0,2829,1104,1142,0,1431,0,3529,1010
241,0,0,882,0,907,0,138,1352,305,0,470,0,1885,495
242,496,222,183,107,164,1,0,395,125,130,0,0,554,153
243,4582,2520,3580,0,2796,6359,1475,1529,3907,2448,2230,2266,6545,2102
244,0,157,215,156,134,0,357,236,346,0,145,0,318,268
245,185,64,70,75,0,0,200,60,34,43,63,0,153,62
246,3361,1117,1473,1206,0,6,4672,1212,987,1111,1272,0,3312,1146
247,723,392,0,765,0,0,287,0,903,0,582,0,486,469
248,406,245,262,171,142,1,480,172,150,140,407,2,491,196
249,3159,1530,2611,2756,1992,0,6308,2795,0,3359,2214,4566,123,1618
250,424,274,221,0,199,0,0,309,161,161,243,6,0,0
251,0,63,59,53,48,0,160,0,52,77,58,0,180,66
252,3710,999,1035,896,820,0,1705,1195,1447,783,1061,4,2134,1122
253,1660,329,547,497,826,0,0,836,748,1486,166,0,593,109
254,453,188,289,111,404,0,479,280,103,0,139,0,404,289
255,4842,2338,3263,2475,2714,4575,4254,2557,3511,2516,3146,6971,3716,3404
256,312,265,121,349,222,1,576,263,128,196,219,0,329,287
257,261,58,47,48,40,0,226,59,0,67,61,0,239,67
258,2282,926,0,1236,1272,0,2843,1057,1165,1250,1233,8,3216,0
259,1008,313,987,798,735,0,3438,992,657,0,379,0,0,0
260,455,251,248,151,321,0,478,190,250,154,270,2,467,24
261,0,1656,2557,2449,0,434,5722,3451,3284,3363,1739,4229,2863,2369
262,454,264,268,134,168,0,396,0,248,325,106,0,423,153
263,178,53,53,75,64,0,253,64,61,62,42,0,208,43
264,2175,988,0,793,715,5,0,1227,793,1132,1352,0,3017,1128
265,2035,994,556,0,353,0,976,299,631,517,550,0,1278,0
266,483,27,184,176,542,0,426,141,145,148,0,0,481,211
267,0,2989,1955,0,2401,12821,4336,3390,3488,0,832,7849,4330,1958
268,269,0,0,400,326,1,247,85,122,0,0,2,430,290
269,0,72,52,50,50,0,155,56,61,68,59,0,185,47
270,3093,1095,1155,1197,0,3,3565,1215,836,1443,1258,0,0,1103
271,1818,818,680,163,937,0,2071,743,604,241,834,0,296,788
272,452,239,71,178,67,1,548,261,225,112,498,0,437,208
273,3861,3545,2630,2213,3562,6417,0,1562,2498,2651,3180,2846,1476,1611
274,320,174,0,264,244,1,382,307,261,359,179,2,66,200
275,214,56,38,64,54,0,197,47,54,94,56,0,164,51
276,3797,1045,1059,1178,1276,6,1817,1053,1171,1018,1144,3,3385,1215
277,755,172,0,774,724,0,0,257,0,1249,474,0,487,995
278,494,59,244,193,299,2,543,0,225,100,142,0,387,332
279,4305,0,3346,0,2395,7653,2816,1209,2820,2010,3007,9368,2250,0
280,0,139,158,77,114,3,412,246,174,200,220,3,283,141
281,180,60,0,61,37,0,165,45,56,65,52,0,147,45
282,3646,1175,1555,1267,1196,13,3570,1102,1081,1352,1403,9,4258,1013
283,1197,0,93,386,629,0,417,14,816,0,362,0,570,922
284,454,232,250,195,191,0,407,162,203,125,217,3,385,214
285,5367,1859,0,0,1649,12059,4367,1827,2336,2753,3387,0,2922,2646
286,218,145,77,136,215,1,386,259,0,213,0,2,385,315
287,170,64,49,73,0,0,165,64,67,73,72,0,202,55
288,3830,899,968,913,1102,5,4991,1144,789,1162,0,2,3720,1076
289,0,374,226,489,407,0,1821,477,716,860,0,0,0,56
290,0,227,271,146,243,0,0,229,232,117,112,1,378,248
291,0,3194,2714,2753,3646,0,2964,0,3337,2541,1852,8992,0,2687
292,0,154,248,84,130,2,103,0,0,0,0,0,480,0
293,137,66,55,56,59,0,199,0,58,50,34,0,178,51
294,3083,1070,847,860,1085,2,2919,1032,1342,1061,957,2,2888,1216
295,321,1107,813,713,178,0,0,999,0,1498,345,0,1351,390
296,551,172,209,196,223,0,524,216,189,171,100,0,320,254
297,5344,3344,2436,2859,2535,6808,5147,2658,0,2919,3531,8616,5434,2725
298,230,42,152,167,132,3,261,138,190,248,148,2,428,141
299,189,52,68,0,55,0,217,61,29,57,54,0,135,0
300,0,1039,968,902,935,9,5341,1178,907,1199,1380,8,2969,0
301,666,1032,0,559,161,0,504,670,838,661,0,0,1571,1190
302,473,0,276,0,192,0,487,268,183,171,104,1,517,0
303,3937,0,2637,3327,0,5236,5925,0,3269,2137,2123,1700,2398,0
304,541,299,329,95,222,0,201,206,400,267,202,1,0,299
305,172,59,64,0,45,0,126,69,50,39,65,0,169,73
306,3545,1063,1055,1184,994,5,3239,1230,1185,991,1524,10,2464,1072
307,0,0,709,440,0,0,1647,0,0,413,0,0,0,371
308,533,0,256,128,209,1,473,0,88,154,0,2,0,30
309,2805,2223,2229,2791,3543,11866,2333,2360,2085,2453,2915,7301,1696,2273
310,541,202,156,344,256,0,232,0,218,91,47,0,274,193
311,192,58,43,55,65,0,195,49,0,61,64,0,183,70
312,2876,1069,917,1269,1060,6,3307,1180,737,1010,1109,8,2321,1131
313,580,1038,671,1208,229,0,2532,470,273,457,448,0,1017,240
314,555,114,250,200,302,2,515,226,185,145,325,0,0,147
315,1627,2459,3019,2474,4898,12913,3564,0,2435,3166,1733,2743,730,2336
316,615,220,297,315,133,0,461,304,332,76,0,0,279,140
317,174,66,41,87,51,0,195,52,66,55,66,0,204,51
318,3681,1033,1113,961,1206,0,3146,980,1040,0,1432,0,2945,1098
319,793,0,299,195,327,0,567,668,800,1456,79,0,0,1049
320,0,218,154,147,43,0,427,244,155,202,26,2,477,86
321,2648,2255,2691,2143,1887,3847,4061,3337,2570,2845,0,4613,3837,1884
322,219,235,216,353,72,1,322,108,234,133,342,1,195,206
323,163,66,49,73,62,0,177,58,0,70,51,0,162,60
324,3022,1024,928,397,1230,9,3120,877,933,1101,1038,0,2397,0
325,2540,0,609,0,324,0,1136,56,723,699,0,0,1554,1014
326,449,111,216,80,305,0,425,432,284,162,304,2,401,0
327,1336,2502,2557,3179,4215,2668,1859,2307,2736,3067,3406,0,6509,1387
328,504,111,317,164,152,0,396,362,405,321,206,1,332,154
329,191,56,57,74,67,0,157,59,50,53,59,0,181,64
330,3184,1193,1313,995,1080,0,3521,0,1478,1148,1076,8,2979,936
331,0,986,637,0,757,0,865,509,465,1277,290,0,353,554
332,501,51,207,121,292,0,501,176,201,163,247,0,553,223
333,3735,1531,2338,2868,4729,1157,5276,1389,2487,3384,3231,3732,4541,1862
334,388,46,89,0,221,0,182,210,379,252,0,2,415,253
335,160,68,41,67,69,0,196,62,21,59,52,0,161,0
336,3429,1000,626,1362,0,15,0,0,947,1023,1197,0,4436,1163
337,451,1313,638,1245,340,0,372,686,1045,735,635,0,993,285
338,430,156,157,170,442,5,454,42,208,133,277,0,369,266
339,1230,2007,2783,2647,2365,12130,1810,1345,3307,2675,2668,3920,1982,1645
340,106,228,249,14,177,2,325,214,203,360,0,3,276,314
341,177,65,41,79,67,0,204,57,60,0,0,0,228,46
342,3331,1045,1030,1322,696,6,4603,1234,1452,0,0,12,4169,1033
343,770,0,75,1127,504,0,1051,1061,799,553,810,0,755,681
344,455,278,96,143,0,0,468,0,232,104,315,2,436,135
345,2012,0,2282,2869,0,3637,5200,0,2724,0,1082,6755,3717,2566
346,0,0,127,211,194,5,343,272,244,155,146,0,256,92
347,184,52,50,47,0,0,0,0,58,72,58,0,166,72
348,3002,1201,1400,1214,1175,6,0,1131,1312,1046,795,0,3256,1260
349,0,943,591,629,466,0,1368,1153,0,571,580,0,1866,1302
350,475,25,284,143,276,0,413,0,0,131,146,0,487,127
351,4929,1419,0,2727,3910,6739,1929,2905,1320,2771,4164,6836,4141,2686
352,372,0,265,287,155,1,358,254,326,93,102,1,307,0
353,150,0,0,61,57,0,188,0,28,49,67,0,174,49
354,2046,1001,938,969,1539,3,3523,1072,1390,0,1509,4,3745,1146
355,1422,534,695,630,0,0,878,427,444,677,720,0,1933,182
356,619,189,254,135,184,1,495,30,155,136,342,4,386,109
357,1918,3368,0,2304,3985,5840,2892,2380,3042,2669,3238,6631,4605,2904
358,0,281,268,201,233,0,176,130,0,45,221,2,271,218
359,216,61,67,45,53,0,171,60,34,68,0,0,169,59
360,4481,1177,1252,1520,1176,3,3649,0,865,543,1091,9,0,1185
361,1182,193,342,595,163,0,1576,229,945,147,836,0,0,352
362,0,0,129,183,199,0,585,330,0,119,273,2,491,177
363,732,0,2977,2544,2866,1487,4111,1403,1178,2380,571,10491,6062,1747
364,362,0,235,281,25,3,206,227,208,241,228,2,385,170
365,171,46,55,75,59,0,139,54,58,0,67,0,183,47
366,2416,1121,889,1116,1129,4,0,962,1286,900,1294,0,3236,1166
367,0,218,832,0,968,0,623,786,398,933,643,0,223,0
368,578,259,336,0,163,3,452,128,200,149,396,5,477,243
369,4301,3191,3412,2711,1994,2785,4438,1822,2238,2788,1604,9133,3474,2573
370,893,154,341,0,91,5,567,257,312,420,257,0,350,103
371,217,56,48,61,0,0,218,40,56,51,64,0,175,57
372,0,1143,798,0,1152,0,2613,1097,787,1157,1075,0,3850,1094
373,448,0,448,926,739,0,368,644,508,1391,200,0,2482,534
374,558,0,155,137,201,0,417,158,0,144,284,3,590,84
375,1132,1840,0,2300,3928,10581,3506,2108,2946,2886,1914,4732,352,1436
376,304,163,296,282,69,1,393,175,236,412,186,3,329,187
377,180,57,49,62,60,0,0,57,56,52,65,0,236,59
378,3330,1159,1138,994,1448,0,0,1172,903,1093,1388,11,2986,1125
379,648,0,536,1279,403,0,810,1334,0,1033,357,0,0,803
380,0,135,279,149,0,2,565,235,201,116,74,2,457,156
381,4364,1910,3572,3213,3555,10174,3274,2734,3473,2246,2837,3587,3334,2276
382,308,171,320,263,0,4,323,276,244,0,206,0,453,122
383,201,56,69,54,57,0,0,0,65,60,55,0,197,49
384,3067,0,776,1303,1196,0,2690,1065,722,1118,1297,0,3617,1177
385,369,1007,434,809,377,0,2078,809,852,779,247,0,1504,83
386,409,139,272,161,0,0,501,98,45,123,26,0,504,444
387,0,2502,2368,2082,4241,11213,1783,2495,2262,2689,2938,13742,2267,2591
388,279,205,292,114,261,1,444,0,231,0,329,0,150,347
389,0,51,54,40,53,0,149,66,56,56,52,0,152,58
390,3694,967,1131,1039,0,11,3555,1109,0,1127,906,0,2721,913
391,0,840,576,1336,907,0,1136,157,716,1485,747,0,2733,81
392,508,406,233,105,281,0,473,0,286,195,236,6,587,251
393,5852,972,0,2817,2000,0,0,1355,2572,2731,0,6451,0,2294
394,270,389,266,338,113,0,334,0,161,355,162,0,210,199
395,162,52,0,61,53,0,237,0,50,44,66,0,220,45
396,3090,1120,1338,845,1328,3,3957,1131,649,778,1397,0,3987,1035
397,1356,0,0,0,885,0,1029,1457,821,522,825,0,505,1848
398,531,77,78,171,214,0,440,142,149,131,375,2,384,257
399,0,1990,2593,2670,3537,9139,5283,0,3599,3124,2599,9305,5918,3652
400,358,255,200,103,141,3,343,209,134,254,209,0,468,237
401,217,64,69,69,0,0,146,35,60,49,66,0,163,65
402,2793,1025,1221,1340,992,0,1630,994,876,1138,1191,6,3031,946
403,814,228,164,1497,332,0,2104,1016,436,0,998,0,1408,514
404,523,92,215,135,123,0,478,314,152,140,384,0,396,213
405,3955,1782,3338,3124,1069,927,3749,2347,2052,2994,2213,4455,0,1360
406,125,115,406,331,222,0,456,255,234,0,296,5,231,294
407,198,68,0,72,0,0,165,52,60,43,53,0,185,49
408,2213,1150,1278,1296,1034,0,3086,1117,962,890,1286,8,3633,0
409,1617,0,688,879,539,0,1418,1774,568,833,677,0,988,0
410,371,140,215,143,154,2,451,93,170,129,2,0,469,144
411,3169,2080,2731,2767,2744,4505,5746,0,2464,3661,2901,11233,2613,1934
412,485,58,309,257,141,0,416,435,153,179,267,5,613,392
413,163,67,0,48,36,0,136,0,0,70,58,0,189,57
414,2719,1232,1103,1007,1358,0,4404,0,1235,811,0,0,0,1088
415,911,407,780,866,882,0,1373,453,596,378,411,0,1459,592
416,488,0,165,0,109,3,469,13,111,122,0,2,424,74
417,3975,2186,2480,3024,2409,7222,0,2902,2043,2470,665,9437,4581,3099
418,468,270,0,47,81,4,61,166,304,159,0,0,277,163
419,197,56,65,0,0,0,225,50,54,60,56,0,187,0
420,4034,1109,1128,703,787,2,3634,1062,1360,1185,1082,1,3353,878
421,0,300,956,456,0,0,1,1079,865,701,921,0,39,833
422,476,262,74,126,0,3,447,0,135,167,400,4,582,8
423,4368,3432,2514,2857,948,11434,4939,2745,3004,2920,2240,4367,4459,3033
424,394,0,121,86,0,0,0,322,215,195,104,0,682,424
425,0,51,52,65,51,0,164,57,30,52,0,0,181,58
426,2727,966,952,1088,1271,1,1351,1041,1034,1186,1137,7,3679,959
427,0,1622,0,993,145,0,1392,377,705,1294,528,0,159,691
428,386,248,232,95,322,5,407,251,167,0,380,3,449,25
429,3353,0,3939,2509,2604,13989,4109,2757,2966,3274,0,7099,6087,936
430,491,249,236,268,222,5,0,180,373,155,214,0,403,298
431,161,53,59,0,67,0,170,59,46,71,59,0,226,64
432,3063,1050,696,0,947,0,1687,1065,953,1168,1178,0,3141,1086
433,696,765,469,0,636,0,527,0,882,1086,599,0,982,996
434,572,62,162,189,249,0,505,186,149,83,209,3,527,96
435,3054,0,2318,3306,1986,4109,5230,2263,2790,0,3683,1453,3314,3181
436,204,219,217,197,0,3,290,257,148,167,250,0,408,191
437,97,60,30,73,48,0,122,62,60,54,46,0,149,58
438,2597,1078,1028,962,921,5,2828,1013,1075,876,1208,7,4021,1116
439,1417,502,0,0,0,0,1047,0,342,989,755,0,252,0
440,485,373,210,105,0,4,654,0,330,138,308,1,433,392
441,0,2172,2419,3051,0,0,0,1675,2743,3349,5101,6389,5981,1890
442,135,189,282,212,17,0,385,235,193,324,280,0,198,283
443,191,0,70,58,74,0,192,0,53,65,58,0,144,0
444,4661,1073,909,1203,1094,2,2421,1025,1102,1460,1348,8,2875,1121
445,719,610,278,1321,0,0,0,0,994,0,296,0,1428,708
446,0,227,0,0,255,0,543,164,176,150,0,0,360,352
447,4414,839,3288,2149,3834,4183,2131,2068,2887,2642,2402,1459,2619,1876
448,0,0,0,86,90,0,168,102,277,349,183,2,362,0
449,169,61,71,69,0,0,191,63,62,66,69,0,162,0
450,6357,1021,1106,1148,1025,2,857,961,1038,979,1432,0,2987,1138
451,955,246,539,0,354,0,2110,549,694,642,0,0,1218,654
452,397,136,343,140,306,1,569,0,225,149,295,0,569,180
453,2738,0,3520,3025,1813,10319,2095,2933,3275,2471,2867,14536,2757,3619
454,287,217,120,474,169,0,265,109,97,252,216,1,323,233
455,0,59,63,62,70,0,252,53,67,0,63,0,207,59
456,2546,997,575,1123,1142,4,2366,0,1349,981,0,3,2425,1098
457,80,452,862,1339,657,0,1443,553,616,692,117,0,0,283
458,489,253,184,109,337,4,550,111,159,99,259,0,404,0
459,0,1726,2034,2682,2547,4821,4490,1637,0,1943,2808,2622,5021,1859
460,437,361,167,106,201,3,315,237,0,163,174,0,291,213
461,153,50,50,61,66,0,189,56,0,54,0,0,148,55
462,2713,1199,991,909,1124,4,4423,1096,0,1208,1311,2,2292,1037
463,0,447,456,500,1247,0,963,800,622,404,412,0,0,1495
464,424,211,199,137,0,0,578,171,222,143,439,1,412,178
465,5192,1518,1986,2957,3882,507,5675,1538,3677,2372,3024,8486,4719,2034
466,264,197,191,132,99,0,496,377,135,0,203,1,102,303
467,188,56,45,60,35,0,108,65,58,0,63,0,151,65
468,4292,1040,714,797,802,0,2107,964,1327,1181,1246,3,4788,952
469,2281,619,787,391,513,0,31,681,824,19,652,0,1782,0
470,492,194,218,165,252,0,324,70,256,133,59,2,503,348
471,4334,2476,2302,3142,3751,0,3216,1645,2072,2409,3828,13822,5776,2268
472,182,0,192,166,154,2,273,164,255,183,153,6,0,332
473,154,51,44,0,55,0,208,50,0,57,45,0,164,54
474,3344,0,811,698,1040,13,4695,920,1120,999,846,0,4810,911
475,918,276,528,1155,175,0,739,20,129,217,232,0,1320,109
476,0,111,111,200,282,0,521,121,297,145,460,0,490,11
477,5655,0,1712,2877,3625,10620,0,2830,3367,2542,1160,5012,6292,796
478,0,193,306,276,179,0,484,185,355,330,236,5,249,69
479,149,65,40,75,57,0,157,55,39,60,52,0,117,61
480,0,966,1011,1311,811,5,3958,1194,1156,1268,1426,0,3896,910
481,906,740,0,1071,892,0,78,607,703,875,420,0,414,0
482,542,180,110,165,147,1,433,0,179,213,127,2,523,220
483,4715,2058,1931,1879,1881,7897,1200,1814,1790,2619,1462,10508,4433,1498
484,365,358,175,5,280,7,522,270,140,0,76,1,0,243
485,196,50,54,65,65,0,166,45,70,69,58,0,169,58
486,3164,1165,0,828,1278,2,3507,1078,967,1230,0,0,0,984
487,1000,0,420,627,243,0,1186,0,315,916,507,0,0,225
488,611,42,261,131,327,2,420,0,274,164,498,2,538,1
489,6023,2943,2310,2657,3542,4314,1908,2366,2346,2814,1912,7278,0,2238
490,487,330,199,254,181,5,179,292,201,265,271,0,486,188
491,164,56,61,66,63,0,195,44,50,0,65,0,173,56
492,4150,877,1022,840,1300,7,3472,1110,1264,815,1032,0,3003,1084
493,0,475,289,356,567,0,229,311,657,1243,504,0,899,0
494,0,204,250,104,105,3,422,238,252,128,300,3,501,72
495,4138,1884,0,2574,2867,7886,5594,1971,2003,2928,2442,5375,2558,921
496,0,89,276,168,166,0,450,270,0,395,73,0,0,217
497,210,54,0,75,58,0,200,54,0,0,57,0,188,64
498,0,1076,749,1250,1182,0,3843,895,0,1114,1180,8,4009,0
499,680,503,320,757,627,0,623,749,185,858,405,0,1535,547
500,468,272,167,145,173,1,390,71,115,143,162,3,411,363
501,1192,1786,0,2808,1561,6550,3935,0,1783,2166,4305,13327,4238,1500
502,311,181,174,301,219,0,375,0,337,205,297,2,393,0
503,149,59,0,84,60,0,167,63,46,57,53,0,154,63
504,3588,1235,998,698,1112,6,2212,1084,921,0,862,6,3622,1166
505,288,0,664,0,302,0,1616,631,931,0,196,0,1105,878
506,482,170,219,138,214,0,515,0,0,144,103,0,588,115
507,3202,3154,2961,3206,2540,3643,3100,3082,2555,3395,2161,0,0,1652
508,598,226,220,485,225,6,112,115,217,492,217,2,250,270
509,138,59,50,0,49,0,174,67,58,58,48,0,184,55
510,3172,1055,961,1102,0,3,4187,1071,1298,1177,0,0,2665,890
511,986,0,513,782,0,0,1440,426,520,326,379,0,2201,0
512,532,254,256,163,0,3,460,187,148,152,0,1,537,55
513,3758,2174,2373,2708,3935,6179,4011,2808,2657,3097,863,0,2387,978
514,433,81,100,177,389,4,0,197,396,366,0,0,184,368
515,197,63,42,49,56,0,157,60,61,70,0,0,183,69
516,2136,993,1444,0,1003,0,2982,1126,1231,1149,1057,2,2363,1081
517,292,330,745,1103,276,0,988,796,1093,104,554,0,206,0
518,525,10,165,200,302,0,583,273,266,214,201,0,509,85
519,5916,1977,2542,2797,4091,8643,0,2042,2237,2875,3617,7276,4498,1466
520,0,133,168,0,232,0,275,144,330,315,0,4,0,137
521,180,49,56,67,63,0,163,61,49,48,60,0,179,48
522,3932,1017,842,981,1262,0,3315,1024,1198,1039,1268,0,5155,1112
523,0,747,0,835,394,0,451,1619,467,599,0,0,1286,1187
524,0,248,196,160,287,2,0,274,225,136,356,0,492,0
525,2912,0,2309,2790,1721,6810,4065,3025,0,0,4557,13092,5744,2052
526,492,191,440,246,219,4,332,72,232,202,136,4,549,106
527,164,63,50,61,68,0,0,63,51,66,45,0,220,75
528,3759,1021,1053,824,835,1,0,1011,1125,898,1272,0,2378,1005
529,318,856,321,474,509,0,0,481,493,0,340,0,2698,0
530,513,18,200,175,441,3,391,220,280,0,292,0,460,238
531,4202,2277,2724,2950,1314,9289,0,1651,2364,2946,2930,4197,5594,2784
532,383,0,339,0,181,0,0,62,252,156,266,7,360,248
533,190,62,49,58,51,0,189,46,0,58,64,0,178,54
534,2914,1166,1139,1124,1269,0,2915,1129,951,1062,803,0,3497,1005
535,1284,0,510,645,1166,0,453,792,128,838,251,0,1454,0
536,0,0,144,91,320,2,381,409,0,167,131,0,411,19
537,5063,3951,2689,2933,3950,6695,994,1914,0,2791,3193,10650,2935,1884
538,237,85,256,218,114,0,430,143,240,345,150,4,578,358
539,175,64,43,51,60,0,108,64,0,68,56,0,0,66
540,4022,1156,951,799,1259,0,1265,0,933,1068,0,5,2385,1042
541,1579,1086,233,706,341,0,0,1122,987,658,419,0,576,1060
542,390,79,241,161,0,0,472,0,191,155,150,0,530,0
543,8045,3370,2508,2551,1404,5589,3642,0,0,2464,0,7462,2957,2632
544,0,110,0,171,0,0,420,232,240,122,152,0,548,192
545,155,59,45,73,43,0,142,72,43,60,64,0,170,52
546,3202,1062,1126,702,960,0,4842,1150,1077,907,1185,0,2560,1065
547,0,0,1307,393,459,0,445,574,433,0,1169,0,1925,981
548,488,395,247,94,79,0,516,218,283,148,360,4,0,123
549,5115,0,2947,3208,2712,7118,1714,3905,2910,3052,1980,2463,0,1879
550,344,125,191,183,96,1,151,247,239,149,342,2,0,250
551,193,47,39,0,60,0,206,55,53,65,0,0,0,55
552,4258,991,645,1364,0,0,1945,1016,949,935,1133,4,4373,1145
553,0,871,565,1190,555,0,2121,348,503,79,0,0,1708,458
554,496,367,193,155,0,0,456,383,117,167,297,4,483,104
555,0,3282,2915,2816,0,9668,3288,1172,3631,3319,2283,10381,4892,0
556,0,188,300,343,159,3,271,220,143,309,185,5,214,108
557,189,54,36,66,58,0,0,53,41,59,76,0,207,70
558,3131,1077,906,723,1042,6,5145,1278,806,1378,1196,12,3501,982
559,703,730,555,820,357,0,1002,406,658,911,166,0,319,375
560,0,132,203,129,0,0,381,143,186,162,137,1,435,225
561,3278,2726,2843,3071,3212,3458,6471,3045,2433,1874,2181,0,2295,2907
562,309,125,180,406,81,2,430,0,161,0,71,2,0,0
563,188,61,0,51,79,0,178,61,0,0,61,0,0,53
564,4231,1045,995,995,0,2,3786,1099,1082,1019,1541,4,2616,1133
565,0,1122,0,970,643,0,1589,528,412,350,565,0,1707,647
566,425,134,208,129,306,0,506,68,165,127,217,3,499,248
567,4355,1793,3308,0,4051,6171,4595,2065,2820,2614,1042,0,3906,2173
568,383,180,0,129,265,3,416,121,200,198,232,0,455,276
569,193,46,0,62,57,0,195,63,45,58,49,0,177,61
570,0,1102,1334,0,976,3,3233,0,1181,840,886,7,3768,1259
571,0,497,722,0,313,0,1395,1068,579,1064,709,0,375,1148
572,515,323,196,152,359,5,429,205,299,141,328,0,465,251
573,2862,1704,2397,2659,2320,11306,5114,2845,2893,2704,0,0,3180,2516
574,374,139,299,0,175,0,594,92,319,624,0,1,240,174
575,186,49,55,63,61,0,157,60,84,77,56,0,173,56
576,2274,0,1002,1224,1070,0,1587,1116,856,0,967,0,2828,0
577,1130,462,650,418,318,0,1342,0,831,1096,1063,0,52,1533
578,0,0,165,138,241,0,0,93,186,107,304,2,527,0
579,5746,3114,2832,3031,2553,5449,1995,0,2955,2408,2303,8279,5808,719
580,371,191,286,187,146,0,506,292,292,98,93,1,0,309
