N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
169,616,941,732,0,0,0,1430,1020,179,1188,0,0,946,109
170,544,327,199,162,106,4,420,257,230,101,243,3,399,201
171,3885,2429,2567,2676,1753,905,0,1884,3104,2834,3967,7721,3494,3113
172,302,312,140,185,154,0,241,183,0,0,236,4,0,0
173,227,0,56,72,66,0,112,58,49,60,61,0,146,60
174,2800,1066,1170,794,1389,1,3232,1180,923,908,1368,0,2375,1294
175,864,163,661,121,0,0,213,587,404,716,572,0,102,1344
176,333,175,157,77,189,1,453,60,274,111,335,0,302,168
177,3525,2377,2067,2610,3361,0,6250,2163,2832,0,2991,6595,4363,1363
178,179,149,136,232,233,0,147,314,263,609,99,0,405,167
179,195,73,52,62,57,0,133,53,69,0,60,0,188,66
180,3368,964,0,1002,1022,2,2674,1171,1137,1188,1237,0,2058,0
181,781,623,602,0,297,0,0,247,0,0,743,0,0,758
182,531,104,197,173,327,2,483,77,260,143,319,0,465,66
183,1871,2436,803,2970,2181,6750,6330,2630,2799,2675,1783,6218,2280,1108
184,0,0,0,130,11,2,250,198,187,9,238,8,346,115
185,161,0,58,0,70,0,187,57,61,53,53,0,210,66
186,1898,1061,1388,706,1116,6,0,979,1261,1111,1252,1,3777,1092
187,934,1828,766,580,938,0,792,684,1117,577,347,0,0,633
188,502,42,0,188,164,0,540,19,234,0,303,2,404,0
189,7267,3628,4363,2235,3863,14552,1565,2729,2785,2436,1469,6004,5787,0
190,682,129,407,324,211,1,515,297,192,294,43,0,294,113
191,0,59,0,69,60,0,197,57,56,0,50,0,219,56
192,1890,1154,1368,650,1341,7,3689,968,1098,1154,1273,2,4444,0
193,1625,201,563,0,172,0,903,686,638,0,126,0,0,1011
194,0,265,247,111,48,1,472,295,0,149,464,1,601,192
195,2139,2613,3238,2911,3801,9901,0,1997,3938,2682,2612,7019,0,2014
196,319,357,226,224,315,2,144,0,334,178,257,2,396,285
197,0,0,63,63,47,0,176,50,37,40,62,0,165,69
198,4038,1105,771,1296,1272,3,3446,1083,915,1303,1187,0,4954,980
199,1644,0,664,701,198,0,932,1242,520,0,314,0,1439,794
200,487,101,307,142,284,0,544,274,82,123,451,4,503,0
201,2003,909,1976,2865,4541,4281,2041,2074,2222,3312,3714,5143,0,0
202,0,264,175,153,236,5,261,244,246,230,0,0,292,283
203,156,66,38,67,53,0,217,67,81,74,41,0,174,67
204,2426,0,1146,1415,0,0,1184,1101,963,966,877,6,0,1058
205,43,0,518,0,571,0,0,0,549,354,1110,0,1346,268
206,466,151,201,152,399,0,436,316,260,151,98,3,0,235
207,4113,2812,2927,0,1775,4629,3416,1844,2170,2779,815,6389,0,2250
208,345,250,66,321,295,0,88,249,0,0,171,5,116,166
209,207,57,76,0,55,0,200,52,65,44,48,0,194,56
210,5835,954,958,1172,971,0,3456,1061,719,706,1376,0,3491,0
211,1615,1052,476,496,421,0,0,1476,114,1449,0,0,1641,0
212,451,0,182,130,258,3,304,333,177,152,319,2,491,130
213,0,2547,3272,2598,3992,11328,2814,2936,2551,0,2547,7153,3126,1989
214,582,0,328,106,297,0,0,124,339,345,228,0,461,244
215,0,54,46,65,36,0,202,59,38,65,68,0,229,55
216,4127,935,818,1018,701,8,3002,904,963,1147,1500,0,1327,1143
217,1047,51,432,1447,678,0,2354,1082,507,504,1127,0,2272,1301
218,470,102,307,0,317,0,563,115,169,123,289,0,533,204
219,2681,2478,2300,3167,4538,7285,4199,0,3687,0,2620,8119,981,1423
220,529,364,329,290,276,0,355,146,256,143,214,8,478,154
221,148,0,0,60,69,0,183,54,0,56,59,0,178,66
222,2638,0,1324,965,1288,9,3409,1084,607,1122,1373,6,0,1065
223,937,1359,521,498,536,0,0,0,0,299,764,0,1410,550
224,457,57,199,144,282,0,0,202,172,0,112,0,470,177
225,1122,0,2960,2888,1456,5173,4959,2977,2788,2363,1838,5093,1921,2443
226,214,194,0,97,113,6,333,355,211,325,301,0,230,261
227,171,60,50,69,67,0,150,47,43,50,67,0,190,51
228,4498,1159,0,1088,1029,0,2643,993,0,1170,1411,0,4044,1031
229,532,317,701,55,417,0,0,472,412,809,310,0,0,0
230,467,44,66,166,276,1,553,274,233,179,266,0,493,126
231,3984,2125,2973,2968,2536,10503,0,2087,3410,2471,1964,0,3439,1722
232,412,234,0,207,0,2,428,239,249,123,218,1,527,212
233,0,55,47,68,47,0,128,56,76,46,35,0,0,67
234,2747,1028,1201,1088,1061,0,3207,1057,1250,1163,1322,3,3320,1253
235,0,431,441,193,791,0,1751,817,939,1557,170,0,849,1024
236,494,128,119,166,302,4,498,152,172,162,130,2,435,194
237,5661,1634,3286,2608,3027,6247,2476,1734,0,2977,2642,0,4173,2397
238,275,103,265,207,268,4,663,314,173,7,94,0,537,173
239,190,55,38,46,69,0,179,46,25,70,57,0,0,55
240,1982,1146,811,986,1258,5,2688,991,554,1089,1015,2,3897,1171
241,991,392,632,1052,876,0,0,0,563,977,530,0,734,655
242,448,148,207,122,227,0,390,0,259,131,281,0,395,188
243,1546,0,3117,2730,2410,7136,5776,1944,2680,2561,3010,5008,3994,2572
244,268,181,185,211,134,1,244,206,89,347,224,0,17,0
245,149,51,51,61,42,0,199,60,47,62,46,0,196,59
246,2997,0,900,775,913,0,0,1089,1385,945,1395,2,2090,1121
247,564,52,648,566,896,0,784,414,463,5,462,0,303,519
248,523,499,168,146,105,4,444,155,188,120,253,0,447,0
249,5977,2984,3436,2575,3314,5632,4495,1848,0,2760,2333,10184,2282,2229
250,301,266,127,129,225,0,240,290,71,148,206,1,0,0
251,0,59,54,66,41,0,181,42,53,88,78,0,155,58
252,2968,1051,989,939,1541,0,2267,1040,1185,773,0,5,3958,1217
253,1678,263,395,898,486,0,219,1246,159,527,605,0,1873,453
254,432,243,235,127,148,1,453,173,143,0,373,2,502,197
255,3790,2784,3206,2952,1962,3245,3189,1791,3502,3111,2120,9518,3012,2918
256,375,320,224,0,119,0,368,215,0,7,184,1,238,242
257,132,51,70,59,50,0,275,59,60,55,60,0,166,63
258,3663,1084,782,1055,1393,0,2206,1153,832,1063,1240,7,0,1019
259,0,480,470,40,550,0,2056,428,1085,323,1083,0,0,926
260,472,157,213,172,151,1,526,140,183,152,128,1,404,213
261,3343,2151,3186,2574,0,6929,2831,3172,2381,3465,1213,0,3000,1699
262,201,121,276,193,112,5,284,51,350,277,214,0,299,248
263,184,61,57,82,65,0,136,66,60,59,48,0,151,61
264,4038,1075,1570,1033,988,0,2890,1150,864,1161,1188,10,3418,1177
265,1089,699,1190,1954,688,0,1111,0,799,1315,454,0,0,465
266,414,0,0,180,227,2,463,57,101,178,333,2,544,404
267,2809,2722,3301,2420,1324,2809,4289,2178,0,3036,3642,7476,5761,1673
268,197,214,268,232,188,0,210,321,0,270,196,6,315,281
269,228,57,42,56,58,0,157,71,53,57,48,0,204,36
270,5232,1014,907,1057,0,0,2491,1080,1012,1050,1443,7,3650,1100
271,1965,289,609,1261,235,0,203,565,611,115,476,0,0,1102
272,526,158,182,161,352,3,409,218,183,114,304,2,0,169
273,0,3152,3747,3054,3106,6809,561,0,3861,2867,0,0,2269,1819
274,764,172,331,187,220,0,254,128,377,151,241,0,463,261
275,188,48,62,77,55,0,0,68,45,66,70,0,189,47
276,2725,1076,0,1045,1023,6,2498,1131,1257,943,1414,0,3247,1156
277,1910,0,485,806,782,0,230,914,844,0,383,0,0,669
278,355,0,265,131,275,2,527,279,268,136,462,2,395,0
279,7787,2993,3219,2479,3877,7297,2033,3360,3557,2468,3114,2860,6535,3482
280,527,218,122,505,169,0,487,341,354,278,224,6,587,263
281,187,45,52,59,57,0,183,60,73,50,55,0,137,58
282,4140,1056,1233,1409,1125,7,2576,1040,730,1311,0,0,2701,1037
283,1432,618,769,0,116,0,0,163,966,0,539,0,3145,215
284,0,200,242,165,311,4,418,378,251,147,212,5,325,0
285,1683,1927,3634,2713,4098,5020,4925,1959,0,2517,3348,12515,4789,2092
286,0,182,170,225,174,3,388,208,353,10,222,3,347,226
287,161,59,0,55,55,0,0,56,59,63,44,0,194,60
288,2128,1137,948,906,953,3,4304,1210,1682,979,1344,0,4953,1171
289,770,799,310,146,590,0,132,1353,530,0,450,0,260,319
290,455,231,209,204,287,0,447,85,178,139,16,0,404,199
291,5031,1621,2044,3159,1349,9714,4941,2781,2588,2330,3577,0,6182,1688
292,0,279,139,0,228,0,336,236,278,432,0,0,374,215
293,0,53,0,71,47,0,192,63,0,78,0,0,225,45
294,4058,1053,1549,879,852,8,2762,925,900,965,874,7,2492,1106
295,1302,1129,478,1098,0,0,1755,1016,0,770,130,0,690,870
296,448,201,291,128,425,1,505,207,91,128,282,2,400,343
297,0,2220,3390,2711,0,8391,3569,1954,0,2723,3524,0,0,2693
298,393,182,357,314,145,0,0,0,239,228,0,0,454,207
299,166,71,51,62,58,0,176,0,45,71,51,0,205,0
300,2187,1086,0,1075,1373,0,1976,0,1020,927,1171,0,2865,1036
301,979,321,0,359,132,0,2272,1057,868,35,562,0,914,684
302,553,235,235,188,51,2,404,113,0,127,109,1,487,0
303,4910,1363,3134,2936,1753,9748,2243,0,0,2937,4577,8538,4484,2197
304,218,63,278,254,0,2,0,341,338,254,259,0,511,342
305,93,71,61,0,38,0,0,0,64,68,56,0,201,64
306,4273,1154,1395,930,1415,1,3555,0,0,1408,837,0,1317,1216
307,359,1230,0,149,587,0,982,1128,0,702,607,0,0,778
308,541,250,214,126,167,0,476,232,56,122,202,1,512,79
309,3908,2896,3090,2210,3246,2704,2986,2059,3117,2587,2180,7265,2450,1714
310,202,216,209,0,177,2,258,0,332,144,189,5,411,132
311,127,59,44,54,59,0,0,67,40,0,0,0,176,45
312,3291,1091,1123,989,951,3,3500,1087,1091,1448,1182,12,3219,1294
313,566,0,935,830,406,0,1250,0,710,898,521,0,801,953
314,358,255,179,144,486,0,575,202,277,160,282,0,0,148
315,3737,1523,3507,3008,2478,4314,5099,2148,3391,2793,4473,0,3288,1995
316,236,99,251,172,262,1,361,283,326,178,0,0,385,177
317,199,0,62,67,65,0,0,68,55,71,56,0,233,66
318,0,1082,1119,823,1318,5,2891,0,1048,1019,1286,0,2843,937
319,0,189,406,207,689,0,411,0,927,549,1001,0,957,1107
320,0,0,277,132,289,0,420,210,255,136,365,2,400,186
321,3357,2323,3265,3572,4235,5974,6063,2638,2964,2627,3280,3286,3676,4781
322,179,215,0,344,78,1,382,382,304,230,109,3,135,221
323,154,65,41,51,63,0,135,54,51,52,66,0,249,60
324,3300,940,1058,582,1223,0,3630,1193,1261,1011,978,0,2279,0
325,0,1252,856,0,1093,0,1721,1365,674,0,798,0,1498,496
326,0,200,96,153,304,0,516,200,291,150,202,0,0,196
327,2769,2369,3565,2674,5258,7071,0,0,1635,2369,1767,4976,3399,2683
328,0,191,266,69,230,0,0,295,54,226,83,0,499,221
329,143,52,53,56,67,0,204,59,52,71,48,0,206,65
330,5200,0,726,1037,1277,0,2123,1069,1375,926,1377,13,4213,1068
331,1247,920,289,0,742,0,352,604,545,780,0,0,801,790
332,481,233,175,204,246,0,545,202,115,128,129,4,420,176
333,2261,0,2257,0,0,17767,1994,2748,3167,2673,3524,2804,3895,0
334,602,347,236,91,407,2,621,0,193,0,303,6,540,259
335,217,71,51,48,53,0,192,56,70,58,51,0,201,0
336,2365,1017,606,1006,1353,6,4491,1027,1124,1241,939,7,2857,1090
337,1959,0,529,0,487,0,778,0,1150,1710,930,0,6,994
338,541,330,8,130,262,0,462,161,0,133,280,0,439,176
339,3112,1432,2719,2739,3132,2643,859,1635,3312,2621,3308,8530,6065,1225
340,150,0,479,17,165,7,356,260,189,327,156,0,233,170
341,0,68,67,79,60,0,0,0,70,86,56,0,136,55
342,2460,1024,793,799,1463,8,3517,1187,914,904,1210,0,3565,945
343,1595,854,840,361,415,0,0,907,677,235,0,0,554,0
344,373,232,265,102,106,0,441,174,141,200,232,0,399,311
345,2919,2995,3155,3120,669,9733,1070,2526,2324,2506,0,8449,0,574
346,197,0,293,438,198,7,620,271,178,250,73,3,301,199
347,181,54,49,82,47,0,172,68,64,70,56,0,165,63
348,4469,1058,905,897,0,0,1951,1126,1062,1075,1210,15,4814,1141
349,980,372,370,30,674,0,1082,129,490,1301,683,0,1298,614
350,573,178,177,147,264,0,0,242,137,204,264,7,553,0
351,0,2593,2433,2581,3878,865,0,2375,2322,2978,2581,15323,5765,1893
352,400,74,387,0,164,0,0,0,315,0,330,5,276,153
353,200,54,63,61,43,0,164,42,52,54,58,0,184,63
354,1180,1042,1209,1014,1132,0,2779,1215,837,795,1086,0,0,1055
355,1829,458,616,697,0,0,0,0,873,464,0,0,283,292
356,477,23,277,163,95,2,377,0,139,149,280,0,0,244
357,2589,2167,3723,2548,2875,8896,1799,2509,1243,3112,3169,0,6847,2695
358,122,361,485,281,297,3,361,229,161,332,185,0,0,348
359,199,47,0,49,46,0,193,67,68,42,0,0,181,67
360,3566,1127,1154,875,984,10,1747,1096,956,756,932,0,2944,1134
361,0,401,604,444,1248,0,1495,0,0,1604,368,0,624,0
362,581,242,0,157,0,1,504,303,200,149,265,4,487,106
363,1939,1568,2040,3001,3110,7065,5226,1781,2927,3037,2376,12289,3023,1697
364,0,238,0,88,81,1,530,179,181,176,234,2,396,292
365,162,55,53,70,47,0,173,45,45,69,50,0,164,66
366,3213,1256,0,1366,1289,0,3725,1074,1188,1092,805,1,3043,1068
367,0,0,643,520,509,0,664,745,579,0,69,0,589,918
368,484,197,209,199,210,2,425,367,227,120,226,0,573,0
369,3263,2311,3016,2389,2128,6667,4021,2411,1999,2361,1445,6843,3284,1711
370,316,266,294,326,44,2,412,134,280,0,328,0,274,236
371,160,62,52,59,53,0,160,64,56,66,61,0,158,76
372,3451,1139,846,504,946,10,4447,974,1187,1038,898,8,3233,987
373,1729,1251,688,462,299,0,1621,190,0,655,770,0,1389,1186
374,344,221,318,132,212,5,396,0,167,147,0,0,0,458
375,2337,3043,2213,3235,1967,6356,832,2199,1757,2426,887,11205,2688,2104
376,73,188,306,102,124,1,345,268,202,241,178,0,377,267
377,197,55,52,0,64,0,0,70,49,68,62,0,155,56
378,3672,0,0,1033,1079,13,2864,879,1015,0,1168,4,2838,1134
379,275,0,274,370,603,0,1047,470,1005,1500,451,0,570,829
380,524,0,197,184,153,1,475,169,241,158,354,4,456,221
381,3603,1793,3132,0,0,5403,0,854,2243,2719,2575,3446,6495,1658
382,158,213,238,195,72,0,484,317,324,455,128,0,549,192
383,169,49,57,58,42,0,200,65,60,75,54,0,210,66
384,3855,912,1045,1447,0,0,3835,1199,1005,1539,966,0,5174,1015
385,0,0,1027,1531,585,0,704,845,514,0,588,0,0,411
386,478,97,163,160,255,2,554,295,174,115,137,1,368,93
387,3752,2891,2752,0,2900,3287,4410,2037,3179,2817,2723,15872,2207,2385
388,259,224,279,231,271,1,238,364,184,283,317,4,87,197
389,205,62,53,49,51,0,178,63,61,63,0,0,205,0
390,3140,0,565,974,1298,6,2481,1246,1207,754,1147,8,3407,1134
391,1891,937,554,987,524,0,964,0,964,574,822,0,1934,181
392,409,0,78,84,269,0,0,173,76,121,200,1,0,218
393,0,0,3299,2724,1453,8719,3350,0,3281,3081,3931,5151,3447,3237
394,362,125,164,34,246,4,356,246,0,0,135,1,363,79
395,148,55,71,65,37,0,112,58,50,70,52,0,146,62
396,2983,955,1536,1096,1336,0,3398,1141,1332,682,1164,0,3131,1028
397,196,543,0,0,303,0,1273,784,501,1207,1190,0,1149,0
398,515,0,284,120,349,2,471,187,136,162,215,0,558,102
399,1143,2633,3190,0,2243,6033,1452,2973,3265,2669,2925,9251,5544,0
400,237,83,308,172,241,0,0,0,203,303,214,2,393,331
401,134,65,61,85,70,0,153,65,55,68,74,0,232,61
402,3620,971,950,1217,1018,0,2427,1098,901,649,1048,0,2604,843
403,1849,29,607,528,0,0,637,1241,748,472,229,0,1383,767
404,385,0,220,150,333,1,339,40,268,173,297,2,414,0
405,2621,2926,0,2746,3485,735,3942,2813,2092,2942,2383,7825,0,0
406,426,178,325,229,186,2,420,218,174,373,103,4,166,220
407,0,52,0,61,48,0,178,47,43,0,0,0,218,0
408,0,978,942,833,811,5,0,1140,858,1472,1464,7,3048,1107
409,678,0,0,36,892,0,344,0,793,804,0,0,525,0
410,372,242,253,204,0,2,377,134,226,154,0,0,349,0
411,4985,2274,2954,2981,2287,0,0,2729,2994,0,1230,7580,0,1854
412,398,211,224,0,281,0,330,110,0,73,0,0,452,392
413,0,61,51,58,51,0,152,58,48,72,0,0,191,71
414,2539,0,917,1182,1428,3,3962,1068,1072,932,1325,3,2747,1170
415,0,1367,623,0,0,0,1557,956,623,639,362,0,462,593
416,560,178,159,178,386,0,462,137,274,169,362,0,590,256
417,3003,0,3008,0,3161,0,3522,2287,3100,2215,2577,0,2703,2238
418,375,0,293,107,0,4,166,169,72,185,243,5,440,248
419,145,0,59,60,60,0,169,52,50,53,65,0,129,69
420,3908,1010,1158,1087,1283,3,2618,1117,834,976,1350,0,2066,0
421,0,684,592,719,458,0,848,1189,839,1433,619,0,0,353
422,484,130,155,173,310,0,481,197,188,163,172,3,507,307
423,3113,2465,2229,3418,2369,0,2827,0,0,2246,2442,1592,2050,3843
424,112,0,0,138,132,2,435,284,354,136,292,0,515,247
425,0,62,54,77,56,0,172,55,60,54,62,0,135,54
426,3016,1082,1209,747,1262,7,3109,1155,806,1256,0,9,1211,1123
427,63,1287,583,776,584,0,690,492,296,1320,439,0,0,855
428,400,149,142,0,199,2,0,146,174,106,401,0,421,139
429,5741,2079,2947,2607,2737,12140,4885,2147,2003,1990,584,8417,2886,2465
430,233,148,172,146,256,0,438,141,0,235,179,2,407,0
431,146,68,54,66,68,0,211,51,68,52,41,0,164,72
432,2486,1127,1246,1214,1240,4,1804,1156,1025,939,1222,6,3416,1036
433,0,287,819,764,231,0,178,441,572,448,462,0,760,710
434,373,164,218,83,272,2,0,81,172,135,349,1,503,37
435,3305,3222,3416,0,2474,7194,6387,2754,3282,2786,2838,5107,3399,2499
436,366,162,276,367,216,0,0,215,280,273,195,6,307,0
437,0,55,72,60,48,0,193,62,58,58,70,0,171,58
438,2224,1109,879,1258,1011,2,2608,1071,1140,967,1370,9,3888,1059
439,0,251,732,211,747,0,1731,0,74,274,853,0,1746,0
440,477,181,205,66,431,3,370,0,182,161,348,0,417,258
441,4444,1808,0,2386,1667,3179,0,1858,0,3303,0,9495,2008,2764
442,478,148,237,0,0,2,609,220,241,309,122,3,283,273
443,147,0,38,37,48,0,144,63,71,51,54,0,0,60
444,3724,1252,0,1115,0,0,4199,1056,0,1152,1151,8,2315,1057
445,1648,1,583,1014,557,0,777,227,385,0,0,0,771,556
446,483,79,184,160,368,0,502,128,171,0,163,1,425,310
447,0,2433,2528,3106,3791,7399,4455,3525,1035,2444,2528,7068,2997,2223
448,421,184,280,146,147,4,284,205,241,112,188,0,358,195
449,266,58,55,50,70,0,135,68,53,66,65,0,213,48
450,2379,1154,974,869,1179,5,4271,1025,1096,715,1304,10,3986,1128
451,0,739,636,484,206,0,1348,0,593,272,0,0,234,0
452,493,0,76,149,215,5,472,200,185,172,0,0,561,259
453,2146,2228,3793,2176,1932,7687,4429,0,4152,2866,5129,7434,4435,2222
454,277,0,340,225,0,0,387,208,320,0,239,0,613,181
455,205,51,56,78,78,0,0,64,66,48,62,0,193,47
456,3803,1043,732,1324,0,0,2716,1021,1121,1194,715,15,0,1204
457,1,0,627,953,650,0,1903,0,653,764,299,0,1790,824
458,367,245,0,176,208,0,547,42,187,150,241,1,471,84
459,2702,2925,0,3101,1548,13043,3144,2200,1204,2360,3790,9271,4751,2524
460,0,295,250,207,142,1,171,155,410,0,207,4,360,0
461,103,68,68,0,43,0,186,50,49,61,59,0,198,67
462,4092,938,999,1076,942,0,2831,1104,710,1180,1319,3,3805,1108
463,0,796,466,0,510,0,0,993,0,1595,240,0,1371,250
464,550,0,0,107,232,1,387,185,63,151,336,0,534,169
465,3244,2458,3513,3379,2060,4726,3156,0,2985,2538,4079,0,2664,2304
466,399,227,420,0,0,0,541,192,202,0,278,3,179,0
467,0,46,57,40,56,0,161,63,34,0,63,0,0,64
468,0,950,1092,869,760,9,2394,1157,724,1085,954,0,3602,0
469,1857,748,722,340,840,0,2673,277,308,769,637,0,2195,0
470,473,79,163,187,194,0,411,157,195,108,259,1,362,327
471,4802,1947,0,2821,3245,12956,4201,1076,2388,0,2780,10572,2464,2695
472,186,118,288,285,0,4,370,0,233,323,176,5,342,169
473,200,81,51,62,82,0,165,0,68,68,41,0,183,54
474,2972,1082,1131,1232,1440,9,1743,1080,1233,1152,1177,0,3897,1100
475,1692,528,159,1260,454,0,1032,763,679,949,606,0,970,1397
476,526,51,0,113,190,5,515,270,193,154,137,1,0,279
477,4364,2245,2548,2935,3168,8671,3382,3018,3154,2397,2014,3949,5976,2123
478,362,273,382,447,175,0,388,338,292,269,0,2,328,257
479,158,53,44,68,51,0,156,60,61,0,0,0,0,0
480,2992,1132,0,1288,923,8,3552,1020,1284,895,1452,0,2659,958
481,1660,1023,0,642,0,0,900,515,597,519,502,0,1068,1773
482,398,0,174,132,0,1,509,63,68,139,0,0,454,151
483,6585,2010,2867,2952,3347,9232,4087,3554,2534,2510,1909,7005,6759,2379
484,299,172,272,186,48,0,173,279,330,383,125,0,0,255
485,221,55,40,67,56,0,117,46,77,47,56,0,177,52
486,1991,1024,782,1137,1143,0,3924,1124,866,1066,1412,0,3972,1263
487,917,948,335,696,549,0,1396,551,534,0,0,0,957,282
488,493,148,139,176,56,0,391,155,131,154,236,4,524,197
489,3857,2989,3005,2758,1327,2197,3473,2019,2790,3157,0,7248,4511,3041
490,133,34,202,331,0,0,525,274,51,96,173,1,300,0
491,199,0,71,69,62,0,162,45,57,39,55,0,194,55
492,3720,915,1101,999,1312,2,2570,917,0,1050,966,0,2684,1047
493,369,564,551,658,557,0,501,498,0,905,0,0,0,63
494,471,211,60,161,249,0,542,489,327,155,344,0,472,169
495,3684,1568,2821,0,0,10616,5315,2398,3350,2526,1778,8561,4152,1292
496,273,178,246,0,265,0,0,324,256,477,0,0,273,175
497,194,61,64,42,0,0,134,50,43,55,65,0,194,58
498,3897,1015,969,1469,996,4,3049,1153,1474,781,1283,0,2406,1233
499,1632,738,390,1126,815,0,661,691,417,0,0,0,1741,232
500,507,0,171,93,253,0,322,197,0,184,190,0,0,57
501,1763,1463,3623,2788,0,8634,4459,3242,3210,2487,4278,12535,2849,2891
502,533,0,144,0,134,0,407,0,260,559,241,0,302,92
503,170,49,55,63,41,0,168,53,58,41,63,0,165,74
504,3592,1043,723,915,1343,9,2779,0,1080,0,1233,6,2071,1045
505,678,791,885,0,410,0,1178,762,393,588,64,0,1312,575
506,498,140,264,152,295,2,473,347,189,172,184,6,416,376
507,3826,2194,0,0,0,4049,4634,1807,2241,2291,2747,6238,4310,2534
508,223,223,181,478,297,5,552,106,161,132,119,1,588,300
509,153,0,50,66,54,0,203,63,70,68,68,0,185,61
510,1893,1084,992,728,1073,5,0,1298,852,1028,952,5,2392,1102
511,502,923,564,141,665,0,0,0,997,1021,0,0,985,1096
512,434,240,159,139,132,1,388,228,319,146,299,2,402,195
513,2450,2938,2907,2538,0,14728,4258,2792,3393,3046,2593,14951,3656,1567
514,454,0,229,315,221,0,0,243,0,420,196,5,531,191
515,157,51,66,71,61,0,0,56,45,56,45,0,193,66
516,3237,1029,0,1051,943,0,4695,1138,997,626,1290,2,0,1061
517,0,758,588,1063,445,0,1274,1215,299,507,907,0,2187,517
518,524,327,210,154,338,2,483,227,247,133,128,0,363,79
519,2346,2026,3297,2168,1716,6908,3517,2375,2222,2953,2427,4076,3000,3548
520,251,250,0,11,37,0,264,199,360,169,323,2,144,243
521,174,64,50,63,58,0,211,46,52,65,80,0,220,63
522,3652,1045,1127,0,0,13,2992,1170,1054,1156,1439,17,2230,1204
523,1291,0,640,846,563,0,1204,455,325,804,0,0,1497,6
524,495,214,168,164,306,1,438,340,87,80,127,0,474,370
525,3579,3584,3251,2578,2640,11208,3105,2828,2570,2425,0,2167,2278,2188
526,151,230,273,0,66,0,333,0,175,18,358,1,204,166
527,210,54,54,64,61,0,154,65,59,46,61,0,0,64
528,0,1181,1123,1075,1234,1,4361,1124,916,746,1331,6,2997,1142
529,0,0,531,1081,593,0,990,0,771,209,242,0,0,0
530,451,250,140,173,0,0,454,137,0,173,0,3,481,343
531,4522,1820,3154,2726,0,0,3630,2612,2810,2708,2218,7114,3670,1087
532,440,221,406,261,355,0,564,0,179,461,0,0,333,266
533,141,71,0,42,60,0,181,64,45,47,47,0,138,78
534,2734,1026,1080,935,706,11,3355,1210,1139,1082,1170,8,2188,0
535,1045,657,680,727,473,0,1150,0,622,1511,495,0,1462,729
536,452,0,190,143,246,0,404,160,208,71,203,5,435,60
537,5067,2670,910,3342,4326,6289,5127,1052,2463,2364,2717,0,1373,3334
538,343,198,228,0,314,0,419,277,237,64,218,1,659,234
539,189,46,53,79,60,0,124,56,40,63,70,0,182,56
540,3802,1034,1135,1036,0,1,0,1244,1382,1291,1037,3,3365,1122
541,1494,1138,690,290,930,0,1194,1337,649,763,629,0,132,637
542,0,165,0,157,0,0,478,95,164,209,357,0,460,212
543,3920,2584,3672,2750,3328,6326,3644,2025,3278,2816,1640,8217,2641,3053
544,208,181,178,460,162,5,238,51,282,195,234,2,387,282
545,172,65,46,63,67,0,152,59,0,60,59,0,150,58
546,2833,998,1155,1179,945,0,2595,1155,1238,1172,0,0,2844,979
547,930,486,768,108,429,0,586,848,611,1679,936,0,1819,364
548,430,186,187,161,181,2,461,14,227,152,215,1,496,322
549,0,2285,2303,2271,0,8500,4854,2303,3645,2443,4694,0,4378,0
550,0,168,279,217,206,4,84,99,237,114,250,0,288,161
551,130,62,57,58,59,0,0,0,59,69,46,0,165,72
552,2917,1122,1470,899,1368,0,3495,870,0,986,1346,3,0,1016
553,0,1193,0,1058,433,0,1116,10,188,851,594,0,2238,229
554,501,236,126,158,100,0,485,155,226,0,142,0,313,303
555,0,0,2911,2641,2876,12041,4149,2466,2134,3219,0,7812,0,1720
556,0,280,339,219,162,0,0,241,293,336,159,0,527,172
557,149,78,66,86,32,0,155,60,57,85,74,0,142,56
558,2883,1012,1333,1193,977,2,2984,1013,1108,1115,0,6,2107,0
559,876,275,1045,299,722,0,379,0,597,1344,316,0,1224,360
560,480,198,140,162,394,1,496,264,217,183,284,2,460,294
561,0,2234,1677,3181,2607,3663,5826,1806,3206,3154,3155,0,5359,2451
562,261,207,222,78,168,4,424,36,243,0,264,1,259,209
563,206,52,83,35,56,0,140,0,39,50,47,0,207,46
564,2879,1004,1275,0,1154,3,2633,1285,729,951,963,9,4090,1062
565,1166,382,0,71,585,0,1340,661,588,178,619,0,180,880
566,460,0,176,138,372,0,455,174,276,156,181,1,515,144
567,2193,1704,2351,2476,1194,4049,4537,3168,0,2975,0,7563,2926,2086
568,203,175,0,239,263,4,382,68,269,0,197,2,86,194
569,197,52,71,62,48,0,181,64,54,0,55,0,197,54
570,3023,1123,752,1028,1116,13,3274,1095,1029,1376,1123,4,4147,997
571,0,314,715,0,0,0,1550,325,746,825,646,0,984,764
572,570,126,278,154,256,0,390,146,145,0,17,0,502,27
573,3981,1595,3372,2785,1180,5421,4476,1417,2714,3151,2366,5371,7365,1293
574,423,187,248,30,210,0,477,310,266,207,0,0,408,251
575,274,59,68,78,53,0,165,59,75,72,65,0,216,67
576,2280,995,800,463,1138,16,3694,0,1224,642,1348,8,3650,1000
577,1486,335,841,951,717,0,1326,279,850,369,284,0,1323,0
578,445,202,254,183,144,2,0,332,165,131,274,0,425,53
579,5636,2435,2320,2709,3257,6379,5055,1865,2905,3037,2585,13490,3123,2745
580,53,187,146,318,192,0,184,107,181,349,148,4,129,265
